Player,Season,AGE,Pos_C,Pos_LW,Pos_RW,Pos_D,GP,G,A,PTS,PPG,PlusMinus,ATOI,TOI(EV),PIM,PS,EV_A,PP_A,SH_A,GW,S,S_Pct,BLK,HIT,FOW,FOL,FO_Pct,CF,CA,CF_Pct,CF_Pct_rel,FF,FA,FF_Pct,FF_Pct_rel,oiSH_Pct,oiSV_Pct,PDO,oZS_Pct,dZS_Pct,TK,GV,SAtt.,Thru_Pct,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct,LENGTH,AAV
Torrey Mitchell,2015,30.0,1,0,1,0,59.0,4.0,6.666666666666667,10.666666666666666,0.1807909604519774,-6.333333333333333,11.861111111111107,10.016666666666667,26.666666666666668,0.2666666666666666,4.0,0.0,0.0,1.0,50.0,8.266666666666667,36.0,55.0,144.0,151.66666666666666,45.9,422.0,581.3333333333334,42.8,-4.533333333333333,309.6666666666667,415.3333333333333,43.23333333333333,-4.7,6.733333333333333,92.33333333333331,99.06666666666666,37.2,62.8,17.333333333333332,14.0,88.33333333333333,56.333333333333336,0.0,0.0,0.0,0.0,3,1200000.0
Nathan Beaulieu,2015,22.0,0,0,0,1,29.0,0.3333333333333333,4.0,4.333333333333333,0.1494252873563218,5.666666666666667,14.766666666666666,13.322222222222225,17.666666666666668,1.4333333333333331,0.3333333333333333,0.0,0.0,0.0,28.33333333333333,0.5333333333333333,31.0,20.0,0.0,0.0,0.0,373.3333333333333,397.0,50.16666666666666,0.9666666666666668,275.6666666666667,280.0,50.96666666666667,2.9333333333333336,10.466666666666669,94.8,105.26666666666668,50.86666666666667,49.13333333333333,3.333333333333333,21.33333333333333,69.66666666666667,39.73333333333333,0.0,0.0,0.0,0.0,2,1000000.0
T.J. Brennan,2015,26.0,0,0,0,1,17.5,1.5,4.0,5.5,0.3142857142857143,-8.0,16.75,13.55,8.5,0.45,1.0,0.5,0.0,0.0,26.5,3.55,18.5,16.5,0.0,0.0,0.0,247.0,237.0,51.85,2.85,181.0,184.0,49.6,2.65,4.25,88.15,92.4,63.1,36.9,6.5,6.5,65.0,43.55,0.0,0.0,0.0,0.0,1,675000.0
Jeff Petry,2015,27.0,0,0,0,1,68.66666666666667,5.666666666666667,11.333333333333334,17.0,0.2475728155339805,-16.333333333333332,21.58333333333333,17.961111111111112,37.66666666666666,2.7,4.666666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,96.0,5.8,109.0,146.0,0.0,0.3333333333333333,0.0,1054.0,1211.6666666666667,46.23333333333333,-1.0333333333333334,767.6666666666666,904.6666666666666,45.86666666666667,-0.7333333333333334,7.966666666666666,91.06666666666666,98.96666666666664,45.03333333333333,54.96666666666667,34.666666666666664,75.0,218.66666666666663,44.5,0.0,0.0,0.0,0.0,6,5500000.0
Cody Goloubef,2015,25.0,0,0,0,1,17.333333333333332,0.3333333333333333,3.0,3.333333333333333,0.1923076923076923,3.0,13.4,13.044444444444444,7.0,0.8666666666666667,0.3333333333333333,0.0,0.0,0.3333333333333333,13.666666666666666,2.3666666666666667,15.333333333333334,19.0,0.0,0.0,0.0,203.66666666666663,200.66666666666663,50.0,2.9,157.66666666666666,152.0,52.8,4.733333333333333,3.9333333333333336,96.0,99.93333333333334,51.76666666666667,48.23333333333333,1.0,5.0,30.0,64.03333333333333,0.0,0.0,0.0,0.0,2,750000.0
Jordin Tootoo,2015,32.0,0,0,1,0,40.333333333333336,4.333333333333333,3.6666666666666665,8.0,0.1983471074380165,-0.6666666666666666,8.838888888888889,8.5,51.66666666666666,0.7666666666666666,4.0,0.3333333333333333,0.0,0.6666666666666666,43.66666666666666,6.666666666666667,5.333333333333333,75.66666666666667,0.3333333333333333,0.0,33.333333333333336,277.3333333333333,324.3333333333333,48.16666666666666,-2.566666666666667,213.33333333333331,249.66666666666663,47.7,-2.9,6.433333333333334,92.23333333333332,98.66666666666669,57.366666666666674,42.63333333333333,9.333333333333334,12.666666666666666,72.33333333333333,58.53333333333333,0.0,0.0,0.0,0.0,1,825000.0
John Klingberg,2015,22.0,0,0,0,1,65.0,11.0,29.0,40.0,0.6153846153846154,5.0,21.83333333333333,18.75,32.0,6.7,9.0,2.0,0.0,3.0,98.0,11.2,77.0,54.0,0.0,0.0,0.0,1344.0,1163.0,53.6,2.4,967.0,854.0,53.1,1.5,9.5,90.8,100.3,50.0,50.0,32.0,59.0,237.0,41.4,2.0,0.0,2.0,0.0,7,4250000.0
Nail Yakupov,2015,21.0,0,1,1,0,64.0,14.0,15.333333333333334,29.33333333333333,0.4583333333333333,-24.0,14.777777777777777,12.572222222222225,26.0,2.333333333333333,9.0,5.0,0.0,1.3333333333333333,131.33333333333334,12.433333333333332,21.666666666666668,67.33333333333333,0.0,2.333333333333333,0.0,688.6666666666666,832.6666666666666,44.86666666666667,-3.4,512.3333333333334,628.3333333333334,44.46666666666667,-3.6,8.133333333333333,89.3,97.46666666666664,59.06666666666666,40.93333333333333,23.33333333333333,36.66666666666666,238.66666666666663,54.3,2.0,0.3333333333333333,1.6666666666666667,5.566666666666666,2,2500000.0
Jaromir Jagr,2015,43.0,0,0,1,0,68.0,19.0,30.666666666666668,49.66666666666666,0.7303921568627451,3.6666666666666665,18.355555555555554,15.488888888888887,38.66666666666666,5.933333333333333,14.0,5.0,0.0,5.0,171.66666666666666,11.466666666666669,11.0,15.666666666666666,0.3333333333333333,1.0,33.333333333333336,966.0,787.6666666666666,54.833333333333336,5.233333333333333,714.6666666666666,616.3333333333334,53.3,4.033333333333333,9.466666666666669,90.7,100.2,55.26666666666667,44.73333333333333,31.0,44.333333333333336,297.3333333333333,57.3,2.333333333333333,0.6666666666666666,1.6666666666666667,38.9,1,3500000.0
Brandon Manning,2015,25.0,0,0,0,1,8.5,0.0,2.5,2.5,0.2941176470588235,3.5,15.983333333333334,14.541666666666666,3.5,0.7,0.0,0.0,0.0,0.0,7.5,0.0,8.5,17.0,0.0,0.0,0.0,107.5,115.5,47.4,0.9000000000000001,84.5,85.5,49.1,2.25,12.15,93.85,106.0,42.85,57.15,1.0,4.5,16.5,48.650000000000006,0.0,0.0,0.0,0.0,1,625000.0
Derek Dorsett,2015,28.0,0,0,1,0,51.333333333333336,4.666666666666667,9.333333333333334,14.0,0.2727272727272727,-2.6666666666666665,13.02222222222222,11.661111111111111,118.66666666666669,0.9,4.0,0.0,0.6666666666666666,1.0,64.66666666666667,7.266666666666667,24.666666666666668,107.66666666666669,6.666666666666667,7.333333333333333,33.43333333333333,465.6666666666667,553.0,46.53333333333333,-5.166666666666667,349.3333333333333,406.0,46.36666666666667,-4.933333333333334,8.6,91.06666666666666,99.7,41.46666666666667,58.53333333333333,11.666666666666666,7.0,110.66666666666669,60.36666666666667,0.0,0.0,0.0,0.0,4,2650000.0
Luca Sbisa,2015,25.0,0,0,0,1,49.0,1.6666666666666667,6.666666666666667,8.333333333333334,0.1700680272108843,-2.6666666666666665,18.55555555555556,16.405555555555555,37.333333333333336,1.4666666666666668,1.6666666666666667,0.0,0.0,1.0,49.333333333333336,3.233333333333333,74.33333333333333,111.0,0.0,0.0,0.0,688.0,786.0,47.06666666666666,-3.1,512.0,588.0,46.76666666666667,-4.366666666666667,8.833333333333334,90.93333333333334,99.76666666666668,50.0,50.0,10.333333333333334,23.0,117.0,40.9,0.0,0.0,0.0,0.0,3,3600000.0
Anton Lander,2015,23.0,1,1,1,0,25.33333333333333,2.0,5.333333333333333,7.333333333333333,0.2894736842105263,-8.666666666666666,13.22777777777778,10.65,6.666666666666667,0.1333333333333334,0.6666666666666666,1.3333333333333333,0.0,0.6666666666666666,30.0,3.266666666666667,7.333333333333333,31.666666666666668,108.0,114.0,47.86666666666667,243.33333333333331,269.3333333333333,46.93333333333334,0.7999999999999999,181.0,201.66666666666663,46.53333333333333,1.1666666666666667,3.533333333333333,89.76666666666667,93.26666666666668,47.93333333333334,52.06666666666666,6.333333333333333,11.333333333333334,47.66666666666666,61.43333333333334,0.6666666666666666,0.0,0.6666666666666666,0.0,2,987500.0
Tanner Pearson,2015,22.0,0,1,0,0,33.5,7.5,4.0,11.5,0.3432835820895522,8.0,12.058333333333334,10.65,11.0,1.7999999999999998,6.5,1.0,0.0,2.0,49.5,13.65,9.0,40.5,3.0,1.5,60.7,386.5,310.0,55.400000000000006,0.7999999999999999,296.5,243.0,55.05,2.2,8.25,93.6,101.85,54.45,45.55,13.5,11.5,96.5,50.95,0.0,0.0,0.0,0.0,2,1400000.0
Christopher Tanev,2015,25.0,0,0,0,1,57.333333333333336,3.333333333333333,11.333333333333334,14.666666666666666,0.255813953488372,8.0,19.7,16.9,10.0,3.8666666666666663,3.0,0.0,0.3333333333333333,1.3333333333333333,46.0,7.666666666666667,122.33333333333331,20.666666666666668,0.0,0.0,0.0,873.3333333333334,831.3333333333334,51.2,-0.2666666666666666,646.6666666666666,585.3333333333334,52.2,1.2,8.166666666666666,92.46666666666664,100.63333333333333,46.23333333333333,53.76666666666667,18.666666666666668,27.0,105.0,42.06666666666667,0.0,0.0,0.0,0.0,5,4450000.0
Steven Kampfer,2015,26.0,0,0,0,1,25.0,2.0,2.0,4.0,0.16,-4.0,17.2,15.716666666666669,12.0,0.7,2.0,0.0,0.0,1.0,28.0,7.1,33.0,49.0,0.0,0.0,0.0,341.0,350.0,49.3,-1.4,252.0,257.0,49.5,0.5,5.9,92.8,98.7,45.3,54.7,6.0,6.0,66.0,42.4,0.0,0.0,0.0,0.0,2,612500.0
Johnny Boychuk,2015,31.0,0,0,0,1,63.66666666666666,5.0,16.333333333333332,21.33333333333333,0.3350785340314136,17.0,21.094444444444445,17.47222222222222,23.666666666666668,5.166666666666667,3.333333333333333,1.6666666666666667,0.0,0.6666666666666666,136.33333333333334,3.1666666666666665,129.0,136.0,0.6666666666666666,0.3333333333333333,22.23333333333333,1191.3333333333333,990.0,54.53333333333334,0.4333333333333334,886.0,715.6666666666666,55.13333333333333,1.0,8.566666666666668,92.26666666666668,100.83333333333331,50.833333333333336,49.16666666666666,14.666666666666666,31.33333333333333,275.3333333333333,49.333333333333336,0.0,0.0,0.0,0.0,7,6000000.0
Torey Krug,2015,24.0,0,0,0,1,52.66666666666666,8.666666666666666,18.0,26.666666666666668,0.5063291139240507,10.0,17.633333333333333,14.111111111111107,16.0,5.433333333333333,6.0,2.6666666666666665,0.0,0.6666666666666666,129.33333333333334,4.533333333333334,48.66666666666666,41.66666666666666,0.3333333333333333,0.3333333333333333,16.666666666666668,853.6666666666666,702.6666666666666,54.06666666666666,-0.5666666666666668,622.0,534.6666666666666,54.9,1.3,10.3,84.5,94.83333333333331,66.73333333333333,33.26666666666667,13.0,22.0,265.0,32.63333333333333,2.0,0.3333333333333333,1.6666666666666667,5.566666666666666,1,3400000.0
Reilly Smith,2015,23.0,0,1,1,0,66.66666666666667,12.0,21.33333333333333,33.333333333333336,0.5,11.666666666666666,13.672222222222222,12.016666666666666,14.0,3.8666666666666663,9.666666666666666,2.333333333333333,0.0,1.0,107.66666666666669,10.533333333333331,19.666666666666668,51.66666666666666,1.6666666666666667,2.6666666666666665,34.53333333333333,858.6666666666666,662.6666666666666,56.0,5.1000000000000005,625.0,507.3333333333333,53.93333333333334,3.5,8.266666666666666,92.9,101.16666666666669,54.3,45.7,27.666666666666668,29.33333333333333,200.66666666666663,53.633333333333326,4.333333333333333,1.0,3.333333333333333,20.366666666666667,2,3425000.0
Mats Zuccarello,2015,27.0,0,1,1,0,56.66666666666666,12.333333333333334,26.33333333333333,38.66666666666666,0.6823529411764706,12.666666666666666,16.938888888888886,14.22777777777778,28.33333333333333,4.733333333333333,10.666666666666666,1.3333333333333333,0.3333333333333333,2.333333333333333,117.0,10.666666666666666,32.666666666666664,86.66666666666667,6.666666666666667,9.666666666666666,27.8,803.3333333333334,687.0,55.1,6.2,594.6666666666666,516.0,55.6,5.9,9.766666666666667,92.8,102.6,59.66666666666666,40.333333333333336,36.66666666666666,28.0,210.66666666666663,54.5,5.0,2.333333333333333,2.6666666666666665,47.63333333333333,4,4500000.0
Cam Atkinson,2015,26.0,0,1,1,0,64.0,17.333333333333332,15.333333333333334,32.666666666666664,0.5104166666666666,1.0,16.116666666666667,13.47777777777778,14.666666666666666,3.8666666666666663,12.666666666666666,4.0,0.6666666666666666,4.333333333333333,173.0,10.0,31.0,44.66666666666666,1.3333333333333333,1.6666666666666667,14.8,811.3333333333334,787.6666666666666,51.333333333333336,4.066666666666666,604.0,591.6666666666666,51.26666666666667,4.166666666666667,8.0,92.86666666666667,100.86666666666667,51.06666666666666,48.93333333333334,29.33333333333333,16.0,276.6666666666667,62.66666666666666,5.666666666666667,1.6666666666666667,4.0,28.96666666666667,3,3500000.0
Pierre-Edouard Bellemare,2015,29.0,1,1,0,0,81.0,6.0,6.0,12.0,0.1481481481481481,-3.0,12.833333333333334,10.683333333333334,18.0,0.1,6.0,0.0,0.0,1.0,113.0,5.3,61.0,121.0,360.0,395.0,47.7,705.0,819.0,46.3,-4.1,525.0,573.0,47.8,-1.7,6.9,92.7,99.6,48.5,51.5,32.0,19.0,204.0,55.4,0.0,0.0,0.0,0.0,2,712500.0
Jay McClement,2015,31.0,1,0,0,0,70.33333333333333,6.333333333333333,9.666666666666666,16.0,0.2274881516587678,-5.0,14.533333333333331,11.294444444444444,20.0,0.6333333333333333,6.333333333333333,0.0,0.0,1.0,61.0,11.0,49.66666666666666,98.66666666666669,476.0,405.0,53.63333333333333,553.3333333333334,837.3333333333334,39.23333333333333,-9.933333333333332,406.0,603.0,39.66666666666666,-8.666666666666666,9.433333333333334,92.33333333333331,101.76666666666668,31.1,68.9,36.0,18.33333333333333,112.0,55.43333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,33.333333333333336,2,1200000.0
Kyle Clifford,2015,24.0,0,1,0,0,66.33333333333333,5.333333333333333,7.0,12.333333333333334,0.185929648241206,4.0,10.5,10.05,73.0,1.0666666666666669,5.333333333333333,0.0,0.0,0.6666666666666666,82.33333333333333,7.233333333333333,13.0,181.33333333333331,3.0,6.0,31.46666666666667,608.6666666666666,515.3333333333334,54.2,-2.9,445.3333333333333,396.0,52.93333333333334,-3.3000000000000003,7.633333333333333,92.9,100.56666666666666,56.86666666666667,43.13333333333333,13.666666666666666,14.666666666666666,143.33333333333334,56.36666666666667,0.0,0.0,0.0,0.0,5,1600000.0
Jordan Nolan,2015,26.0,0,1,0,0,56.0,4.666666666666667,3.6666666666666665,8.333333333333334,0.1488095238095238,-4.0,9.144444444444444,9.05,51.333333333333336,0.4666666666666666,4.666666666666667,0.0,0.0,0.6666666666666666,41.66666666666666,10.866666666666667,9.0,91.33333333333331,0.6666666666666666,5.333333333333333,13.9,419.0,410.6666666666667,50.3,-8.433333333333334,299.0,311.6666666666667,48.53333333333333,-9.4,6.133333333333333,92.83333333333331,99.0,58.5,41.5,7.666666666666667,14.0,78.0,53.03333333333333,0.0,0.0,0.0,0.0,3,950000.0
Nick Leddy,2015,23.0,0,0,0,1,69.33333333333333,7.666666666666667,21.0,28.666666666666668,0.4134615384615385,14.333333333333334,18.05,15.333333333333334,11.333333333333334,5.9,5.333333333333333,2.333333333333333,0.0,1.3333333333333333,102.66666666666669,7.733333333333333,58.0,54.333333333333336,0.0,0.0,0.0,1099.0,858.0,56.13333333333333,1.6666666666666667,811.0,625.3333333333334,56.4,0.8666666666666666,8.333333333333334,92.6,100.93333333333334,58.53333333333333,41.46666666666667,21.0,31.666666666666668,189.66666666666663,54.56666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,7,5500000.0
Nick Schultz,2015,32.0,0,0,0,1,65.66666666666667,1.0,8.666666666666666,9.666666666666666,0.1472081218274111,-8.0,18.0,15.405555555555551,33.0,1.6333333333333335,1.0,0.0,0.0,0.3333333333333333,45.66666666666666,1.9666666666666668,135.0,79.33333333333333,0.0,0.6666666666666666,0.0,818.3333333333334,994.0,45.0,-3.533333333333333,609.0,717.0,45.7,-2.3000000000000003,7.0,92.0,99.03333333333336,45.8,54.2,5.666666666666667,28.666666666666668,99.0,46.76666666666667,0.0,0.0,0.0,0.0,2,2250000.0
Rob Klinkhammer,2015,28.0,1,1,1,0,54.333333333333336,7.0,6.333333333333333,13.333333333333334,0.2453987730061349,3.0,11.605555555555554,11.316666666666668,18.666666666666668,1.3666666666666665,6.333333333333333,0.6666666666666666,0.0,0.6666666666666666,67.0,11.066666666666665,8.333333333333334,156.33333333333334,4.333333333333333,10.666666666666666,47.9,550.3333333333334,521.0,51.66666666666666,2.1333333333333333,421.0,387.0,52.6,2.8666666666666667,7.0,94.33333333333331,101.3,40.46666666666667,59.53333333333333,10.666666666666666,8.666666666666666,117.0,57.23333333333333,0.0,0.0,0.0,0.0,1,725000.0
Tim Jackman,2015,33.0,0,0,1,0,44.333333333333336,3.333333333333333,2.333333333333333,5.666666666666667,0.1278195488721804,-5.333333333333333,7.694444444444444,7.572222222222223,88.33333333333333,0.1666666666666666,3.333333333333333,0.0,0.0,0.3333333333333333,47.66666666666666,6.733333333333333,13.333333333333334,92.33333333333331,7.666666666666667,6.0,61.3,301.0,308.3333333333333,49.333333333333336,0.3666666666666667,224.66666666666663,226.66666666666663,49.53333333333333,0.3,4.8,91.8,96.56666666666666,54.833333333333336,45.16666666666666,5.333333333333333,5.666666666666667,79.33333333333333,61.2,0.0,0.0,0.0,0.0,1,700000.0
Marc Methot,2015,30.0,0,0,0,1,55.66666666666666,3.0,12.0,15.0,0.2694610778443114,8.0,22.21666666666667,19.23888888888889,25.666666666666668,3.7,3.0,0.0,0.0,0.3333333333333333,73.0,3.633333333333333,87.0,135.0,0.0,0.3333333333333333,0.0,1068.6666666666667,974.6666666666666,52.46666666666667,-0.4000000000000001,798.6666666666666,758.0,51.46666666666667,0.0666666666666665,8.4,93.0,101.4,52.5,47.5,13.333333333333334,29.0,132.66666666666666,54.7,0.0,0.0,0.0,0.0,4,4900000.0
Marc Staal,2015,28.0,0,0,0,1,57.66666666666666,3.333333333333333,11.666666666666666,15.0,0.2601156069364162,7.0,22.03333333333333,18.98333333333333,26.666666666666668,3.633333333333333,2.6666666666666665,0.6666666666666666,0.0,0.0,69.66666666666667,6.166666666666667,81.0,76.33333333333333,0.6666666666666666,0.3333333333333333,50.0,987.6666666666666,979.0,50.43333333333334,-2.466666666666667,736.3333333333334,737.0,50.23333333333333,-3.4666666666666663,8.1,92.7,100.83333333333331,49.26666666666667,50.73333333333333,29.33333333333333,34.333333333333336,162.0,39.86666666666667,0.0,0.0,0.0,0.0,6,5700000.0
Nick Bjugstad,2014,22.0,1,0,1,0,43.5,8.5,11.0,19.5,0.4482758620689655,-11.0,15.716666666666663,13.85,9.0,1.55,8.0,0.0,0.5,2.0,101.0,7.25,12.5,67.0,301.0,326.5,44.55,547.0,553.5,47.05,-2.85,416.5,426.5,44.95,-3.75,5.75,88.8,94.55,54.4,45.6,20.0,15.0,162.0,67.7,2.5,1.0,1.5,20.0,6,4100000.0
Alec Martinez,2014,27.0,0,0,0,1,46.333333333333336,6.0,7.0,13.0,0.2805755395683453,4.666666666666667,15.472222222222223,13.372222222222222,10.666666666666666,3.5666666666666664,4.0,2.0,0.0,0.6666666666666666,62.333333333333336,8.299999999999999,51.333333333333336,59.333333333333336,0.0,0.3333333333333333,0.0,632.3333333333334,437.3333333333333,59.366666666666674,2.9666666666666663,463.0,322.6666666666667,59.2,3.5,6.2,92.06666666666666,98.23333333333332,58.86666666666667,41.13333333333333,2.6666666666666665,17.0,152.33333333333334,42.16666666666666,0.0,0.0,0.0,0.0,6,4000000.0
Brendan Gallagher,2014,23.0,0,0,1,0,62.5,17.0,17.5,34.5,0.552,7.0,14.916666666666668,12.441666666666666,53.0,4.5,11.5,5.5,0.0,1.5,164.0,10.9,34.5,41.0,27.5,49.0,34.35,874.0,748.0,54.85,6.05,628.5,521.5,55.75,6.3,9.45,90.05000000000001,99.55,58.7,41.3,29.0,15.0,295.5,55.7,3.0,0.5,2.5,25.0,6,3750000.0
Marco Scandella,2014,24.0,0,0,0,1,48.333333333333336,2.333333333333333,7.666666666666667,10.0,0.2068965517241379,-4.333333333333333,18.344444444444445,15.755555555555556,14.333333333333334,2.3,2.0,0.3333333333333333,0.0,0.6666666666666666,54.66666666666666,7.333333333333333,70.66666666666667,41.333333333333336,0.0,0.0,0.0,670.6666666666666,774.3333333333334,46.03333333333333,-0.1,498.3333333333333,569.3333333333334,46.46666666666667,0.6333333333333334,8.066666666666666,90.73333333333332,98.8,42.5,57.5,16.333333333333332,23.666666666666668,127.0,46.43333333333334,0.0,0.0,0.0,0.0,5,4000000.0
Jason Spezza,2014,32.0,1,0,1,0,53.333333333333336,19.666666666666668,32.0,51.66666666666666,0.96875,-4.0,19.105555555555554,15.1,28.0,5.9,13.0,6.666666666666667,0.0,2.333333333333333,155.66666666666666,13.9,17.0,15.0,584.0,501.0,54.86666666666667,875.0,780.3333333333334,52.96666666666667,-0.3666666666666667,648.6666666666666,623.3333333333334,51.26666666666667,-0.3999999999999999,10.4,92.3,102.8,59.06666666666666,40.93333333333334,38.66666666666666,51.66666666666666,289.3333333333333,53.43333333333334,8.0,3.6666666666666665,4.333333333333333,63.6,4,7500000.0
Charlie Coyle,2014,23.0,1,0,1,0,53.5,10.0,12.0,22.0,0.411214953271028,-2.0,16.075,14.025,30.5,2.05,8.5,1.5,0.0,2.0,92.5,12.45,23.0,79.0,100.5,141.5,38.25,659.5,635.5,52.2,2.7,494.5,467.5,52.650000000000006,3.1500000000000004,7.6,91.4,99.0,60.5,39.5,23.0,18.5,150.0,60.0,2.0,0.5,1.5,12.5,5,3200000.0
TJ Brodie,2014,25.0,0,0,0,1,60.66666666666666,2.6666666666666665,17.0,19.666666666666668,0.3241758241758242,-2.0,20.25555555555556,17.483333333333334,14.0,3.8333333333333335,2.0,0.6666666666666666,0.0,1.3333333333333333,64.0,4.266666666666667,80.66666666666667,41.66666666666666,0.0,0.0,0.0,957.3333333333334,908.0,51.26666666666667,6.1000000000000005,698.3333333333334,657.3333333333334,51.2,5.733333333333333,7.933333333333334,91.16666666666669,99.06666666666666,47.66666666666666,52.333333333333336,32.666666666666664,46.66666666666666,152.33333333333334,42.73333333333333,1.0,0.0,1.0,0.0,5,4650400.0
Jake Muzzin,2014,25.0,0,0,0,1,60.5,6.0,14.0,20.0,0.3305785123966942,12.0,18.46666666666667,15.883333333333333,46.5,5.35,4.0,2.0,0.0,0.5,126.0,6.0,55.5,119.5,0.0,0.0,0.0,1048.5,641.5,62.5,6.7,768.0,493.5,61.3,5.8,7.3,93.3,100.6,59.95,40.05,10.5,40.0,267.0,47.15,0.0,0.0,0.0,0.0,5,4000000.0
Eric Gelinas,2014,23.0,0,0,0,1,30.5,3.5,11.0,14.5,0.4754098360655737,-2.0,16.45,14.716666666666669,11.0,2.6,1.0,2.5,0.0,1.0,62.5,2.8,10.0,50.0,0.0,0.0,0.0,366.5,315.0,56.25,-3.3000000000000003,269.0,246.0,55.45,-6.5,4.45,85.4,89.85,71.9,28.1,6.0,13.0,125.0,41.75,0.0,0.0,0.0,0.0,1,900000.0
Jonas Brodin,2014,21.0,0,0,0,1,62.0,5.0,10.0,15.0,0.2419354838709677,1.5,23.55833333333333,19.791666666666664,16.0,4.1,3.0,2.0,0.0,0.0,62.5,7.35,88.5,25.0,0.0,0.0,0.0,963.0,1047.0,48.55,-2.6500000000000004,718.0,783.0,48.5,-3.35,7.55,92.75,100.3,48.55,51.45,23.0,25.5,142.0,44.75,0.0,0.0,0.0,0.0,6,4166667.0
Simon Gagne,2014,34.0,0,0,1,0,36.0,6.0,10.5,16.5,0.4583333333333333,-1.0,16.058333333333334,12.741666666666667,13.0,1.65,4.5,1.0,0.5,1.0,75.5,7.95,12.5,20.0,2.0,2.0,66.65,462.5,437.5,51.25,0.3,345.5,337.5,50.45,0.0999999999999999,7.800000000000001,90.85,98.6,55.7,44.3,12.0,16.5,129.0,57.4,2.0,0.0,2.0,0.0,1,600000.0
Ryan Johansen,2014,22.0,1,0,1,0,63.0,15.666666666666666,16.333333333333332,32.0,0.5079365079365079,-2.0,15.488888888888887,12.938888888888888,26.33333333333333,3.7,12.333333333333334,3.333333333333333,0.0,3.333333333333333,140.0,9.666666666666666,25.0,74.66666666666667,350.3333333333333,328.6666666666667,49.73333333333333,714.0,732.3333333333334,48.76666666666667,-0.5333333333333333,535.6666666666666,550.6666666666666,48.6,-0.5,7.933333333333334,92.13333333333333,100.03333333333336,49.8,50.2,24.666666666666668,19.0,225.0,63.3,5.0,1.3333333333333333,3.6666666666666665,19.866666666666664,3,4000000.0
Jaden Schwartz,2014,22.0,0,1,0,0,44.0,11.333333333333334,12.666666666666666,24.0,0.5454545454545454,8.333333333333334,13.894444444444446,12.327777777777778,10.333333333333334,3.2,8.333333333333334,2.0,1.0,1.0,81.33333333333333,20.2,18.33333333333333,29.666666666666668,20.0,15.666666666666666,54.0,538.0,456.3333333333333,49.56666666666666,-2.4666666666666663,395.0,331.6666666666667,50.46666666666667,-2.533333333333333,8.833333333333334,92.43333333333334,101.26666666666668,52.16666666666666,47.833333333333336,29.33333333333333,8.666666666666666,131.66666666666666,62.833333333333336,0.6666666666666666,0.0,0.6666666666666666,0.0,2,2350000.0
Torey Krug,2014,23.0,0,0,0,1,27.33333333333333,4.666666666666667,9.333333333333334,14.0,0.5121951219512195,5.666666666666667,16.81111111111111,13.78888888888889,9.333333333333334,2.733333333333333,2.6666666666666665,2.0,0.0,0.6666666666666666,62.0,2.566666666666667,27.33333333333333,16.666666666666668,0.3333333333333333,0.3333333333333333,16.666666666666668,424.6666666666667,339.3333333333333,53.0,-3.633333333333333,308.0,257.6666666666667,53.53333333333333,-0.5666666666666667,11.566666666666668,83.36666666666667,94.93333333333334,60.5,39.5,8.0,11.666666666666666,127.33333333333331,30.666666666666668,0.0,0.0,0.0,0.0,1,1400000.0
Brenden Dillon,2014,23.0,0,0,0,1,43.0,3.0,5.333333333333333,8.333333333333334,0.1937984496124031,3.333333333333333,20.822222222222223,17.333333333333332,50.333333333333336,2.1666666666666665,2.333333333333333,0.0,0.6666666666666666,0.6666666666666666,59.333333333333336,3.4,75.0,100.66666666666669,0.0,0.0,0.0,747.6666666666666,744.0,50.56666666666666,1.8333333333333333,558.0,548.0,51.93333333333334,5.766666666666667,5.599999999999999,94.53333333333336,100.13333333333333,43.16666666666666,56.833333333333336,7.666666666666667,24.0,122.0,64.93333333333334,0.0,0.0,0.0,0.0,1,1250000.0
Shane O'Brien,2014,31.0,0,0,0,1,49.66666666666666,1.0,8.0,9.0,0.1812080536912751,-2.0,15.327777777777778,14.383333333333333,74.33333333333333,1.8666666666666665,0.6666666666666666,0.3333333333333333,0.0,0.0,52.66666666666666,0.8666666666666667,53.333333333333336,78.66666666666667,0.0,0.0,0.0,708.3333333333334,666.6666666666666,50.66666666666666,0.2000000000000001,519.6666666666666,502.3333333333333,50.5,-0.1666666666666666,7.966666666666666,90.43333333333334,98.4,54.03333333333333,45.96666666666667,13.333333333333334,17.666666666666668,117.0,40.16666666666666,0.0,0.0,0.0,0.0,1,650000.0
Raphael Diaz,2014,28.0,0,0,0,1,48.333333333333336,2.0,13.0,15.0,0.3103448275862069,-1.6666666666666667,18.844444444444445,14.755555555555556,17.333333333333332,2.733333333333333,2.0,0.0,0.0,0.3333333333333333,54.333333333333336,3.5666666666666664,91.0,29.0,0.3333333333333333,0.6666666666666666,16.666666666666668,644.3333333333334,676.0,48.6,-2.9,469.3333333333333,462.3333333333333,50.3,-1.1,6.6000000000000005,93.36666666666667,100.0,47.2,52.8,9.0,25.666666666666668,138.33333333333334,40.66666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,1,700000.0
