,Player,Season,AGE,Pos_C,Pos_LW,Pos_RW,GP,G,A,PTS,PPG,PlusMinus,ATOI,TOI(EV),PIM,PS,EV_A,PP_A,SH_A,GW,S,S_Pct,BLK,HIT,FOW,FOL,FO_Pct,CF,CA,CF_Pct,CF_Pct_rel,FF,FA,FF_Pct,FF_Pct_rel,oiSH_Pct,oiSV_Pct,PDO,oZS_Pct,dZS_Pct,TK,GV,SAtt.,Thru_Pct,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct,LENGTH,AAV
544,Trevor Moore,2019,24.0,0,1,1,25.0,2.0,6.0,8.0,0.32,1.0,9.1,8.816666666666666,2.0,0.6,2.0,0.0,0.0,0.0,26.0,7.7,7.0,15.0,0.0,0.0,0.0,202.0,203.0,49.9,-2.3,151.0,158.0,48.9,-1.2,8.3,92.9,101.2,37.7,62.3,8.0,9.0,48.0,54.2,0.0,0.0,0.0,0.0,2,775000.0
546,Lukas Radil,2019,28.0,0,1,0,36.0,7.0,4.0,11.0,0.3055555555555556,7.0,10.683333333333334,10.5,6.0,1.3,7.0,0.0,0.0,2.0,40.0,17.5,9.0,29.0,6.0,3.0,66.7,385.0,292.0,56.9,1.1,277.0,209.0,57.0,2.3,9.6,92.9,102.6,53.9,46.1,14.0,9.0,72.0,55.6,0.0,0.0,0.0,0.0,1,700000.0
547,Jake Guentzel,2018,24.0,0,1,1,61.0,19.0,21.5,40.5,0.6639344262295082,-1.0,16.183333333333334,14.466666666666669,26.0,4.4,15.0,4.0,0.0,0.5,126.0,16.35,32.0,101.5,36.5,36.5,50.0,955.5,840.5,52.75,2.8,722.0,627.0,53.15,1.75,9.1,90.5,99.6,61.3,38.7,26.0,13.5,216.5,58.75,0.0,0.0,0.0,0.0,5,6000000.0
550,William Nylander,2018,22.0,0,1,1,61.66666666666666,16.0,29.0,45.0,0.7297297297297298,6.0,16.344444444444445,13.877777777777778,15.333333333333334,5.033333333333333,11.0,5.0,0.0,3.6666666666666665,144.0,11.866666666666667,13.0,17.0,175.33333333333334,179.0,46.9,925.6666666666666,833.0,53.43333333333334,3.4333333333333336,676.6666666666666,648.6666666666666,51.46666666666667,2.466666666666667,8.633333333333333,92.8,101.46666666666664,56.2,43.8,47.66666666666666,31.33333333333333,280.3333333333333,49.4,4.0,0.6666666666666666,3.333333333333333,13.333333333333334,6,6962366.0
553,Yanni Gourde,2018,27.0,1,1,1,34.666666666666664,10.333333333333334,14.0,24.33333333333333,0.7019230769230769,11.333333333333334,12.944444444444445,11.205555555555556,20.0,2.9333333333333336,7.333333333333333,2.333333333333333,0.6666666666666666,2.0,55.333333333333336,12.8,15.333333333333334,23.33333333333333,72.66666666666667,103.0,26.73333333333333,451.6666666666667,402.3333333333333,45.833333333333336,-4.733333333333333,334.6666666666667,311.3333333333333,44.5,-6.366666666666666,39.53333333333333,94.8,134.33333333333334,39.53333333333333,60.46666666666667,21.33333333333333,13.0,98.33333333333331,37.43333333333334,0.6666666666666666,0.0,0.6666666666666666,0.0,6,5166666.0
555,Alex Tuch,2018,23.0,0,1,1,42.0,7.5,11.0,18.5,0.44047619047619047,0.0,12.975,11.683333333333334,13.5,1.55,5.5,2.0,0.0,2.0,89.5,4.4,24.5,52.0,35.0,47.5,21.2,547.0,507.5,51.35,2.6,404.5,373.5,52.05,2.6500000000000004,5.3,90.5,95.75,54.65,45.35,29.5,14.5,158.5,54.95,5.0,1.0,4.0,20.0,7,4750000.0
556,Nick Ritchie,2018,22.0,0,1,0,62.0,8.666666666666666,11.0,19.666666666666668,0.3172043010752688,1.6666666666666667,12.644444444444446,11.922222222222222,57.0,1.8,8.0,0.6666666666666666,0.0,1.6666666666666667,108.66666666666669,7.066666666666666,20.33333333333333,187.0,3.6666666666666665,5.666666666666667,39.53333333333333,737.3333333333334,714.0,51.36666666666667,1.3,554.6666666666666,539.0,51.2,0.6333333333333334,6.2,93.66666666666669,99.83333333333331,54.96666666666667,45.03333333333333,11.333333333333334,16.333333333333332,199.0,54.5,1.3333333333333333,0.6666666666666666,0.6666666666666666,33.333333333333336,3,1498925.0
557,Cory Conacher,2018,29.0,0,1,0,23.5,4.5,3.5,8.0,0.3404255319148936,0.0,10.783333333333331,9.633333333333333,14.0,0.8,3.5,1.0,0.0,1.0,30.5,12.05,7.0,16.5,2.5,6.5,37.5,198.0,193.0,49.35,-2.95,150.0,151.5,48.8,-4.25,6.45,93.75,100.2,54.5,45.5,5.5,6.5,51.0,59.7,1.0,0.0,1.0,0.0,1,700000.0
559,Drew Stafford,2018,32.0,0,1,1,65.0,12.333333333333334,12.333333333333334,24.666666666666668,0.3794871794871795,-12.333333333333334,15.111111111111112,12.827777777777778,20.666666666666668,1.9,7.666666666666667,4.333333333333333,0.3333333333333333,3.333333333333333,132.66666666666666,8.766666666666666,11.0,66.0,33.0,35.0,44.3,749.0,763.6666666666666,49.13333333333333,-1.3,562.0,577.0,48.93333333333334,-1.6666666666666667,7.266666666666667,90.33333333333331,97.63333333333333,51.4,48.6,19.666666666666668,25.33333333333333,203.33333333333331,65.46666666666667,5.0,2.0,3.0,28.6,1,810000.0
560,Barclay Goodrow,2018,26.0,0,1,0,21.33333333333333,2.333333333333333,3.6666666666666665,6.0,0.28125000000000006,0.6666666666666666,10.816666666666668,9.861111111111112,14.666666666666666,0.5666666666666667,2.0,0.0,0.3333333333333333,0.3333333333333333,22.33333333333333,4.1000000000000005,11.666666666666666,26.33333333333333,52.66666666666666,36.66666666666666,41.833333333333336,190.33333333333331,199.66666666666663,43.76666666666667,-5.866666666666667,138.0,141.66666666666666,42.66666666666666,-8.866666666666665,5.8,94.1,99.96666666666664,51.16666666666666,48.833333333333336,8.0,4.666666666666667,40.0,54.73333333333333,0.0,0.0,0.0,0.0,2,925000.0
562,Alex Chiasson,2018,27.0,0,0,1,73.0,9.666666666666666,9.0,18.666666666666668,0.25570776255707767,-1.0,12.927777777777775,10.72222222222222,39.0,1.3666666666666665,7.666666666666667,1.0,1.0,1.3333333333333333,83.66666666666667,11.966666666666669,25.0,78.0,7.0,18.0,36.96666666666667,655.0,740.0,46.5,-2.5666666666666664,474.0,551.0,45.63333333333333,-2.6666666666666665,9.2,91.73333333333332,100.93333333333334,46.833333333333336,53.16666666666666,29.0,18.0,133.0,63.03333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,1,650000.0
566,Paul Byron,2018,30.0,0,1,1,75.0,17.666666666666668,14.333333333333334,32.0,0.4266666666666667,2.6666666666666665,14.988888888888887,12.444444444444445,21.0,3.6666666666666665,15.333333333333334,0.6666666666666666,1.6666666666666667,3.0,87.0,20.766666666666666,38.0,122.66666666666669,17.666666666666668,25.0,54.56666666666666,895.3333333333334,841.6666666666666,51.36666666666667,-0.1333333333333333,640.6666666666666,616.0,50.73333333333333,-0.6000000000000001,7.866666666666667,91.6,99.43333333333334,47.03333333333333,52.96666666666667,36.0,24.33333333333333,150.66666666666666,57.833333333333336,6.0,2.333333333333333,3.6666666666666665,41.66666666666666,4,3400000.0
567,Miles Wood,2018,22.0,0,1,0,45.66666666666666,9.0,7.333333333333333,16.333333333333332,0.3576642335766424,-9.0,12.805555555555555,11.794444444444444,56.66666666666666,1.5,7.333333333333333,1.6666666666666667,0.0,0.6666666666666666,92.33333333333331,6.266666666666666,16.0,48.0,1.0,0.6666666666666666,38.9,447.6666666666667,516.0,46.0,-3.1666666666666665,353.3333333333333,389.6666666666667,49.16666666666666,-3.0666666666666664,4.533333333333334,94.06666666666666,98.6,29.83333333333333,70.16666666666667,13.333333333333334,16.666666666666668,143.0,76.13333333333333,0.0,0.0,0.0,0.0,4,2750000.0
568,Sam Reinhart,2018,22.0,1,0,1,80.0,21.666666666666668,24.666666666666668,46.333333333333336,0.5791666666666667,-14.333333333333334,17.05,13.927777777777775,14.0,4.933333333333334,12.0,9.666666666666666,0.0,3.6666666666666665,177.0,12.266666666666666,36.0,31.666666666666668,59.333333333333336,94.0,37.9,1061.0,1020.6666666666666,50.96666666666667,4.7,810.6666666666666,778.0,51.03333333333333,4.733333333333333,7.266666666666667,90.73333333333332,97.96666666666664,53.73333333333333,46.26666666666667,24.33333333333333,25.33333333333333,284.3333333333333,62.13333333333333,2.6666666666666665,1.0,1.6666666666666667,38.86666666666667,2,3650000.0
571,Tyler Seguin,2018,27.0,1,0,1,78.66666666666667,33.0,41.333333333333336,74.33333333333333,0.9449152542372881,-0.3333333333333333,19.61111111111111,15.827777777777778,27.0,9.1,22.0,10.666666666666666,0.3333333333333333,5.333333333333333,304.6666666666667,10.8,32.333333333333336,71.33333333333333,553.6666666666666,470.3333333333333,53.833333333333336,1326.3333333333333,1195.6666666666667,52.66666666666666,1.866666666666667,969.3333333333334,871.6666666666666,52.7,1.6666666666666667,10.133333333333333,89.53333333333335,99.66666666666669,52.2,47.8,32.0,40.333333333333336,528.6666666666666,57.63333333333333,6.0,3.333333333333333,2.6666666666666665,54.73333333333333,8,9850000.0
572,Max Pacioretty,2018,30.0,0,1,0,75.66666666666667,27.33333333333333,28.666666666666668,56.0,0.7400881057268722,-3.6666666666666665,18.91111111111111,14.633333333333333,34.0,6.666666666666667,19.0,7.333333333333333,1.0,5.666666666666667,261.0,10.333333333333334,33.0,94.33333333333331,13.333333333333334,14.333333333333334,45.06666666666666,1227.3333333333333,1020.0,54.46666666666667,4.166666666666667,898.3333333333334,749.6666666666666,54.36666666666667,4.1000000000000005,8.333333333333334,89.8,98.13333333333333,57.56666666666666,42.43333333333334,34.333333333333336,40.0,476.6666666666667,54.66666666666666,5.0,1.0,4.0,14.3,4,7000000.0
573,Blake Wheeler,2018,32.0,1,0,1,81.66666666666667,25.0,56.0,81.0,0.9918367346938775,9.0,20.061111111111117,15.638888888888893,49.333333333333336,8.933333333333332,19.0,4.666666666666667,1.3333333333333333,3.6666666666666665,253.66666666666663,9.833333333333334,57.66666666666666,95.33333333333331,73.0,88.33333333333333,42.43333333333334,1322.0,1153.6666666666667,53.46666666666667,4.133333333333334,1001.0,858.6666666666666,53.86666666666667,4.633333333333334,9.633333333333333,90.23333333333332,99.86666666666667,53.8,46.2,37.0,48.333333333333336,429.3333333333333,59.2,4.666666666666667,1.3333333333333333,3.333333333333333,27.766666666666666,5,8250000.0
575,Troy Brouwer,2018,32.0,0,1,1,77.33333333333333,12.333333333333334,16.333333333333332,28.666666666666668,0.3706896551724138,-5.333333333333333,15.716666666666669,12.155555555555557,48.66666666666666,2.333333333333333,8.0,4.0,0.3333333333333333,2.0,102.33333333333331,11.8,44.333333333333336,165.33333333333334,62.0,69.66666666666667,44.93333333333334,846.0,925.0,47.73333333333333,-5.366666666666667,628.3333333333334,683.3333333333334,47.8,-5.133333333333334,7.266666666666666,92.43333333333334,99.7,44.6,55.4,30.0,29.0,189.0,53.86666666666667,2.0,0.6666666666666666,1.3333333333333333,11.1,1,850000.0
577,Ondrej Kase,2018,22.0,0,0,1,59.5,12.5,14.0,26.5,0.44537815126050423,8.5,12.85,12.008333333333333,16.0,3.15,12.0,0.5,0.0,3.5,111.5,10.1,20.0,35.0,3.0,13.5,16.75,714.0,638.5,52.8,4.0,542.0,482.0,53.0,3.9,7.65,93.35,101.0,55.9,44.1,26.0,32.0,191.5,57.0,5.0,1.0,4.0,20.0,3,2600000.0
580,Dylan Larkin,2018,21.0,1,1,0,80.66666666666667,18.666666666666668,28.0,46.66666666666666,0.5785123966942147,-8.666666666666666,17.516666666666666,14.661111111111111,44.0,4.5,14.333333333333334,3.333333333333333,1.0,3.333333333333333,210.33333333333331,8.966666666666667,29.666666666666668,69.33333333333333,297.6666666666667,317.6666666666667,45.43333333333334,1121.6666666666667,1082.3333333333333,50.86666666666667,1.5666666666666669,853.3333333333334,838.0,50.36666666666667,1.3,8.5,90.43333333333334,98.9,54.03333333333333,45.96666666666667,49.333333333333336,57.0,373.6666666666667,56.4,2.6666666666666665,0.0,2.6666666666666665,0.0,5,6100000.0
581,Christian Dvorak,2018,23.0,1,1,0,78.0,15.0,20.0,35.0,0.44871794871794873,-6.0,16.025,13.3,22.0,3.2,13.0,2.0,0.0,1.5,119.5,13.45,52.0,82.0,528.0,544.5,49.1,958.5,1099.0,46.55,-0.4999999999999999,690.0,854.0,44.7,-1.6,9.15,91.9,101.0,48.55,51.45,17.0,20.0,203.0,58.05,1.0,0.0,1.0,0.0,6,4450000.0
582,William Karlsson,2018,25.0,1,0,0,81.33333333333333,19.33333333333333,21.666666666666668,41.0,0.5040983606557378,16.666666666666668,15.52222222222222,12.672222222222222,9.333333333333334,4.9,15.0,3.0,1.3333333333333333,3.333333333333333,129.33333333333334,12.666666666666666,39.0,41.0,417.6666666666667,485.0,46.333333333333336,960.3333333333334,938.3333333333334,50.133333333333326,0.5666666666666668,724.0,702.6666666666666,50.36666666666667,0.6666666666666666,8.966666666666667,92.56666666666666,101.5,47.43333333333334,52.56666666666666,51.0,29.0,223.33333333333331,58.06666666666666,2.0,0.0,2.0,0.0,1,5250000.0
585,Gemel Smith,2018,24.0,1,0,0,31.5,4.5,4.0,8.5,0.2698412698412698,2.0,11.508333333333333,10.775,19.0,0.9,4.0,0.0,0.5,0.0,30.5,15.05,9.5,19.5,34.0,42.5,44.05,285.5,265.0,51.15,1.85,210.5,182.0,53.2,4.05,7.1,92.85,99.9,41.900000000000006,58.1,8.0,5.5,49.0,61.5,0.0,0.0,0.0,0.0,1,720000.0
586,Mark Stone,2018,26.0,0,0,1,68.0,21.666666666666668,37.333333333333336,59.0,0.8676470588235294,5.666666666666667,19.77777777777778,15.838888888888889,24.33333333333333,6.766666666666667,17.0,4.0,0.6666666666666666,3.0,139.0,15.6,48.66666666666666,50.333333333333336,17.0,18.0,45.4,1132.3333333333333,1005.3333333333334,52.96666666666667,6.800000000000001,819.3333333333334,740.0,52.56666666666666,6.333333333333333,10.033333333333331,89.83333333333333,99.86666666666667,53.16666666666666,46.833333333333336,94.33333333333331,52.66666666666666,246.66666666666663,56.4,3.0,0.6666666666666666,2.333333333333333,22.2,1,7350000.0
589,Ryan Spooner,2018,26.0,1,1,0,72.33333333333333,12.333333333333334,30.666666666666668,43.0,0.5944700460829494,-3.6666666666666665,14.844444444444443,12.02222222222222,17.666666666666668,4.166666666666667,9.0,3.333333333333333,0.0,3.333333333333333,138.0,9.233333333333333,17.333333333333332,47.66666666666666,158.0,216.66666666666663,41.66666666666666,821.0,824.6666666666666,49.96666666666667,-2.033333333333333,613.6666666666666,638.3333333333334,49.13333333333333,-3.0333333333333337,8.566666666666666,91.26666666666668,99.83333333333331,60.73333333333333,39.266666666666666,25.33333333333333,40.333333333333336,220.0,63.53333333333334,2.0,1.0,1.0,25.0,2,4000000.0
590,Miikka Salomaki,2018,25.0,0,1,1,41.333333333333336,2.333333333333333,3.6666666666666665,6.0,0.14516129032258063,-3.333333333333333,11.5,10.566666666666668,21.33333333333333,-0.0333333333333333,2.333333333333333,0.0,0.0,0.3333333333333333,38.333333333333336,4.033333333333333,24.666666666666668,97.33333333333331,2.333333333333333,2.6666666666666665,36.13333333333333,358.6666666666667,371.0,45.9,-5.8,264.3333333333333,266.6666666666667,44.76666666666667,-7.0,5.866666666666667,92.0,97.83333333333331,35.06666666666667,64.93333333333334,10.666666666666666,6.666666666666667,79.0,45.03333333333333,0.0,0.0,0.0,0.0,2,750000.0
591,Garnet Hathaway,2018,26.0,0,1,1,33.0,1.6666666666666667,5.333333333333333,7.0,0.21212121212121213,0.6666666666666666,10.894444444444446,10.144444444444444,54.333333333333336,0.3666666666666667,1.3333333333333333,0.0,0.3333333333333333,0.0,33.666666666666664,3.466666666666667,21.0,86.66666666666667,4.0,7.0,29.2,317.6666666666667,305.6666666666667,49.23333333333333,-2.2666666666666666,234.33333333333331,219.33333333333331,49.86666666666667,-1.1,8.133333333333333,91.06666666666668,99.23333333333332,47.4,52.6,9.666666666666666,7.666666666666667,59.66666666666666,56.53333333333333,0.0,0.0,0.0,0.0,1,850000.0
592,Kevin Hayes,2018,26.0,1,0,0,77.0,18.666666666666668,24.33333333333333,43.0,0.5584415584415584,5.0,15.861111111111107,13.233333333333334,22.0,4.766666666666667,14.333333333333334,3.333333333333333,1.0,3.6666666666666665,149.33333333333334,12.3,29.666666666666668,46.333333333333336,380.3333333333333,440.0,44.06666666666666,871.0,1015.3333333333334,46.23333333333333,-1.1666666666666667,664.6666666666666,756.6666666666666,46.833333333333336,-1.1,9.933333333333334,92.1,102.03333333333336,48.366666666666674,51.633333333333326,43.333333333333336,57.0,253.0,58.86666666666667,0.0,0.0,0.0,0.0,1,5175000.0
594,Tom Wilson,2018,24.0,0,0,1,80.66666666666667,9.333333333333334,16.333333333333332,25.666666666666668,0.3181818181818182,7.333333333333333,13.944444444444445,12.072222222222225,161.0,2.066666666666667,9.0,0.0,0.3333333333333333,0.6666666666666666,105.66666666666669,8.633333333333333,47.66666666666666,247.33333333333331,12.0,14.0,44.46666666666667,872.3333333333334,912.6666666666666,48.73333333333333,-1.6666666666666667,631.6666666666666,681.6666666666666,48.06666666666666,-2.333333333333333,9.6,92.33333333333331,101.96666666666664,49.96666666666667,50.03333333333333,30.666666666666668,28.666666666666668,196.0,53.96666666666667,0.0,0.0,0.0,0.0,6,5166666.0
595,Mark Jankowski,2018,23.0,1,1,0,36.5,8.5,4.0,12.5,0.3424657534246575,-3.5,11.825,10.858333333333334,16.5,1.25,6.5,1.0,1.0,1.5,59.0,7.2,25.5,18.0,200.0,209.0,55.65,426.5,411.0,49.05,-4.95,314.5,296.5,48.85,-4.6,3.25,95.65,98.9,54.4,45.6,17.0,10.0,105.5,27.95,1.0,0.0,1.0,0.0,2,1675000.0
598,Mattias Janmark,2018,25.0,1,1,0,77.0,17.0,14.5,31.5,0.4090909090909091,-0.5,15.55,13.533333333333331,20.0,3.25,13.5,2.0,1.5,3.5,122.0,13.95,31.0,9.5,82.5,137.5,37.8,1025.0,958.0,51.85,-0.15,759.0,719.0,51.5,-0.5499999999999999,8.1,91.35,99.45,53.95,46.05,29.0,34.5,220.0,55.25,0.0,0.0,0.0,0.0,1,2300000.0
600,Jason Zucker,2018,26.0,0,1,1,77.33333333333333,22.666666666666668,22.0,44.66666666666666,0.5775862068965516,12.666666666666666,15.944444444444445,14.15,31.33333333333333,5.533333333333334,19.33333333333333,2.6666666666666665,0.6666666666666666,3.6666666666666665,184.0,11.966666666666669,40.66666666666666,78.66666666666667,2.0,6.333333333333333,30.73333333333333,1015.6666666666666,1023.6666666666666,49.8,2.333333333333333,776.6666666666666,750.3333333333334,50.8,2.8000000000000003,9.566666666666668,91.93333333333334,101.5,45.56666666666666,54.43333333333334,46.0,29.0,303.0,60.3,0.6666666666666666,0.0,0.6666666666666666,0.0,5,5500000.0
601,Jake Virtanen,2018,21.0,0,1,1,46.66666666666666,5.666666666666667,5.666666666666667,11.333333333333334,0.2428571428571429,-5.666666666666667,11.233333333333334,10.705555555555556,31.0,0.7666666666666666,5.333333333333333,0.3333333333333333,0.0,0.6666666666666666,79.0,5.033333333333334,18.33333333333333,100.33333333333331,4.0,6.0,57.26666666666667,461.0,465.6666666666667,48.46666666666667,0.0,344.3333333333333,354.3333333333333,47.53333333333333,-0.6000000000000002,6.4,93.83333333333331,100.2,48.7,51.3,25.666666666666668,15.666666666666666,148.0,53.03333333333333,0.3333333333333333,0.3333333333333333,0.0,33.333333333333336,2,1250000.0
606,Brock Nelson,2018,26.0,1,1,0,81.33333333333333,21.666666666666668,18.33333333333333,40.0,0.49180327868852464,-4.333333333333333,15.394444444444446,12.994444444444444,36.333333333333336,4.3,19.0,2.6666666666666665,0.0,3.333333333333333,158.66666666666666,13.733333333333334,50.0,53.0,307.0,354.3333333333333,46.63333333333333,928.0,1066.0,46.5,-2.2,662.6666666666666,766.3333333333334,46.333333333333336,-2.2333333333333334,9.4,91.7,101.13333333333333,51.1,48.9,41.66666666666666,32.0,282.3333333333333,56.13333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,66.66666666666667,1,4250000.0
607,William Carrier,2018,23.0,0,1,0,39.0,3.0,2.5,5.5,0.14102564102564102,-2.0,8.916666666666668,8.791666666666668,20.0,0.25,3.0,0.0,0.0,0.5,51.0,5.95,10.0,112.5,0.5,0.5,25.0,336.5,312.0,51.9,2.45,260.0,242.0,51.8,2.4,5.1,93.8,98.9,53.15,46.85,11.5,8.0,82.5,62.650000000000006,0.0,0.0,0.0,0.0,2,725000.0
608,Brandon Tanev,2018,26.0,0,1,1,38.333333333333336,3.333333333333333,4.0,7.333333333333333,0.19130434782608693,2.333333333333333,11.8,10.138888888888888,15.333333333333334,0.3666666666666667,2.333333333333333,0.0,1.0,0.6666666666666666,45.66666666666666,4.6000000000000005,29.666666666666668,107.66666666666669,1.3333333333333333,2.6666666666666665,42.43333333333333,300.0,330.6666666666667,45.7,-3.466666666666667,216.33333333333331,234.0,44.73333333333333,-5.366666666666667,4.466666666666667,95.66666666666669,100.16666666666669,44.7,55.3,13.0,7.666666666666667,76.0,53.6,0.0,0.0,0.0,0.0,1,1150000.0
611,Adam Lowry,2018,25.0,1,0,0,67.0,10.0,12.333333333333334,22.33333333333333,0.33333333333333326,0.3333333333333333,14.988888888888887,11.933333333333332,37.66666666666666,1.6666666666666667,8.0,2.0,0.0,1.3333333333333333,88.33333333333333,11.1,44.0,176.0,474.6666666666667,462.3333333333333,51.0,688.6666666666666,705.0,50.36666666666667,-1.0333333333333332,517.0,515.3333333333334,51.26666666666667,-0.0666666666666667,7.6,91.6,99.2,41.96666666666667,58.03333333333333,27.666666666666668,15.333333333333334,142.0,62.66666666666666,0.0,0.0,0.0,0.0,3,2916667.0
613,Derek Grant,2018,28.0,1,0,1,42.333333333333336,4.0,5.666666666666667,9.666666666666666,0.22834645669291337,-3.0,10.583333333333334,8.794444444444444,12.333333333333334,0.5333333333333333,3.0,1.0,0.0,0.0,42.333333333333336,6.166666666666667,26.33333333333333,38.333333333333336,192.66666666666663,171.0,53.43333333333334,317.6666666666667,384.0,45.1,-2.2666666666666666,238.0,286.6666666666667,45.23333333333333,-2.5,5.0,92.76666666666668,97.83333333333331,41.7,58.3,10.333333333333334,7.666666666666667,71.33333333333333,59.9,0.6666666666666666,0.0,0.6666666666666666,0.0,1,650000.0
614,Chris Tierney,2018,23.0,1,0,0,80.33333333333333,11.666666666666666,16.0,27.666666666666668,0.3443983402489627,-5.333333333333333,14.6,12.416666666666666,11.333333333333334,2.1,8.666666666666666,1.6666666666666667,1.3333333333333333,2.0,101.33333333333331,11.3,42.66666666666666,33.333333333333336,418.3333333333333,443.0,48.4,909.6666666666666,959.0,48.56666666666666,-3.4,677.3333333333334,686.0,49.6,-3.533333333333333,7.399999999999999,91.03333333333336,98.4,46.43333333333334,53.56666666666666,40.66666666666666,51.333333333333336,159.0,63.13333333333333,3.333333333333333,0.6666666666666666,2.6666666666666665,13.333333333333334,2,2937500.0
615,Stefan Noesen,2018,25.0,0,1,1,39.0,7.0,5.333333333333333,12.333333333333334,0.3162393162393163,6.0,11.483333333333334,10.261111111111113,20.0,1.6000000000000003,7.0,0.0,0.0,1.3333333333333333,63.333333333333336,7.633333333333333,17.0,55.0,15.333333333333334,25.33333333333333,25.066666666666663,404.6666666666667,404.3333333333333,41.66666666666666,-3.433333333333333,322.0,307.0,43.76666666666667,-0.0333333333333333,5.3,96.06666666666666,101.4,28.7,71.3,14.666666666666666,8.666666666666666,95.0,44.76666666666667,0.0,0.0,0.0,0.0,1,1725000.0
616,Tomas Nosek,2018,25.0,1,1,0,28.0,2.6666666666666665,2.6666666666666665,5.333333333333333,0.19047619047619047,1.0,10.45,9.261111111111113,6.0,0.3333333333333333,2.333333333333333,0.0,0.3333333333333333,0.0,37.66666666666666,4.3,9.666666666666666,23.0,25.33333333333333,21.666666666666668,52.73333333333333,250.66666666666663,251.66666666666663,49.7,-0.1000000000000001,187.33333333333331,184.0,48.86666666666667,0.3666666666666666,3.766666666666667,91.86666666666667,95.6,48.86666666666667,51.13333333333333,14.666666666666666,5.666666666666667,61.0,59.63333333333333,0.0,0.0,0.0,0.0,1,962500.0
617,Jimmy Vesey,2018,25.0,0,1,1,79.5,16.5,11.0,27.5,0.34591194968553457,-15.5,13.983333333333334,12.341666666666669,23.0,2.2,13.5,3.0,0.0,5.0,126.0,13.15,35.5,73.5,8.5,11.0,37.75,826.5,1005.5,45.1,-2.55,612.5,754.0,44.85,-3.6,8.25,91.1,99.4,50.0,50.0,45.0,40.0,227.0,55.45,2.0,1.0,1.0,50.0,2,2275000.0
618,Blake Coleman,2018,26.0,0,1,1,51.0,7.0,6.5,13.5,0.2647058823529412,0.0,13.625,11.9,38.5,1.05,5.5,0.0,1.5,1.0,87.5,6.15,36.0,133.5,174.0,207.5,44.7,499.5,557.0,45.95,-3.65,390.5,413.5,47.4,-1.55,5.65,92.1,97.75,36.650000000000006,63.35,40.0,16.5,145.5,61.3,0.0,0.0,0.0,0.0,3,1800000.0
620,Adam Henrique,2018,29.0,1,0,0,81.0,24.666666666666668,22.0,46.66666666666666,0.5761316872427983,0.3333333333333333,18.594444444444445,13.816666666666668,27.0,5.733333333333333,16.666666666666668,6.333333333333333,1.6666666666666667,6.0,147.33333333333334,16.7,61.333333333333336,71.33333333333333,570.0,646.3333333333334,47.03333333333334,938.6666666666666,1054.6666666666667,47.03333333333333,-0.1999999999999999,714.6666666666666,798.3333333333334,47.2,-0.5,9.866666666666667,91.8,101.66666666666669,47.63333333333333,52.36666666666667,41.0,27.666666666666668,248.0,59.63333333333333,3.0,0.6666666666666666,2.333333333333333,15.0,5,5825000.0
621,Elias Lindholm,2018,23.0,1,0,1,78.33333333333333,12.666666666666666,30.0,42.66666666666666,0.5446808510638297,-11.0,18.066666666666663,14.405555555555557,19.33333333333333,3.433333333333333,9.0,3.333333333333333,0.3333333333333333,2.333333333333333,160.0,8.033333333333333,43.0,103.0,332.6666666666667,288.0,53.06666666666666,1170.6666666666667,1022.0,53.36666666666667,1.366666666666667,868.0,771.3333333333334,52.96666666666667,2.033333333333333,6.933333333333334,90.03333333333335,96.96666666666664,53.86666666666667,46.13333333333333,46.0,35.0,277.6666666666667,57.43333333333334,1.3333333333333333,0.0,1.3333333333333333,0.0,6,4850000.0
623,Ryan Hartman,2018,23.0,1,0,1,52.333333333333336,10.0,11.0,21.0,0.40127388535031844,4.333333333333333,11.688888888888888,11.161111111111111,47.333333333333336,2.3000000000000003,9.333333333333334,0.6666666666666666,0.0,2.0,100.66666666666669,6.566666666666666,23.666666666666668,79.66666666666667,39.66666666666666,50.0,37.03333333333333,652.3333333333334,583.6666666666666,50.46666666666667,-1.4,471.0,429.0,50.93333333333334,0.3333333333333333,7.166666666666667,92.0,99.16666666666669,61.63333333333333,38.36666666666667,21.666666666666668,17.333333333333332,173.0,49.03333333333333,0.0,0.0,0.0,0.0,1,875000.0
624,Phillip Danault,2018,25.0,1,0,0,61.66666666666666,8.333333333333334,16.666666666666668,25.0,0.4054054054054055,0.0,14.97222222222222,13.144444444444446,27.666666666666668,2.1333333333333333,8.0,0.0,0.3333333333333333,2.0,99.66666666666669,7.966666666666666,39.333333333333336,60.0,386.6666666666667,370.0,50.7,845.6666666666666,732.6666666666666,53.0,3.266666666666666,604.3333333333334,529.3333333333334,52.76666666666667,2.966666666666667,6.566666666666666,92.03333333333336,98.6,43.7,56.3,35.0,22.33333333333333,166.66666666666666,59.86666666666667,0.0,0.0,0.0,0.0,3,3083333.0
