,Player,Season,AGE,Pos_C,Pos_LW,Pos_RW,GP,G,A,PTS,PPG,PlusMinus,ATOI,TOI(EV),PIM,PS,EV_A,PP_A,SH_A,GW,S,S_Pct,BLK,HIT,FOW,FOL,FO_Pct,CF,CA,CF_Pct,CF_Pct_rel,FF,FA,FF_Pct,FF_Pct_rel,oiSH_Pct,oiSV_Pct,PDO,oZS_Pct,dZS_Pct,TK,GV,SAtt.,Thru_Pct,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct,LENGTH,AAV
11,Alexander Barabanov,2021,27.0,0,1,1,22.0,3.0,5.0,8.0,0.36363636363636365,1.0,12.316666666666666,11.95,6.0,0.7,2.0,1.0,0.0,1.0,23.0,13.0,14.0,7.0,0.0,0.0,0.0,207.0,226.0,47.8,1.9,158.0,169.0,48.3,1.9,12.1,88.1,100.2,42.0,58.0,9.0,9.0,164.83333333333331,54.8,0.0,0.0,0.0,0.0,1,1000000.0
14,Ryan Hartman,2021,26.0,1,0,1,67.66666666666667,9.333333333333334,13.333333333333334,22.666666666666668,0.33497536945812806,1.6666666666666667,13.47777777777778,11.666666666666666,58.66666666666666,1.7666666666666668,8.666666666666666,0.3333333333333333,0.3333333333333333,1.6666666666666667,111.0,8.566666666666668,42.0,68.66666666666667,95.0,120.0,40.36666666666667,738.6666666666666,745.3333333333334,49.36666666666667,0.3666666666666667,552.3333333333334,565.3333333333334,49.23333333333333,-0.3333333333333333,9.233333333333334,91.26666666666668,100.46666666666664,43.7,56.3,30.0,27.0,217.0,57.7,0.6666666666666666,0.0,0.6666666666666666,0.0,3,1700000.0
16,Adam Lowry,2021,28.0,1,0,0,59.66666666666666,8.666666666666666,10.333333333333334,19.0,0.3184357541899442,2.6666666666666665,15.044444444444444,12.391666666666666,23.0,1.4,7.666666666666667,0.0,1.0,2.333333333333333,84.33333333333333,9.933333333333334,33.666666666666664,173.66666666666666,451.0,375.6666666666667,53.96666666666667,634.3333333333334,690.6666666666666,47.36666666666667,-1.7666666666666666,471.3333333333333,516.0,47.2,-1.3999999999999997,7.933333333333334,92.8,100.8,40.26666666666667,59.73333333333333,29.666666666666668,15.666666666666666,145.0,59.36666666666667,0.0,0.0,0.0,0.0,5,3250000.0
17,Conor Sheary,2021,29.0,0,1,1,64.66666666666667,12.666666666666666,13.666666666666666,26.33333333333333,0.4072164948453607,-8.0,13.811111111111112,12.383333333333333,12.0,2.2666666666666666,10.666666666666666,2.0,0.0,1.6666666666666667,112.33333333333331,11.733333333333334,25.0,27.0,7.666666666666667,8.333333333333334,36.96666666666667,759.6666666666666,717.3333333333334,51.6,1.8333333333333333,578.0,553.3333333333334,51.3,1.7666666666666668,8.0,90.26666666666668,98.3,58.70000000000001,41.3,26.33333333333333,19.0,207.5,60.5,1.0,0.3333333333333333,0.6666666666666666,11.1,2,1500000.0
18,Scott Laughton,2021,27.0,1,1,0,61.333333333333336,11.333333333333334,15.0,26.33333333333333,0.42934782608695643,5.0,14.955555555555556,12.516666666666666,39.333333333333336,2.4,11.0,0.0,0.3333333333333333,1.3333333333333333,97.66666666666669,12.3,35.333333333333336,132.0,233.66666666666663,212.0,52.36666666666667,654.3333333333334,751.3333333333334,47.1,-5.133333333333333,494.0,549.0,47.79999999999999,-4.166666666666667,10.033333333333331,92.3,102.3,41.36666666666667,58.63333333333333,28.0,26.666666666666668,166.0,63.16666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,5,3000000.0
19,Alex Iafallo,2021,27.0,1,1,0,69.0,15.0,20.33333333333333,35.333333333333336,0.5120772946859904,-8.0,18.55,14.841666666666663,13.333333333333334,3.0666666666666664,11.0,4.0,0.0,2.333333333333333,136.0,11.033333333333331,46.66666666666666,54.0,6.666666666666667,11.333333333333334,35.2,922.0,926.3333333333334,50.13333333333333,0.4666666666666666,690.6666666666666,698.6666666666666,49.93333333333334,0.5,9.0,89.83333333333333,98.8,47.73333333333333,52.26666666666667,19.666666666666668,13.0,234.0,62.06666666666666,1.0,0.0,1.0,0.0,4,4000000.0
20,Nikita Gusev,2021,27.0,0,1,1,48.5,8.5,18.5,27.0,0.5567010309278351,-13.5,14.525,12.0,7.0,2.0,6.0,2.5,0.0,1.0,115.0,6.9,4.0,8.0,0.5,1.0,16.65,581.0,547.5,53.35,4.25,446.5,416.0,53.5,4.4,6.2,89.85,96.05,52.6,47.400000000000006,16.0,30.5,270.0,60.0,6.0,3.5,2.5,50.0,1,1000000.0
21,Tanner Pearson,2021,28.0,0,1,0,66.66666666666667,16.333333333333332,13.666666666666666,30.0,0.44999999999999996,-11.333333333333334,15.877777777777778,13.091666666666663,26.0,2.566666666666667,13.0,2.6666666666666665,0.6666666666666666,2.0,140.33333333333334,11.366666666666667,36.333333333333336,92.66666666666669,4.666666666666667,12.0,28.166666666666668,829.6666666666666,905.0,47.7,-0.3999999999999999,611.6666666666666,674.3333333333334,47.43333333333334,-1.2,7.766666666666667,91.23333333333332,99.0,44.46666666666667,55.53333333333333,27.0,27.33333333333333,251.5,61.46666666666666,3.0,0.6666666666666666,2.333333333333333,15.0,3,3250000.0
22,Mason Marchment,2021,26.0,0,1,1,18.5,1.0,4.5,5.5,0.2972972972972973,2.0,11.108333333333334,7.9,9.0,0.25,1.0,0.0,0.0,0.0,26.5,2.0,4.0,38.0,7.0,10.5,69.1,206.0,176.0,43.35,-5.199999999999999,151.5,138.0,41.6,-7.15,11.65,91.05,102.7,32.95,67.05,7.0,6.0,6.0,52.8,0.0,0.0,0.0,0.0,1,800000.0
27,Jack Roslovic,2021,23.0,1,0,1,65.33333333333333,11.0,18.0,29.0,0.4438775510204082,-3.0,13.85,11.333333333333334,10.0,2.466666666666667,7.666666666666667,3.333333333333333,0.0,0.3333333333333333,92.0,12.2,21.33333333333333,41.333333333333336,131.0,185.66666666666663,43.3,730.6666666666666,728.6666666666666,49.86666666666667,2.333333333333333,543.3333333333334,559.6666666666666,49.16666666666666,1.7333333333333334,8.633333333333335,91.6,100.2,60.23333333333333,39.76666666666667,22.666666666666668,31.0,165.5,60.46666666666667,0.6666666666666666,0.0,0.6666666666666666,0.0,2,1838362.0
30,Trevor Lewis,2021,33.0,0,0,1,52.0,4.666666666666667,6.666666666666667,11.333333333333334,0.21794871794871795,-3.0,11.927777777777775,11.725,9.0,0.6,4.0,0.0,0.6666666666666666,1.0,82.33333333333333,5.766666666666667,23.0,64.0,37.66666666666666,48.66666666666666,47.56666666666666,482.0,481.6666666666667,49.4,-0.6333333333333332,371.0,362.0,49.9,0.4333333333333333,6.766666666666667,92.3,99.06666666666666,44.93333333333334,55.06666666666666,10.333333333333334,11.333333333333334,142.0,62.3,0.0,0.0,0.0,0.0,1,750000.0
32,Marcus Foligno,2021,29.0,0,1,1,60.0,9.666666666666666,13.666666666666666,23.33333333333333,0.3888888888888888,8.666666666666666,13.838888888888889,11.383333333333333,44.66666666666666,2.3666666666666667,9.333333333333334,0.0,0.3333333333333333,0.6666666666666666,72.33333333333333,16.0,32.0,166.33333333333334,8.0,13.0,34.03333333333333,598.3333333333334,589.0,49.73333333333333,0.1666666666666666,456.6666666666667,431.3333333333333,50.833333333333336,0.6666666666666666,10.533333333333331,91.7,102.26666666666668,43.6,56.4,25.666666666666668,14.666666666666666,143.0,62.866666666666674,0.0,0.0,0.0,0.0,3,3100000.0
35,Matt Martin,2021,31.0,0,1,1,58.66666666666666,5.666666666666667,5.333333333333333,11.0,0.18750000000000003,0.6666666666666666,10.97222222222222,10.5,43.0,0.7333333333333334,5.333333333333333,0.3333333333333333,0.0,1.0,59.66666666666666,9.566666666666666,29.666666666666668,232.66666666666663,4.0,7.333333333333333,35.96666666666667,461.6666666666667,569.3333333333334,44.7,-3.633333333333333,339.6666666666667,406.3333333333333,45.26666666666667,-3.4,7.166666666666667,93.76666666666668,100.93333333333334,35.53333333333333,64.46666666666667,11.666666666666666,14.0,101.0,60.86666666666667,0.0,0.0,0.0,0.0,4,1500000.0
36,Mike Hoffman,2021,30.0,0,1,1,67.66666666666667,27.33333333333333,27.666666666666668,55.0,0.8128078817733989,-9.0,16.57777777777778,13.708333333333332,22.666666666666668,6.0,15.666666666666666,11.666666666666666,0.0,4.0,193.33333333333331,14.266666666666666,20.0,34.666666666666664,8.666666666666666,12.0,49.20000000000001,853.6666666666666,835.6666666666666,50.23333333333333,1.5333333333333332,638.6666666666666,633.6666666666666,49.8,0.9,9.666666666666666,89.60000000000001,99.23333333333332,59.46666666666667,40.53333333333333,33.333333333333336,56.66666666666666,427.0,56.7,1.3333333333333333,0.3333333333333333,1.0,11.1,1,4000000.0
37,Jesper Bratt,2021,21.0,0,1,1,52.333333333333336,10.333333333333334,21.33333333333333,31.666666666666668,0.6050955414012739,-3.333333333333333,15.077777777777778,12.291666666666668,6.666666666666667,2.966666666666667,9.0,1.3333333333333333,0.0,1.3333333333333333,97.66666666666669,10.5,20.666666666666668,32.0,3.333333333333333,6.333333333333333,37.833333333333336,618.3333333333334,623.0,50.16666666666666,2.9333333333333336,476.3333333333333,464.6666666666667,50.93333333333334,3.6666666666666665,9.066666666666666,89.86666666666667,98.9,50.76666666666667,49.23333333333333,17.333333333333332,23.33333333333333,148.0,62.06666666666666,2.0,0.6666666666666666,1.3333333333333333,44.43333333333334,2,2750000.0
38,Mathew Barzal,2021,23.0,1,0,0,68.33333333333333,18.0,37.66666666666666,55.66666666666666,0.8146341463414634,5.0,18.9,15.966666666666663,46.0,5.733333333333333,15.333333333333334,2.6666666666666665,0.0,2.0,161.33333333333334,11.3,37.333333333333336,23.0,207.0,285.6666666666667,42.2,1110.3333333333333,999.6666666666666,52.9,7.733333333333333,828.0,724.6666666666666,53.66666666666666,8.299999999999999,8.866666666666667,90.76666666666668,99.66666666666669,59.9,40.1,54.66666666666666,88.33333333333333,294.0,60.3,6.666666666666667,2.0,4.666666666666667,30.73333333333333,3,7000000.0
39,Riley Sheahan,2021,28.0,1,1,0,67.0,7.0,8.666666666666666,15.666666666666666,0.23383084577114427,-10.0,13.18888888888889,10.775,10.333333333333334,0.5666666666666667,6.0,0.0,1.0,1.0,74.66666666666667,9.566666666666666,30.666666666666668,38.333333333333336,341.6666666666667,333.3333333333333,50.73333333333333,578.3333333333334,718.0,44.5,-4.066666666666666,449.6666666666667,537.3333333333334,45.43333333333334,-3.3666666666666667,7.566666666666666,90.53333333333336,98.1,34.766666666666666,65.23333333333333,32.0,19.0,136.5,65.03333333333333,0.0,0.0,0.0,0.0,1,700000.0
42,Luke Kunin,2021,22.0,1,0,1,50.0,10.333333333333334,12.0,22.33333333333333,0.44666666666666655,-5.333333333333333,15.111111111111107,13.125,31.666666666666668,1.9333333333333331,10.0,0.0,0.3333333333333333,1.3333333333333333,95.66666666666669,10.866666666666667,36.0,71.66666666666667,104.33333333333331,134.66666666666666,40.6,586.6666666666666,676.3333333333334,46.53333333333333,-5.033333333333334,450.3333333333333,497.0,47.53333333333333,-4.566666666666666,8.933333333333334,90.66666666666669,99.6,47.26666666666667,52.73333333333333,9.666666666666666,13.0,201.0,56.06666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,2,2300000.0
43,Oliver Bjorkstrand,2021,26.0,0,1,1,60.66666666666666,20.666666666666668,18.0,38.66666666666666,0.6373626373626373,0.3333333333333333,15.961111111111114,13.183333333333334,14.333333333333334,4.633333333333334,18.0,2.6666666666666665,0.0,2.0,155.33333333333334,13.3,26.666666666666668,42.66666666666666,4.666666666666667,8.333333333333334,37.66666666666666,763.6666666666666,724.0,51.4,2.966666666666667,590.6666666666666,536.0,52.56666666666666,3.3000000000000003,9.566666666666668,90.2,99.76666666666668,54.7,45.3,34.0,22.33333333333333,269.0,60.16666666666666,2.333333333333333,1.0,1.3333333333333333,25.0,5,5400000.0
44,Dylan Strome,2021,23.0,1,1,0,58.66666666666666,13.666666666666666,23.666666666666668,37.333333333333336,0.6363636363636365,-7.666666666666667,15.866666666666667,13.175,16.666666666666668,3.233333333333333,9.666666666666666,4.0,0.0,2.0,104.33333333333331,12.966666666666669,31.33333333333333,14.666666666666666,303.0,330.0,47.7,720.3333333333334,775.3333333333334,47.93333333333334,0.3,526.6666666666666,576.0,47.833333333333336,1.0333333333333334,9.566666666666668,90.1,99.7,55.7,44.3,31.33333333333333,26.666666666666668,191.5,63.76666666666667,0.6666666666666666,0.0,0.6666666666666666,0.0,2,3000000.0
47,Pierre-Luc Dubois,2020,22.0,1,0,0,78.0,21.666666666666668,31.0,52.66666666666666,0.6752136752136751,7.333333333333333,17.427777777777777,14.866666666666667,54.0,5.733333333333333,18.666666666666668,3.0,0.0,4.333333333333333,165.66666666666666,13.0,49.333333333333336,109.0,425.0,543.0,43.96666666666667,1206.0,1066.0,53.0,4.066666666666666,932.3333333333334,794.3333333333334,53.93333333333334,3.733333333333333,9.633333333333333,90.76666666666668,100.43333333333334,65.0,35.0,36.66666666666666,43.0,285.0,58.06666666666666,2.333333333333333,1.3333333333333333,1.0,66.66666666666667,2,5000000.0
49,Derick Brassard,2020,32.0,1,1,0,69.33333333333333,15.0,18.666666666666668,33.666666666666664,0.4855769230769231,-7.0,15.47777777777778,13.311111111111112,29.666666666666668,2.866666666666667,11.666666666666666,3.333333333333333,0.0,1.3333333333333333,139.0,10.833333333333334,21.33333333333333,104.33333333333331,332.0,333.0,50.8,861.3333333333334,962.3333333333334,46.833333333333336,-1.5333333333333332,636.3333333333334,714.3333333333334,46.8,-2.433333333333333,9.0,90.86666666666667,99.93333333333334,50.0,50.0,34.333333333333336,36.0,229.33333333333331,60.1,1.6666666666666667,0.0,1.6666666666666667,0.0,1,1000000.0
51,Andreas Athanasiou,2020,25.0,1,1,1,67.33333333333333,19.0,18.666666666666668,37.66666666666666,0.5594059405940593,-23.33333333333333,16.044444444444444,13.894444444444446,28.0,3.1333333333333333,16.666666666666668,2.333333333333333,0.0,2.6666666666666665,171.66666666666666,10.6,26.0,31.0,106.66666666666669,145.66666666666666,42.06666666666667,819.6666666666666,926.6666666666666,46.86666666666667,-0.5000000000000001,624.6666666666666,717.6666666666666,46.66666666666666,-0.9,8.1,88.3,96.36666666666667,53.73333333333333,46.26666666666667,26.33333333333333,38.0,304.3333333333333,56.7,2.0,1.0,1.0,44.43333333333334,1,1200000.0
52,Corey Perry,2020,35.0,0,0,1,53.0,9.333333333333334,17.333333333333332,26.666666666666668,0.5031446540880503,-7.333333333333333,15.43888888888889,13.194444444444445,56.0,2.1333333333333333,7.0,2.333333333333333,0.0,0.6666666666666666,101.33333333333331,8.933333333333332,27.666666666666668,46.66666666666666,2.0,7.333333333333333,17.5,650.6666666666666,721.6666666666666,47.3,-1.9333333333333336,484.6666666666667,539.3333333333334,47.53333333333333,-1.6666666666666667,7.666666666666667,90.66666666666669,98.33333333333331,53.46666666666667,46.53333333333333,15.666666666666666,26.33333333333333,183.0,54.6,3.0,1.0,2.0,12.5,1,750000.0
53,Carl Soderberg,2020,34.0,1,1,0,76.33333333333333,18.666666666666668,21.666666666666668,40.333333333333336,0.5283842794759825,0.3333333333333333,16.900000000000002,12.916666666666666,23.33333333333333,4.033333333333334,14.0,3.6666666666666665,1.0,2.0,157.66666666666666,11.833333333333334,57.333333333333336,82.33333333333333,399.3333333333333,450.6666666666667,46.633333333333326,925.3333333333334,1029.0,47.23333333333333,-1.8,676.6666666666666,750.6666666666666,47.333333333333336,-1.5666666666666669,8.733333333333334,92.06666666666666,100.8,38.76666666666667,61.23333333333333,39.333333333333336,21.33333333333333,263.3333333333333,60.06666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,33.333333333333336,1,1000000.0
55,Anthony Cirelli,2020,22.0,1,0,0,56.0,13.333333333333334,18.0,31.33333333333333,0.5595238095238094,21.33333333333333,15.516666666666666,12.655555555555557,23.33333333333333,3.5666666666666664,11.0,0.3333333333333333,2.0,2.6666666666666665,87.33333333333333,16.266666666666666,34.0,66.66666666666667,344.0,349.0,48.4,701.6666666666666,617.0,53.333333333333336,1.9666666666666663,521.3333333333334,469.0,52.9,1.7666666666666666,11.633333333333333,93.7,105.33333333333331,46.73333333333333,53.26666666666667,35.666666666666664,14.333333333333334,150.33333333333334,59.53333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,3,4800000.0
56,Mathieu Joseph,2020,23.0,1,1,1,53.5,8.5,8.0,16.5,0.308411214953271,1.5,11.441666666666666,10.516666666666666,21.0,1.35,8.5,0.0,0.0,0.5,65.0,12.55,12.0,88.0,7.0,17.0,29.0,506.5,479.5,51.35,-0.75,375.5,377.0,49.95,-1.85,8.75,91.1,99.9,50.7,49.3,22.5,18.0,117.0,53.6,0.0,0.0,0.0,0.0,2,737500.0
58,Erik Haula,2020,29.0,1,1,0,46.333333333333336,14.333333333333334,14.333333333333334,28.666666666666668,0.6187050359712231,-4.666666666666667,16.594444444444445,13.644444444444446,23.0,2.9333333333333336,9.0,5.333333333333333,0.0,2.0,97.66666666666669,12.433333333333332,21.0,41.0,316.0,292.0,51.96666666666667,643.3333333333334,598.6666666666666,54.36666666666667,0.3333333333333333,469.6666666666667,448.0,53.8,0.3666666666666665,8.6,90.36666666666667,98.93333333333334,54.13333333333333,45.86666666666667,25.666666666666668,24.0,172.66666666666666,52.86666666666667,2.333333333333333,0.6666666666666666,1.6666666666666667,25.0,1,1750000.0
59,Mikael Granlund,2020,28.0,1,0,1,73.0,18.0,32.333333333333336,50.333333333333336,0.6894977168949772,0.3333333333333333,18.311111111111117,14.588888888888889,23.33333333333333,4.766666666666667,12.333333333333334,4.333333333333333,1.3333333333333333,3.6666666666666665,170.66666666666666,10.833333333333334,46.66666666666666,45.0,90.33333333333331,97.33333333333331,49.56666666666666,1075.0,1021.3333333333334,51.3,2.433333333333333,819.0,752.0,52.16666666666666,2.3666666666666667,8.333333333333334,90.9,99.2,50.3,49.7,34.666666666666664,34.333333333333336,293.0,58.46666666666667,1.0,0.3333333333333333,0.6666666666666666,16.666666666666668,1,3750000.0
60,Michael Frolik,2020,32.0,0,1,1,64.0,10.666666666666666,13.666666666666666,24.33333333333333,0.38020833333333326,-2.333333333333333,14.238888888888887,12.655555555555557,26.666666666666668,1.9,8.666666666666666,0.0,2.0,2.0,123.0,8.9,26.33333333333333,45.66666666666666,17.333333333333332,26.33333333333333,36.2,867.6666666666666,730.6666666666666,53.56666666666666,1.5333333333333332,654.0,556.3333333333334,53.16666666666666,1.6000000000000003,6.633333333333333,91.06666666666666,97.7,48.4,51.6,36.0,34.333333333333336,211.0,57.36666666666667,0.0,0.0,0.0,0.0,1,750000.0
63,Conor Sheary,2020,28.0,0,1,1,73.33333333333333,14.0,15.0,29.0,0.3954545454545455,-7.0,13.888888888888888,12.488888888888887,10.666666666666666,2.466666666666667,11.666666666666666,2.333333333333333,0.0,2.6666666666666665,130.33333333333334,10.666666666666666,28.666666666666668,28.666666666666668,8.0,8.333333333333334,39.1,897.3333333333334,854.0,51.16666666666666,0.3333333333333333,683.0,652.0,51.0,0.0999999999999999,7.8,90.5,98.33333333333331,58.73333333333333,41.266666666666666,30.0,28.666666666666668,219.66666666666663,59.53333333333333,1.0,0.3333333333333333,0.6666666666666666,11.1,1,735000.0
66,Drake Caggiula,2020,26.0,0,1,1,54.0,11.333333333333334,8.0,19.33333333333333,0.3580246913580246,-7.0,13.266666666666666,12.02777777777778,32.333333333333336,1.5666666666666669,9.333333333333334,1.3333333333333333,0.6666666666666666,1.0,85.33333333333333,13.7,25.0,121.0,10.333333333333334,26.33333333333333,28.866666666666664,618.3333333333334,656.0,48.63333333333333,-0.8666666666666667,460.6666666666667,492.6666666666667,48.4,-0.8333333333333334,8.966666666666667,90.16666666666669,99.16666666666669,52.56666666666666,47.43333333333334,21.33333333333333,18.33333333333333,138.0,62.76666666666667,0.0,0.0,0.0,0.0,1,700000.0
67,Anthony Duclair,2020,24.0,0,1,1,65.33333333333333,17.666666666666668,14.333333333333334,32.0,0.489795918367347,-4.0,14.083333333333334,11.71111111111111,16.0,3.4333333333333336,12.0,5.0,0.6666666666666666,2.333333333333333,137.66666666666666,12.733333333333334,32.666666666666664,43.66666666666666,2.0,5.666666666666667,37.766666666666666,749.3333333333334,790.0,48.86666666666667,0.3333333333333333,552.3333333333334,597.6666666666666,48.1,-0.7333333333333334,8.6,91.33333333333331,99.93333333333334,55.56666666666666,44.43333333333334,24.0,27.666666666666668,236.66666666666663,57.76666666666667,2.6666666666666665,0.0,2.6666666666666665,0.0,1,1700000.0
70,Jake DeBrusk,2020,23.0,0,1,0,67.66666666666667,20.666666666666668,19.33333333333333,40.0,0.5911330049261083,4.666666666666667,15.52777777777778,12.983333333333334,17.0,4.633333333333334,15.0,5.666666666666667,0.0,4.666666666666667,153.33333333333334,13.433333333333332,21.666666666666668,50.0,10.0,21.33333333333333,33.0,872.0,742.6666666666666,53.96666666666667,2.333333333333333,666.3333333333334,577.0,53.6,1.6,8.9,92.06666666666666,100.96666666666664,64.60000000000001,35.4,33.0,23.0,255.33333333333331,60.0,0.0,0.0,0.0,0.0,2,3675000.0
71,Roope Hintz,2020,23.0,1,1,0,59.0,14.0,13.5,27.5,0.4661016949152542,-4.0,14.4,12.125,20.0,2.9000000000000004,10.0,3.0,1.0,4.0,109.5,12.45,32.0,80.0,194.5,178.0,52.1,659.0,682.5,49.1,-0.25,482.5,498.0,49.25,0.35,7.15,91.55,98.65,52.65,47.35,28.0,28.5,186.5,58.85,1.0,0.0,1.0,0.0,3,3150000.0
