,Player,Season,AGE,Pos_C,Pos_LW,Pos_RW,Pos_D,Pos_G,GP,G,A,PTS,PlusMinus,ATOI,TOI(EV),PIM,PS,EV_A,PP_A,SH_A,GW,S,S_Pct,BLK,HIT,FOW,FOL,FO_Pct,CF,CA,CF_Pct,CF_Pct_rel,FF,FA,FF_Pct,FF_Pct_rel,oiSH_Pct,oiSV_Pct,PDO,oZS_Pct,dZS_Pct,TK,GV,SAtt.,Thru_Pct,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct,GS,W,L,TplusOTL,GA,SA,SV,SV_Pct,GAA,SUT,GPS,MIN,QS,RBS,TYPE,LENGTH,AAV
144,Valeri Nichushkin,2020,25,0,1,1,0,0,61.0,6.5,12.0,18.5,11.0,12.991666666666667,11.516666666666666,7.0,1.65,5.5,0.5,0.5,1.5,89.0,5.75,27.0,77.5,2.5,3.0,45.0,690.5,621.0,52.25,3.1,493.5,444.0,52.3,3.05,8.55,92.69999999999999,101.3,45.55,54.45,31.0,24.0,144.5,61.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Standard,2,2500000
145,Brandon Montour,2020,26,0,0,0,1,0,72.0,7.333333333333333,21.0,28.333333333333332,3.0,20.805555555555554,17.83888888888889,42.0,5.533333333333334,5.0,2.0,0.3333333333333333,2.3333333333333335,142.33333333333334,5.266666666666667,85.66666666666667,85.0,0.0,0.0,0.0,1205.3333333333333,1242.6666666666667,49.06666666666666,0.5333333333333335,912.6666666666666,952.3333333333334,48.73333333333334,0.6333333333333333,8.933333333333332,92.26666666666667,101.23333333333335,51.20000000000001,48.79999999999999,21.0,50.666666666666664,280.6666666666667,51.70000000000001,1.0,0.3333333333333333,0.6666666666666666,11.1,,,,,,,,,,,,,,,Standard,1,3850000
146,Cody Eakin,2020,29,1,0,0,0,0,69.0,12.666666666666666,15.0,27.666666666666668,3.3333333333333335,14.833333333333334,12.46111111111111,18.0,2.5333333333333337,11.0,0.3333333333333333,1.3333333333333333,2.0,96.0,12.266666666666666,32.0,66.66666666666667,423.0,410.3333333333333,50.53333333333333,803.6666666666666,843.3333333333334,48.900000000000006,-5.599999999999999,593.3333333333334,632.6666666666666,48.53333333333333,-6.033333333333334,8.333333333333334,92.10000000000001,100.46666666666665,50.699999999999996,49.300000000000004,44.666666666666664,28.666666666666668,167.33333333333334,58.166666666666664,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Standard,2,2250000
147,Johan Larsson,2020,27,1,1,0,0,0,71.66666666666667,5.333333333333333,11.0,16.333333333333332,-10.0,14.43888888888889,12.216666666666667,37.333333333333336,0.3,4.666666666666667,0.0,0.6666666666666666,0.0,75.0,7.433333333333334,40.666666666666664,104.66666666666667,391.0,376.0,51.1,697.6666666666666,788.3333333333334,47.29999999999999,-2.1666666666666665,529.6666666666666,601.6666666666666,47.13333333333333,-2.066666666666667,7.333333333333333,91.39999999999999,98.7,28.666666666666668,71.33333333333333,31.666666666666668,23.333333333333332,133.0,57.13333333333333,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Standard,2,1400000
148,Nate Thompson,2020,35,1,0,0,0,0,72.33333333333333,4.666666666666667,10.333333333333334,15.0,-1.0,12.85,10.605555555555556,22.333333333333332,0.4666666666666666,4.333333333333333,0.0,0.3333333333333333,0.3333333333333333,63.666666666666664,7.466666666666666,44.333333333333336,109.0,400.6666666666667,327.6666666666667,55.06666666666666,627.3333333333334,761.3333333333334,45.1,-7.033333333333334,464.0,547.6666666666666,45.9,-6.3,7.2,92.8,100.06666666666666,37.43333333333333,62.56666666666666,25.666666666666668,23.666666666666668,111.0,57.29999999999999,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,35+,1,750000
149,Troy Stecher,2020,26,0,0,0,1,0,71.66666666666667,2.6666666666666665,14.333333333333334,17.0,4.0,18.02777777777778,16.38333333333333,33.0,3.6666666666666665,2.3333333333333335,0.0,0.3333333333333333,0.0,95.0,2.9333333333333336,80.33333333333333,90.33333333333333,0.0,0.3333333333333333,0.0,1116.6666666666667,1151.0,49.166666666666664,1.4666666666666668,836.6666666666666,869.6666666666666,49.0,0.8999999999999999,8.166666666666666,92.66666666666667,100.89999999999999,46.166666666666664,53.833333333333336,26.666666666666668,28.0,213.33333333333334,44.9,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Standard,2,1700000
150,Thomas Greiss,2020,34,0,0,0,0,1,33.666666666666664,0.0,0.3333333333333333,0.3333333333333333,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.666666666666666,2.3333333333333335,9.333333333333334,53.76666666666667,30.666666666666668,17.333333333333332,10.333333333333334,2.6666666666666665,85.0,967.3333333333334,882.3333333333334,0.9106666666666666,2.9466666666666668,2.0,5.566666666666666,1794.0,16.333333333333332,6.333333333333333,Standard,2,3600000
151,Mark Pysyk,2020,28,0,0,1,1,0,70.0,4.333333333333333,10.666666666666666,15.0,-1.6666666666666667,16.594444444444445,14.988888888888889,22.0,2.733333333333333,4.333333333333333,0.0,0.0,0.3333333333333333,78.0,6.166666666666667,83.33333333333333,94.0,1.0,1.0,16.666666666666668,949.6666666666666,1062.6666666666667,46.73333333333333,-3.366666666666667,734.3333333333334,791.3333333333334,47.53333333333333,-3.0,9.033333333333333,91.2,100.26666666666665,40.03333333333333,59.96666666666666,32.0,50.0,146.33333333333334,54.400000000000006,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Standard,1,750000
152,Andre Burakovsky,2020,25,0,1,1,0,0,63.333333333333336,14.666666666666666,17.0,31.666666666666668,5.333333333333333,13.388888888888891,11.994444444444445,21.0,3.4000000000000004,13.0,1.6666666666666667,0.0,5.0,95.66666666666667,15.233333333333334,29.666666666666668,33.666666666666664,10.0,12.333333333333334,41.733333333333334,764.0,722.6666666666666,51.5,2.433333333333333,545.3333333333334,540.3333333333334,50.26666666666667,1.0666666666666667,9.566666666666666,92.26666666666667,101.80000000000001,52.46666666666667,47.53333333333333,26.0,32.0,177.33333333333334,53.86666666666667,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Standard,2,4900000
153,Craig Smith,2020,30,1,0,1,0,0,74.66666666666667,21.333333333333332,18.666666666666668,40.0,16.333333333333332,14.644444444444444,12.227777777777776,26.0,5.0,15.666666666666666,5.666666666666667,0.0,2.0,206.0,10.3,29.0,65.66666666666667,26.666666666666668,32.333333333333336,46.333333333333336,1007.3333333333334,826.0,54.86666666666667,4.933333333333334,764.0,607.3333333333334,55.699999999999996,5.6000000000000005,8.666666666666666,93.5,102.13333333333333,57.06666666666666,42.93333333333334,43.333333333333336,31.0,330.0,62.666666666666664,2.0,0.3333333333333333,1.6666666666666667,8.333333333333334,,,,,,,,,,,,,,,Standard,3,3100000
154,Kevin Labanc,2020,24,0,1,1,0,0,76.33333333333333,14.0,29.0,43.0,-13.333333333333334,14.811111111111112,12.266666666666666,35.333333333333336,3.4000000000000004,11.0,3.0,0.0,3.3333333333333335,154.0,9.4,21.0,47.666666666666664,5.333333333333333,11.666666666666666,29.033333333333335,1025.6666666666667,837.6666666666666,55.03333333333333,4.366666666666666,738.3333333333334,627.6666666666666,54.03333333333333,2.8333333333333335,8.166666666666666,88.36666666666667,96.5,55.73333333333333,44.26666666666667,27.666666666666668,37.666666666666664,284.3333333333333,54.0,2.6666666666666665,1.0,1.6666666666666667,24.433333333333334,,,,,,,,,,,,,,,Standard,4,4725000
155,Andy Welinski,2020,27,0,0,0,1,0,16.5,0.5,2.5,3.0,-3.0,16.1,14.625,4.0,0.44999999999999996,0.5,0.0,0.0,0.0,19.0,1.55,13.0,25.5,0.0,0.0,0.0,223.0,245.5,44.65,-5.95,159.0,190.0,43.1,-7.6,6.65,93.15,99.8,57.550000000000004,42.45,3.5,10.0,45.0,42.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Standard,1,750000
156,Braden Holtby,2020,30,0,0,0,0,1,53.666666666666664,0.0,1.0,1.0,,,,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.333333333333332,4.333333333333333,12.0,76.3,53.0,30.333333333333332,16.333333333333332,5.0,151.66666666666666,1609.3333333333333,1457.6666666666667,0.9049999999999999,2.973333333333333,1.0,8.166666666666666,3072.6666666666665,28.333333333333332,9.666666666666666,Standard,2,4300000
157,John Hayden,2020,25,1,0,1,0,0,48.0,3.3333333333333335,4.0,7.333333333333333,-6.0,9.9,9.155555555555555,52.666666666666664,0.0666666666666667,3.0,0.0,0.3333333333333333,0.3333333333333333,45.666666666666664,7.3,24.333333333333332,100.66666666666667,7.666666666666667,16.333333333333332,31.73333333333333,354.0,444.6666666666667,44.0,-6.599999999999999,253.66666666666666,327.3333333333333,43.366666666666674,-6.333333333333333,7.1000000000000005,92.09999999999998,99.2,39.93333333333333,60.06666666666667,15.333333333333334,8.0,85.66666666666667,53.56666666666667,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Standard,1,750000
158,Mark Jankowski,2020,25,1,1,0,0,0,69.0,12.0,9.333333333333334,21.333333333333332,-4.333333333333333,12.383333333333333,10.21111111111111,19.666666666666668,1.7333333333333334,9.0,0.6666666666666666,2.3333333333333335,1.3333333333333333,85.0,13.9,46.666666666666664,26.333333333333332,337.3333333333333,348.0,48.53333333333333,693.0,681.3333333333334,50.1,-3.533333333333333,508.3333333333333,498.3333333333333,50.1,-2.8333333333333335,6.1000000000000005,91.09999999999998,97.19999999999999,50.36666666666667,49.63333333333333,38.0,25.333333333333332,162.0,51.26666666666667,0.6666666666666666,0.0,0.6666666666666666,0.0,,,,,,,,,,,,,,,Standard,1,700000
159,Ryan Lomberg,2020,25,1,1,0,0,0,5.5,0.0,0.5,0.5,0.0,6.616666666666667,6.391666666666667,16.0,-0.05,0.0,0.0,0.0,0.0,3.0,0.0,0.5,11.5,0.0,1.0,0.0,17.5,31.5,33.65,-19.95,13.5,18.5,40.8,-13.2,9.4,91.65,101.05,36.900000000000006,63.1,0.5,0.5,4.5,58.3,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Standard,2,725000
160,Victor Mete,2020,22,0,0,0,1,0,57.0,1.3333333333333333,9.0,10.333333333333334,9.0,16.45,15.166666666666666,10.0,2.6999999999999997,1.3333333333333333,0.0,0.0,0.3333333333333333,55.0,2.3333333333333335,75.33333333333333,14.0,0.0,0.0,0.0,902.3333333333334,852.6666666666666,51.4,-2.3666666666666667,668.3333333333334,621.6666666666666,51.9,-1.5666666666666664,8.5,92.59999999999998,101.09999999999998,50.333333333333336,49.666666666666664,8.0,48.333333333333336,127.33333333333333,43.666666666666664,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Standard,1,735000
161,Corey Crawford,2020,35,0,0,0,0,1,39.5,0.0,2.0,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.5,4.5,45.85,39.0,15.0,19.0,4.0,108.0,1235.0,1127.0,0.9125,2.85,1.5,7.300000000000001,2276.5,21.0,4.0,35+,2,3900000
162,Luca Sbisa,2020,30,0,0,0,1,0,27.666666666666668,1.3333333333333333,7.0,8.333333333333334,3.0,17.63888888888889,15.394444444444444,18.666666666666668,1.6666666666666667,1.3333333333333333,0.0,0.0,0.0,26.666666666666668,3.9333333333333336,44.0,52.666666666666664,0.0,0.0,0.0,384.0,461.6666666666667,46.36666666666667,-3.8333333333333335,294.3333333333333,354.3333333333333,46.5,-3.066666666666667,8.933333333333334,92.8,101.73333333333333,51.4,48.6,5.666666666666667,15.0,59.333333333333336,40.266666666666666,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Standard,1,800000
163,Anton Forsberg,2020,27,0,0,0,0,1,35.0,0.0,1.0,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,6.0,7.0,53.8,30.0,10.0,16.0,4.0,85.0,921.0,836.0,0.9079999999999999,2.97,0.0,4.7,1715.0,14.0,7.0,Standard,1,700000
164,Evan Rodrigues,2020,26,1,0,1,0,0,55.666666666666664,7.333333333333333,14.0,21.333333333333332,-8.333333333333334,13.677777777777777,11.455555555555557,17.666666666666668,1.4333333333333333,6.0,1.3333333333333333,0.0,0.6666666666666666,111.33333333333333,7.033333333333334,23.666666666666668,25.333333333333332,193.66666666666666,233.0,45.300000000000004,601.6666666666666,584.0,50.6,1.6333333333333335,464.3333333333333,448.3333333333333,50.6,1.8,7.2,89.93333333333332,97.13333333333333,45.6,54.4,22.666666666666668,21.333333333333332,186.66666666666666,60.46666666666667,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Standard,1,700000
165,Nathan Beaulieu,2020,27,0,0,0,1,0,48.333333333333336,1.6666666666666667,8.0,9.666666666666666,0.6666666666666666,16.150000000000002,14.666666666666666,34.666666666666664,2.066666666666667,1.6666666666666667,0.0,0.0,0.3333333333333333,55.0,3.033333333333333,51.333333333333336,55.666666666666664,0.0,0.0,0.0,624.0,682.3333333333334,47.56666666666666,-0.2666666666666668,487.0,516.0,48.400000000000006,1.2999999999999998,8.666666666666666,92.63333333333333,101.3,51.199999999999996,48.800000000000004,7.0,25.0,109.66666666666667,50.866666666666674,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Standard,2,1250000
166,Kevan Miller,2020,32,0,0,0,1,0,53.5,0.5,11.0,11.5,12.0,18.608333333333334,16.483333333333334,52.5,3.05,0.5,0.0,0.0,0.0,48.0,0.8,95.0,118.5,0.0,0.0,0.0,839.5,783.0,51.2,-1.5499999999999998,643.0,565.0,52.75,-0.35,7.95,93.1,101.15,48.95,51.05,22.0,23.5,122.0,39.4,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Standard,1,1250000
167,Wayne Simmonds,2020,31,0,1,1,0,0,74.0,16.333333333333332,17.333333333333332,33.666666666666664,-17.666666666666668,16.22222222222222,12.933333333333335,74.0,2.3000000000000003,9.0,7.0,0.3333333333333333,2.6666666666666665,150.66666666666666,10.366666666666665,37.0,137.0,15.0,22.333333333333332,39.93333333333333,877.3333333333334,959.0,47.73333333333333,-0.8666666666666667,654.0,706.3333333333334,48.099999999999994,-1.0333333333333334,7.633333333333333,90.46666666666665,98.10000000000001,48.43333333333334,51.56666666666666,30.666666666666668,27.666666666666668,251.66666666666666,60.0,0.6666666666666666,0.0,0.6666666666666666,0.0,,,,,,,,,,,,,,,Standard,1,1500000
168,TJ Brodie,2020,30,0,0,0,1,0,72.0,5.666666666666667,22.666666666666668,28.333333333333332,6.666666666666667,21.866666666666664,18.461111111111112,26.0,5.3,4.666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,95.0,6.133333333333334,90.66666666666667,21.666666666666668,0.0,0.3333333333333333,0.0,1352.6666666666667,1195.3333333333333,53.06666666666666,1.0999999999999999,995.3333333333334,916.3333333333334,52.03333333333334,0.4000000000000001,9.366666666666667,91.13333333333333,100.53333333333335,50.29999999999999,49.70000000000001,50.0,73.33333333333333,219.33333333333334,42.86666666666667,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Standard,4,5000000
169,Torey Krug,2020,29,0,0,0,1,0,67.0,9.666666666666666,44.0,53.666666666666664,-2.0,20.727777777777778,16.750000000000004,34.0,7.533333333333334,6.333333333333333,3.0,0.3333333333333333,3.3333333333333335,164.0,5.8,60.333333333333336,56.0,0.0,0.0,0.0,1183.0,968.3333333333334,55.03333333333333,3.633333333333333,880.3333333333334,743.3333333333334,54.23333333333333,2.1,8.5,90.66666666666667,99.2,66.73333333333333,33.26666666666666,25.666666666666668,57.0,330.6666666666667,49.76666666666667,0.3333333333333333,0.0,0.3333333333333333,0.0,,,,,,,,,,,,,,,Standard,7,6500000
170,Nick Cousins,2020,26,1,1,0,0,0,72.33333333333333,9.666666666666666,14.0,23.666666666666668,-5.0,13.311111111111112,12.299999999999999,33.666666666666664,1.866666666666667,8.0,1.6666666666666667,0.0,1.0,126.0,7.8999999999999995,40.333333333333336,107.66666666666667,120.66666666666667,151.66666666666666,44.03333333333333,888.3333333333334,852.3333333333334,51.26666666666666,0.5666666666666665,655.3333333333334,615.6666666666666,51.76666666666667,1.6333333333333335,7.3,90.96666666666665,98.26666666666665,48.73333333333333,51.26666666666667,28.666666666666668,22.333333333333332,197.66666666666666,63.96666666666667,3.6666666666666665,1.3333333333333333,2.3333333333333335,33.333333333333336,,,,,,,,,,,,,,,Standard,2,1500000
171,Alexander Wennberg,2020,25,1,0,0,0,0,66.0,5.0,22.333333333333332,27.333333333333332,5.333333333333333,16.633333333333336,13.111111111111112,13.333333333333334,1.7666666666666666,3.0,1.6666666666666667,0.3333333333333333,1.0,70.0,6.933333333333334,36.333333333333336,27.666666666666668,333.6666666666667,384.0,46.5,828.3333333333334,782.0,51.166666666666664,1.866666666666667,642.0,581.0,52.26666666666666,1.7,8.266666666666667,91.26666666666667,99.53333333333335,52.43333333333334,47.56666666666666,30.0,23.0,116.33333333333333,60.300000000000004,1.3333333333333333,0.0,1.3333333333333333,0.0,,,,,,,,,,,,,,,Standard,1,2250000
172,Vinnie Hinostroza,2020,26,1,0,1,0,0,63.333333333333336,9.333333333333334,19.333333333333332,28.666666666666668,0.6666666666666666,14.061111111111112,12.738888888888889,12.666666666666666,2.6999999999999997,8.0,1.3333333333333333,0.0,1.3333333333333333,123.33333333333333,7.466666666666668,28.0,48.666666666666664,34.666666666666664,49.666666666666664,41.43333333333333,837.0,787.3333333333334,51.73333333333333,2.433333333333333,595.6666666666666,579.6666666666666,50.93333333333334,1.7000000000000002,7.466666666666666,92.5,99.96666666666665,44.300000000000004,55.699999999999996,28.333333333333332,23.333333333333332,218.33333333333334,55.866666666666674,2.0,0.6666666666666666,1.3333333333333333,16.666666666666668,,,,,,,,,,,,,,,Standard,1,1000000
173,Matt Irwin,2020,32,0,0,0,1,0,43.333333333333336,1.0,5.0,6.0,-2.6666666666666665,13.066666666666668,12.383333333333333,20.333333333333332,0.9333333333333332,1.0,0.0,0.0,0.0,56.666666666666664,1.7333333333333334,48.333333333333336,79.33333333333333,0.0,0.0,0.0,518.0,498.6666666666667,50.96666666666667,-0.16666666666666666,391.3333333333333,366.0,51.76666666666667,0.6666666666666666,7.099999999999999,91.83333333333333,98.93333333333332,50.63333333333333,49.36666666666667,8.666666666666666,14.0,127.33333333333333,44.6,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Standard,1,700000
174,Kevin Shattenkirk,2020,31,0,0,0,1,0,63.0,5.0,23.333333333333332,28.333333333333332,-2.3333333333333335,19.366666666666667,16.63333333333333,34.0,4.166666666666667,3.6666666666666665,1.3333333333333333,0.0,0.3333333333333333,124.33333333333333,4.266666666666667,78.33333333333333,59.666666666666664,0.0,0.0,0.0,996.6666666666666,961.0,50.53333333333334,3.033333333333333,741.0,721.0,50.333333333333336,2.733333333333333,8.166666666666666,91.39999999999999,99.59999999999998,58.4,41.6,31.666666666666668,50.0,241.66666666666666,51.4,4.0,2.0,2.0,29.166666666666668,,,,,,,,,,,,,,,Standard,3,3900000
175,Tyler Motte,2020,25,0,1,1,0,0,51.333333333333336,6.0,4.333333333333333,10.333333333333334,-8.666666666666666,12.366666666666667,10.78888888888889,8.666666666666666,0.3,5.333333333333333,0.0,0.6666666666666666,0.3333333333333333,72.0,8.733333333333333,38.666666666666664,137.0,9.666666666666666,20.0,33.56666666666667,448.0,596.6666666666666,42.6,-7.433333333333334,342.3333333333333,435.0,44.03333333333333,-6.666666666666667,6.533333333333334,91.90000000000002,98.46666666666665,30.700000000000003,69.3,21.666666666666668,9.666666666666666,127.66666666666667,55.13333333333333,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Standard,2,1225000
176,Tomas Nosek,2020,27,1,1,0,0,0,67.33333333333333,7.666666666666667,8.0,15.666666666666666,-2.0,11.722222222222221,9.96111111111111,17.333333333333332,0.9666666666666667,6.666666666666667,0.0,1.0,0.6666666666666666,100.33333333333333,7.7,28.333333333333332,73.0,111.33333333333333,98.66666666666667,55.333333333333336,671.0,594.6666666666666,52.96666666666667,-0.06666666666666665,488.0,435.3333333333333,52.800000000000004,-0.10000000000000002,7.033333333333334,91.43333333333332,98.43333333333334,52.6,47.4,30.0,14.666666666666666,165.66666666666666,60.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Standard,1,1250000
177,Carter Verhaeghe,2020,24,1,1,0,0,0,52.0,9.0,4.0,13.0,-9.0,9.366666666666667,9.0,8.0,0.9,8.0,1.0,0.0,1.0,57.0,15.8,8.0,29.0,14.0,17.0,45.2,466.0,392.0,54.3,2.1,360.0,312.0,53.6,2.3,7.2,88.7,95.8,50.4,49.6,19.0,11.0,97.0,58.8,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Standard,2,1000000
178,Christopher Tanev,2020,30,0,0,0,1,0,55.333333333333336,2.0,12.333333333333334,14.333333333333334,4.666666666666667,19.82777777777778,16.344444444444445,22.333333333333332,3.1333333333333333,2.0,0.0,0.0,0.3333333333333333,42.333333333333336,4.933333333333334,117.0,27.333333333333332,0.0,0.0,0.0,740.0,876.0,45.9,-3.3666666666666667,557.6666666666666,636.0,46.633333333333326,-2.4333333333333336,10.866666666666667,91.26666666666667,102.16666666666667,41.63333333333333,58.36666666666667,18.333333333333332,30.666666666666668,82.33333333333333,52.9,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Standard,4,4500000
179,Derek Grant,2020,30,1,0,1,0,0,59.333333333333336,10.333333333333334,10.666666666666666,21.0,-0.6666666666666666,12.233333333333333,10.083333333333334,18.333333333333332,2.033333333333333,7.666666666666667,1.6666666666666667,1.0,2.0,77.66666666666667,13.299999999999999,31.0,69.66666666666667,315.3333333333333,286.6666666666667,52.43333333333334,516.3333333333334,628.0,45.199999999999996,-3.9,396.3333333333333,471.3333333333333,45.800000000000004,-3.3666666666666667,8.633333333333333,92.2,100.83333333333333,40.00000000000001,60.0,19.0,12.666666666666666,127.33333333333333,60.833333333333336,0.3333333333333333,0.0,0.3333333333333333,0.0,,,,,,,,,,,,,,,Standard,3,1500000
180,Tobias Rieder,2020,27,0,1,1,0,0,66.66666666666667,5.333333333333333,10.0,15.333333333333334,-10.666666666666666,12.794444444444444,11.100000000000001,6.666666666666667,0.3666666666666667,4.333333333333333,0.6666666666666666,0.3333333333333333,0.0,94.33333333333333,5.233333333333333,37.0,65.0,12.666666666666666,28.666666666666668,29.53333333333333,680.0,774.3333333333334,46.9,-2.7999999999999994,498.6666666666667,577.6666666666666,46.6,-2.4,5.033333333333334,92.56666666666666,97.60000000000001,44.833333333333336,55.166666666666664,23.333333333333332,9.333333333333334,167.66666666666666,56.76666666666667,0.3333333333333333,0.0,0.3333333333333333,0.0,,,,,,,,,,,,,,,Standard,1,700000
181,Jack Johnson,2020,33,0,0,0,1,0,75.33333333333333,2.3333333333333335,9.333333333333334,11.666666666666666,-3.6666666666666665,19.433333333333334,17.005555555555556,29.666666666666668,2.1666666666666665,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,79.0,3.133333333333333,126.33333333333333,172.33333333333334,0.0,0.0,0.0,1137.3333333333333,1296.6666666666667,46.73333333333333,-5.833333333333333,850.3333333333334,968.6666666666666,46.73333333333333,-6.866666666666667,8.166666666666666,91.96666666666665,100.10000000000001,46.73333333333333,53.26666666666667,16.333333333333332,26.0,177.0,44.9,1.0,0.6666666666666666,0.3333333333333333,22.233333333333334,,,,,,,,,,,,,,,Standard,1,1150000
182,Justin Schultz,2020,29,0,0,0,1,0,46.0,3.0,15.0,18.0,3.0,19.966666666666665,17.327777777777776,8.0,3.066666666666667,2.6666666666666665,0.3333333333333333,0.0,0.3333333333333333,80.66666666666667,3.8333333333333335,61.333333333333336,32.333333333333336,0.0,0.0,0.0,759.6666666666666,777.6666666666666,48.93333333333334,-3.3333333333333335,585.6666666666666,571.3333333333334,49.86666666666667,-2.6333333333333333,8.866666666666667,91.7,100.56666666666668,56.0,44.0,9.333333333333334,24.0,170.66666666666666,47.4,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Standard,2,4000000
183,Alan Quine,2020,27,1,0,0,0,0,14.333333333333334,1.3333333333333333,1.6666666666666667,3.0,-1.0,10.344444444444445,10.016666666666666,4.666666666666667,0.13333333333333333,1.0,0.3333333333333333,0.0,0.0,12.666666666666666,11.866666666666667,4.333333333333333,17.333333333333332,18.0,27.666666666666668,59.4,116.66666666666667,149.66666666666666,46.63333333333333,-3.7999999999999994,84.33333333333333,115.33333333333333,45.46666666666667,-3.5666666666666664,6.6000000000000005,93.59999999999998,100.2,48.1,51.9,3.3333333333333335,4.0,23.0,56.70000000000001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Standard,1,750000
184,Stefan Noesen,2020,27,0,1,1,0,0,51.0,7.666666666666667,7.0,14.666666666666666,-2.6666666666666665,12.516666666666666,11.727777777777776,32.0,1.2666666666666668,7.333333333333333,0.3333333333333333,0.0,2.0,86.0,8.433333333333332,26.333333333333332,93.66666666666667,16.666666666666668,26.333333333333332,38.800000000000004,542.6666666666666,563.0,48.76666666666667,-0.3333333333333334,426.0,428.0,49.53333333333334,-0.16666666666666666,6.5,91.76666666666667,98.26666666666667,43.06666666666666,56.93333333333334,22.0,10.666666666666666,131.66666666666666,65.16666666666667,0.3333333333333333,0.0,0.3333333333333333,0.0,,,,,,,,,,,,,,,Standard,1,925000
185,Kevin Rooney,2020,27,1,0,1,0,0,30.333333333333332,3.3333333333333335,3.0,6.333333333333333,1.3333333333333333,12.03888888888889,10.344444444444443,11.666666666666666,0.5333333333333333,2.3333333333333335,0.0,1.0,0.3333333333333333,33.666666666666664,7.3999999999999995,18.0,47.666666666666664,121.0,130.33333333333334,43.199999999999996,225.66666666666666,294.0,49.666666666666664,1.9666666666666666,173.33333333333334,217.0,51.73333333333333,4.933333333333334,5.733333333333333,95.60000000000001,101.3,51.73333333333333,48.26666666666667,11.0,7.333333333333333,54.333333333333336,66.23333333333333,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Standard,2,750000
186,Keith Kinkaid,2020,30,0,0,0,0,1,41.0,0.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,4.0,8.5,69.85,38.0,20.5,14.0,4.5,117.5,1201.0,1083.5,0.9019999999999999,3.065,2.0,5.55,2300.0,17.0,7.5,Standard,2,825000
187,Jacob Markstrom,2020,30,0,0,0,0,1,54.333333333333336,0.0,2.3333333333333335,2.3333333333333335,,,,3.3333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.666666666666668,7.666666666666667,20.0,68.33333333333333,53.333333333333336,24.666666666666668,21.666666666666668,6.666666666666667,145.66666666666666,1687.0,1541.3333333333333,0.914,2.7433333333333336,1.6666666666666667,9.966666666666667,3188.3333333333335,29.333333333333332,6.666666666666667,Standard,6,6000000
188,Tyler Pitlick,2020,28,0,0,1,0,0,63.333333333333336,10.0,9.666666666666666,19.666666666666668,6.0,13.03888888888889,11.53888888888889,17.333333333333332,1.9666666666666668,9.666666666666666,0.3333333333333333,0.0,1.3333333333333333,93.33333333333333,10.700000000000001,42.0,115.66666666666667,7.666666666666667,18.0,32.4,624.0,675.6666666666666,47.833333333333336,-3.1999999999999997,461.3333333333333,487.0,48.43333333333334,-2.6,9.066666666666668,92.56666666666666,101.63333333333333,37.266666666666666,62.73333333333333,21.333333333333332,19.666666666666668,165.0,57.73333333333333,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Standard,2,1750000
