,Player,Season,AGE,GP,G,A,PTS,PPG,PlusMinus,ATOI,TOI(EV),PIM,PS,EV_A,PP_A,SH_A,GW,S,S_Pct,BLK,HIT,FOW,FOL,FO_Pct,CF,CA,CF_Pct,CF_Pct_rel,FF,FA,FF_Pct,FF_Pct_rel,oiSH_Pct,oiSV_Pct,PDO,oZS_Pct,dZS_Pct,TK,GV,SAtt.,Thru_Pct,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct,LENGTH,AAV
45,John Marino,2021,24.0,54.0,4.5,15.0,19.5,0.3611111111111111,11.0,20.491666666666667,17.433333333333334,14.0,3.95,3.5,1.0,0.0,0.5,58.5,7.6,63.5,60.0,0.0,0.0,0.0,776.5,740.0,51.25,0.5499999999999999,586.0,547.0,51.7,0.65,10.7,91.5,102.2,48.55,51.45,33.0,31.5,157.0,45.85,0.0,0.0,0.0,0.0,6,4400000.0
46,Vince Dunn,2020,23.0,74.66666666666667,8.666666666666666,18.666666666666668,27.33333333333333,0.3660714285714285,10.0,17.01111111111111,14.96111111111111,30.666666666666668,5.633333333333333,5.666666666666667,3.0,0.0,2.0,142.0,6.033333333333334,58.0,42.333333333333336,0.3333333333333333,0.3333333333333333,33.333333333333336,1137.3333333333333,927.3333333333334,55.1,5.3,838.0,693.0,54.7,4.066666666666666,8.366666666666667,92.0,100.36666666666667,59.7,40.3,20.0,39.333333333333336,285.3333333333333,49.8,0.0,0.0,0.0,0.0,1,1875000.0
48,Zdeno Chara,2020,43.0,67.66666666666667,5.666666666666667,11.666666666666666,17.333333333333332,0.25615763546798026,23.33333333333333,21.666666666666668,18.072222222222223,59.0,5.4,5.333333333333333,0.3333333333333333,0.0,2.333333333333333,109.66666666666669,5.266666666666667,102.33333333333331,100.0,0.0,0.0,0.0,1172.6666666666667,1119.3333333333333,51.06666666666666,-2.066666666666667,901.3333333333334,840.3333333333334,51.73333333333333,-1.4333333333333331,10.1,92.56666666666666,102.66666666666669,43.7,56.3,32.0,56.66666666666666,225.66666666666663,49.93333333333334,0.0,0.0,0.0,0.0,1,795000.0
50,Ethan Bear,2020,23.0,44.5,3.0,9.5,12.5,0.2808988764044944,-7.5,20.3,17.833333333333336,21.5,1.95,2.0,1.0,0.0,0.5,59.5,5.05,67.0,36.5,0.0,0.0,0.0,784.0,838.0,47.2,0.0,580.5,641.0,46.2,-2.05,7.45,90.5,98.05,55.85,44.15,24.5,51.0,113.0,49.55,0.0,0.0,0.0,0.0,2,2000000.0
54,Slater Koekkoek,2020,26.0,36.0,2.333333333333333,5.666666666666667,8.0,0.2222222222222222,3.6666666666666665,14.605555555555554,13.527777777777777,24.666666666666668,1.5666666666666669,2.333333333333333,0.0,0.0,0.6666666666666666,42.0,5.666666666666667,43.333333333333336,51.333333333333336,0.0,0.0,0.0,474.0,463.0,50.26666666666667,0.0,354.0,335.3333333333333,51.16666666666666,1.5,9.366666666666667,91.8,101.2,49.13333333333333,50.86666666666667,5.333333333333333,13.333333333333334,86.66666666666667,50.16666666666666,0.0,0.0,0.0,0.0,1,850000.0
64,Erik Cernak,2020,23.0,62.5,5.0,9.0,14.0,0.224,18.0,19.1,16.175,58.5,3.75,4.5,0.5,0.0,1.0,116.0,4.35,88.0,185.0,0.0,0.0,0.0,920.5,906.5,50.4,-2.0,703.0,686.5,50.6,-1.0,10.5,92.15,102.65,47.05,52.95,14.5,23.5,196.0,59.1,0.0,0.0,0.0,0.0,3,2950000.0
65,Jan Rutta,2020,29.0,42.333333333333336,3.0,8.666666666666666,11.666666666666666,0.2755905511811023,3.0,16.8,14.977777777777776,18.0,2.2333333333333334,2.333333333333333,0.6666666666666666,0.0,0.3333333333333333,52.0,5.2,38.333333333333336,22.33333333333333,0.0,0.0,0.0,642.3333333333334,615.6666666666666,51.53333333333333,-0.6666666666666666,457.6666666666667,482.0,49.26666666666667,-2.5333333333333337,10.366666666666667,91.36666666666667,101.73333333333332,49.53333333333333,50.46666666666667,5.0,19.0,110.66666666666669,48.76666666666667,0.0,0.0,0.0,0.0,2,1300000.0
68,Philippe Myers,2020,23.0,35.5,2.5,6.5,9.0,0.2535211267605634,6.0,16.233333333333334,15.425,16.0,2.1,2.5,0.0,0.0,0.0,51.5,4.55,26.0,61.0,0.0,0.0,0.0,513.5,499.0,50.2,2.9,379.5,386.0,48.4,0.65,9.45,91.3,100.75,53.85,46.150000000000006,14.0,22.5,122.5,40.55,0.0,0.0,0.0,0.0,3,2550000.0
69,Mikhail Sergachev,2020,22.0,74.66666666666667,8.333333333333334,27.0,35.333333333333336,0.4732142857142857,12.666666666666666,17.883333333333336,15.572222222222225,41.333333333333336,5.8,5.333333333333333,2.6666666666666665,0.3333333333333333,1.6666666666666667,129.0,6.533333333333334,85.33333333333333,97.66666666666669,0.3333333333333333,0.3333333333333333,16.666666666666668,1193.0,1031.3333333333333,53.63333333333333,2.566666666666667,878.6666666666666,783.3333333333334,52.833333333333336,1.9333333333333331,9.366666666666667,91.93333333333334,101.3,59.56666666666666,40.43333333333333,19.0,49.66666666666666,291.3333333333333,44.4,0.6666666666666666,0.3333333333333333,0.3333333333333333,33.333333333333336,3,4800000.0
72,MacKenzie Weegar,2020,26.0,56.333333333333336,4.333333333333333,9.333333333333334,13.666666666666666,0.24260355029585798,2.6666666666666665,17.216666666666665,15.633333333333333,43.0,2.733333333333333,4.333333333333333,0.0,0.0,1.0,71.33333333333333,5.866666666666667,81.0,103.66666666666669,0.3333333333333333,0.0,33.333333333333336,806.3333333333334,753.3333333333334,51.7,2.966666666666667,612.3333333333334,539.0,53.16666666666666,4.166666666666667,7.800000000000001,91.9,99.7,53.03333333333333,46.96666666666667,28.0,50.0,140.33333333333334,50.833333333333336,0.0,0.0,0.0,0.0,3,3250000.0
74,Vladislav Gavrikov,2020,24.0,69.0,5.0,13.0,18.0,0.2608695652173913,1.0,18.98333333333333,17.166666666666668,18.0,4.3,5.0,0.0,0.0,1.0,81.0,6.2,92.0,79.0,0.0,0.0,0.0,1078.0,1120.0,49.0,0.4,845.0,812.0,51.0,0.9,7.5,92.1,99.6,41.7,58.3,16.0,33.0,159.0,50.9,0.0,0.0,0.0,0.0,3,2800000.0
76,Ryan Pulock,2020,25.0,72.66666666666667,9.666666666666666,25.0,34.666666666666664,0.47706422018348615,8.333333333333334,21.055555555555557,17.994444444444444,16.666666666666668,6.533333333333334,6.0,3.6666666666666665,0.0,2.0,175.66666666666666,5.5,124.33333333333331,122.0,0.0,0.0,0.0,1179.6666666666667,1328.6666666666667,47.06666666666666,-0.0333333333333332,872.0,956.6666666666666,47.7,0.8999999999999999,9.866666666666667,91.7,101.56666666666666,45.26666666666667,54.73333333333333,25.0,55.66666666666666,347.3333333333333,50.63333333333333,0.0,0.0,0.0,0.0,2,5000000.0
82,Sami Niku,2020,23.0,16.0,0.6666666666666666,2.6666666666666665,3.333333333333333,0.20833333333333331,-0.6666666666666666,15.1,14.866666666666667,4.666666666666667,0.5,0.6666666666666666,0.0,0.0,0.0,16.0,18.433333333333334,17.333333333333332,8.666666666666666,0.0,0.0,0.0,189.0,241.66666666666663,44.36666666666667,-1.933333333333333,140.33333333333334,187.0,45.0,-2.1,13.5,87.93333333333334,101.5,52.8,47.2,2.0,7.333333333333333,30.666666666666668,56.93333333333334,0.0,0.0,0.0,0.0,2,725000.0
83,Luke Schenn,2020,30.0,38.333333333333336,0.6666666666666666,3.333333333333333,4.0,0.10434782608695652,-10.0,14.244444444444444,12.594444444444443,24.666666666666668,0.3666666666666667,0.6666666666666666,0.0,0.0,0.3333333333333333,40.0,1.6333333333333335,55.0,135.66666666666666,0.0,0.0,0.0,448.6666666666667,534.6666666666666,45.9,-4.666666666666667,320.6666666666667,396.6666666666667,44.86666666666667,-5.1,6.066666666666666,90.23333333333332,96.26666666666668,47.63333333333333,52.36666666666667,7.0,16.666666666666668,92.33333333333331,46.63333333333333,0.0,0.0,0.0,0.0,1,800000.0
86,Haydn Fleury,2020,23.0,44.0,1.3333333333333333,6.333333333333333,7.666666666666667,0.17424242424242425,0.0,14.333333333333334,13.6,8.0,1.6333333333333335,1.3333333333333333,0.0,0.0,0.0,56.0,2.066666666666667,53.333333333333336,52.66666666666666,0.0,0.0,0.0,624.6666666666666,576.3333333333334,52.03333333333333,-2.433333333333333,454.3333333333333,436.3333333333333,51.76666666666667,-2.5,8.1,92.13333333333333,100.2,54.96666666666667,45.03333333333333,13.666666666666666,22.0,123.66666666666669,44.43333333333334,0.0,0.0,0.0,0.0,2,1300000.0
88,Devon Toews,2020,26.0,58.0,5.5,17.5,23.0,0.39655172413793105,4.0,19.20833333333333,16.858333333333334,10.0,4.4,4.5,1.0,0.0,1.5,101.5,5.550000000000001,52.5,39.5,0.0,0.5,0.0,938.0,879.5,51.9,6.35,692.0,645.5,52.1,5.9,7.95,92.4,100.35,56.7,43.3,23.0,42.5,207.5,49.5,0.5,0.0,0.5,0.0,4,4100000.0
93,Travis Dermott,2020,23.0,52.333333333333336,3.0,10.666666666666666,13.666666666666666,0.2611464968152866,8.333333333333334,16.872222222222224,15.838888888888889,22.33333333333333,2.7,3.0,0.0,0.0,0.3333333333333333,72.33333333333333,4.066666666666666,50.333333333333336,74.66666666666667,0.0,0.0,0.0,847.3333333333334,745.6666666666666,53.23333333333333,3.1,633.3333333333334,573.0,52.6,3.6,9.166666666666666,92.6,101.76666666666668,53.96666666666667,46.03333333333333,19.33333333333333,45.0,145.0,50.56666666666666,0.0,0.0,0.0,0.0,1,874125.0
96,Dmitry Kulikov,2020,29.0,56.66666666666666,1.6666666666666667,7.333333333333333,9.0,0.15882352941176472,2.0,17.583333333333332,15.872222222222222,33.666666666666664,1.9333333333333331,1.6666666666666667,0.0,0.0,0.6666666666666666,47.333333333333336,3.333333333333333,75.33333333333333,87.0,0.0,0.0,0.0,816.6666666666666,848.6666666666666,48.96666666666667,-0.6333333333333333,612.3333333333334,644.3333333333334,48.7,-0.6,8.3,92.3,100.63333333333333,51.5,48.5,15.333333333333334,48.333333333333336,118.0,40.333333333333336,0.0,0.0,0.0,0.0,1,1150000.0
99,Kris Russell,2020,34.0,68.33333333333333,2.333333333333333,13.0,15.333333333333334,0.22439024390243906,-0.6666666666666666,18.76111111111111,16.444444444444446,16.333333333333332,2.9,2.333333333333333,0.0,0.0,0.0,66.0,3.0666666666666664,169.66666666666666,87.0,0.0,0.0,0.0,962.6666666666666,1124.6666666666667,45.63333333333333,-4.566666666666666,717.0,792.6666666666666,47.1,-3.1333333333333333,7.899999999999999,92.26666666666668,100.16666666666669,46.76666666666667,53.23333333333333,24.0,60.333333333333336,139.0,48.63333333333333,0.0,0.0,0.0,0.0,1,1250000.0
100,Jonas Siegenthaler,2020,23.0,45.0,1.0,5.5,6.5,0.14444444444444443,8.5,14.941666666666666,12.733333333333334,26.5,1.65,1.0,0.0,0.0,0.5,30.5,2.05,74.5,41.0,0.0,0.0,0.0,526.5,527.0,49.55,-2.0,395.0,378.5,50.7,-0.95,8.8,93.85,102.6,45.95,54.05,8.0,26.0,75.0,37.25,0.0,0.0,0.0,0.0,1,800000.0
106,Cody Ceci,2020,26.0,70.66666666666667,4.333333333333333,13.333333333333334,17.666666666666668,0.25,-14.0,22.14444444444445,18.91111111111111,16.666666666666668,2.4,4.333333333333333,0.0,0.0,1.3333333333333333,107.66666666666669,3.633333333333333,130.66666666666666,125.0,0.0,0.0,0.0,1230.3333333333333,1491.6666666666667,45.833333333333336,-4.033333333333333,912.0,1107.3333333333333,45.6,-4.366666666666666,8.799999999999999,91.46666666666664,100.23333333333332,43.70000000000001,56.29999999999999,17.0,43.0,238.33333333333331,44.333333333333336,0.0,0.0,0.0,0.0,1,1250000.0
107,Matt Grzelcyk,2020,26.0,65.0,3.333333333333333,14.666666666666666,18.0,0.27692307692307694,15.0,17.977777777777778,15.866666666666667,41.333333333333336,4.366666666666667,2.6666666666666665,0.6666666666666666,0.0,0.3333333333333333,94.66666666666669,3.533333333333333,56.333333333333336,49.0,0.0,0.0,0.0,975.6666666666666,880.3333333333334,52.66666666666666,0.6,754.6666666666666,656.6666666666666,53.6,1.366666666666667,7.933333333333334,94.2,102.1,52.8,47.2,25.33333333333333,34.0,190.0,49.63333333333333,0.0,0.0,0.0,0.0,4,3687500.0
111,Anthony Deangelo,2020,24.0,53.66666666666666,6.333333333333333,24.0,30.33333333333333,0.5652173913043478,0.0,18.39444444444445,15.96111111111111,45.0,4.433333333333334,5.333333333333333,1.0,0.0,1.0,109.33333333333331,4.566666666666666,60.333333333333336,44.333333333333336,0.3333333333333333,0.0,33.333333333333336,832.6666666666666,903.3333333333334,48.36666666666667,3.5666666666666664,648.3333333333334,692.3333333333334,48.7,3.1,8.700000000000001,90.66666666666669,99.4,55.73333333333333,44.26666666666667,14.333333333333334,56.0,193.33333333333331,57.73333333333333,2.0,0.6666666666666666,1.3333333333333333,16.666666666666668,2,4800000.0
122,Alex Pietrangelo,2020,30.0,73.0,14.666666666666666,34.333333333333336,49.0,0.6712328767123288,7.0,24.666666666666668,19.494444444444444,21.33333333333333,8.733333333333333,10.666666666666666,4.0,0.0,3.333333333333333,203.0,7.233333333333333,130.66666666666666,52.333333333333336,0.0,0.3333333333333333,0.0,1429.3333333333333,1285.0,52.73333333333333,2.1333333333333333,1072.6666666666667,954.3333333333334,52.93333333333334,1.7666666666666666,9.5,90.53333333333336,100.06666666666666,50.333333333333336,49.66666666666666,50.66666666666666,45.333333333333336,397.3333333333333,50.9,0.0,0.0,0.0,0.0,7,8800000.0
125,Erik Gustafsson,2020,28.0,60.0,9.333333333333334,25.666666666666668,35.0,0.5833333333333334,-4.666666666666667,20.50555555555556,17.96666666666667,22.33333333333333,4.833333333333333,7.333333333333333,2.0,0.0,1.0,111.33333333333331,7.8,72.66666666666667,72.0,0.0,0.3333333333333333,0.0,1115.6666666666667,1073.6666666666667,51.63333333333333,2.9,810.0,818.3333333333334,50.56666666666666,2.6333333333333333,9.7,90.3,99.96666666666664,58.03333333333333,41.96666666666667,22.33333333333333,52.66666666666666,243.0,47.1,0.0,0.0,0.0,0.0,1,3000000.0
126,Ryan Graves,2020,25.0,47.5,6.0,9.5,15.5,0.3263157894736842,22.0,15.025,12.825,23.5,4.25,6.0,0.0,0.0,0.0,80.0,9.1,100.5,72.0,0.0,0.0,0.0,667.5,655.5,50.150000000000006,-0.85,497.0,473.5,51.75,0.95,10.3,93.1,103.4,50.75,49.25,12.0,26.0,162.0,46.5,0.0,0.0,0.0,0.0,3,3166667.0
131,Derek Forbort,2020,28.0,59.66666666666666,1.0,10.0,11.0,0.18435754189944137,0.0,19.78333333333333,17.472222222222225,35.0,2.8000000000000003,1.0,0.0,0.0,0.3333333333333333,58.333333333333336,1.3333333333333333,108.33333333333331,94.0,0.0,0.3333333333333333,0.0,895.6666666666666,986.3333333333334,47.96666666666667,-3.7,673.0,749.6666666666666,47.76666666666667,-3.5666666666666664,6.7,92.86666666666667,99.56666666666666,46.23333333333333,53.76666666666667,12.0,57.66666666666666,144.0,40.4,0.0,0.0,0.0,0.0,1,1000000.0
134,Nikita Zadorov,2020,25.0,70.33333333333333,6.0,9.666666666666666,15.666666666666666,0.22274881516587677,9.666666666666666,18.14444444444444,16.083333333333332,81.0,3.8333333333333335,6.0,0.0,0.0,0.3333333333333333,86.33333333333333,6.866666666666667,79.66666666666667,227.0,0.0,0.0,0.0,1075.6666666666667,1134.3333333333333,48.833333333333336,-0.8666666666666667,785.6666666666666,835.3333333333334,48.66666666666666,-0.9666666666666668,9.033333333333331,92.93333333333334,101.93333333333334,47.3,52.7,19.0,34.333333333333336,203.0,42.46666666666667,0.0,0.0,0.0,0.0,1,3200000.0
135,Zach Bogosian,2020,29.0,36.66666666666666,1.3333333333333333,7.666666666666667,9.0,0.2454545454545455,-4.666666666666667,19.13888888888889,16.616666666666667,31.33333333333333,1.6,1.0,0.0,0.3333333333333333,0.0,50.333333333333336,2.2,55.333333333333336,45.0,0.0,0.0,0.0,571.3333333333334,610.6666666666666,48.36666666666667,0.1666666666666666,440.3333333333333,472.0,48.56666666666666,0.5000000000000001,7.533333333333334,91.0,98.56666666666666,45.23333333333333,54.76666666666667,8.0,22.0,94.66666666666669,54.833333333333336,0.0,0.0,0.0,0.0,1,1000000.0
139,Tyson Barrie,2020,28.0,72.0,11.0,40.66666666666666,51.66666666666666,0.7175925925925924,-8.333333333333334,22.122222222222224,18.444444444444443,24.666666666666668,6.8,7.666666666666667,3.333333333333333,0.0,1.6666666666666667,188.33333333333331,5.766666666666667,82.66666666666667,45.0,0.0,0.0,0.0,1395.0,1300.3333333333333,51.7,3.2,1019.6666666666666,985.6666666666666,50.7,2.333333333333333,8.966666666666667,90.43333333333334,99.4,61.56666666666666,38.43333333333333,21.33333333333333,47.0,386.3333333333333,48.6,0.3333333333333333,0.0,0.3333333333333333,0.0,1,3750000.0
142,Trevor van Riemsdyk,2020,28.0,68.66666666666667,2.333333333333333,10.333333333333334,12.666666666666666,0.1844660194174757,-0.6666666666666666,15.661111111111111,14.338888888888889,13.333333333333334,2.6333333333333333,2.333333333333333,0.0,0.0,0.6666666666666666,90.33333333333331,2.433333333333333,78.0,29.33333333333333,0.0,0.0,0.0,1022.3333333333334,852.0,54.3,-0.3666666666666667,766.0,648.3333333333334,53.73333333333333,-0.1666666666666666,7.399999999999999,91.06666666666666,98.43333333333334,56.56666666666666,43.43333333333334,28.666666666666668,23.666666666666668,171.0,52.63333333333333,0.0,0.0,0.0,0.0,1,800000.0
145,Brandon Montour,2020,26.0,72.0,7.333333333333333,21.0,28.33333333333333,0.39351851851851843,3.0,20.805555555555557,17.83888888888889,42.0,5.533333333333334,5.0,2.0,0.3333333333333333,2.333333333333333,142.33333333333334,5.266666666666667,85.66666666666667,85.0,0.0,0.0,0.0,1205.3333333333333,1242.6666666666667,49.06666666666666,0.5333333333333333,912.6666666666666,952.3333333333334,48.73333333333333,0.6333333333333333,8.933333333333332,92.26666666666668,101.23333333333332,51.2,48.8,21.0,50.66666666666666,280.6666666666667,51.7,1.0,0.3333333333333333,0.6666666666666666,11.1,1,3850000.0
149,Troy Stecher,2020,26.0,71.66666666666667,2.6666666666666665,14.333333333333334,17.0,0.23720930232558138,4.0,18.02777777777778,16.383333333333333,33.0,3.6666666666666665,2.333333333333333,0.0,0.3333333333333333,0.0,95.0,2.9333333333333336,80.33333333333333,90.33333333333331,0.0,0.3333333333333333,0.0,1116.6666666666667,1151.0,49.16666666666666,1.4666666666666668,836.6666666666666,869.6666666666666,49.0,0.8999999999999999,8.166666666666666,92.66666666666669,100.9,46.16666666666666,53.833333333333336,26.666666666666668,28.0,213.33333333333331,44.9,0.0,0.0,0.0,0.0,2,1700000.0
155,Andy Welinski,2020,27.0,16.5,0.5,2.5,3.0,0.18181818181818182,-3.0,16.1,14.625,4.0,0.4499999999999999,0.5,0.0,0.0,0.0,19.0,1.55,13.0,25.5,0.0,0.0,0.0,223.0,245.5,44.65,-5.95,159.0,190.0,43.1,-7.6,6.65,93.15,99.8,57.55,42.45,3.5,10.0,45.0,42.5,0.0,0.0,0.0,0.0,1,750000.0
160,Victor Mete,2020,22.0,57.0,1.3333333333333333,9.0,10.333333333333334,0.18128654970760236,9.0,16.45,15.166666666666666,10.0,2.7,1.3333333333333333,0.0,0.0,0.3333333333333333,55.0,2.333333333333333,75.33333333333333,14.0,0.0,0.0,0.0,902.3333333333334,852.6666666666666,51.4,-2.3666666666666667,668.3333333333334,621.6666666666666,51.9,-1.5666666666666664,8.5,92.6,101.09999999999998,50.333333333333336,49.66666666666666,8.0,48.333333333333336,127.33333333333331,43.66666666666666,0.0,0.0,0.0,0.0,1,735000.0
162,Luca Sbisa,2020,30.0,27.666666666666668,1.3333333333333333,7.0,8.333333333333334,0.30120481927710846,3.0,17.63888888888889,15.394444444444444,18.666666666666668,1.6666666666666667,1.3333333333333333,0.0,0.0,0.0,26.666666666666668,3.9333333333333336,44.0,52.66666666666666,0.0,0.0,0.0,384.0,461.6666666666667,46.36666666666667,-3.8333333333333335,294.3333333333333,354.3333333333333,46.5,-3.066666666666667,8.933333333333334,92.8,101.73333333333332,51.4,48.6,5.666666666666667,15.0,59.333333333333336,40.266666666666666,0.0,0.0,0.0,0.0,1,800000.0
165,Nathan Beaulieu,2020,27.0,48.333333333333336,1.6666666666666667,8.0,9.666666666666666,0.19999999999999998,0.6666666666666666,16.150000000000002,14.666666666666666,34.666666666666664,2.066666666666667,1.6666666666666667,0.0,0.0,0.3333333333333333,55.0,3.033333333333333,51.333333333333336,55.66666666666666,0.0,0.0,0.0,624.0,682.3333333333334,47.56666666666666,-0.2666666666666668,487.0,516.0,48.4,1.3,8.666666666666666,92.63333333333333,101.3,51.2,48.8,7.0,25.0,109.66666666666669,50.86666666666667,0.0,0.0,0.0,0.0,2,1250000.0
166,Kevan Miller,2020,32.0,53.5,0.5,11.0,11.5,0.21495327102803738,12.0,18.60833333333333,16.483333333333334,52.5,3.05,0.5,0.0,0.0,0.0,48.0,0.8,95.0,118.5,0.0,0.0,0.0,839.5,783.0,51.2,-1.5499999999999998,643.0,565.0,52.75,-0.35,7.95,93.1,101.15,48.95,51.05,22.0,23.5,122.0,39.4,0.0,0.0,0.0,0.0,1,1250000.0
