,Player,Season,AGE,GP,G,A,PTS,PPG,PlusMinus,ATOI,TOI(EV),PIM,PS,EV_A,PP_A,SH_A,GW,S,S_Pct,BLK,HIT,FOW,FOL,FO_Pct,CF,CA,CF_Pct,CF_Pct_rel,FF,FA,FF_Pct,FF_Pct_rel,oiSH_Pct,oiSV_Pct,PDO,oZS_Pct,dZS_Pct,TK,GV,SAtt.,Thru_Pct,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct,LENGTH,AAV
490,Alexander Edler,2019,33.0,64.66666666666667,7.333333333333333,22.33333333333333,29.666666666666668,0.4587628865979381,-11.666666666666666,24.38888888888889,19.03333333333333,52.66666666666666,4.866666666666666,5.0,2.333333333333333,0.0,1.3333333333333333,146.0,5.2,169.0,130.0,1.0,0.6666666666666666,38.9,1111.6666666666667,1211.3333333333333,47.833333333333336,0.3,825.0,891.3333333333334,48.16666666666666,1.3999999999999997,8.333333333333334,90.83333333333331,99.16666666666669,45.7,54.3,20.33333333333333,43.66666666666666,305.6666666666667,47.9,1.0,0.0,1.0,0.0,2,6000000.0
491,Korbinian Holzer,2019,31.0,23.33333333333333,1.0,2.6666666666666665,3.6666666666666665,0.15714285714285717,0.6666666666666666,13.733333333333334,12.255555555555556,12.333333333333334,0.9333333333333332,1.0,0.0,0.0,0.0,13.0,7.0,28.666666666666668,51.333333333333336,0.0,0.0,0.0,214.66666666666663,286.6666666666667,42.76666666666667,-5.233333333333333,165.66666666666666,210.66666666666663,44.06666666666666,-4.566666666666666,9.266666666666666,92.3,101.56666666666666,47.76666666666667,52.23333333333333,3.6666666666666665,11.666666666666666,29.0,46.66666666666666,0.0,0.0,0.0,0.0,1,850000.0
493,Braydon Coburn,2019,34.0,75.33333333333333,3.333333333333333,13.333333333333334,16.666666666666668,0.22123893805309738,2.0,16.288888888888888,14.52777777777778,41.333333333333336,2.8666666666666667,3.0,0.0,0.3333333333333333,0.0,96.0,3.266666666666667,71.0,94.0,0.0,0.0,0.0,1013.0,984.0,50.63333333333333,-0.6333333333333333,756.6666666666666,750.0,50.13333333333333,-0.9666666666666668,8.133333333333333,92.1,100.2,43.53333333333333,56.46666666666667,11.333333333333334,26.666666666666668,202.33333333333331,47.23333333333333,0.0,0.0,0.0,0.0,2,1700000.0
497,Erik Karlsson,2019,29.0,67.0,9.666666666666666,49.66666666666666,59.333333333333336,0.8855721393034827,-3.0,26.016666666666666,20.727777777777774,28.666666666666668,8.700000000000001,6.666666666666667,3.0,0.0,2.6666666666666665,194.33333333333331,4.733333333333333,130.0,56.333333333333336,0.3333333333333333,0.3333333333333333,16.666666666666668,1468.6666666666667,1308.0,53.6,5.666666666666667,1083.3333333333333,964.6666666666666,53.56666666666666,5.4,9.2,89.5,98.7,55.96666666666667,44.03333333333333,57.66666666666666,85.0,421.3333333333333,46.03333333333333,1.3333333333333333,0.0,1.3333333333333333,0.0,8,11500000.0
499,Ilya Lyubushkin,2019,25.0,41.0,0.0,4.0,4.0,0.0975609756097561,-9.0,13.733333333333333,13.35,13.0,0.6,0.0,0.0,0.0,0.0,27.0,0.0,61.0,150.0,0.0,0.0,0.0,489.0,559.0,46.7,-2.6,364.0,398.0,47.8,-2.0,6.0,91.5,97.5,51.4,48.6,6.0,22.0,64.0,42.2,0.0,0.0,0.0,0.0,1,874125.0
503,Roman Polak,2019,33.0,68.66666666666667,2.333333333333333,8.333333333333334,10.666666666666666,0.1553398058252427,7.0,18.244444444444444,15.46111111111111,60.0,3.1333333333333333,2.333333333333333,0.0,0.0,0.3333333333333333,62.66666666666666,3.966666666666667,123.0,184.66666666666663,0.0,0.3333333333333333,0.0,949.0,1110.0,46.3,-4.566666666666666,718.6666666666666,829.0,46.53333333333333,-3.5,7.966666666666666,93.8,101.7,38.5,61.5,13.0,43.333333333333336,148.66666666666666,41.7,0.0,0.0,0.0,0.0,1,1750000.0
505,Juuso Riikola,2019,25.0,37.0,2.0,3.0,5.0,0.13513513513513514,3.0,16.683333333333334,15.3,10.0,1.2,0.0,2.0,0.0,1.0,43.0,4.7,38.0,86.0,0.0,0.0,0.0,505.0,610.0,45.3,-3.3,384.0,449.0,46.1,-3.1,7.7,94.4,102.0,44.2,55.8,13.0,16.0,97.0,44.3,0.0,0.0,0.0,0.0,1,850000.0
508,Brett Kulak,2019,25.0,49.66666666666666,2.6666666666666665,6.666666666666667,9.333333333333334,0.18791946308724836,2.0,15.02777777777778,14.588888888888889,23.33333333333333,2.0666666666666664,2.333333333333333,0.0,0.3333333333333333,1.0,64.66666666666667,2.866666666666667,42.0,55.333333333333336,0.0,0.0,0.0,772.3333333333334,660.0,53.03333333333333,0.6333333333333334,565.6666666666666,486.0,52.2,-0.0333333333333332,7.266666666666667,91.7,99.0,50.8,49.2,12.0,25.666666666666668,142.0,42.96666666666667,0.0,0.0,0.0,0.0,3,1850000.0
509,Chad Ruhwedel,2019,29.0,32.0,1.6666666666666667,4.0,5.666666666666667,0.17708333333333334,-2.6666666666666665,16.45,15.0,9.333333333333334,0.8333333333333334,1.6666666666666667,0.0,0.0,0.3333333333333333,44.66666666666666,3.966666666666667,28.33333333333333,47.66666666666666,0.0,0.0,0.0,467.0,454.0,50.63333333333333,-0.7999999999999999,356.0,336.3333333333333,51.2,-1.2333333333333334,6.033333333333334,91.53333333333336,97.56666666666666,49.76666666666667,50.23333333333333,9.0,10.333333333333334,92.33333333333331,48.06666666666666,0.0,0.0,0.0,0.0,2,700000.0
511,Esa Lindell,2019,25.0,78.33333333333333,8.0,17.666666666666668,25.666666666666668,0.32765957446808514,13.666666666666666,22.76111111111111,19.08333333333333,26.33333333333333,6.5,5.333333333333333,2.0,0.6666666666666666,1.0,122.66666666666669,6.5,134.33333333333334,109.33333333333331,0.0,0.3333333333333333,0.0,1395.6666666666667,1473.3333333333333,48.76666666666667,-2.566666666666667,1009.0,1086.6666666666667,48.2,-3.733333333333333,9.033333333333331,93.0,102.0,46.6,53.4,27.666666666666668,63.0,248.33333333333331,49.16666666666666,0.0,0.0,0.0,0.0,6,5800000.0
512,Slater Koekkoek,2019,25.0,31.666666666666668,2.0,4.0,6.0,0.18947368421052632,1.3333333333333333,13.35,12.583333333333334,13.333333333333334,1.1,2.0,0.0,0.0,0.3333333333333333,35.333333333333336,4.966666666666667,33.0,38.333333333333336,0.0,0.0,0.0,367.0,385.3333333333333,48.66666666666666,-2.2333333333333334,275.0,279.0,49.5,-1.1666666666666667,9.2,91.36666666666667,100.56666666666666,49.93333333333334,50.06666666666666,2.6666666666666665,6.666666666666667,70.33333333333333,50.0,0.0,0.0,0.0,0.0,1,925000.0
513,Jan Rutta,2019,28.0,47.0,4.0,10.0,14.0,0.2978723404255319,1.5,17.425,15.516666666666666,20.0,2.6,3.0,1.0,0.0,0.5,56.5,6.65,47.0,24.0,0.0,0.0,0.0,734.5,724.5,50.55,-1.65,514.0,564.0,47.900000000000006,-3.7,9.9,91.4,101.3,48.85,51.15,6.5,24.5,125.5,46.6,0.0,0.0,0.0,0.0,1,1300000.0
517,Christian Folin,2019,28.0,53.66666666666666,1.6666666666666667,7.333333333333333,9.0,0.1677018633540373,5.666666666666667,15.416666666666666,14.261111111111113,27.666666666666668,2.3000000000000003,1.6666666666666667,0.0,0.0,0.0,48.0,3.4333333333333336,81.0,120.33333333333331,0.3333333333333333,0.0,33.333333333333336,700.3333333333334,738.0,48.6,-3.1,532.0,542.3333333333334,49.36666666666667,-2.266666666666667,9.166666666666666,92.33333333333331,101.5,48.2,51.8,7.0,23.33333333333333,106.66666666666669,44.8,0.0,0.0,0.0,0.0,1,800000.0
519,Jay Bouwmeester,2019,35.0,64.66666666666667,2.0,11.0,13.0,0.20103092783505153,2.6666666666666665,21.08888888888889,18.538888888888888,28.0,3.233333333333333,2.0,0.0,0.0,0.3333333333333333,77.66666666666667,3.0,98.66666666666669,52.333333333333336,0.0,0.0,0.0,1029.6666666666667,1120.0,48.0,-4.966666666666667,775.3333333333334,824.0,48.66666666666666,-4.933333333333334,8.4,92.6,100.96666666666664,43.5,56.5,13.666666666666666,31.0,158.0,48.36666666666667,0.0,0.0,0.0,0.0,1,3250000.0
521,Carl Dahlstrom,2019,24.0,24.5,0.0,4.5,4.5,0.1836734693877551,3.5,18.058333333333334,16.366666666666667,3.0,0.95,0.0,0.0,0.0,0.0,27.0,0.0,22.0,19.5,0.5,0.0,50.0,366.0,397.5,49.75,-4.0,268.0,303.5,47.95,-4.25,11.35,89.85,101.2,42.2,57.8,5.5,18.0,54.0,46.9,0.0,0.0,0.0,0.0,2,850000.0
523,Zdeno Chara,2019,42.0,70.0,7.333333333333333,15.0,22.33333333333333,0.31904761904761897,20.666666666666668,22.438888888888886,18.52777777777777,58.66666666666666,6.366666666666667,6.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,126.33333333333331,5.8,115.33333333333331,117.33333333333331,0.0,0.3333333333333333,0.0,1306.3333333333333,1158.6666666666667,53.03333333333333,-1.2,993.6666666666666,863.3333333333334,53.6,-0.9666666666666668,9.7,91.5,101.2,45.5,54.5,35.0,60.0,266.6666666666667,47.63333333333333,0.0,0.0,0.0,0.0,1,2000000.0
532,Dennis Seidenberg,2019,36.0,50.5,2.5,11.0,13.5,0.26732673267326734,8.0,18.65833333333333,16.425,24.5,2.9,2.5,0.0,0.0,0.0,60.0,2.8,94.5,109.5,0.0,0.0,0.0,774.0,902.5,45.05,-4.05,575.0,651.5,45.5,-3.55,9.8,91.65,101.45,46.55,53.45,6.0,25.5,114.5,51.400000000000006,0.0,0.0,0.0,0.0,1,700000.0
534,Nick Jensen,2019,28.0,70.0,2.0,14.0,16.0,0.22857142857142856,-3.6666666666666665,17.95,15.927777777777775,20.0,2.833333333333333,2.0,0.0,0.0,0.0,86.66666666666667,2.966666666666667,83.0,69.33333333333333,0.0,0.0,0.0,989.3333333333334,981.6666666666666,50.3,1.2333333333333334,751.0,736.6666666666666,50.63333333333333,1.7,8.0,90.66666666666669,98.7,49.4,50.6,20.666666666666668,50.66666666666666,170.0,50.7,0.0,0.0,0.0,0.0,4,2500000.0
535,Jordan Oesterle,2019,27.0,42.66666666666666,3.6666666666666665,8.0,11.666666666666666,0.27343750000000006,-5.0,18.9,17.26111111111111,6.666666666666667,2.3,2.333333333333333,1.3333333333333333,0.0,0.0,59.333333333333336,4.3,79.66666666666667,40.66666666666666,0.0,0.0,0.0,720.6666666666666,732.0,53.5,1.0666666666666669,514.6666666666666,530.3333333333334,49.56666666666666,-2.8666666666666667,5.433333333333334,90.06666666666666,95.46666666666664,62.3,37.7,13.333333333333334,32.666666666666664,152.0,33.56666666666667,0.0,0.0,0.0,0.0,2,1400000.0
548,Robert Bortuzzo,2018,30.0,50.0,2.333333333333333,4.333333333333333,6.666666666666667,0.13333333333333333,8.0,14.050000000000002,12.97222222222222,36.0,2.333333333333333,2.333333333333333,0.0,0.0,0.3333333333333333,56.0,3.9333333333333336,66.66666666666667,97.0,0.0,0.0,0.0,615.6666666666666,561.0,52.5,1.7666666666666666,457.0,394.3333333333333,54.16666666666666,3.133333333333333,7.866666666666667,93.53333333333336,101.43333333333334,48.1,51.9,4.666666666666667,13.0,113.0,50.46666666666667,0.0,0.0,0.0,0.0,3,1375000.0
551,Jakob Chychrun,2018,21.0,59.0,5.5,11.5,17.0,0.288135593220339,-6.0,18.458333333333336,16.508333333333333,31.5,3.15,4.0,1.5,0.0,0.5,94.0,6.0,85.5,91.5,0.0,0.0,0.0,871.5,1000.0,46.6,-0.5,646.5,765.0,45.85,0.0,7.9,92.35,100.25,51.5,48.5,15.5,36.0,216.0,43.55,0.0,0.0,0.0,0.0,6,4600000.0
554,Nate Schmidt,2018,27.0,69.33333333333333,3.333333333333333,19.666666666666668,23.0,0.3317307692307693,17.666666666666668,18.594444444444445,16.46666666666667,16.0,5.166666666666667,3.0,0.3333333333333333,0.0,0.6666666666666666,81.0,4.133333333333334,89.66666666666667,53.66666666666666,0.0,0.3333333333333333,0.0,1135.3333333333333,1089.6666666666667,51.36666666666667,0.4333333333333333,823.6666666666666,798.0,51.0,0.0333333333333333,9.533333333333331,93.13333333333333,102.7,53.86666666666667,46.13333333333333,42.333333333333336,47.66666666666666,192.66666666666663,42.36666666666667,0.0,0.0,0.0,0.0,6,5950000.0
558,Jake Dotchin,2018,24.0,41.5,1.5,9.5,11.0,0.26506024096385544,13.5,17.458333333333336,16.59166666666667,36.5,2.8,1.5,0.0,0.0,0.0,49.0,3.15,40.0,90.0,0.0,0.0,0.0,681.0,608.5,52.95,2.0,504.0,466.0,51.900000000000006,1.0,9.75,94.05,103.75,54.6,45.400000000000006,4.0,28.0,114.0,42.95,0.0,0.0,0.0,0.0,1,800000.0
561,Jason Garrison,2018,33.0,50.0,2.0,5.0,7.0,0.14,-4.666666666666667,18.7,16.255555555555556,12.0,1.5666666666666669,2.0,0.0,0.0,0.3333333333333333,67.33333333333333,2.033333333333333,73.0,62.66666666666666,0.0,0.0,0.0,693.0,729.3333333333334,48.26666666666667,-3.9333333333333336,525.3333333333334,551.0,48.13333333333333,-3.266666666666667,7.466666666666666,90.93333333333334,98.36666666666667,47.2,52.8,8.666666666666666,28.33333333333333,136.0,48.63333333333333,0.0,0.0,0.0,0.0,1,650000.0
563,Brandon Davidson,2018,26.0,46.66666666666666,2.6666666666666665,4.333333333333333,7.0,0.15000000000000002,-2.6666666666666665,17.244444444444444,15.144444444444446,21.0,1.6,2.0,0.6666666666666666,0.0,0.0,56.0,4.2,80.66666666666667,73.66666666666667,0.0,0.0,0.0,671.3333333333334,639.0,51.23333333333333,1.9333333333333331,490.0,457.0,51.73333333333333,1.8666666666666665,7.3,91.36666666666667,98.7,49.43333333333334,50.56666666666666,13.0,36.333333333333336,126.66666666666669,45.16666666666666,0.0,0.0,0.0,0.0,1,650000.0
564,Shea Theodore,2018,22.0,38.0,3.6666666666666665,11.666666666666666,15.333333333333334,0.4035087719298246,2.0,18.927777777777777,15.533333333333331,14.666666666666666,2.8666666666666667,2.333333333333333,1.3333333333333333,0.0,1.0,77.33333333333333,6.066666666666666,40.66666666666666,16.333333333333332,0.0,0.0,0.0,605.3333333333334,572.3333333333334,50.53333333333333,-1.5666666666666669,459.3333333333333,435.3333333333333,50.8,-2.466666666666667,8.2,92.63333333333333,100.83333333333331,53.833333333333336,46.16666666666666,13.0,29.666666666666668,149.66666666666666,49.5,0.6666666666666666,0.6666666666666666,0.0,66.66666666666667,7,5200000.0
565,Luca Sbisa,2018,28.0,51.0,2.0,9.666666666666666,11.666666666666666,0.22875816993464052,4.0,18.627777777777776,16.266666666666666,27.0,2.9333333333333336,2.0,0.0,0.0,0.6666666666666666,43.333333333333336,5.766666666666667,78.0,83.66666666666667,0.0,0.0,0.0,674.3333333333334,834.6666666666666,44.3,-6.033333333333334,495.3333333333333,635.6666666666666,43.7,-6.366666666666667,9.133333333333333,93.36666666666667,102.53333333333336,46.96666666666666,53.03333333333334,12.0,26.0,110.33333333333331,40.1,0.0,0.0,0.0,0.0,1,1500000.0
569,Darnell Nurse,2018,23.0,65.0,4.666666666666667,11.0,15.666666666666666,0.24102564102564103,0.6666666666666666,19.83333333333333,17.605555555555554,53.333333333333336,3.3666666666666667,4.666666666666667,0.0,0.0,0.6666666666666666,133.0,3.8333333333333335,103.0,142.66666666666666,0.0,0.0,0.0,1108.6666666666667,1153.6666666666667,49.03333333333333,-1.9,835.0,861.6666666666666,48.86666666666667,-2.6,8.466666666666667,91.6,100.06666666666666,49.0,51.0,17.333333333333332,50.333333333333336,250.66666666666663,53.8,0.0,0.0,0.0,0.0,2,3200000.0
570,Joshua Morrissey,2018,23.0,54.66666666666666,4.333333333333333,11.0,15.333333333333334,0.28048780487804886,7.0,18.61111111111111,17.122222222222224,28.33333333333333,3.1,4.0,0.3333333333333333,0.0,1.0,67.33333333333333,4.333333333333333,103.0,95.0,0.3333333333333333,0.3333333333333333,16.666666666666668,917.6666666666666,899.0,48.0,-3.1666666666666665,687.3333333333334,657.6666666666666,46.6,-4.233333333333333,6.566666666666667,93.83333333333331,100.4,58.9,41.1,12.333333333333334,29.33333333333333,144.66666666666666,64.26666666666667,0.0,0.0,0.0,0.0,2,3150000.0
574,Noah Hanifin,2018,21.0,79.66666666666667,6.0,21.666666666666668,27.666666666666668,0.3472803347280335,-17.666666666666668,18.227777777777774,16.038888888888888,23.0,4.033333333333333,4.666666666666667,1.3333333333333333,0.0,1.3333333333333333,131.66666666666666,4.366666666666666,73.33333333333333,68.33333333333333,0.0,0.0,0.0,1267.0,1141.6666666666667,52.4,0.2333333333333334,935.3333333333334,883.3333333333334,51.26666666666667,-0.1333333333333333,7.133333333333333,90.1,97.2,59.93333333333334,40.06666666666667,44.66666666666666,53.333333333333336,297.0,44.0,0.3333333333333333,0.3333333333333333,0.0,33.333333333333336,6,4950000.0
576,Jakub Jerabek,2018,27.0,36.0,2.0,6.0,8.0,0.2222222222222222,-2.0,16.316666666666666,15.983333333333333,6.0,1.5,2.0,0.0,0.0,0.0,33.0,6.1,48.0,42.0,0.0,0.0,0.0,558.0,570.0,49.5,1.4,408.0,414.0,49.6,1.0,7.6,92.2,99.8,53.2,46.8,4.0,32.0,74.0,43.2,0.0,0.0,0.0,0.0,1,1000000.0
578,Steven Santini,2018,23.0,25.0,1.3333333333333333,4.333333333333333,5.666666666666667,0.22666666666666668,-1.3333333333333333,16.977777777777778,15.305555555555555,12.333333333333334,1.1666666666666667,1.3333333333333333,0.0,0.0,0.0,34.333333333333336,2.6333333333333333,36.66666666666666,65.33333333333333,0.0,0.3333333333333333,0.0,288.6666666666667,396.0,37.73333333333333,-14.533333333333331,225.66666666666663,285.3333333333333,42.46666666666667,-12.033333333333331,18.3,95.23333333333332,113.5,40.9,59.1,1.6666666666666667,8.333333333333334,54.0,75.46666666666665,0.0,0.0,0.0,0.0,3,1416667.0
579,Ryan Ellis,2018,28.0,64.66666666666667,11.666666666666666,22.33333333333333,34.0,0.5257731958762886,18.666666666666668,22.73333333333333,18.28333333333333,23.33333333333333,7.766666666666666,8.0,3.0,0.6666666666666666,2.333333333333333,134.0,8.733333333333333,107.0,50.66666666666666,0.0,0.0,0.0,1178.0,1066.0,52.86666666666667,1.6333333333333335,862.0,786.3333333333334,52.7,0.8000000000000002,9.666666666666666,92.26666666666668,101.93333333333334,51.06666666666666,48.93333333333334,31.33333333333333,32.333333333333336,266.0,50.333333333333336,4.333333333333333,1.3333333333333333,3.0,22.2,8,6250000.0
584,Cody Ceci,2018,24.0,78.66666666666667,5.666666666666667,15.0,20.666666666666668,0.2627118644067797,-9.666666666666666,21.944444444444443,18.416666666666668,16.666666666666668,3.5333333333333337,5.666666666666667,0.0,0.0,1.0,134.0,4.5,153.33333333333334,114.66666666666669,0.3333333333333333,0.0,33.333333333333336,1245.6666666666667,1558.3333333333333,44.46666666666667,-5.266666666666667,913.6666666666666,1130.3333333333333,44.73333333333333,-4.9,8.200000000000001,92.1,100.3,44.23333333333333,55.76666666666667,18.33333333333333,51.66666666666666,278.0,48.4,0.3333333333333333,0.0,0.3333333333333333,0.0,1,4300000.0
587,Patrik Nemeth,2018,26.0,48.66666666666666,1.0,7.666666666666667,8.666666666666666,0.17808219178082194,7.333333333333333,17.083333333333332,15.21111111111111,23.0,2.1333333333333333,1.0,0.0,0.0,0.0,51.66666666666666,1.3666666666666665,93.0,56.333333333333336,0.0,1.0,0.0,693.6666666666666,759.0,48.76666666666667,-0.8666666666666667,523.0,547.3333333333334,49.86666666666667,0.3999999999999999,7.633333333333333,93.1,100.73333333333332,43.63333333333333,56.36666666666667,9.666666666666666,20.666666666666668,105.66666666666669,48.36666666666667,0.0,0.0,0.0,0.0,1,2500000.0
588,Robert Hagg,2018,23.0,35.5,1.5,3.0,4.5,0.1267605633802817,2.5,19.725,18.041666666666664,16.0,1.25,1.5,0.0,0.0,0.0,47.0,1.7,51.5,121.0,0.0,0.0,0.0,493.0,605.0,51.3,-4.6,369.0,453.0,47.4,-10.9,9.85,91.8,101.65,43.25,56.75,4.0,18.0,95.5,52.25,0.0,0.0,0.0,0.0,2,1150000.0
593,Brady Skjei,2018,24.0,56.333333333333336,3.0,18.33333333333333,21.33333333333333,0.3786982248520709,-5.0,18.744444444444444,16.322222222222223,28.33333333333333,3.0666666666666664,2.6666666666666665,0.0,0.3333333333333333,0.3333333333333333,95.33333333333331,2.1666666666666665,66.33333333333333,95.0,0.0,0.3333333333333333,0.0,864.0,917.6666666666666,47.06666666666666,-0.1333333333333334,656.6666666666666,689.3333333333334,46.7,-0.1999999999999998,8.833333333333334,92.63333333333333,101.46666666666664,52.03333333333333,47.96666666666667,16.0,38.66666666666666,176.0,48.2,0.0,0.0,0.0,0.0,6,5250000.0
596,Dan Hamhuis,2018,35.0,72.33333333333333,2.333333333333333,15.333333333333334,17.666666666666668,0.24423963133640555,-5.0,20.322222222222223,16.788888888888888,28.0,3.1,1.6666666666666667,0.6666666666666666,0.0,0.6666666666666666,73.66666666666667,3.3000000000000003,95.0,79.66666666666667,0.0,0.3333333333333333,0.0,1152.6666666666667,1102.3333333333333,51.0,1.6666666666666667,842.0,808.0,50.9,1.7333333333333334,7.966666666666666,91.1,99.06666666666666,46.833333333333336,53.16666666666666,18.666666666666668,38.0,175.33333333333334,42.06666666666666,0.0,0.0,0.0,0.0,2,1250000.0
597,Brett Kulak,2018,24.0,33.333333333333336,0.6666666666666666,3.0,3.6666666666666665,0.10999999999999999,-2.6666666666666665,13.194444444444445,12.888888888888888,13.0,0.7333333333333334,0.6666666666666666,0.0,0.0,0.0,33.666666666666664,0.9,21.666666666666668,20.33333333333333,0.0,0.0,0.0,430.6666666666667,395.6666666666667,52.8,3.033333333333333,317.0,296.6666666666667,51.06666666666666,1.7000000000000002,5.1000000000000005,92.0,97.13333333333333,49.43333333333334,50.56666666666666,8.0,12.666666666666666,80.33333333333333,42.9,0.0,0.0,0.0,0.0,1,900000.0
599,MacKenzie Weegar,2018,24.0,31.5,1.0,3.0,4.0,0.12698412698412698,2.5,16.008333333333333,14.708333333333332,18.0,1.1,1.0,0.0,0.0,0.0,30.5,1.7,35.0,56.0,0.0,0.0,0.0,415.5,389.0,51.900000000000006,7.9,314.5,280.5,50.650000000000006,5.25,5.1,95.45,100.5,69.05,30.950000000000003,13.0,26.5,69.0,51.8,0.0,0.0,0.0,0.0,1,900000.0
602,Brandon Montour,2018,24.0,53.5,5.5,13.5,19.0,0.35514018691588783,13.5,18.925,16.075,28.0,4.6,2.5,2.5,0.5,2.5,105.0,4.8,53.5,58.5,0.0,0.0,0.0,857.5,881.0,49.2,-1.1,642.5,669.5,48.650000000000006,-2.0,8.85,95.0,103.9,52.4,47.6,11.5,34.0,219.0,46.95,3.0,1.0,2.0,33.3,2,3387500.0
603,Joel Edmundson,2018,25.0,68.33333333333333,3.6666666666666665,10.0,13.666666666666666,0.2,3.333333333333333,17.811111111111114,15.955555555555556,60.0,3.4333333333333336,3.6666666666666665,0.0,0.0,0.3333333333333333,98.33333333333331,3.466666666666667,102.33333333333331,134.33333333333334,0.0,0.0,0.0,1045.6666666666667,1009.0,51.0,-0.3666666666666666,779.0,746.0,51.06666666666666,-1.1333333333333335,7.666666666666667,92.63333333333333,100.23333333333332,48.73333333333333,51.26666666666667,10.333333333333334,24.33333333333333,207.66666666666663,47.43333333333334,0.0,0.0,0.0,0.0,1,3000000.0
604,Brooks Orpik,2018,37.0,67.0,1.0,10.333333333333334,11.333333333333334,0.1691542288557214,11.333333333333334,18.98888888888889,16.349999999999998,46.66666666666666,3.1,1.0,0.0,0.0,0.3333333333333333,59.333333333333336,3.233333333333333,134.0,174.66666666666666,0.0,0.0,0.0,983.6666666666666,1045.6666666666667,49.1,-2.3666666666666667,719.3333333333334,774.3333333333334,49.0,-2.2333333333333334,9.3,92.66666666666669,102.0,51.43333333333334,48.56666666666666,12.0,34.666666666666664,131.66666666666666,43.43333333333334,0.0,0.0,0.0,0.0,1,1000000.0
605,Tucker Poolman,2018,25.0,24.0,1.0,1.0,2.0,0.08333333333333333,2.0,12.566666666666666,12.466666666666669,0.0,0.7,1.0,0.0,0.0,0.0,27.0,3.7,18.0,20.0,0.0,0.0,0.0,302.0,265.0,53.3,1.5,214.0,199.0,51.8,-0.9,5.9,95.6,101.5,51.2,48.8,5.0,14.0,63.0,42.9,0.0,0.0,0.0,0.0,3,775000.0
609,Jacob Trouba,2018,24.0,65.33333333333333,5.666666666666667,20.33333333333333,26.0,0.39795918367346944,7.666666666666667,22.977777777777774,18.716666666666665,50.0,4.8,4.666666666666667,0.6666666666666666,0.3333333333333333,1.0,143.66666666666666,3.9333333333333336,131.66666666666666,111.66666666666669,0.0,0.3333333333333333,0.0,1159.0,1134.6666666666667,50.46666666666667,0.0,868.6666666666666,823.6666666666666,51.333333333333336,0.8333333333333334,9.066666666666668,91.66666666666669,100.66666666666669,48.76666666666667,51.23333333333333,31.0,60.333333333333336,294.3333333333333,48.9,0.0,0.0,0.0,0.0,1,5500000.0
610,Troy Stecher,2018,24.0,69.5,2.0,15.5,17.5,0.2517985611510791,-11.5,19.4,17.133333333333333,30.0,2.9000000000000004,1.5,0.5,0.0,0.0,109.5,1.75,70.5,81.0,0.0,0.5,0.0,1086.5,1137.0,48.85,1.4,817.5,893.5,47.75,0.75,8.05,91.15,99.2,49.85,50.15,24.0,30.0,260.0,42.400000000000006,0.0,0.0,0.0,0.0,2,2325000.0
612,Madison Bowey,2018,23.0,51.0,0.0,12.0,12.0,0.23529411764705882,-3.0,13.716666666666669,13.4,24.0,1.5,0.0,0.0,0.0,0.0,47.0,0.0,42.0,48.0,0.0,0.0,0.0,557.0,685.0,44.8,-3.9,405.0,521.0,43.7,-3.7,7.4,92.9,100.4,54.6,45.4,11.0,38.0,104.0,45.2,0.0,0.0,0.0,0.0,2,1000000.0
619,Ryan Pulock,2018,23.0,28.0,4.0,8.0,12.0,0.42857142857142855,-0.6666666666666666,12.694444444444445,11.222222222222223,6.333333333333333,1.8666666666666665,2.333333333333333,1.6666666666666667,0.0,0.0,66.33333333333333,6.233333333333334,32.666666666666664,42.333333333333336,0.0,0.0,0.0,446.6666666666667,450.0,39.333333333333336,-7.3,326.0,334.0,44.66666666666666,-2.066666666666667,40.7,93.03333333333336,133.73333333333332,46.43333333333334,53.56666666666666,9.333333333333334,13.333333333333334,133.33333333333334,29.33333333333333,0.0,0.0,0.0,0.0,2,2000000.0
626,Ryan Murray,2018,24.0,62.0,2.333333333333333,13.666666666666666,16.0,0.25806451612903225,-1.0,19.872222222222224,16.705555555555556,24.0,2.833333333333333,2.0,0.3333333333333333,0.0,0.0,58.66666666666666,3.7,114.0,35.0,0.0,0.0,0.0,917.6666666666666,1018.3333333333334,47.63333333333333,-3.733333333333333,685.3333333333334,738.0,48.4,-3.333333333333333,8.5,92.0,100.53333333333336,47.56666666666666,52.43333333333334,12.0,25.0,131.33333333333334,44.1,0.0,0.0,0.0,0.0,1,2825000.0
633,Jamie Oleksiak,2018,25.0,42.66666666666666,3.333333333333333,5.333333333333333,8.666666666666666,0.20312500000000003,-0.6666666666666666,15.2,13.822222222222225,48.333333333333336,1.7,3.0,0.3333333333333333,0.0,0.6666666666666666,42.333333333333336,7.133333333333333,52.66666666666666,93.0,0.0,0.0,0.0,577.0,574.6666666666666,50.03333333333333,-1.9666666666666668,436.3333333333333,411.3333333333333,52.06666666666666,-0.5,7.133333333333334,89.76666666666667,96.83333333333331,50.0,50.0,12.0,27.0,88.33333333333333,47.76666666666667,0.0,0.0,0.0,0.0,3,2137500.0
