Season,Player,Age_x,Tm,Pos_x,GP_x,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
2012,Stephane Robidas,35,DAL,D,48,1,12,13,2,56,2.5,1,0,0,0,8,4,0,46,2.2,1067,22:14:00,93,136,0,0,,711,790,47.4,0.1,501,596,45.7,-0.4,11.1,91.2,102.3,43,57,22:14:00,0.7083333333333334,9,18,129,35.7,0,0,0,0.0
2012,Aaron Rome,29,DAL,D,27,0,5,5,-2,18,0.7,0,0,0,0,5,0,0,15,0,414,15:20:00,32,43,0,0,,293,367,44.4,-0.1,200,282,41.5,-1.5,10.5,91.6,102.1,43.1,56.9,15:20:00,13:41:00,2,9,40,37.5,0,0,0,0.0
2012,Jay Rosehill,27,PHI,D,11,1,0,1,-4,64,0,1,0,0,1,0,0,0,7,14.3,75,06:48:00,5,18,0,0,,50,88,36.2,-7.9,38,57,40,-3,3.7,86.8,90.5,19.1,80.9,06:48:00,06:39:00,1,2,11,63.6,0,0,0,0.0
2012,Antoine Roussel,23,DAL,C,39,7,7,14,3,85,1.8,7,0,0,0,7,0,0,46,15.2,367,09:24:00,16,75,30,25,54.5,276,345,44.4,-4.8,203,262,43.7,-4.7,11.9,91.1,103,41.3,58.7,09:24:00,08:36:00,12,8,68,67.6,0,0,0,0.0
2012,Derek Roy,29,TOT,C,42,7,21,28,4,6,2.7,5,2,0,1,14,6,1,85,8.2,781,18:36:00,30,15,295,352,45.6,598,554,51.9,5.3,438,429,50.5,4,8.8,93.1,101.8,41,59,18:36:00,14:20:00,31,24,153,55.6,2,0,2,0.0
2012,Derek Roy,29,DAL,C,30,4,18,22,3,4,2,3,1,0,1,12,5,1,65,6.2,569,18:58:00,26,15,243,277,46.7,598,554,51.9,5.3,438,429,50.5,4,8.8,93.1,101.8,41,59,18:36:00,14:20:00,31,24,153,55.6,2,0,2,0.0
2012,Derek Roy,29,VAN,C,12,3,3,6,1,2,0.7,2,1,0,0,2,1,0,20,15,212,17:39:00,4,0,52,75,40.9,598,554,51.9,5.3,438,429,50.5,4,8.8,93.1,101.8,41,59,18:36:00,14:20:00,31,24,153,55.6,2,0,2,0.0
2012,Mathieu Roy,29,TBL,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,14,14:07:00,0,0,0,0,,11,16,40.7,-10,8,12,40,-8.2,0,90.9,90.9,50,50,14:07:00,14:07:00,0,0,2,0,0,0,0,0.0
2012,Michal Rozsival,34,CHI,D,27,0,12,12,18,14,3.2,0,0,0,0,11,0,1,13,0,489,18:07:00,28,44,0,2,0,440,290,60.3,7.2,335,209,61.6,6.9,11.6,92.4,103.9,62.7,37.3,18:07:00,16:26:00,10,13,43,30.2,2,1,1,50.0
2012,Chad Ruhwedel,22,BUF,D,7,0,0,0,0,0,0.1,0,0,0,0,0,0,0,8,0,99,14:12:00,8,7,0,0,,70,97,41.9,-7.3,48,74,39.3,-7.2,8.6,94.6,103.2,54.7,45.3,14:12:00,14:02:00,2,0,14,57.1,0,0,0,0.0
2012,David Rundblad,22,PHX,D,8,0,1,1,-5,0,-0.2,0,0,0,0,1,0,0,9,0,110,13:44:00,9,7,0,0,,69,95,42.1,-10.8,50,69,42,-11,5.3,84.8,90,75,25,13:44:00,09:42:00,0,2,21,42.9,1,0,1,0.0
2012,Mike Rupp,33,TOT,C,40,1,3,4,-2,79,-0.1,1,0,0,0,3,0,0,29,3.4,334,08:21:00,9,48,16,11,59.3,214,257,45.4,-8.8,162,188,46.3,-8.3,5.3,93.8,99.1,30.8,69.2,08:21:00,08:07:00,6,5,49,59.2,0,0,0,0.0
2012,Mike Rupp,33,MIN,C,32,1,3,4,1,67,0.2,1,0,0,0,3,0,0,27,3.7,284,08:53:00,9,41,12,7,63.2,214,257,45.4,-8.8,162,188,46.3,-8.3,5.3,93.8,99.1,30.8,69.2,08:21:00,08:07:00,6,5,49,59.2,0,0,0,0.0
2012,Mike Rupp,33,NYR,C,8,0,0,0,-3,12,-0.2,0,0,0,0,0,0,0,2,0,50,06:15:00,0,7,4,4,50,214,257,45.4,-8.8,162,188,46.3,-8.3,5.3,93.8,99.1,30.8,69.2,08:21:00,08:07:00,6,5,49,59.2,0,0,0,0.0
2012,Kris Russell,25,STL,D,33,1,6,7,6,9,2.2,0,1,0,0,5,1,0,41,2.4,530,16:03:00,57,26,0,0,,423,415,50.5,-2,330,291,53.1,-0.2,8.4,93.4,101.8,56.3,43.7,16:03:00,14:41:00,10,8,78,52.6,0,0,0,0.0
2012,Tuomo Ruutu,29,CAR,C,17,4,5,9,-6,8,0.7,4,0,0,0,5,0,0,30,13.3,259,15:14:00,7,51,1,7,12.5,260,219,54.3,3.4,185,178,51,0.8,8.3,85.7,94,51.9,48.1,15:14:00,13:53:00,12,8,59,50.8,0,0,0,0.0
2012,Bobby Ryan,25,ANA,RW,46,11,19,30,3,17,3.3,9,2,0,1,15,4,0,101,10.9,763,16:35:00,29,80,25,56,30.9,620,628,49.7,2,447,458,49.4,0.2,10.4,91.5,101.8,53.4,46.6,16:35:00,14:20:00,24,23,185,54.6,5,2,3,40.0
2012,Michael Ryder,32,TOT,RW,46,16,19,35,2,16,4.4,8,8,0,5,10,9,0,101,15.8,738,16:03:00,16,35,3,6,33.3,587,535,52.3,-0.6,423,397,51.6,-1.2,8.8,91.8,100.6,56.8,43.2,16:03:00,13:01:00,19,15,186,54.3,1,0,1,0.0
2012,Michael Ryder,32,MTL,RW,27,10,11,21,-2,8,2.5,4,6,0,3,6,5,0,59,16.9,427,15:49:00,10,16,1,2,33.3,587,535,52.3,-0.6,423,397,51.6,-1.2,8.8,91.8,100.6,56.8,43.2,16:03:00,13:01:00,19,15,186,54.3,1,0,1,0.0
2012,Michael Ryder,32,DAL,RW,19,6,8,14,4,8,1.8,4,2,0,2,4,4,0,42,14.3,311,16:22:00,6,19,2,4,33.3,587,535,52.3,-0.6,423,397,51.6,-1.2,8.8,91.8,100.6,56.8,43.2,16:03:00,13:01:00,19,15,186,54.3,1,0,1,0.0
2012,Brandon Saad,20,CHI,LW,46,10,17,27,17,12,3.5,9,0,1,2,14,3,0,98,10.2,757,16:28:00,12,41,17,29,37,636,485,56.7,1.5,490,356,57.9,1.5,9.4,93.3,102.7,57.1,42.9,16:28:00,0.5833333333333334,26,15,163,60.1,4,1,3,25.0
2012,Sami Salo,38,TBL,D,46,2,15,17,5,16,2.8,1,1,0,0,9,6,0,48,4.2,965,20:59:00,65,40,0,0,,581,711,45,-2.2,436,540,44.7,-3.2,11.9,91.4,103.2,42,58,20:59:00,16:06:00,13,16,99,48.5,0,0,0,0.0
2012,Bryce Salvador,36,NJD,D,39,0,2,2,-12,22,0.3,0,0,0,0,2,0,0,29,0,832,21:20:00,79,36,0,0,,536,565,48.7,-9.3,396,427,48.1,-9.8,4.3,92,96.3,45.6,54.4,21:19:00,17:42:00,11,22,81,35.8,0,0,0,0.0
2012,Mikael Samuelsson,36,DET,RW,4,0,1,1,-3,0,-0.1,0,0,0,0,1,0,0,4,0,51,12:52:00,1,6,0,0,,35,36,49.3,-3.6,27,30,47.4,-8.9,7.1,87,94.1,43.8,56.3,12:52:00,10:37:00,1,1,11,36.4,0,0,0,0.0
2012,Bobby Sanguinetti,24,CAR,D,37,2,4,6,-6,4,0.7,2,0,0,1,3,1,0,48,4.2,546,14:45:00,40,50,0,1,0,564,436,56.4,5.7,410,331,55.3,5,6.5,89.3,95.8,60.6,39.4,14:45:00,13:00:00,12,12,93,51.6,0,0,0,0.0
2012,Mike Santorelli,27,TOT,C,34,2,2,4,-12,2,-0.5,2,0,0,0,2,0,0,35,5.7,403,11:52:00,3,12,56,38,59.6,352,342,50.7,0.9,253,260,49.3,-1,3.7,90.6,94.2,51.2,48.8,11:52:00,11:36:00,6,3,83,42.2,3,2,1,66.7
2012,Mike Santorelli,27,FLA,C,24,2,1,3,-7,2,-0.1,2,0,0,0,1,0,0,21,9.5,266,11:06:00,3,7,30,22,57.7,352,342,50.7,0.9,253,260,49.3,-1,3.7,90.6,94.2,51.2,48.8,11:52:00,11:36:00,6,3,83,42.2,3,2,1,66.7
2012,Mike Santorelli,27,WPG,C,10,0,1,1,-5,0,-0.4,0,0,0,0,1,0,0,14,0,137,13:43:00,0,5,26,16,61.9,352,342,50.7,0.9,253,260,49.3,-1,3.7,90.6,94.2,51.2,48.8,11:52:00,11:36:00,6,3,83,42.2,3,2,1,66.7
2012,Cory Sarich,34,CGY,D,28,0,2,2,-8,16,-0.1,0,0,0,0,2,0,0,14,0,416,14:52:00,33,43,0,0,,333,349,48.8,1.3,241,253,48.8,0.5,5.8,89.9,95.8,40.7,59.3,14:52:00,13:50:00,6,13,38,36.8,0,0,0,0.0
2012,David Savard,22,CBJ,D,4,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,1,0,53,13:12:00,2,4,0,0,,26,45,36.6,-11.4,19,36,34.5,-11.4,0,87,87,34.8,65.2,13:12:00,12:14:00,0,1,4,25,0,0,0,0.0
2012,Luca Sbisa,23,ANA,D,41,1,7,8,0,23,1.6,1,0,0,1,4,3,0,39,2.6,813,19:50:00,57,99,0,0,,555,661,45.6,-2.5,409,475,46.3,-2.4,8.8,90.4,99.2,50.9,49.1,19:50:00,17:03:00,10,13,100,39,0,0,0,0.0
2012,Marco Scandella,22,MIN,D,6,1,0,1,-1,4,0.3,1,0,0,0,0,0,0,7,14.3,87,14:26:00,4,8,0,0,,67,81,45.3,0.9,55,64,46.2,2.7,10,87.2,97.2,42.3,57.7,14:26:00,13:15:00,0,1,13,53.8,0,0,0,0.0
2012,Colton Sceviour,23,DAL,C,1,0,1,1,-1,0,0.1,0,0,0,0,1,0,0,0,,5,04:51:00,1,1,1,2,33.3,3,8,27.3,-29.1,3,7,30,-22.8,50,50,100,0,100,04:51:00,04:51:00,0,1,0,,0,0,0,0.0
2012,Mark Scheifele,19,WPG,C,4,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,6,0,46,11:32:00,0,4,10,4,71.4,38,38,50,-8.4,28,35,44.4,-14.9,11.1,91.3,102.4,37.5,62.5,11:32:00,10:51:00,0,0,12,50,0,0,0,0.0
2012,Brayden Schenn,21,PHI,C,47,8,18,26,-8,24,2.3,6,2,0,0,10,8,0,79,10.1,730,15:32:00,22,109,206,247,45.5,574,612,48.4,1.5,407,439,48.1,1.1,8.8,89.1,98,53.2,46.8,15:32:00,13:03:00,19,11,146,54.1,1,0,1,0.0
2012,Luke Schenn,23,PHI,D,47,3,8,11,3,34,3,3,0,0,0,8,0,0,81,3.7,1028,21:52:00,102,187,0,0,,809,815,49.8,3.3,603,561,51.8,6.1,9.4,90.2,99.6,45.5,54.5,21:52:00,18:40:00,14,31,161,50.3,0,0,0,0.0
2012,Cameron Schilling,24,WSH,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,12,11:58:00,1,0,0,0,,8,13,38.1,-8.6,7,5,58.3,11.1,0,80,80,58.3,41.7,11:58:00,11:54:00,0,0,0,,0,0,0,0.0
2012,David Schlemko,25,PHX,D,30,1,5,6,8,12,1.8,1,0,0,0,5,0,0,35,2.9,517,17:13:00,57,38,0,0,,381,424,47.3,-4.6,291,312,48.3,-4.1,9.3,94.7,103.9,56.1,43.9,17:13:00,13:55:00,5,6,82,42.7,1,1,0,100.0
2012,Jordan Schroeder,22,VAN,C,31,3,6,9,0,4,0.7,2,1,0,2,6,0,0,28,10.7,425,13:43:00,11,10,140,181,43.6,304,279,52.1,-3.9,220,211,51,-3,8.2,92.8,101,60.2,39.8,13:43:00,11:14:00,14,5,65,43.1,3,1,2,33.3
2012,Jeff Schultz,26,WSH,D,26,0,3,3,-6,12,0,0,0,0,0,3,0,0,12,0,371,14:15:00,25,17,0,0,,270,313,46.3,-1.7,188,240,43.9,-4.9,6.6,90.1,96.7,44.5,55.5,14:15:00,12:47:00,3,5,35,34.3,0,0,0,0.0
2012,Justin Schultz,22,EDM,D,48,8,19,27,-17,8,3.5,4,4,0,3,8,11,0,85,9.4,1030,21:27:00,35,15,0,1,0,712,883,44.6,-1.7,528,683,43.6,-4.4,8,90.4,98.3,48.1,51.9,21:27:00,17:40:00,15,34,190,44.7,0,0,0,0.0
2012,Nick Schultz,30,EDM,D,48,1,8,9,-13,24,1,1,0,0,0,8,0,0,33,3,894,18:38:00,107,52,0,2,0,654,769,46,0.7,488,575,45.9,-0.1,7.2,90.1,97.4,48.5,51.5,18:38:00,16:05:00,9,27,68,48.5,0,0,0,0.0
2012,Jaden Schwartz,20,STL,C,45,7,6,13,-4,4,1.2,7,0,0,1,6,0,0,50,14,561,12:28:00,18,34,15,12,55.6,437,423,50.8,0.1,321,295,52.1,0.9,8.5,89,97.5,51.6,48.4,12:28:00,11:54:00,21,9,84,59.5,0,0,0,0.0
2012,John Scott,30,BUF,D,34,0,0,0,-1,69,0,0,0,0,0,0,0,0,15,0,185,05:27:00,5,38,0,0,,124,149,45.4,-2.3,98,99,49.7,4.2,2.9,95.8,98.6,53.7,46.3,05:27:00,05:24:00,8,7,24,62.5,0,0,0,0.0
2012,Rob Scuderi,34,LAK,D,48,1,11,12,-6,4,2.1,1,0,0,0,10,0,1,33,3,1046,21:47:00,66,30,0,1,0,799,784,50.5,-8.9,611,608,50.1,-8.8,8.8,89.7,98.5,48.4,51.6,21:47:00,18:25:00,6,41,73,45.2,0,0,0,0.0
2012,Brent Seabrook,27,CHI,D,47,8,12,20,12,23,4.8,5,3,0,1,8,4,0,65,12.3,1034,22:00:00,103,106,0,0,,769,709,52,-4.9,570,523,52.2,-7.2,9.1,93,102.1,55.9,44.1,0.9166666666666666,17:24:00,15,40,148,43.9,0,0,0,0.0
2012,Daniel Sedin,32,VAN,LW,47,12,28,40,12,18,4.9,9,3,0,3,19,9,0,138,8.7,894,19:01:00,7,15,3,4,42.9,773,479,61.7,14.1,555,374,59.7,12.9,8.9,93,101.9,66.1,33.9,19:01:00,15:17:00,16,21,221,62.4,1,0,1,0.0
2012,Henrik Sedin,32,VAN,C,48,11,34,45,19,24,5.6,9,1,1,1,22,12,0,70,15.7,929,19:21:00,9,22,440,451,49.4,801,511,61.1,13.2,586,399,59.5,12.7,9.4,93.7,103,64.1,35.9,19:21:00,15:37:00,21,19,113,61.1,0,0,0,0.0
2012,Brandon Segal,29,NYR,RW,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,5,05:21:00,1,0,0,0,,2,4,33.3,,2,3,40,,0,100,100,0,100,05:21:00,04:23:00,0,0,0,,0,0,0,0.0
2012,Tyler Seguin,21,BOS,C,48,16,16,32,23,16,5,12,4,0,2,14,2,0,161,9.9,817,17:01:00,6,25,22,23,48.9,850,557,60.4,7.1,644,422,60.4,7.9,9.4,93.8,103.2,54.2,45.8,17:01:00,14:48:00,18,30,289,55.7,7,3,4,42.9
2012,Dennis Seidenberg,31,BOS,D,46,4,13,17,18,10,4.9,4,0,0,2,11,2,0,83,4.8,1094,23:48:00,115,115,0,0,,935,793,54.1,-2,688,569,54.7,-0.8,9,93,102,46.4,53.6,23:46:00,19:31:00,10,16,183,45.4,0,0,0,0.0
2012,Andrej Sekera,26,BUF,D,37,2,10,12,-2,4,1.9,2,0,0,0,9,0,1,33,6.1,785,21:12:00,73,30,0,0,,533,722,42.5,-5.1,400,549,42.1,-4.7,8.2,93,101.2,47,53,21:12:00,18:17:00,10,19,85,38.8,0,0,0,0.0
2012,Teemu Selanne*,42,ANA,RW,46,12,12,24,-10,28,2.3,9,3,0,1,8,4,0,96,12.5,722,15:42:00,10,8,85,83,50.6,526,601,46.7,-2.8,374,425,46.8,-4.1,7.4,91.8,99.3,55.5,44.5,15:42:00,13:16:00,23,31,167,57.5,0,0,0,0.0
2012,Eric Selleck,25,FLA,LW,2,0,1,1,2,17,0.2,0,0,0,0,1,0,0,2,0,16,07:55:00,0,5,0,0,,11,14,44,,10,11,47.6,,28.6,100,128.6,76.9,23.1,07:55:00,07:55:00,2,0,4,50,0,0,0,0.0
2012,Alexander Semin,28,CAR,LW,44,13,31,44,14,46,5.4,9,4,0,1,25,5,1,150,8.7,921,20:57:00,21,14,5,16,23.8,796,784,50.4,-0.9,589,595,49.7,-1,12.2,92.1,104.3,57.7,42.3,20:57:00,16:30:00,46,35,323,46.4,1,0,1,0.0
2012,Tim Sestito,28,NJD,LW,6,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0,47,07:52:00,2,10,14,12,53.8,34,32,51.5,8,21,21,50,1,6.3,100,106.3,57.1,42.9,07:52:00,07:52:00,0,1,9,44.4,0,0,0,0.0
2012,Tom Sestito,25,TOT,LW,30,3,0,3,-2,65,0.3,3,0,0,1,0,0,0,14,21.4,193,06:26:00,2,39,1,1,50,133,176,43,-10.1,95,127,42.8,-10.6,7.2,92.1,99.4,33.3,66.7,06:26:00,06:26:00,5,3,25,56,0,0,0,0.0
2012,Tom Sestito,25,VAN,LW,23,1,0,1,-3,53,-0.2,1,0,0,0,0,0,0,11,9.1,152,06:38:00,1,30,0,1,0,133,176,43,-10.1,95,127,42.8,-10.6,7.2,92.1,99.4,33.3,66.7,06:26:00,06:26:00,5,3,25,56,0,0,0,0.0
2012,Tom Sestito,25,PHI,LW,7,2,0,2,1,12,0.4,2,0,0,1,0,0,0,3,66.7,40,05:46:00,1,9,1,0,100,133,176,43,-10.1,95,127,42.8,-10.6,7.2,92.1,99.4,33.3,66.7,06:26:00,06:26:00,5,3,25,56,0,0,0,0.0
2012,Devin Setoguchi,26,MIN,RW,48,13,14,27,5,20,3.6,8,5,0,3,13,1,0,97,13.4,693,14:26:00,19,92,7,10,41.2,528,574,47.9,-4.1,390,434,47.3,-5.6,10.1,92.6,102.7,49.1,50.9,14:26:00,12:17:00,18,18,168,57.7,0,0,0,0.0
2012,Michael Sgarbossa,20,COL,C,6,0,0,0,-3,4,-0.2,0,0,0,0,0,0,0,6,0,62,10:22:00,1,4,9,16,36,40,44,47.6,-5.2,31,30,50.8,-3.2,0,83.3,83.3,33.3,66.7,10:22:00,08:25:00,1,1,11,54.5,0,0,0,0.0
2012,Patrick Sharp,31,CHI,C,28,6,14,20,8,14,2.3,5,1,0,1,8,6,0,88,6.8,527,18:50:00,12,26,40,22,64.5,378,358,51.4,-3.6,277,260,51.6,-5.9,9.3,93.7,103.1,58.3,41.7,18:50:00,14:39:00,14,14,166,53,2,0,2,0.0
2012,Kevin Shattenkirk,24,STL,D,48,5,18,23,2,20,4.7,3,2,0,0,11,7,0,84,6,1022,21:18:00,59,55,0,0,,745,605,55.2,5.7,544,445,55,3.9,7.5,91.8,99.3,57.3,42.7,21:17:00,16:39:00,22,22,189,44.4,2,1,1,50.0
2012,Andrew Shaw,21,CHI,C,48,9,6,15,6,38,1.6,7,2,0,2,6,0,0,64,14.1,722,15:03:00,14,70,201,256,44,557,492,53.1,-2.6,409,347,54.1,-2.8,7.5,95.3,102.7,53,47,15:03:00,12:50:00,12,10,111,57.7,3,1,2,33.3
2012,Riley Sheahan,21,DET,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,06:47:00,0,0,0,1,0,5,3,62.5,6,5,3,62.5,7.6,0,100,100,0,100,06:47:00,06:47:00,1,0,1,100,0,0,0,0.0
2012,Jody Shelley,36,PHI,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,07:58:00,0,3,0,0,,4,5,44.4,-16,2,1,66.7,0.6,,100,,60,40,07:58:00,07:58:00,0,0,1,0,0,0,0,0.0
2012,James Sheppard,24,SJS,C,32,1,3,4,-9,12,-0.3,1,0,0,1,3,0,0,40,2.5,376,11:45:00,17,63,2,4,33.3,357,362,49.7,-1.1,266,256,51,-1.8,3.7,91.4,95.1,51,49,11:45:00,11:20:00,16,11,66,60.6,1,0,1,0.0
2012,Drew Shore,22,FLA,C,43,3,10,13,-10,14,0.4,1,1,1,1,8,2,0,96,3.1,680,15:48:00,18,37,212,231,47.9,641,518,55.3,5.4,498,378,56.8,9,5.1,88.5,93.6,62.6,37.4,15:48:00,13:57:00,19,10,163,58.9,0,0,0,0.0
2012,Jakob Silfverberg,22,OTT,RW,48,10,9,19,9,12,2.4,7,2,1,2,8,1,0,134,7.5,779,16:14:00,13,38,5,8,38.5,698,611,53.3,0.7,489,453,51.9,-0.2,7.1,95,102.1,61.8,38.2,16:14:00,13:18:00,20,23,229,58.5,7,4,3,57.1
2012,Wayne Simmonds,24,PHI,RW,45,15,17,32,-7,82,3.9,9,6,0,4,7,10,0,110,13.6,704,15:38:00,16,72,2,1,66.7,529,572,48,-0.3,391,414,48.6,-0.6,7.4,90.9,98.4,50.3,49.7,15:38:00,12:22:00,10,19,172,64,1,0,1,0.0
2012,Jack Skille,25,FLA,RW,40,3,9,12,-9,11,0.5,3,0,0,0,9,0,0,69,4.3,533,13:19:00,15,96,8,8,50,393,434,47.5,-1.4,299,346,46.4,-2.1,7.2,90.2,97.4,47.8,52.2,13:19:00,11:59:00,12,3,119,58,0,0,0,0.0
2012,Jeff Skinner,20,CAR,RW,42,13,11,24,-21,26,1.9,8,5,0,0,7,4,0,159,8.2,775,18:28:00,11,21,21,23,47.7,730,652,52.8,1.8,547,511,51.7,1.6,5.3,88.8,94.1,51.1,48.9,18:28:00,15:30:00,37,17,284,56,1,1,0,100.0
2012,Jim Slater,30,WPG,C,26,1,1,2,-3,19,-0.3,1,0,0,0,1,0,0,22,4.5,272,10:27:00,12,41,145,122,54.3,181,218,45.4,-6.8,125,152,45.1,-7.9,6.1,91.6,97.7,28.6,71.4,10:27:00,08:35:00,10,3,38,57.9,0,0,0,0.0
2012,Ladislav Smid,26,EDM,D,48,1,3,4,-1,55,1.5,1,0,0,0,2,0,1,30,3.3,975,20:19:00,119,151,0,0,,652,832,43.9,-4.5,506,612,45.3,-1.8,8.5,92.5,101,47.5,52.5,20:19:00,17:03:00,8,23,72,41.7,0,0,0,0.0
2012,Ben Smith,24,CHI,RW,1,1,0,1,1,0,0.2,1,0,0,0,0,0,0,1,100,18,18:21:00,0,1,0,2,0,12,10,54.5,,10,9,52.6,,14.3,100,114.3,57.1,42.9,18:21:00,15:08:00,0,0,3,33.3,0,0,0,0.0
2012,Brendan Smith,23,DET,D,34,0,8,8,1,36,1.7,0,0,0,0,6,2,0,33,0,626,18:24:00,35,20,0,0,,512,394,56.5,3.1,391,302,56.4,1.4,4.2,94.1,98.3,56.7,43.3,18:24:00,15:58:00,10,27,87,37.9,0,0,0,0.0
2012,Craig Smith,23,NSH,C,44,4,8,12,-11,20,0.3,2,2,0,0,3,5,0,83,4.8,610,13:51:00,13,39,79,121,39.5,394,481,45,-3.9,297,353,45.7,-3.5,5.2,91.1,96.2,44.7,55.3,13:51:00,11:51:00,21,17,136,61,7,5,2,71.4
2012,Derek Smith,28,CGY,D,22,0,1,1,-5,10,0,0,0,0,0,1,0,0,18,0,269,12:15:00,24,7,0,0,,234,248,48.5,-1.6,171,175,49.4,-1.8,1.6,94.2,95.8,53.3,46.7,12:15:00,11:43:00,2,9,32,56.3,0,0,0,0.0
2012,Reilly Smith,21,DAL,RW,37,3,6,9,0,8,0.6,3,0,0,0,6,0,0,34,8.8,404,10:55:00,6,18,3,1,75,335,281,54.4,6.3,221,224,49.7,1.8,6.5,93.8,100.3,57.4,42.6,10:55:00,09:30:00,14,13,65,52.3,0,0,0,0.0
2012,Trevor Smith,27,PIT,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,10:24:00,1,0,0,0,,2,15,11.8,,1,8,11.1,,,100,,80,20,10:24:00,10:24:00,0,0,0,,0,0,0,0.0
2012,Zack Smith,24,OTT,C,48,4,11,15,-9,56,0.6,4,0,0,0,9,2,0,94,4.3,727,15:09:00,22,97,379,352,51.8,673,603,52.7,-0.9,499,457,52.2,-0.9,4.2,93.1,97.2,49.1,50.9,15:09:00,13:46:00,22,21,169,55.6,1,0,1,0.0
2012,Devante Smith-Pelly,20,ANA,RW,7,0,0,0,-4,0,-0.3,0,0,0,0,0,0,0,5,0,63,09:00:00,4,14,0,0,,41,67,38,-16.7,31,52,37.3,-17.6,8.3,80.6,89,48.5,51.5,0.375,08:48:00,2,1,5,100,0,0,0,0.0
2012,Jerred Smithson,33,TOT,C,45,3,3,6,-4,12,0.1,3,0,0,0,3,0,0,29,10.3,480,10:40:00,30,96,265,213,55.4,270,350,43.5,-7.8,206,252,45,-5.6,6.4,92.9,99.3,46.7,53.3,10:40:00,08:27:00,8,7,48,60.4,0,0,0,0.0
2012,Jerred Smithson,33,FLA,C,35,2,3,5,-4,10,0.1,2,0,0,0,3,0,0,22,9.1,363,10:22:00,25,81,199,164,54.8,270,350,43.5,-7.8,206,252,45,-5.6,6.4,92.9,99.3,46.7,53.3,10:40:00,08:27:00,8,7,48,60.4,0,0,0,0.0
2012,Jerred Smithson,33,EDM,C,10,1,0,1,0,2,0,1,0,0,0,0,0,0,7,14.3,117,11:43:00,5,15,66,49,57.4,270,350,43.5,-7.8,206,252,45,-5.6,6.4,92.9,99.3,46.7,53.3,10:40:00,08:27:00,8,7,48,60.4,0,0,0,0.0
2012,Ryan Smyth,36,EDM,LW,47,2,11,13,-5,40,0.3,1,0,1,0,10,1,0,69,2.9,722,15:22:00,24,41,87,115,43.1,420,554,43.1,-4.3,312,396,44.1,-3.1,6,93.4,99.4,42.1,57.9,15:22:00,11:35:00,15,26,113,61.1,0,0,0,0.0
2012,Vladimir Sobotka,25,STL,C,48,8,11,19,-4,35,1.8,7,1,0,2,8,3,0,69,11.6,742,15:27:00,16,98,286,220,56.5,535,443,54.7,3.8,385,326,54.1,2.1,6.9,90.6,97.5,48.6,51.4,15:27:00,12:31:00,15,4,117,59,0,0,0,0.0
2012,Carl Soderberg,27,BOS,C,6,0,2,2,-2,6,0,0,0,0,0,2,0,0,6,0,88,14:44:00,3,3,7,6,53.8,56,63,47.1,-16,43,47,47.8,-16.1,10.3,84.4,94.7,44.7,55.3,14:44:00,12:16:00,2,3,10,60,0,0,0,0.0
2012,Sheldon Souray,36,ANA,D,44,7,10,17,19,52,4.9,5,2,0,3,7,3,0,80,8.8,921,20:56:00,58,34,1,0,100,646,701,48,-0.2,467,504,48.1,-1.8,12.3,93.5,105.8,46.4,53.6,20:56:00,16:27:00,9,32,167,47.9,0,0,0,0.0
2012,Nick Spaling,24,NSH,C,47,9,4,13,-10,18,0.8,8,1,0,2,2,1,1,57,15.8,745,15:52:00,21,38,223,259,46.3,422,579,42.2,-5.9,302,423,41.7,-7.5,6.9,91,97.9,44.8,55.2,15:52:00,13:26:00,22,7,105,54.3,0,0,0,0.0
2012,Jason Spezza,29,OTT,C,5,2,3,5,3,2,0.8,1,1,0,0,2,1,0,12,16.7,96,19:11:00,2,0,68,51,57.1,79,69,53.4,0.4,56,52,51.9,1.9,11.4,97.2,108.7,61.8,38.2,19:11:00,14:49:00,5,3,23,52.2,1,1,0,100.0
2012,Ryan Spooner,21,BOS,C,4,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,4,0,36,09:07:00,2,1,11,13,45.8,27,30,47.4,,18,17,51.4,,0,100,100,50,50,09:07:00,07:29:00,0,1,8,50,0,0,0,0.0
2012,Jared Spurgeon,23,MIN,D,39,5,10,15,1,4,3.5,1,4,0,2,7,3,0,67,7.5,840,21:33:00,55,46,0,0,,588,577,50.5,-0.5,440,426,50.8,-1.1,7.6,91.6,99.2,53.3,46.7,21:33:00,16:51:00,10,15,140,47.9,0,0,0,0.0
