Season,Player,Age_x,Tm,Pos_x,GP_x,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
2012,Matt Ellis,31,BUF,LW,6,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,8,0,37,06:12:00,3,0,15,21,41.7,20,30,40,-20,16,20,44.4,-12.8,0,100,100,61.9,38.1,06:12:00,05:46:00,0,2,9,88.9,0,0,0,0.0
2012,Ryan Ellis,22,NSH,D,32,2,4,6,-2,15,1.3,0,2,0,0,4,0,0,48,4.2,524,16:23:00,29,22,0,0,,385,376,50.6,6.9,282,272,50.9,6,6.6,91.8,98.5,50.8,49.2,16:23:00,14:13:00,8,12,82,58.5,1,0,1,0.0
2012,Alexei Emelin,26,MTL,D,38,3,9,12,2,33,2.4,3,0,0,0,9,0,0,33,9.1,747,19:40:00,47,109,0,0,,622,585,51.5,-0.3,445,429,50.9,-2.3,9.1,91.7,100.8,50.9,49.1,19:40:00,17:12:00,8,32,103,32,0,0,0,0.0
2012,Steve Eminger,29,NYR,D,35,0,3,3,9,8,1.5,0,0,0,0,3,0,0,22,0,456,13:02:00,41,53,0,0,,401,419,48.9,-3.3,300,278,51.9,-1.6,6.7,97.3,103.9,53.7,46.3,13:02:00,12:26:00,4,7,45,48.9,0,0,0,0.0
2012,Cory Emmerton,24,DET,C,48,5,3,8,-1,4,0.6,5,0,0,0,2,1,0,55,9.1,519,10:49:00,26,28,187,226,45.3,328,387,45.9,-8.4,256,284,47.4,-6.7,5.9,94.5,100.4,58.3,41.7,10:49:00,09:00:00,10,2,87,63.2,0,0,0,0.0
2012,Deryk Engelland,30,PIT,D,42,0,6,6,5,54,1.2,0,0,0,0,6,0,0,31,0,585,13:55:00,57,70,0,0,,467,527,47,-2.3,359,377,48.8,-0.7,8.4,93.7,102.1,53,47,13:55:00,0.5416666666666666,7,16,57,54.4,0,0,0,0.0
2012,Tyler Ennis,23,BUF,C,47,10,21,31,-14,16,2.5,8,2,0,0,9,12,0,108,9.3,840,17:53:00,25,28,158,219,41.9,579,656,46.9,1.6,425,505,45.7,0.9,6.5,91.9,98.4,49.3,50.7,17:53:00,14:25:00,16,20,180,60,7,1,6,14.3
2012,Toby Enstrom,28,WPG,D,22,4,11,15,-8,8,1.8,3,1,0,2,4,6,1,21,19,496,22:31:00,38,9,0,0,,371,372,49.9,-3.9,286,266,51.8,-1,7.1,89.3,96.4,51.3,48.7,22:31:00,17:11:00,2,8,50,42,0,0,0,0.0
2012,Martin Erat,31,TOT,LW,45,5,19,24,-7,30,1.6,4,1,0,2,12,7,0,69,7.2,806,17:55:00,12,48,32,30,51.6,516,575,47.3,-0.8,371,407,47.7,-1.4,8.3,90.9,99.1,43.8,56.2,17:55:00,14:33:00,18,35,124,55.6,4,0,4,0.0
2012,Martin Erat,31,NSH,LW,36,4,17,21,-7,26,1.4,3,1,0,1,10,7,0,60,6.7,681,18:55:00,11,34,31,29,51.7,516,575,47.3,-0.8,371,407,47.7,-1.4,8.3,90.9,99.1,43.8,56.2,17:55:00,14:33:00,18,35,124,55.6,4,0,4,0.0
2012,Martin Erat,31,WSH,LW,9,1,2,3,0,4,0.2,1,0,0,1,2,0,0,9,11.1,125,13:55:00,1,14,1,1,50,516,575,47.3,-0.8,371,407,47.7,-1.4,8.3,90.9,99.1,43.8,56.2,17:55:00,14:33:00,18,35,124,55.6,4,0,4,0.0
2012,Jonathan Ericsson,28,DET,D,45,3,10,13,6,29,3.5,3,0,0,1,10,0,0,34,8.8,960,21:19:00,40,67,0,0,,746,648,53.5,1.7,558,484,53.6,2.5,8.5,92.2,100.8,52.6,47.4,21:19:00,17:56:00,8,30,90,37.8,0,0,0,0.0
2012,Loui Eriksson,27,DAL,LW,48,12,17,29,-9,8,2.4,9,2,1,3,9,8,0,104,11.5,966,20:07:00,18,6,9,25,26.5,702,673,51.1,4.7,505,521,49.2,3.5,7.5,90.5,98,51.6,48.4,20:07:00,15:14:00,29,21,189,55,2,0,2,0.0
2012,Tim Erixon,21,CBJ,D,31,0,5,5,4,14,1.5,0,0,0,0,3,2,0,21,0,487,15:42:00,35,20,0,0,,367,389,48.5,1.6,262,299,46.7,-1.2,10.1,92.9,103,52.8,47.2,15:42:00,14:34:00,0,11,61,34.4,0,0,0,0.0
2012,John Erskine,32,WSH,D,30,3,3,6,10,34,2.2,3,0,0,0,3,0,0,32,9.4,554,18:28:00,62,91,0,0,,417,505,45.2,-3.7,308,344,47.2,-3.4,11.2,94.3,105.4,44.6,55.4,18:28:00,16:14:00,4,28,68,47.1,0,0,0,0.0
2012,Emerson Etem,20,ANA,RW,38,3,7,10,7,9,0.9,3,0,0,0,5,0,2,48,6.3,436,11:28:00,20,43,2,3,40,314,379,45.3,-1.8,230,269,46.1,-1.4,8.1,95.2,103.3,56.7,43.3,11:28:00,10:16:00,11,5,89,53.9,0,0,0,0.0
2012,Justin Falk,24,MIN,D,36,0,3,3,-9,40,0.2,0,0,0,0,3,0,0,27,0,476,13:13:00,39,53,0,0,,376,384,49.5,-2,284,279,50.4,-0.8,6.5,89.1,95.5,48.1,51.9,13:13:00,11:48:00,7,6,68,39.7,0,0,0,0.0
2012,Justin Faulk,20,CAR,D,38,5,10,15,1,15,2.8,3,1,1,0,8,2,0,76,6.6,912,1899-12-31 00:00:00,47,63,0,0,,671,691,49.3,-2.3,503,532,48.6,-1.9,9.8,91.3,101.2,45.8,54.2,23:58:00,18:16:00,24,26,138,55.1,0,0,0,0.0
2012,Mark Fayne,25,NJD,D,31,1,5,6,6,16,2.1,0,0,1,0,5,0,0,34,2.9,561,18:06:00,40,25,0,0,,416,306,57.6,1.4,316,223,58.6,1.8,8,92,100.1,46.4,53.6,18:06:00,15:28:00,6,10,84,40.5,0,0,0,0.0
2012,Ruslan Fedotenko,34,PHI,LW,47,4,9,13,8,12,1.3,4,0,0,1,8,0,1,43,9.3,591,12:34:00,34,52,67,119,36,336,454,42.5,-6.4,255,319,44.4,-4.9,11.6,93,104.6,34.6,65.4,12:34:00,09:36:00,13,12,83,51.8,0,0,0,0.0
2012,Eric Fehr,27,WSH,RW,41,9,8,17,14,10,2.4,6,2,1,2,7,1,0,72,12.5,548,13:22:00,22,36,0,4,0,463,426,52.1,5,334,303,52.4,4.8,11.6,94,105.6,48.1,51.9,13:22:00,11:49:00,23,9,137,52.6,0,0,0,0.0
2012,Andrew Ference,33,BOS,D,48,4,9,13,9,35,3.5,4,0,0,0,8,0,1,66,6.1,936,19:29:00,60,89,0,0,,812,732,52.6,-4.5,575,538,51.7,-5.1,8.7,92.7,101.4,51.1,48.9,19:28:00,17:05:00,5,31,160,41.3,0,0,0,0.0
2012,Benn Ferriero,25,NYR,C,4,0,1,1,0,0,0.1,0,0,0,0,1,0,0,4,0,38,09:37:00,2,4,2,7,22.2,45,24,65.2,11.8,37,16,69.8,17.5,3.6,90.9,94.5,57.9,42.1,09:37:00,08:59:00,2,1,9,44.4,0,0,0,0.0
2012,Vernon Fiddler,32,DAL,C,46,4,13,17,3,48,1.4,3,1,0,0,11,1,1,56,7.1,591,12:51:00,28,34,319,300,51.5,361,460,44,-4.6,253,338,42.8,-4.6,10.1,93.2,103.3,30.1,69.9,12:51:00,10:01:00,18,8,103,54.4,0,0,0,0.0
2012,Valtteri Filppula,28,DET,C,41,9,8,17,-4,6,1.6,6,3,0,0,8,0,0,78,11.5,729,17:47:00,12,16,179,144,55.4,581,461,55.8,3.5,438,351,55.5,2.8,6.1,92,98.1,59,41,17:47:00,14:27:00,18,19,140,55.7,1,0,1,0.0
2012,Joe Finley,25,NYI,D,16,0,1,1,-5,20,-0.2,0,0,0,0,1,0,0,2,0,191,11:57:00,15,24,0,1,0,131,169,43.7,-8.3,86,121,41.5,-10.5,1.8,93,94.8,50.5,49.5,11:57:00,11:43:00,3,6,13,15.4,0,0,0,0.0
2012,Mike Fisher,32,NSH,C,38,10,11,21,6,27,2.5,9,1,0,0,6,5,0,68,14.7,740,19:28:00,46,67,275,288,48.8,470,522,47.4,0.1,335,382,46.7,-2.1,9.2,93.9,103,38.5,61.5,19:25:00,15:10:00,23,13,138,49.3,2,0,2,0.0
2012,Mark Fistric,26,EDM,D,25,0,6,6,6,32,1.6,0,0,0,0,6,0,0,9,0,383,15:20:00,53,88,0,0,,278,318,46.6,2,218,208,51.2,7.4,7.1,95.2,102.2,44.8,55.2,15:20:00,13:11:00,6,14,32,28.1,0,0,0,0.0
2012,Tomas Fleischmann,28,FLA,LW,48,12,23,35,-10,16,3.6,9,2,1,2,12,11,0,121,9.9,899,18:44:00,10,29,10,10,50,644,668,49.1,-0.9,469,534,46.8,-3.8,8.8,90,98.8,56.6,43.4,18:44:00,15:25:00,27,26,208,58.2,0,0,0,0.0
2012,Brian Flynn,24,BUF,RW,26,6,5,11,6,0,1.5,5,0,1,1,5,0,0,49,12.2,382,14:41:00,20,10,24,36,40,256,293,46.6,1.9,199,216,48,5.4,9.5,94.6,104.1,51.9,48.1,14:41:00,13:05:00,9,3,73,67.1,0,0,0,0.0
2012,Marcus Foligno,21,BUF,LW,47,5,13,18,-4,41,1.2,4,1,0,0,9,3,1,55,9.1,640,13:38:00,16,108,45,30,60,510,480,51.5,6.7,386,362,51.6,7.7,8.1,90,98.1,56.7,43.3,13:38:00,11:56:00,18,11,94,58.5,0,0,0,0.0
2012,Nick Foligno,25,CBJ,LW,45,6,13,19,6,28,1.8,5,1,0,2,11,2,0,69,8.7,744,16:31:00,33,99,3,6,33.3,527,574,47.9,0.6,374,426,46.8,-0.7,7.5,94.9,102.5,48.9,51.1,16:31:00,14:27:00,17,8,112,61.6,0,0,0,0.0
2012,Filip Forsberg,18,NSH,C,5,0,1,1,-5,0,-0.2,0,0,0,0,1,0,0,14,0,77,15:29:00,0,3,0,1,0,61,74,45.2,-14.2,48,61,44,-15.6,2.6,87.2,89.8,42.1,57.9,15:29:00,13:28:00,3,3,23,60.9,0,0,0,0.0
2012,Kurtis Foster,31,PHI,D,23,1,4,5,0,25,1,0,1,0,0,4,0,0,21,4.8,301,13:05:00,16,16,0,0,,226,303,42.7,-3.1,171,238,41.8,-4.7,10.2,93.1,103.2,45,55,13:05:00,11:38:00,3,3,52,40.4,0,0,0,0.0
2012,Cam Fowler,21,ANA,D,37,1,10,11,-4,4,1.5,0,1,0,0,5,5,0,50,2,756,20:26:00,41,19,0,0,,545,603,47.5,-1.7,379,447,45.9,-3.8,7.4,92.9,100.3,52.6,47.4,20:26:00,17:15:00,5,30,119,42,0,0,0,0.0
2012,Cody Franson,25,TOR,D,45,4,25,29,4,8,4.6,1,3,0,0,15,10,0,70,5.7,845,18:47:00,59,124,0,0,,590,706,45.5,1.1,440,506,46.5,2.8,13.3,90.6,103.9,46.3,53.7,18:47:00,15:02:00,21,40,136,51.5,1,0,1,0.0
2012,Johan Franzen,33,DET,C,41,14,17,31,13,41,4.4,8,6,0,1,11,6,0,116,12.1,742,18:05:00,17,43,30,32,48.4,533,467,53.3,-1.2,403,350,53.5,-0.9,9.3,95.6,104.9,56.3,43.7,18:05:00,14:11:00,16,21,201,57.7,1,0,1,0.0
2012,Colin Fraser,28,LAK,C,34,2,5,7,-4,25,0.3,2,0,0,0,5,0,0,19,10.5,319,09:22:00,11,71,78,90,46.4,230,218,51.3,-5.3,158,177,47.2,-8.8,8.3,89.2,97.4,61.3,38.7,09:22:00,08:39:00,7,1,40,47.5,0,0,0,0.0
2012,Mark Fraser,26,TOR,D,45,0,8,8,18,85,2.9,0,0,0,0,8,0,0,33,0,763,16:57:00,102,153,0,0,,571,719,44.3,-0.4,415,511,44.8,1.1,15.4,92.4,107.9,40.3,59.7,16:57:00,14:52:00,13,26,91,36.3,0,0,0,0.0
2012,Matt Fraser,22,DAL,LW,12,1,2,3,0,0,0.2,1,0,0,0,2,0,0,17,5.9,142,11:48:00,8,13,0,0,,114,108,51.4,13.7,73,81,47.4,8.1,7.8,92.7,100.6,54.7,45.3,11:48:00,11:02:00,3,2,31,54.8,1,0,1,0.0
2012,Matt Frattin,25,TOR,RW,25,7,6,13,6,4,1.9,7,0,0,3,6,0,0,42,16.7,331,13:14:00,11,55,5,3,62.5,291,316,47.9,3.1,198,220,47.4,2.1,13.7,92.4,106.1,43.8,56.2,13:14:00,12:37:00,10,13,79,53.2,1,0,1,0.0
2012,Michael Frolik,24,CHI,C,45,3,7,10,5,8,0.6,3,0,0,1,7,0,0,98,3.1,563,12:31:00,23,32,15,25,37.5,434,341,56,1,324,242,57.2,0.5,8.6,91,99.6,50.6,49.4,12:31:00,09:50:00,42,6,160,61.3,0,0,0,0.0
2012,Marian Gaborik,30,TOT,RW,47,12,15,27,-3,14,2.9,11,1,0,5,7,8,0,151,7.9,870,18:31:00,18,21,1,2,33.3,771,684,53,2.6,564,493,53.4,1.8,7.3,92,99.3,65.7,34.3,18:30:00,15:42:00,19,18,235,63.8,3,0,3,0.0
2012,Marian Gaborik,30,NYR,RW,35,9,10,19,-8,8,1.8,8,1,0,4,4,6,0,113,8,654,18:40:00,14,19,0,2,0,771,684,53,2.6,564,493,53.4,1.8,7.3,92,99.3,65.7,34.3,18:30:00,15:42:00,19,18,235,63.8,3,0,3,0.0
2012,Marian Gaborik,30,CBJ,RW,12,3,5,8,5,6,1.1,3,0,0,1,3,2,0,38,7.9,217,18:05:00,4,2,1,0,100,771,684,53,2.6,564,493,53.4,1.8,7.3,92,99.3,65.7,34.3,18:30:00,15:42:00,19,18,235,63.8,3,0,3,0.0
2012,Simon Gagne,32,TOT,LW,38,5,11,16,-1,8,1.5,3,2,0,0,8,2,1,76,6.6,537,14:08:00,15,24,2,0,100,418,442,48.6,-0.7,311,338,47.9,-1.6,8.4,91.1,99.4,52.4,47.6,14:08:00,12:11:00,17,10,135,56.3,1,0,1,0.0
2012,Simon Gagne,32,PHI,LW,27,5,6,11,-3,6,1.1,3,2,0,0,4,1,1,56,8.9,386,14:17:00,12,18,2,0,100,418,442,48.6,-0.7,311,338,47.9,-1.6,8.4,91.1,99.4,52.4,47.6,14:08:00,12:11:00,17,10,135,56.3,1,0,1,0.0
2012,Simon Gagne,32,LAK,LW,11,0,5,5,2,2,0.4,0,0,0,0,4,1,0,20,0,151,13:46:00,3,6,0,0,,418,442,48.6,-0.7,311,338,47.9,-1.6,8.4,91.1,99.4,52.4,47.6,14:08:00,12:11:00,17,10,135,56.3,1,0,1,0.0
2012,Sam Gagner,23,EDM,C,48,14,24,38,-6,23,4,10,4,0,1,11,11,2,113,12.4,932,19:25:00,22,35,325,416,43.9,565,742,43.2,-5,421,553,43.2,-5.6,10.3,90,100.4,50.8,49.2,19:25:00,14:53:00,23,26,193,58.5,5,2,3,40.0
2012,Aaron Gagnon,26,WPG,C,10,3,0,3,2,2,0.6,3,0,0,1,0,0,0,11,27.3,82,08:09:00,4,7,30,27,52.6,64,62,50.8,0.8,44,44,50,-1,16.7,89.7,106.3,35.6,64.4,08:09:00,07:24:00,4,2,17,64.7,0,0,0,0.0
2012,Alex Galchenyuk,18,MTL,C,48,9,18,27,14,20,3.5,9,0,0,2,17,1,0,79,11.4,591,12:19:00,25,23,59,79,42.8,534,509,51.2,-3.1,393,352,52.8,-1.2,11.7,92.6,104.4,58.8,41.2,12:19:00,11:15:00,9,8,143,55.2,5,2,3,40.0
2012,T.J. Galiardi,24,SJS,LW,36,5,9,14,1,14,1.5,4,1,0,0,8,1,0,68,7.4,499,13:52:00,15,36,5,14,26.3,445,433,50.7,0.8,322,308,51.1,-0.6,6.4,93.7,100.1,50.2,49.8,13:52:00,12:30:00,18,14,120,56.7,0,0,0,0.0
2012,Brendan Gallagher,20,MTL,RW,44,15,13,28,10,33,4,12,3,0,3,12,1,0,117,12.8,610,13:52:00,33,44,8,17,32,594,439,57.5,4.3,429,300,58.8,5.6,10.6,87.9,98.6,67.3,32.7,13:52:00,11:26:00,17,8,207,56.5,2,1,1,50.0
2012,Ryan Garbutt,27,DAL,C,36,3,7,10,1,32,0.8,3,0,0,0,7,0,0,59,5.1,357,09:55:00,9,67,7,10,41.2,299,315,48.7,-0.6,221,240,47.9,-0.5,9.7,91.4,101.1,39.9,60.1,09:55:00,09:02:00,11,3,102,56.9,0,0,0,0.0
2012,Jake Gardiner,22,TOR,D,12,0,4,4,0,0,0.6,0,0,0,0,2,2,0,12,0,246,20:29:00,15,13,0,0,,202,210,49,13.8,147,158,48.2,13.5,7.5,93.7,101.2,48,52,20:29:00,17:44:00,6,12,35,34.3,0,0,0,0.0
2012,Jason Garrison,28,VAN,D,47,8,8,16,18,28,5.3,5,3,0,2,5,3,0,94,8.5,1019,21:41:00,58,36,0,0,,743,649,53.4,1.5,546,500,52.2,0.8,10.3,93.5,103.8,51.4,48.6,21:41:00,17:05:00,16,24,225,41.8,0,0,0,0.0
2012,Paul Gaustad,30,NSH,C,23,2,3,5,-1,20,0.2,2,0,0,0,3,0,0,35,5.7,350,15:13:00,19,40,268,181,59.7,221,262,45.8,-4.5,166,177,48.4,-1.5,5.1,94.6,99.7,23.2,76.8,15:13:00,12:09:00,10,5,53,66,0,0,0,0.0
2012,Eric Gelinas,21,NJD,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,16,15:59:00,0,1,0,0,,10,7,58.8,-5.9,10,7,58.8,-10.2,0,80,80,80,20,15:59:00,15:05:00,0,0,3,33.3,0,0,0,0.0
2012,Nathan Gerbe,25,BUF,C,42,5,5,10,-3,14,0.6,4,0,1,0,5,0,0,64,7.8,525,12:30:00,8,32,0,1,0,355,503,41.4,-4.2,256,352,42.1,-1.5,6.1,93.8,99.9,50.2,49.8,12:30:00,11:27:00,12,17,110,58.2,2,1,1,50.0
2012,Bruno Gervais,28,PHI,D,37,1,5,6,-17,10,0.1,1,0,0,0,5,0,0,49,2,634,17:08:00,41,25,0,0,,530,574,48,-1.4,374,430,46.5,-5.6,6.8,88,94.7,46.3,53.8,17:07:00,15:57:00,7,22,115,42.6,0,0,0,0.0
2012,Ryan Getzlaf,27,ANA,C,44,15,34,49,14,41,6.1,8,4,3,3,23,11,0,99,15.2,889,20:12:00,42,89,355,384,48,654,640,50.5,3.1,485,453,51.7,3.2,11.6,91,102.6,46.9,53.1,20:12:00,15:41:00,27,31,180,55,4,3,1,75.0
2012,Tom Gilbert,30,MIN,D,43,3,10,13,-11,18,2,2,1,0,0,7,3,0,36,8.3,831,19:19:00,57,24,0,0,,593,601,49.7,-2.5,427,446,48.9,-4.3,8.4,87.8,96.2,51.7,48.3,19:19:00,15:57:00,9,15,103,35,0,0,0,0.0
2012,Hal Gill,37,NSH,D,32,0,0,0,-3,12,0.2,0,0,0,0,0,0,0,8,0,428,13:23:00,38,28,0,0,,230,281,45,-2.5,169,212,44.4,-3.9,6.5,92.7,99.1,41.3,58.7,13:23:00,10:44:00,7,12,25,32,0,0,0,0.0
2012,Colton Gillies,23,CBJ,C,27,1,1,2,1,17,0,1,0,0,0,1,0,0,17,5.9,224,08:18:00,10,61,0,2,0,133,192,40.9,-4.9,90,146,38.1,-8.6,5.6,97.4,103,47.1,52.9,08:18:00,08:16:00,3,2,26,65.4,0,0,0,0.0
2012,Matt Gilroy,28,NYR,D,15,0,0,0,-3,6,-0.1,0,0,0,0,0,0,0,14,0,143,09:33:00,6,6,0,0,,117,132,47,-7.5,86,104,45.3,-10.4,0,95.8,95.8,72.2,27.8,09:33:00,09:21:00,3,9,27,51.9,0,0,0,0.0
2012,Brian Gionta,34,MTL,RW,48,14,12,26,3,8,2.9,9,5,0,3,10,2,0,112,12.5,870,18:07:00,23,37,14,28,33.3,644,607,51.5,-2,465,432,51.8,-1.8,7.9,92.6,100.5,47.7,52.3,18:07:00,14:25:00,23,15,198,56.6,2,0,2,0.0
2012,Stephen Gionta,29,NJD,RW,48,4,10,14,2,14,1.3,4,0,0,0,9,0,1,58,6.9,625,13:02:00,14,87,137,253,35.1,358,360,49.9,-8.8,282,277,50.4,-8.2,9.5,90.3,99.8,51.7,48.3,13:02:00,11:13:00,21,6,95,61.1,0,0,0,0.0
2012,Mark Giordano,29,CGY,D,47,4,11,15,-7,40,2.6,2,1,1,1,8,2,1,58,6.9,1089,23:10:00,93,65,0,0,,705,789,47.2,-0.1,526,593,47,-1.1,12.2,86.7,98.9,40.4,59.6,23:10:00,18:09:00,34,31,148,39.2,0,0,0,0.0
2012,Dan Girardi,28,NYR,D,46,2,12,14,-1,16,2.7,2,0,0,1,10,2,0,81,2.5,1169,1900-01-01 01:25:00,125,102,0,0,,911,935,49.3,-3.8,687,630,52.2,-1.8,6.1,92.5,98.5,47.1,52.9,1900-01-01 01:24:00,20:12:00,15,32,180,45,0,0,0,0.0
2012,Claude Giroux,25,PHI,RW,48,13,35,48,-7,22,5,6,6,1,2,20,15,0,137,9.5,1016,21:10:00,29,57,644,538,54.5,769,752,50.6,3.1,550,536,50.6,2.4,9.3,88.6,97.9,47.1,52.9,21:08:00,15:46:00,17,30,266,51.5,3,2,1,66.7
2012,Tanner Glass,29,PIT,LW,48,1,1,2,-11,62,-1.1,0,1,0,0,1,0,0,38,2.6,483,10:04:00,21,125,22,29,43.1,277,384,41.9,-9.6,207,256,44.7,-7.7,3.8,91.1,94.9,47.6,52.4,10:04:00,08:46:00,1,2,55,69.1,0,0,0,0.0
2012,Tim Gleason,30,CAR,D,42,0,9,9,-3,40,1.2,0,0,0,0,8,1,0,36,0,822,19:34:00,64,90,0,0,,681,735,48.1,-5,496,569,46.6,-6.4,9.2,90.8,100,43.2,56.8,19:32:00,16:29:00,10,11,100,36,0,0,0,0.0
2012,Curtis Glencross,30,CGY,LW,40,15,11,26,-8,18,3,11,3,1,3,8,3,0,92,16.3,729,18:14:00,14,49,20,26,43.5,533,537,49.8,3.2,395,407,49.3,1.9,8.2,88.7,96.9,48.6,51.4,18:14:00,14:14:00,19,24,168,54.8,1,0,1,0.0
2012,Marcel Goc,29,FLA,C,42,9,10,19,-6,8,1.8,5,4,0,1,8,2,0,92,9.8,767,18:16:00,20,73,410,376,52.2,526,544,49.2,-1,385,425,47.5,-2.4,8.6,90.4,98.9,52.8,47.2,18:16:00,14:25:00,21,11,149,61.7,0,0,0,0.0
2012,Alex Goligoski,27,DAL,D,47,3,24,27,4,18,4.4,3,0,0,0,12,11,1,80,3.8,1052,22:23:00,66,56,0,0,,811,773,51.2,4.8,580,603,49,3,11.1,90.9,102,52.8,47.2,22:23:00,18:03:00,5,38,202,39.6,0,0,0,0.0
2012,Cody Goloubef,23,CBJ,D,11,1,0,1,-3,0,0.2,1,0,0,1,0,0,0,14,7.1,163,14:49:00,7,10,0,0,,125,117,51.7,4.7,103,90,53.4,8.1,2.4,92.5,94.9,53.8,46.2,14:49:00,14:41:00,0,1,18,77.8,0,0,0,0.0
2012,Scott Gomez,33,SJS,C,39,2,13,15,-10,22,0.8,2,0,0,0,5,8,0,58,3.4,528,13:32:00,11,4,181,143,55.9,446,407,52.3,2.3,325,298,52.2,0,5,91.5,96.5,50.9,49.1,13:32:00,11:18:00,20,21,100,58,0,0,0,0.0
2012,Sergei Gonchar,38,OTT,D,45,3,24,27,4,26,5.3,1,2,0,3,14,10,0,85,3.5,1080,1899-12-31 00:00:00,65,25,0,0,,858,753,53.3,0.8,617,569,52,0,6.1,94.1,100.2,56.6,43.4,23:59:00,17:50:00,10,28,191,44.5,0,0,0,0.0
2012,Andrew Gordon,27,VAN,RW,6,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0,51,08:25:00,1,4,2,3,40,39,40,49.4,-7.2,28,30,48.3,-9.3,0,95.8,95.8,36.4,63.6,08:25:00,08:25:00,1,2,5,40,0,0,0,0.0
2012,Boyd Gordon,29,PHX,RW,48,4,10,14,0,8,0.7,4,0,0,0,7,2,1,59,6.8,721,15:01:00,44,22,452,337,57.3,519,511,50.4,-2.7,405,381,51.5,-2,6.6,93,99.6,30.6,69.4,15:01:00,12:00:00,18,7,101,58.4,0,0,0,0.0
2012,Josh Gorges,28,MTL,D,48,2,7,9,4,15,2.3,2,0,0,0,7,0,0,40,5,1027,21:23:00,116,68,0,0,,786,762,50.8,-4.4,568,502,53.1,-1.4,8.2,91.3,99.5,48.3,51.7,21:23:00,17:37:00,8,18,95,42.1,0,0,0,0.0
2012,Michael Grabner,25,NYI,RW,45,16,5,21,4,12,3.1,13,2,1,3,4,1,0,108,14.8,666,14:48:00,19,16,10,12,45.5,504,500,50.2,-0.8,362,357,50.3,-1.4,8.3,91.3,99.6,48.9,51.1,14:48:00,11:57:00,30,19,167,64.7,0,0,0,0.0
2012,Mikhail Grabovski,29,TOR,C,48,9,7,16,-10,24,1,9,0,0,1,4,3,0,80,11.3,747,15:34:00,20,34,323,315,50.6,598,737,44.8,-0.2,433,534,44.8,0.2,8.5,90.7,99.2,36.7,63.3,15:34:00,13:49:00,19,32,166,47.6,2,0,2,0.0
2012,Marc-Andre Gragnani,25,CAR,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,07:53:00,0,0,0,0,,6,12,33.3,,5,10,33.3,,0,100,100,100,0,07:53:00,07:53:00,0,1,0,,0,0,0,0.0
2012,Mikael Granlund,20,MIN,C,27,2,6,8,-4,6,0.4,2,0,0,0,4,2,0,36,5.6,356,13:11:00,8,15,97,109,47.1,216,298,42,-10.7,165,227,42.1,-11.6,6.7,92.3,99,56.3,43.8,13:11:00,11:26:00,8,10,58,62.1,0,0,0,0.0
2012,Derek Grant,22,OTT,C,5,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,5,0,43,08:40:00,0,8,17,14,54.8,23,31,42.6,-9,15,20,42.9,-6.6,0,93.8,93.8,41.7,58.3,08:40:00,07:06:00,0,1,10,50,0,0,0,0.0
2012,Mike Green,27,WSH,D,35,12,14,26,-3,20,4.5,8,4,0,2,4,10,0,96,12.5,870,1900-01-01 00:51:00,61,36,0,0,,623,655,48.7,-3.4,458,486,48.5,-3,7.4,92.6,99.9,47.2,52.8,1900-01-01 00:51:00,19:46:00,14,25,200,48,0,0,0,0.0
2012,Andy Greene,30,NJD,D,48,4,12,16,12,20,4.8,1,2,1,1,8,4,0,63,6.3,1106,23:02:00,70,47,0,0,,738,592,55.5,-1.8,550,428,56.2,-0.1,9.1,91.6,100.7,48.3,51.7,23:02:00,18:36:00,32,18,162,38.9,0,0,0,0.0
2012,Matt Greene,29,LAK,D,5,0,1,1,-1,8,0.1,0,0,0,0,1,0,0,3,0,76,15:17:00,5,22,0,0,,54,63,46.2,-10.3,44,51,46.3,-9.3,10.3,87.1,97.4,44.8,55.2,15:17:00,12:55:00,0,3,5,60,0,0,0,0.0
2012,Colin Greening,26,OTT,C,47,8,11,19,5,11,2.2,6,2,0,2,9,2,0,80,10,692,14:44:00,24,122,22,25,46.8,665,575,53.6,0.5,496,436,53.2,1.2,6.9,94.2,101.1,54.2,45.8,14:44:00,12:49:00,19,18,149,53.7,0,0,0,0.0
2012,Mikhail Grigorenko,18,BUF,C,25,1,4,5,-1,0,0.2,1,0,0,0,4,0,0,31,3.2,256,10:14:00,2,2,57,92,38.3,190,230,45.2,-5,144,182,44.2,-5.2,8.7,92.5,101.3,66.9,33.1,10:14:00,09:36:00,7,6,56,55.4,0,0,0,0.0
2012,Nicklas Grossmann,28,PHI,D,30,1,3,4,-1,21,1.1,1,0,0,0,3,0,0,21,4.8,550,18:20:00,82,81,0,0,,372,421,46.9,-3.8,274,293,48.3,-1.9,7.1,91.3,98.5,42.3,57.7,18:20:00,15:08:00,6,17,56,37.5,0,0,0,0.0
