Season,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SUT,GPS,MIN,QS,RBS,G,A,PTS,PIM,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
2009,Jaroslav Halak,24,MTL,45,43,26,13,5,105,1386,1281,0.924,2.4,5,10.4,2630,26,5,0,0,0,0,21,5,16,76.2
2009,Josh Harding,25,MIN,25,22,9,12,0,66,692,626,0.905,3.05,1,3.6,1300,9,4,0,1,1,4,10,1,9,90.0
2009,Johan Hedberg,36,ATL,47,42,21,16,6,115,1355,1240,0.915,2.62,3,8.7,2632,23,6,0,1,1,6,21,5,16,76.2
2009,Jonas Hiller,27,ANA,59,58,30,23,4,152,1860,1708,0.918,2.73,2,12.7,3338,32,7,0,2,2,0,27,10,17,63.0
2009,Jimmy Howard,25,DET,63,60,37,15,10,141,1849,1708,0.924,2.26,3,13.8,3740,36,7,0,2,2,2,54,17,37,68.5
2009,Cristobal Huet,34,CHI,48,46,26,14,4,114,1083,969,0.895,2.5,4,4.4,2731,24,13,0,0,0,4,38,13,25,65.8
2009,Brent Johnson,32,PIT,23,15,10,6,1,51,541,490,0.906,2.76,0,2.9,1108,8,3,0,1,1,0,6,0,6,100.0
2009,Chad Johnson,23,NYR,5,4,1,2,1,11,135,124,0.919,2.35,0,0.9,281,2,0,0,1,1,0,5,2,3,60.0
2009,Nikolai Khabibulin,37,EDM,18,18,7,9,2,55,602,547,0.909,3.03,0,3.4,1089,9,1,0,0,0,4,12,4,8,66.7
2009,Anton Khudobin,23,MIN,2,1,2,0,0,1,48,47,0.979,0.86,0,0.7,69,1,0,0,0,0,0,0,0,0,0.0
2009,Miikka Kiprusoff,33,CGY,73,71,35,28,10,163,2035,1872,0.92,2.31,4,14.3,4235,44,9,0,0,0,4,27,15,12,44.4
2009,Jason LaBarbera,30,PHX,17,13,8,5,1,33,459,426,0.928,2.13,0,3.7,928,10,2,0,0,0,0,28,8,20,71.4
2009,Patrick Lalime,35,BUF,16,13,4,8,2,40,432,392,0.907,2.81,0,2.4,854,6,3,0,0,0,2,13,5,8,61.5
2009,Pascal Leclaire,27,OTT,34,31,12,14,2,93,822,729,0.887,3.2,0,2.6,1745,14,9,0,0,0,2,10,5,5,50.0
2009,Manny Legace,36,CAR,28,24,10,7,5,69,745,676,0.907,2.81,1,4.1,1472,11,4,0,1,1,0,16,4,12,75.0
2009,Kari Lehtonen,26,DAL,12,10,6,4,0,31,350,319,0.911,2.81,0,2.1,663,5,1,0,1,1,0,4,0,4,100.0
2009,Michael Leighton,28,TOT,34,31,17,9,2,85,899,814,0.905,2.83,1,4.8,1799,19,6,0,1,1,0,5,0,5,100.0
2009,Michael Leighton,28,PHI,27,26,16,5,2,60,735,675,0.918,2.48,1,5,1449,18,4,0,1,1,0,5,0,5,100.0
2009,Michael Leighton,28,CAR,7,5,1,4,0,25,164,139,0.848,4.28,0,-0.2,350,1,2,0,0,0,0,5,0,5,100.0
2009,Henrik Lundqvist,27,NYR,73,72,35,27,10,167,2109,1942,0.921,2.38,4,15,4204,44,10,0,1,1,0,22,7,15,68.2
2009,Roberto Luongo,30,VAN,68,67,40,22,4,167,1915,1748,0.913,2.57,4,11.8,3899,41,10,0,0,0,0,14,5,9,64.3
2009,Joey MacDonald,29,TOR,6,5,1,4,0,17,157,140,0.892,3.2,0,0.6,319,2,1,0,0,0,0,0,0,0,0.0
2009,Chris Mason,33,STL,61,61,30,22,8,148,1699,1551,0.913,2.53,2,10.5,3512,36,10,0,0,0,0,28,8,20,71.4
2009,Steve Mason,21,CBJ,58,54,20,26,9,163,1653,1490,0.901,3.05,5,8,3201,25,15,0,2,2,2,28,12,16,57.1
2009,Curtis McElhinney,26,TOT,20,14,8,5,2,51,523,472,0.902,2.99,0,2.6,1023,6,1,0,0,0,0,10,4,6,60.0
2009,Curtis McElhinney,26,ANA,10,7,5,1,2,24,288,264,0.917,2.76,0,1.9,521,4,0,0,0,0,0,10,4,6,60.0
2009,Curtis McElhinney,26,CGY,10,7,3,4,0,27,235,208,0.885,3.22,0,0.7,502,2,1,0,0,0,0,10,4,6,60.0
2009,Ryan Miller,29,BUF,69,67,41,18,8,150,2098,1948,0.929,2.22,5,16.8,4047,48,6,0,0,0,4,31,11,20,64.5
2009,Evgeni Nabokov,34,SJS,71,71,44,16,10,170,2168,1998,0.922,2.43,3,15.6,4194,45,11,0,0,0,6,50,13,37,74.0
2009,Michal Neuvirth,21,WSH,17,16,9,4,0,40,464,424,0.914,2.75,0,2.9,872,10,4,0,0,0,0,0,0,0,0.0
2009,Antti Niemi,26,CHI,39,35,26,7,4,82,936,854,0.912,2.25,7,5.7,2190,17,7,0,1,1,0,32,6,26,81.3
2009,Antero Niittymaki,29,TBL,49,45,21,18,5,127,1388,1261,0.909,2.87,1,7.9,2657,21,11,0,1,1,0,23,5,18,78.3
2009,Chris Osgood,37,DET,23,21,7,9,4,63,561,498,0.888,3.02,1,1.8,1252,9,7,0,1,1,0,8,4,4,50.0
2009,Ondrej Pavelec,22,ATL,42,40,14,18,7,127,1353,1226,0.906,3.29,2,7.3,2317,17,6,0,1,1,0,11,6,5,45.5
2009,Alexander Pechurski,19,PIT,1,0,0,0,0,1,13,12,0.923,1.69,0,0.1,36,0,0,0,0,0,0,0,0,0,0.0
2009,Justin Peters,23,CAR,9,8,6,3,0,23,241,218,0.905,2.83,0,1.3,488,4,2,0,0,0,0,0,0,0,0.0
2009,Carey Price,22,MTL,41,39,13,20,5,109,1244,1135,0.912,2.77,0,7.6,2358,21,4,0,1,1,8,17,5,12,70.6
2009,Jonathan Quick,24,LAK,72,71,39,24,7,180,1927,1747,0.907,2.54,4,10.5,4258,34,13,0,1,1,2,51,17,34,66.7
2009,Tuukka Rask,22,BOS,45,39,22,12,5,84,1221,1137,0.931,1.97,5,10.2,2562,29,2,0,3,3,2,33,10,23,69.7
2009,Andrew Raycroft,29,VAN,21,14,9,5,1,39,438,399,0.911,2.42,1,2.6,967,8,2,0,0,0,4,9,5,4,44.4
2009,Pekka Rinne,27,NSH,58,54,32,16,5,137,1541,1404,0.911,2.53,7,9.2,3246,25,7,0,0,0,2,45,11,34,75.6
2009,Dwayne Roloson,40,NYI,50,49,23,18,7,145,1555,1410,0.907,3,1,8.5,2897,27,10,0,0,0,14,39,15,24,61.5
2009,Alexander Salak,23,FLA,2,0,0,1,0,6,40,34,0.85,5.41,0,0,67,0,0,0,0,0,0,0,0,0,0.0
2009,Cory Schneider,23,VAN,2,1,0,1,0,5,59,54,0.915,3.81,0,0.4,79,1,0,0,0,0,0,0,0,0,0.0
2009,Mike Smith,27,TBL,42,36,13,18,7,117,1165,1048,0.9,3.09,2,5.4,2273,17,6,0,0,0,14,14,5,9,64.3
2009,Jose Theodore,33,WSH,47,42,30,7,7,121,1352,1231,0.911,2.81,1,8,2586,25,7,0,2,2,0,16,7,9,56.3
2009,Tim Thomas,35,BOS,43,42,17,18,8,104,1221,1117,0.915,2.56,5,7.8,2442,26,9,0,0,0,8,33,9,24,72.7
2009,Dustin Tokarski,20,TBL,2,0,0,0,0,3,16,13,0.813,4.06,0,-0.1,44,0,0,0,0,0,0,0,0,0,0.0
2009,Vesa Toskala,32,TOT,32,26,9,12,3,93,773,680,0.88,3.48,1,1.8,1605,9,8,0,0,0,4,4,2,2,50.0
2009,Vesa Toskala,32,TOR,26,23,7,12,3,85,676,591,0.874,3.66,1,1.2,1393,7,7,0,0,0,4,4,2,2,50.0
2009,Vesa Toskala,32,CGY,6,3,2,0,0,8,97,89,0.918,2.27,0,0.7,212,2,1,0,0,0,0,4,2,2,50.0
2009,Marty Turco,34,DAL,53,51,22,20,11,140,1605,1465,0.913,2.72,4,9.9,3088,29,8,0,4,4,10,53,15,38,71.7
2009,Steve Valiquette,32,NYR,6,5,2,3,0,19,128,109,0.852,3.74,1,-0.1,305,2,2,0,0,0,0,0,0,0,0.0
2009,Semyon Varlamov,21,WSH,26,23,15,4,6,65,718,653,0.909,2.55,2,4.2,1527,11,3,0,1,1,0,33,9,24,72.7
2009,Tomas Vokoun,33,FLA,63,62,23,28,11,157,2081,1924,0.925,2.55,7,15.7,3695,38,6,0,2,2,0,49,19,30,61.2
2009,Cam Ward,25,CAR,47,44,18,23,5,119,1409,1290,0.916,2.69,0,9.2,2651,25,4,0,3,3,0,13,7,6,46.2
2009,Matt Zaba,26,NYR,1,0,0,0,0,2,16,14,0.875,3.56,0,0,34,0,0,0,0,0,0,0,0,0,0.0
