Player,Season,Age_x,Tm,Pos_x,GP_x,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
Artem Anisimov,2009,21,NYR,C,82,12,16,28,-2,32,2.6,11,1,0,2,15,1,0,124,9.7,1058,12:54:00,41,45,310,380,44.9,885,812,52.2,1.3,637,611,51,0,8.6,90.9,99.5,52.2,47.8,12:54:00,11:26:00,28,9,240,51.7,2,0,2,0.0
Nik Antropov,2009,29,ATL,C,76,24,43,67,13,44,7.6,16,8,0,4,30,13,0,126,19,1385,18:14:00,35,82,481,627,43.4,977,1014,49.1,-1.1,712,788,47.5,-2.7,12.6,90.9,103.6,47.6,52.4,18:14:00,14:32:00,30,40,205,61.5,2,0,2,0.0
Colby Armstrong,2009,27,ATL,RW,79,15,14,29,6,61,2.7,14,0,1,1,10,2,2,101,14.9,1169,14:48:00,29,74,10,10,50,877,889,49.7,-1.4,654,690,48.7,-1.9,8.8,92.3,101.1,46.6,53.4,14:47:00,12:02:00,61,22,174,57.5,0,0,0,0.0
Derek Armstrong,2009,36,STL,C,6,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,6,0,42,06:59:00,0,4,7,8,46.7,35,29,54.7,9.4,27,26,50.9,6.9,0,88.9,88.9,64.3,35.7,06:59:00,06:04:00,0,1,9,66.7,0,0,0,0.0
Jason Arnott,2009,35,NSH,C,63,19,27,46,0,26,5.1,13,6,0,3,15,12,0,216,8.8,1178,18:42:00,17,24,526,551,48.8,970,849,53.3,1.1,757,653,53.7,1.5,8.5,90.1,98.5,50.6,49.4,18:42:00,15:07:00,30,30,333,64.9,2,1,1,50.0
Dean Arsene,2009,29,EDM,D,13,0,0,0,-3,41,-0.1,0,0,0,0,0,0,0,4,0,168,12:57:00,13,18,0,0,,102,176,36.7,-12.6,72,133,35.1,-15.1,5.6,93.7,99.2,48.2,51.8,12:57:00,12:02:00,0,6,11,36.4,0,0,0,0.0
Evgeny Artyukhin,2009,26,TOT,RW,54,9,7,16,-4,72,1.6,9,0,0,0,7,0,0,42,21.4,482,08:56:00,10,127,1,1,50,347,420,45.2,-2.7,274,333,45.1,-2.7,8.5,91.3,99.8,56.4,43.6,08:56:00,08:44:00,8,18,82,51.2,1,0,1,0.0
Evgeny Artyukhin,2009,26,ANA,RW,37,4,5,9,0,41,0.8,4,0,0,0,5,0,0,21,19,335,09:04:00,8,90,0,1,0,347,420,45.2,-2.7,274,333,45.1,-2.7,8.5,91.3,99.8,56.4,43.6,08:56:00,08:44:00,8,18,82,51.2,1,0,1,0.0
Evgeny Artyukhin,2009,26,ATL,RW,17,5,2,7,-4,31,0.8,5,0,0,0,2,0,0,21,23.8,147,08:39:00,2,37,1,0,100,347,420,45.2,-2.7,274,333,45.1,-2.7,8.5,91.3,99.8,56.4,43.6,08:56:00,08:44:00,8,18,82,51.2,1,0,1,0.0
Arron Asham,2009,31,PHI,RW,72,10,14,24,-2,126,2.4,10,0,0,2,14,0,0,91,11,725,10:04:00,16,92,2,11,15.4,663,637,51,-1.3,508,460,52.5,-0.7,8.1,90.2,98.3,51.7,48.3,10:04:00,09:44:00,22,9,155,58.7,0,0,0,0.0
Adrian Aucoin,2009,36,PHX,D,82,8,20,28,2,56,6.3,7,1,0,2,9,11,0,144,5.6,1849,22:33:00,67,131,1,0,100,1265,1053,54.6,2.9,944,843,52.8,1,7,92.5,99.5,50.7,49.3,22:18:00,16:17:00,17,22,312,45.5,9,6,3,66.7
Keith Aucoin,2009,31,WSH,C,9,1,4,5,-2,0,0.4,1,0,0,0,2,2,0,4,25,79,08:48:00,0,2,31,25,55.4,67,73,47.9,-5.4,47,61,43.5,-8.4,11.4,86.4,97.8,52.6,47.4,08:48:00,08:11:00,5,0,8,50,0,0,0,0.0
Sean Avery,2009,29,NYR,C,69,11,20,31,0,160,3.1,8,3,0,1,14,6,0,139,7.9,923,13:23:00,17,145,4,10,28.6,791,728,52.1,1,589,543,52,1.8,7,91.8,98.8,49.5,50.5,13:23:00,12:11:00,17,13,233,59.2,0,0,0,0.0
David Backes,2009,25,STL,RW,79,17,31,48,-4,106,4.6,12,5,0,3,27,3,1,163,10.4,1446,18:18:00,60,266,504,561,47.3,1035,915,53.1,1.5,785,671,53.9,2.8,8.8,90,98.8,46.7,53.3,18:18:00,13:26:00,40,21,288,56.6,1,0,1,0.0
Mikael Backlund,2009,20,CGY,C,23,1,9,10,5,6,0.9,1,0,0,0,9,0,0,47,2.1,290,12:36:00,4,12,100,86,53.8,264,202,56.7,2.5,203,155,56.7,3.4,9.6,92.5,102.1,58.5,41.5,12:07:00,10:46:00,10,13,88,51.1,1,0,1,0.0
Nicklas Backstrom,2009,22,WSH,C,82,33,68,101,37,50,12.2,22,11,0,4,42,26,0,222,14.9,1677,20:27:00,61,90,657,660,49.9,1455,1137,56.1,3.4,1038,854,54.9,3.8,12.1,91.5,103.6,57.5,42.5,20:12:00,15:31:00,53,51,361,61.2,9,4,5,44.4
Josh Bailey,2009,20,NYI,C,73,16,19,35,5,18,3.7,12,3,1,2,12,7,0,112,14.3,1106,15:09:00,36,67,171,255,40.1,834,921,47.5,-1.6,601,662,47.6,-2.8,9.5,92.3,101.9,50.9,49.1,14:56:00,12:04:00,44,34,203,55.2,3,1,2,33.3
Keith Ballard,2009,27,FLA,D,82,8,20,28,-7,88,5.1,7,1,0,1,11,8,1,90,8.9,1837,22:24:00,201,156,0,0,,1150,1593,41.9,-5.5,869,1145,43.1,-4.9,9.2,92.1,101.3,41.7,58.3,22:24:00,17:33:00,18,61,189,47.6,0,0,0,0.0
Krys Barch,2009,29,DAL,RW,63,0,6,6,0,130,-0.2,0,0,0,0,6,0,0,29,0,444,07:03:00,13,120,0,3,0,293,416,41.3,-9,222,322,40.8,-9.2,5.9,95.3,101.2,55.7,44.3,06:56:00,06:53:00,11,10,52,55.8,0,0,0,0.0
Cam Barker,2009,23,TOT,D,70,5,16,21,5,68,4.3,1,4,0,1,10,6,0,105,4.8,1086,15:31:00,53,75,0,0,,809,739,52.3,-3.4,635,557,53.3,-3.1,8.9,91.8,100.7,55.5,44.5,15:31:00,12:47:00,3,20,220,47.7,1,0,1,0.0
Cam Barker,2009,23,CHI,D,51,4,10,14,7,58,3.1,1,3,0,1,7,3,0,74,5.4,668,13:06:00,33,59,0,0,,809,739,52.3,-3.4,635,557,53.3,-3.1,8.9,91.8,100.7,55.5,44.5,15:31:00,12:47:00,3,20,220,47.7,1,0,1,0.0
Cam Barker,2009,23,MIN,D,19,1,6,7,-2,10,1.2,0,1,0,0,3,3,0,31,3.2,419,22:02:00,20,16,0,0,,809,739,52.3,-3.4,635,557,53.3,-3.1,8.9,91.8,100.7,55.5,44.5,15:31:00,12:47:00,3,20,220,47.7,1,0,1,0.0
Oskars Bartulis,2009,23,PHI,D,53,1,8,9,-12,28,1,1,0,0,0,7,1,0,26,3.8,741,13:59:00,67,44,0,0,,616,736,45.6,-10.3,464,552,45.7,-11.2,8,90.5,98.5,45,55,13:59:00,13:23:00,5,28,77,33.8,0,0,0,0.0
Nolan Baumgartner,2009,33,VAN,D,12,1,1,2,7,2,1,1,0,0,0,1,0,0,12,8.3,170,14:12:00,26,10,0,0,,136,183,42.6,-1.6,114,136,45.6,2.1,13.1,96.1,109.2,46.7,53.3,14:12:00,13:39:00,1,6,17,70.6,0,0,0,0.0
Jay Beagle,2009,24,WSH,C,7,1,1,2,-1,2,0.1,1,0,0,0,1,0,0,10,10,65,09:16:00,5,11,17,14,54.8,60,71,45.8,-13.8,43,52,45.3,-12.4,6.9,91.4,98.3,48.5,51.5,09:16:00,09:12:00,1,1,15,66.7,0,0,0,0.0
Francois Beauchemin,2009,29,TOR,D,82,5,21,26,-13,33,3.9,1,4,0,1,15,6,0,170,2.9,2088,1900-01-01 01:28:00,155,88,3,1,75,1706,1476,53.6,-0.4,1264,1089,53.7,-0.2,6.1,91.2,97.4,52.9,47.1,1900-01-01 01:28:00,19:13:00,44,72,377,45.1,0,0,0,0.0
Steve Begin,2009,31,BOS,C,77,5,9,14,-7,53,0.3,4,0,1,2,8,0,1,110,4.5,988,12:50:00,31,182,366,315,53.7,652,726,47.3,-7.5,505,537,48.5,-5.9,4.5,93.2,97.8,42.3,57.7,12:43:00,10:41:00,25,13,169,64.5,0,0,0,0.0
Wade Belak,2009,33,NSH,D,39,0,2,2,0,58,0.4,0,0,0,0,2,0,0,8,0,170,04:21:00,4,30,0,0,,118,150,44,-9,91,113,44.6,-6.4,6,94.9,100.8,56,44,04:21:00,04:18:00,3,6,15,53.3,0,0,0,0.0
Eric Belanger,2009,32,TOT,C,77,15,26,41,2,32,4.1,12,3,0,3,20,6,0,151,9.9,1194,15:31:00,29,47,521,403,56.4,851,814,51.1,-1.6,647,606,51.6,-0.6,8.2,92.7,100.9,43.8,56.2,15:31:00,11:46:00,40,23,250,60.4,3,0,3,0.0
Eric Belanger,2009,32,MIN,C,60,13,22,35,-1,28,3.7,10,3,0,3,16,6,0,120,10.8,945,15:45:00,20,36,416,306,57.6,851,814,51.1,-1.6,647,606,51.6,-0.6,8.2,92.7,100.9,43.8,56.2,15:31:00,11:46:00,40,23,250,60.4,3,0,3,0.0
Eric Belanger,2009,32,WSH,C,17,2,4,6,3,4,0.4,2,0,0,0,4,0,0,31,6.5,249,14:40:00,9,11,105,97,52,851,814,51.1,-1.6,647,606,51.6,-0.6,8.2,92.7,100.9,43.8,56.2,15:31:00,11:46:00,40,23,250,60.4,3,0,3,0.0
Matt Beleskey,2009,21,ANA,LW,60,11,7,18,-10,35,1.2,11,0,0,3,7,0,0,123,8.9,839,13:59:00,23,94,8,12,40,619,722,46.2,-3.3,494,570,46.4,-2.6,6.7,91.3,98,48.9,51.1,13:59:00,12:15:00,10,19,198,62.1,1,0,1,0.0
Shawn Belle,2009,25,MTL,D,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0,21,10:38:00,0,2,0,0,,15,17,46.9,-13.4,11,13,45.8,-14.2,0,81.8,81.8,33.3,66.7,10:38:00,09:56:00,0,2,2,50,0,0,0,0.0
Jamie Benn,2009,20,DAL,LW,82,22,19,41,-1,45,4.6,20,2,0,3,14,5,0,182,12.1,1206,14:42:00,39,186,109,127,46.2,937,904,50.9,1.1,689,678,50.4,0.6,8.5,91.7,100.2,56.2,43.8,14:30:00,12:28:00,70,37,315,57.8,5,1,4,20.0
Sean Bergenheim,2009,25,NYI,LW,63,10,13,23,1,45,2,8,0,2,0,12,0,1,133,7.5,886,14:04:00,37,127,5,12,29.4,752,772,49.3,0.2,560,554,50.3,0.1,7.7,91.6,99.3,45.9,54.1,14:04:00,12:07:00,57,16,255,52.2,2,0,2,0.0
Marc-Andre Bergeron,2009,29,MTL,D,60,13,21,34,-7,16,5.7,6,7,0,4,6,15,0,123,10.6,904,15:04:00,47,57,0,0,,656,722,47.6,-1.5,476,534,47.1,-2.6,7.3,92.5,99.8,55.5,44.5,15:04:00,11:54:00,18,42,272,45.2,0,0,0,0.0
Patrice Bergeron,2009,24,BOS,C,73,19,33,52,6,28,5.8,18,0,1,4,24,8,1,184,10.3,1380,18:54:00,45,49,768,557,58,1095,808,57.5,4,843,613,57.9,4.5,7.7,90.8,98.5,48.8,51.2,18:39:00,14:05:00,54,19,319,56.1,13,3,10,23.1
Niclas Bergfors,2009,22,TOT,RW,81,21,23,44,-10,10,4.5,12,9,0,6,17,6,0,217,9.7,1249,15:25:00,6,18,9,10,47.4,942,872,51.9,1.9,726,652,52.7,1.9,6.8,90.9,97.7,51.6,48.4,15:25:00,12:54:00,35,24,300,72.3,1,0,1,0.0
Niclas Bergfors,2009,22,NJD,RW,54,13,14,27,-7,10,2.8,5,8,0,4,9,5,0,134,9.7,804,14:53:00,2,14,5,2,71.4,942,872,51.9,1.9,726,652,52.7,1.9,6.8,90.9,97.7,51.6,48.4,15:25:00,12:54:00,35,24,300,72.3,1,0,1,0.0
Niclas Bergfors,2009,22,ATL,RW,27,8,9,17,-3,0,1.7,7,1,0,2,8,1,0,83,9.6,445,16:30:00,4,4,4,8,33.3,942,872,51.9,1.9,726,652,52.7,1.9,6.8,90.9,97.7,51.6,48.4,15:25:00,12:54:00,35,24,300,72.3,1,0,1,0.0
Patrik Berglund,2009,21,STL,C,71,13,13,26,-5,16,2.5,7,6,0,4,10,3,0,129,10.1,959,13:30:00,11,70,220,284,43.7,759,630,54.6,3.7,564,492,53.4,2.3,6.6,91.3,97.9,59.6,40.4,13:30:00,11:05:00,26,20,229,56.3,1,0,1,0.0
Steve Bernier,2009,24,VAN,RW,59,11,11,22,0,21,1.9,8,3,0,0,10,1,0,95,11.6,836,14:10:00,32,105,7,27,20.6,552,593,48.2,-3.6,404,458,46.9,-4.6,8.3,93.4,101.7,49.9,50.1,14:11:00,11:06:00,16,9,155,61.3,0,0,0,0.0
Todd Bertuzzi,2009,34,DET,RW,82,18,26,44,-7,80,4.2,14,4,0,4,19,7,0,216,8.3,1375,16:46:00,19,104,11,12,47.8,1141,1018,52.8,-1.7,880,822,51.7,-2.5,7.4,91.7,99.2,55.3,44.7,16:32:00,13:57:00,32,65,363,59,8,4,4,50.0
Blair Betts,2009,29,PHI,C,63,8,10,18,7,14,1.8,6,1,1,2,10,0,0,63,12.7,795,12:37:00,63,95,435,420,50.9,411,536,43.4,-9.5,311,372,45.5,-8.7,9.6,93.7,103.4,37.5,62.5,12:35:00,09:17:00,20,13,117,53.8,0,0,0,0.0
Bryan Bickell,2009,23,CHI,LW,16,3,1,4,4,5,0.6,3,0,0,1,1,0,0,20,15,154,09:36:00,2,22,0,2,0,141,90,61,1.1,109,58,65.3,4.6,8.4,93,101.5,60.3,39.7,09:36:00,09:29:00,4,0,32,62.5,0,0,0,0.0
Kevin Bieksa,2009,28,VAN,D,55,3,19,22,-5,85,2.9,2,1,0,0,13,6,0,95,3.2,1200,21:49:00,59,70,0,0,,907,754,54.6,3.8,695,603,53.5,2.8,7.4,91,98.4,51.3,48.7,21:48:00,16:49:00,30,31,228,41.7,0,0,0,0.0
Paul Bissonnette,2009,24,PHX,LW,41,3,2,5,-2,117,0.4,3,0,0,1,2,0,0,25,12,240,05:52:00,3,73,0,0,,191,177,51.9,-3.6,144,141,50.5,-3.7,7.4,90.8,98.2,61.5,38.5,05:37:00,05:30:00,4,4,45,55.6,0,0,0,0.0
Byron Bitz,2009,25,TOT,RW,52,5,6,11,-8,33,0.5,5,0,0,2,6,0,0,58,8.6,574,11:02:00,20,83,7,11,38.9,452,489,48,-5.6,338,351,49.1,-4.7,7.4,90.3,97.7,45.3,54.7,11:02:00,10:33:00,3,4,93,62.4,0,0,0,0.0
Byron Bitz,2009,25,BOS,RW,45,4,5,9,-9,31,0.3,4,0,0,2,5,0,0,51,7.8,493,10:57:00,18,64,7,10,41.2,452,489,48,-5.6,338,351,49.1,-4.7,7.4,90.3,97.7,45.3,54.7,11:02:00,10:33:00,3,4,93,62.4,0,0,0,0.0
Byron Bitz,2009,25,FLA,RW,7,1,1,2,1,2,0.2,1,0,0,0,1,0,0,7,14.3,81,11:37:00,2,19,0,1,0,452,489,48,-5.6,338,351,49.1,-4.7,7.4,90.3,97.7,45.3,54.7,11:02:00,10:33:00,3,4,93,62.4,0,0,0,0.0
Jason Blake,2009,36,TOT,C,82,16,25,41,-10,36,3.3,10,6,0,2,21,4,0,239,6.7,1304,15:54:00,26,70,31,50,38.3,1194,1035,53.6,1.4,888,801,52.6,0.4,6,91.6,97.6,56,44,15:54:00,13:20:00,62,30,387,61.8,0,0,0,0.0
Jason Blake,2009,36,TOR,C,56,10,16,26,-4,26,2,8,2,0,2,13,3,0,170,5.9,887,15:50:00,22,36,19,34,35.8,1194,1035,53.6,1.4,888,801,52.6,0.4,6,91.6,97.6,56,44,15:54:00,13:20:00,62,30,387,61.8,0,0,0,0.0
Jason Blake,2009,36,ANA,C,26,6,9,15,-6,10,1.3,2,4,0,0,8,1,0,69,8.7,417,16:02:00,4,34,12,16,42.9,1194,1035,53.6,1.4,888,801,52.6,0.4,6,91.6,97.6,56,44,15:54:00,13:20:00,62,30,387,61.8,0,0,0,0.0
Rob Blake*,2009,40,SJS,D,70,7,23,30,14,60,6.3,3,4,0,1,18,4,1,182,3.8,1495,21:21:00,114,68,0,0,,1123,1130,49.8,-3.9,844,855,49.7,-3.5,7.3,94.4,101.8,47.1,52.9,21:04:00,15:50:00,19,51,342,53.2,0,0,0,0.0
Mario Bliznak,2009,22,VAN,C,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0,17,08:31:00,1,0,9,5,64.3,10,21,32.3,-25.6,8,17,32,-23.8,0,83.3,83.3,38.5,61.5,08:31:00,08:31:00,0,0,1,100,0,0,0,0.0
Mike Blunden,2009,23,CBJ,RW,40,2,2,4,3,59,0.2,2,0,0,0,2,0,0,40,5,324,08:07:00,7,83,29,61,32.2,200,253,44.2,-4.3,155,190,44.9,-1.9,7.2,95.8,103,45.5,54.5,08:07:00,07:49:00,3,2,54,74.1,0,0,0,0.0
Brandon Bochenski,2009,27,TBL,RW,28,4,9,13,-1,2,1.2,3,1,0,0,6,3,0,43,9.3,344,12:16:00,10,18,2,3,40,262,237,52.5,5,207,170,54.9,7.9,8.2,89.7,97.9,48.8,51.2,12:16:00,10:17:00,12,9,72,59.7,1,0,1,0.0
Troy Bodie,2009,25,ANA,RW,44,5,2,7,-8,80,0,4,0,1,1,2,0,0,58,8.6,495,11:15:00,8,62,0,1,0,355,489,42.1,-9,271,388,41.1,-8.6,6.3,92.2,98.4,43.4,56.6,11:15:00,10:24:00,8,11,103,56.3,0,0,0,0.0
Andrew Bodnarchuk,2009,21,BOS,D,5,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,0,,37,07:19:00,3,2,0,0,,31,39,44.3,-8.7,18,27,40,-13.2,7.1,86.4,93.5,50,50,07:19:00,07:06:00,1,0,5,0,0,0,0,0.0
Mikkel Boedker,2009,20,PHX,LW,14,1,2,3,2,0,0.3,1,0,0,0,2,0,0,7,14.3,122,08:43:00,1,17,0,0,,104,77,57.5,5.1,77,56,57.9,5.3,7.5,95.7,103.2,83.3,16.7,08:43:00,08:35:00,3,0,18,38.9,0,0,0,0.0
Zach Bogosian,2009,19,ATL,D,81,10,13,23,-18,61,3.2,6,3,1,0,9,3,1,155,6.5,1734,21:25:00,124,196,0,0,,1294,1392,48.2,-1.8,963,1076,47.2,-3,7.4,91,98.5,44.5,55.5,21:25:00,17:34:00,41,52,339,45.7,0,0,0,0.0
Alexandre Bolduc,2009,24,VAN,C,15,0,0,0,-3,13,-0.4,0,0,0,0,0,0,0,14,0,150,09:58:00,13,20,47,40,54,80,110,42.1,-9.9,62,79,44,-6.9,2,93,94.9,43.1,56.9,09:58:00,07:52:00,7,3,19,73.7,0,0,0,0.0
Jared Boll,2009,23,CBJ,RW,68,4,3,7,-8,149,0,4,0,0,0,3,0,0,56,7.1,490,07:12:00,12,123,0,3,0,347,400,46.5,-3.6,260,305,46,-4.2,5.1,92.2,97.3,52.2,47.8,07:04:00,06:56:00,10,2,86,65.1,0,0,0,0.0
Dave Bolland,2009,23,CHI,C,39,6,10,16,5,28,1.3,5,1,0,0,9,1,0,52,11.5,677,17:22:00,19,33,274,281,49.4,512,449,53.3,-7.8,392,326,54.6,-7.5,9.6,90.9,100.5,53.3,46.7,17:22:00,13:44:00,27,12,86,61.6,1,0,1,0.0
Nick Bonino,2009,21,ANA,C,9,1,1,2,0,6,0.1,0,1,0,0,1,0,0,14,7.1,128,14:13:00,3,4,34,44,43.6,94,112,45.6,-3.6,70,93,42.9,-6.8,6,95.1,101.1,58.3,41.7,14:13:00,11:30:00,4,2,21,66.7,0,0,0,0.0
Derek Boogaard,2009,27,MIN,LW,57,0,4,4,-12,105,-0.6,0,0,0,0,4,0,0,26,0,351,06:09:00,8,83,0,0,,248,300,45.3,-4.4,184,220,45.5,-4.2,6.4,88.1,94.5,47,53,06:10:00,06:05:00,6,9,44,59.1,0,0,0,0.0
David Booth,2009,25,FLA,LW,28,8,8,16,-3,23,1.6,8,0,0,1,3,5,0,95,8.4,508,18:08:00,10,50,2,8,20,418,403,50.9,5.1,308,312,49.7,3.3,7.2,92.8,100,47.5,52.5,18:08:00,13:55:00,11,12,162,58.6,2,1,1,50.0
Casey Borer,2009,24,CAR,D,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,22,10:46:00,5,4,0,0,,16,26,38.1,-10.1,10,16,38.5,-6.5,0,91.7,91.7,83.3,16.7,10:46:00,10:18:00,0,0,1,0,0,0,0,0.0
Pierre-Marc Bouchard,2009,25,MIN,C,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,11,10:44:00,0,0,1,2,33.3,7,11,38.9,,6,11,35.3,,0,100,100,50,50,10:44:00,09:20:00,0,1,0,,0,0,0,0.0
Francis Bouillon,2009,34,NSH,D,81,3,8,11,5,50,3.5,2,1,0,1,4,3,1,86,3.5,1564,19:18:00,96,162,0,0,,1125,1234,47.7,-7.4,854,944,47.5,-7.3,6.7,94.4,101.1,47.3,52.7,19:18:00,16:28:00,25,43,204,42.2,1,0,1,0.0
Eric Boulton,2009,33,ATL,LW,62,2,6,8,-1,113,0.2,1,1,0,0,6,0,0,39,5.1,425,06:51:00,10,96,2,2,50,325,381,46,-4.7,231,299,43.6,-6.7,8,92.9,100.8,44,56,06:51:00,06:49:00,11,9,60,65,0,0,0,0.0
Chris Bourque,2009,24,TOT,LW,21,0,3,3,-6,10,-0.3,0,0,0,0,1,2,0,21,0,201,09:35:00,5,25,0,0,,140,165,45.9,-6.6,108,121,47.2,-7.7,3.9,90.1,94.1,62.7,37.3,09:08:00,08:04:00,4,3,36,55.6,0,0,0,0.0
Chris Bourque,2009,24,PIT,LW,20,0,3,3,-4,10,-0.2,0,0,0,0,1,2,0,20,0,192,09:35:00,4,24,0,0,,140,165,45.9,-6.6,108,121,47.2,-7.7,3.9,90.1,94.1,62.7,37.3,09:08:00,08:04:00,4,3,36,55.6,0,0,0,0.0
Chris Bourque,2009,24,WSH,LW,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0,10,09:37:00,1,1,0,0,,140,165,45.9,-6.6,108,121,47.2,-7.7,3.9,90.1,94.1,62.7,37.3,09:08:00,08:04:00,4,3,36,55.6,0,0,0,0.0
Rene Bourque,2009,28,CGY,LW,73,27,31,58,7,88,7.4,17,6,4,5,24,7,0,215,12.6,1337,18:19:00,44,91,8,17,32,958,885,52,-1,696,665,51.1,-0.7,10.5,90.6,101.2,52.2,47.8,18:18:00,14:09:00,47,34,388,55.4,1,0,1,0.0
Jay Bouwmeester,2009,26,CGY,D,82,3,26,29,-4,48,5.8,2,1,0,0,13,11,2,130,2.3,2125,1900-01-01 01:55:00,125,72,0,0,,1314,1377,48.8,-6.5,980,1031,48.7,-5.1,7.8,91.8,99.7,48.1,51.9,1900-01-01 01:34:00,18:55:00,24,55,290,44.1,0,0,0,0.0
Drayson Bowman,2009,20,CAR,C,9,2,0,2,-1,4,0.2,1,1,0,0,0,0,0,17,11.8,108,12:01:00,0,13,0,0,,89,96,48.1,2.3,60,72,45.5,0.6,6.5,95,101.5,63.5,36.5,12:01:00,10:28:00,0,0,34,50,0,0,0,0.0
Johnny Boychuk,2009,26,BOS,D,51,5,10,15,10,43,4.4,5,0,0,0,6,3,1,96,5.2,901,17:39:00,56,91,0,0,,746,598,55.5,1.3,560,448,55.6,1.5,7.4,92.8,100.2,51.7,48.3,17:23:00,14:57:00,3,19,199,46.7,0,0,0,0.0
Zach Boychuk,2009,20,CAR,C,31,3,6,9,1,2,0.7,3,0,0,0,5,1,0,37,8.1,333,10:45:00,7,23,5,4,55.6,289,313,48,1.2,207,232,47.2,1.7,9.2,92.7,101.8,53.3,46.7,10:45:00,10:03:00,10,4,74,50,0,0,0,0.0
