Player,Season,Age_x,Tm,Pos_x,GP_x,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
Andrew Ebbett,2009,27,ANA,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,26,12:55:00,1,2,6,11,35.3,575,646,47.1,-4,426,474,47.3,-4.1,6.5,92.4,98.9,44.3,55.7,12:42:00,10:59:00,17,19,133,54.1,2,1,1,50.0
Tyler Eckford,2009,24,NJD,D,3,0,1,1,0,4,0.1,0,0,0,0,0,1,0,1,0,22,07:23:00,3,1,0,0,,6,14,30,-17.8,3,9,25,-19.4,0,100,100,73.3,26.7,07:23:00,05:07:00,0,0,1,100,0,0,0,0.0
Alexander Edler,2009,23,VAN,D,76,5,37,42,0,40,5.9,3,2,0,0,20,17,0,161,3.1,1721,22:39:00,115,84,0,2,0,1280,1183,52,-0.3,972,890,52.2,0.2,7.7,91.9,99.6,54.9,45.1,22:39:00,17:06:00,14,52,359,44.8,0,0,0,0.0
Christian Ehrhoff,2009,27,VAN,D,80,14,30,44,36,42,10.2,8,6,0,3,13,17,0,181,7.7,1823,22:47:00,82,54,0,0,,1390,1134,55.1,6.4,1057,885,54.4,5.8,11,92.7,103.7,53.6,46.4,22:46:00,17:21:00,30,54,393,46.1,0,0,0,0.0
Patrik Elias,2009,33,NJD,LW,58,19,29,48,18,40,6.4,15,3,1,4,21,8,0,145,13.1,1022,17:37:00,16,30,205,252,44.9,750,665,53,3.6,579,502,53.6,2.5,11.5,91.2,102.7,55.8,44.2,17:36:00,13:57:00,23,45,237,61.2,5,2,3,40.0
Corey Elkins,2009,24,LAK,C,3,1,0,1,-2,0,0.1,1,0,0,0,0,0,0,5,20,36,11:54:00,3,2,6,12,33.3,19,30,38.8,,16,22,42.1,,9.1,78.6,87.7,61.5,38.5,11:54:00,10:25:00,1,0,6,83.3,0,0,0,0.0
Lars Eller,2009,20,STL,C,7,2,0,2,2,4,0.4,1,1,0,0,0,0,0,8,25,76,10:49:00,1,8,9,10,47.4,65,58,52.8,4.3,50,50,50,1.8,7.7,97.1,104.8,42.5,57.5,10:49:00,09:28:00,1,2,14,57.1,0,0,0,0.0
Keaton Ellerby,2009,21,FLA,D,22,0,0,0,-1,2,0,0,0,0,0,0,0,0,5,0,119,05:26:00,8,12,0,0,,91,93,49.5,4.8,66,66,50,5.2,9.6,87.8,97.4,43.4,56.6,05:26:00,05:25:00,2,1,18,27.8,0,0,0,0.0
Matt Ellis,2009,28,BUF,LW,72,3,10,13,-1,12,0.6,3,0,0,1,10,0,0,112,2.7,652,09:03:00,20,33,141,141,50,580,521,52.7,2.8,456,401,53.2,3.4,5.7,93.4,99.1,46.6,53.4,08:57:00,08:43:00,18,11,177,63.3,0,0,0,0.0
Steve Eminger,2009,26,ANA,D,63,4,12,16,1,30,3.2,4,0,0,1,10,2,0,45,8.9,1227,19:29:00,99,102,0,0,,781,1068,42.2,-7.1,611,848,41.9,-6.6,10,93.1,103.1,50.2,49.8,19:27:00,16:06:00,10,15,113,39.8,0,0,0,0.0
Deryk Engelland,2009,27,PIT,D,9,0,2,2,-2,17,0.2,0,0,0,0,1,0,1,4,0,145,16:08:00,13,25,0,0,,109,132,45.2,-7.2,79,97,44.9,-6.8,8.5,88.2,96.7,45,55,16:08:00,15:35:00,0,2,14,28.6,0,0,0,0.0
Tyler Ennis,2009,20,BUF,C,10,3,6,9,1,6,1.1,3,0,0,0,3,3,0,23,13,153,15:20:00,5,2,13,18,41.9,118,96,55.1,1,93,75,55.4,0.5,11.1,87,98.1,61.3,38.7,15:20:00,11:29:00,5,1,36,63.9,0,0,0,0.0
Toby Enstrom,2009,25,ATL,D,82,6,44,50,-5,30,6.9,4,2,0,0,26,17,1,109,5.5,1826,22:16:00,99,20,0,0,,1315,1257,51.1,2.1,983,988,49.9,1,8.7,90.7,99.4,48.1,51.9,22:16:00,17:16:00,36,30,239,45.6,0,0,0,0.0
Martin Erat,2009,28,NSH,LW,74,21,28,49,-7,50,5.1,16,5,0,2,18,9,1,168,12.5,1331,17:59:00,36,48,24,49,32.9,1092,901,54.8,4,833,710,54,2.7,7.9,90.2,98.1,45.9,54.1,17:59:00,14:12:00,54,63,276,60.9,11,5,6,45.5
Jonathan Ericsson,2009,25,DET,D,62,4,9,13,-15,44,1.9,3,0,1,1,9,0,0,55,7.3,1036,16:42:00,47,93,0,0,,830,742,52.8,-2.5,633,589,51.8,-3.1,7.3,89.6,96.9,55.1,44.9,16:28:00,14:22:00,13,50,141,38.3,0,0,0,0.0
Anders Eriksson,2009,35,TOT,D,20,0,5,5,2,2,1.1,0,0,0,0,5,0,0,6,0,305,15:15:00,24,19,0,0,,215,248,46.4,-6,166,195,46,-5,7.6,95.1,102.7,52.3,47.7,15:15:00,12:41:00,3,6,24,25,0,0,0,0.0
Anders Eriksson,2009,35,PHX,D,12,0,3,3,0,2,0.5,0,0,0,0,3,0,0,4,0,189,15:45:00,18,15,0,0,,215,248,46.4,-6,166,195,46,-5,7.6,95.1,102.7,52.3,47.7,15:15:00,12:41:00,3,6,24,25,0,0,0,0.0
Anders Eriksson,2009,35,NYR,D,8,0,2,2,2,0,0.5,0,0,0,0,2,0,0,2,0,116,14:30:00,6,4,0,0,,215,248,46.4,-6,166,195,46,-5,7.6,95.1,102.7,52.3,47.7,15:15:00,12:41:00,3,6,24,25,0,0,0,0.0
Loui Eriksson,2009,24,DAL,LW,82,29,42,71,-4,26,7.7,21,6,2,4,35,6,1,214,13.6,1620,19:46:00,48,31,4,7,36.4,1175,1253,48.4,-2.1,893,957,48.3,-2.7,10.6,90.1,100.6,51.7,48.3,19:31:00,14:32:00,46,33,352,60.8,9,3,6,33.3
John Erskine,2009,29,WSH,D,50,1,5,6,16,66,1.8,1,0,0,0,5,0,0,50,2,799,15:59:00,77,107,0,0,,705,688,50.6,-5.9,504,507,49.9,-4.8,9.9,94.2,104.1,48.7,51.3,15:43:00,14:30:00,11,37,107,46.7,0,0,0,0.0
Garnet Exelby,2009,28,TOR,D,51,1,3,4,-8,73,0.3,1,0,0,0,3,0,0,14,7.1,515,10:06:00,54,87,0,0,,441,416,51.5,-1.9,300,297,50.3,-2.9,6.7,89.5,96.2,46.9,53.1,10:06:00,08:37:00,5,22,51,27.5,0,0,0,0.0
Justin Falk,2009,21,MIN,D,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0,23,07:33:00,4,4,0,0,,14,27,34.1,-8.5,9,20,31,-12.4,12.5,81.3,93.8,57.1,42.9,07:33:00,05:26:00,0,1,2,50,0,0,0,0.0
Todd Fedoruk,2009,30,TBL,LW,50,3,3,6,-12,54,-0.2,3,0,0,0,3,0,0,22,13.6,376,07:31:00,14,55,2,0,100,229,350,39.6,-9.3,186,268,41,-7.4,5.1,90.9,96.1,34.2,65.8,07:24:00,07:15:00,3,9,39,53.8,0,0,0,0.0
Ruslan Fedotenko,2009,31,PIT,LW,80,11,19,30,-17,50,1.6,8,3,0,3,15,4,0,158,7,1172,14:39:00,46,129,10,18,35.7,1021,979,51.1,-3.1,766,725,51.4,-4.4,6.9,89.2,96.1,58.3,41.7,14:25:00,12:42:00,19,16,278,56.1,0,0,0,0.0
Eric Fehr,2009,24,WSH,RW,69,21,18,39,18,24,5.3,18,3,0,3,15,3,0,145,14.5,837,12:08:00,21,39,1,1,50,709,671,51.4,-3.2,520,491,51.4,-1.9,12.1,92.8,104.9,53.4,46.6,11:57:00,10:32:00,38,9,248,58.1,2,0,2,0.0
Andrew Ference,2009,30,BOS,D,51,0,8,8,-7,16,1.9,0,0,0,0,8,0,0,60,0,1005,19:42:00,66,58,0,0,,774,745,51,-3.2,573,563,50.4,-4.4,6.2,91.8,98.1,47.4,52.6,19:42:00,16:53:00,4,18,146,41.1,0,0,0,0.0
Benn Ferriero,2009,22,SJS,C,24,2,3,5,4,8,0.4,2,0,0,0,3,0,0,42,4.8,267,11:08:00,3,17,3,1,75,228,187,54.9,2.9,174,142,55.1,5.1,7.3,95.1,102.4,51.5,48.5,11:08:00,10:29:00,11,8,66,63.6,1,0,1,0.0
Brett Festerling,2009,23,ANA,D,42,0,3,3,1,15,0.8,0,0,0,0,3,0,0,25,0,525,12:30:00,27,127,0,0,,381,436,46.6,-3.7,294,348,45.8,-4.1,7.8,93.2,101,55.6,44.4,12:30:00,11:54:00,5,7,60,41.7,0,0,0,0.0
Vernon Fiddler,2009,29,PHX,C,76,8,22,30,13,46,2.9,5,0,3,1,22,0,0,119,6.7,1090,14:21:00,47,94,579,530,52.2,745,761,49.5,-3.5,559,602,48.1,-4.8,9.8,93.2,102.9,40.8,59.2,14:12:00,10:43:00,16,7,196,59.7,1,0,1,0.0
Nikita Filatov,2009,19,CBJ,LW,13,2,0,2,0,8,0.2,2,0,0,1,0,0,0,11,18.2,105,08:07:00,2,5,2,1,66.7,79,80,49.7,0.6,64,62,50.8,3.4,4.3,95.6,99.8,62.2,37.8,08:07:00,07:20:00,0,2,24,45.8,2,0,2,0.0
Valtteri Filppula,2009,25,DET,C,55,11,24,35,-4,24,3.2,9,1,1,1,16,7,1,114,9.6,1003,18:14:00,25,34,292,266,52.3,787,710,52.6,-3.1,605,572,51.4,-4,6.9,92.2,99.1,52.9,47.1,17:56:00,14:22:00,24,39,183,60.1,4,1,3,25.0
Jeff Finger,2009,30,TOR,D,39,2,8,10,-11,20,0.8,2,0,0,0,8,0,0,29,6.9,538,13:47:00,84,77,0,0,,403,492,45,-12.9,288,341,45.8,-12,8.3,88.2,96.5,50.4,49.6,13:47:00,11:43:00,8,19,68,42.6,0,0,0,0.0
Mike Fisher,2009,29,OTT,C,79,25,28,53,1,59,6,15,10,0,6,23,3,2,212,11.8,1498,18:58:00,79,208,673,618,52.1,990,1006,49.6,-4.3,735,704,51.1,-2.9,10.3,90.2,100.5,51.1,48.9,18:44:00,13:57:00,47,34,372,56.5,5,2,3,40.0
Mark Fistric,2009,23,DAL,D,67,1,9,10,27,69,4.1,1,0,0,0,8,0,1,46,2.2,1000,14:56:00,79,171,0,0,,816,786,50.9,1.2,636,599,51.5,2,8.9,96.1,105.1,55.5,44.5,14:34:00,13:44:00,9,21,97,47.4,0,0,0,0.0
Tomas Fleischmann,2009,25,WSH,LW,69,23,28,51,9,28,5.8,16,7,0,4,15,13,0,121,19,1106,16:02:00,17,36,152,204,42.7,829,841,49.6,-5.1,618,626,49.7,-3.5,11.4,91.6,103.1,51,49,15:48:00,12:08:00,31,25,240,50.4,4,1,3,25.0
Mark Flood,2009,25,NYI,D,6,0,1,1,-4,0,-0.2,0,0,0,0,1,0,0,5,0,76,12:43:00,5,6,0,0,,72,80,47.4,-6.1,49,56,46.7,-6.4,11.8,78.9,90.7,41,59,12:43:00,11:46:00,3,2,11,45.5,0,0,0,0.0
Nick Foligno,2009,22,OTT,LW,61,9,17,26,6,53,2.6,7,2,0,2,13,4,0,83,10.8,873,14:19:00,23,78,17,33,34,673,632,51.6,-1.6,493,457,51.9,-1.7,8.6,93.5,102.2,53,47,14:19:00,12:34:00,36,12,148,56.1,1,0,1,0.0
Adam Foote,2009,38,COL,D,67,0,9,9,8,64,2.5,0,0,0,0,8,0,1,26,0,1297,19:22:00,102,111,0,0,,864,1136,43.2,-4.4,668,871,43.4,-5.8,10.2,92.8,103,47.1,52.9,19:22:00,16:27:00,11,22,80,32.5,0,0,0,0.0
Maxime Fortunus,2009,26,DAL,D,8,0,0,0,-6,4,-0.4,0,0,0,0,0,0,0,5,0,121,15:09:00,5,4,0,0,,95,107,47,0,68,89,43.3,-4.1,6.5,86.2,92.7,66.7,33.3,15:09:00,14:13:00,1,3,13,38.5,0,0,0,0.0
Kurtis Foster,2009,28,TBL,D,71,8,34,42,-5,48,6.2,5,3,0,1,11,23,0,165,4.8,1220,17:11:00,68,59,0,0,,855,838,50.5,3.5,635,643,49.7,2.5,9.1,90.3,99.4,57.9,42.1,16:59:00,12:54:00,14,28,334,49.1,1,0,1,0.0
Cody Franson,2009,22,NSH,D,61,6,15,21,15,16,5.1,5,1,0,3,10,5,0,90,6.7,866,14:12:00,53,55,0,0,,748,595,55.7,3.9,565,452,55.6,3.3,8.4,94.1,102.5,54.2,45.8,14:12:00,12:08:00,19,22,220,40.9,1,0,1,0.0
Johan Franzen,2009,30,DET,C,27,10,11,21,1,22,2.6,4,6,0,1,6,5,0,91,11,505,18:42:00,12,46,15,12,55.6,435,297,59.4,6,333,230,59.1,7.1,8,88.4,96.4,52.7,47.3,18:42:00,15:40:00,13,13,149,61.1,1,0,1,0.0
Colin Fraser,2009,25,CHI,C,70,7,12,19,6,44,1.8,7,0,0,0,12,0,0,92,7.6,672,09:36:00,27,62,217,228,48.8,510,405,55.7,-4.2,394,279,58.5,-2.8,8.4,89.8,98.2,41.5,58.5,09:36:00,08:06:00,14,6,133,69.2,0,0,0,0.0
Mark Fraser,2009,23,NJD,D,61,3,3,6,3,36,2.3,3,0,0,0,3,0,0,24,12.5,755,12:23:00,46,118,0,0,,580,589,49.6,-3,458,452,50.3,-3.9,7.6,93.5,101.1,64.5,35.5,12:22:00,12:03:00,2,19,68,35.3,0,0,0,0.0
Trevor Frischmon,2009,28,CBJ,C,3,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,18,06:06:00,0,3,4,2,66.7,11,6,64.7,6.2,7,4,63.6,7.8,0,100,100,66.7,33.3,06:06:00,06:06:00,0,0,3,33.3,0,0,0,0.0
Michael Frolik,2009,21,FLA,C,82,21,22,43,-4,43,4.3,16,5,0,1,17,5,0,219,9.6,1433,17:29:00,32,72,13,22,37.1,1087,1165,48.3,3.6,813,852,48.8,3.9,8,92.5,100.5,45.5,54.5,17:29:00,14:15:00,41,30,369,59.3,5,1,4,20.0
Alex Frolov,2009,27,LAK,LW,81,19,32,51,-1,26,4.9,14,5,0,1,24,8,0,182,10.4,1493,18:26:00,14,58,7,5,58.3,1056,931,53.1,3.4,813,698,53.8,3.4,8.9,89.5,98.4,53.4,46.6,18:14:00,14:28:00,27,40,296,59.5,1,0,1,0.0
Marian Gaborik,2009,27,NYR,RW,76,42,44,86,15,37,12.1,27,14,1,4,31,12,1,272,15.4,1615,21:15:00,31,59,2,5,28.6,1223,1177,51,-0.1,914,899,50.4,-1.4,10.6,92.2,102.8,59.9,40.1,21:14:00,16:29:00,25,46,478,56.9,5,1,4,20.0
Simon Gagne,2009,29,PHI,LW,58,17,23,40,-1,47,4.4,12,5,0,4,9,14,0,183,9.3,1080,18:37:00,26,38,1,3,25,818,763,51.7,-0.8,604,550,52.3,-1.6,7.7,91.7,99.5,51.7,48.3,18:37:00,13:49:00,34,27,310,59,1,0,1,0.0
Sam Gagner,2009,20,EDM,C,68,15,26,41,-8,33,3.8,9,6,0,1,15,11,0,170,8.8,1108,16:17:00,16,30,336,373,47.4,874,902,49.2,4.7,677,663,50.5,5.8,7.8,90,97.9,48.7,51.3,16:17:00,13:35:00,14,39,281,60.5,7,0,7,0.0
Aaron Gagnon,2009,23,DAL,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,08:49:00,1,4,8,3,72.7,20,17,54.1,-3.2,14,10,58.3,2.8,0,100,100,58.3,41.7,08:49:00,07:33:00,2,0,4,50,0,0,0,0.0
T.J. Galiardi,2009,21,COL,LW,70,15,24,39,6,28,3.6,12,2,1,3,21,0,3,120,12.5,1273,18:11:00,43,87,165,162,50.5,745,981,43.2,-4.7,582,743,43.9,-5.7,10.6,92.1,102.7,47.6,52.4,18:11:00,14:06:00,59,23,226,53.1,2,0,2,0.0
Jason Garrison,2009,25,FLA,D,39,2,6,8,5,23,2.1,2,0,0,0,5,1,0,24,8.3,590,15:08:00,52,37,0,0,,409,538,43.2,-1.4,313,380,45.2,0.2,9.7,93.6,103.2,52.9,47.1,15:08:00,13:32:00,4,11,54,44.4,0,0,0,0.0
Paul Gaustad,2009,27,BUF,C,65,12,10,22,-7,82,1.6,9,3,0,1,8,2,0,111,10.8,1023,15:45:00,34,111,586,438,57.2,655,637,50.7,-1.2,486,484,50.1,-1,6.6,91.1,97.8,43.1,56.9,15:31:00,11:28:00,17,10,178,60.7,0,0,0,0.0
Nathan Gerbe,2009,22,BUF,C,10,2,3,5,1,4,0.5,0,2,0,1,3,0,0,29,6.9,146,14:39:00,7,5,1,2,33.3,102,108,48.6,-2.6,75,77,49.3,-2.1,8.9,93.3,102.3,53.1,46.9,14:39:00,12:18:00,2,1,45,64.4,0,0,0,0.0
Bruno Gervais,2009,25,NYI,D,71,3,14,17,-15,31,2,2,1,0,1,12,1,1,83,3.6,1421,20:01:00,103,63,0,0,,1150,1241,48.1,0.1,839,924,47.6,-1.7,7.4,90.8,98.2,47,53,19:48:00,16:02:00,41,68,194,42.8,0,0,0,0.0
Ryan Getzlaf,2009,24,ANA,C,66,19,50,69,4,79,7.2,11,8,0,5,36,14,0,149,12.8,1430,21:40:00,49,178,533,591,47.4,1051,1011,51,4.8,817,821,49.9,3.3,10.5,90.9,101.4,49,51,21:40:00,17:09:00,39,54,284,52.5,8,4,4,50.0
Tom Gilbert,2009,27,EDM,D,82,5,26,31,-10,16,4.9,3,1,1,0,17,8,1,98,5.1,1839,22:25:00,162,52,0,0,,1241,1365,47.6,2.8,943,1034,47.7,1.8,8,90.5,98.5,49,51,22:07:00,16:33:00,33,76,204,47.1,1,0,1,0.0
Hal Gill,2009,34,MTL,D,68,2,9,11,-10,68,2.1,2,0,0,0,8,0,1,41,4.9,1247,18:21:00,150,82,0,1,0,818,1016,44.6,-7,581,734,44.2,-8.2,6.1,92.9,99,45.3,54.7,18:21:00,15:03:00,17,76,108,38,0,0,0,0.0
Trevor Gillies,2009,31,NYI,LW,14,0,1,1,-2,75,-0.1,0,0,0,0,1,0,0,6,0,53,03:49:00,0,14,0,0,,40,50,44.4,-5,27,38,41.5,-8.4,9.1,86.2,95.3,92.3,7.7,03:49:00,03:49:00,1,3,8,75,0,0,0,0.0
Matt Gilroy,2009,25,NYR,D,69,4,11,15,0,23,3.4,4,0,0,1,8,3,0,82,4.9,1126,16:19:00,77,57,1,0,100,953,867,52.4,2.3,713,646,52.5,2.2,6.6,92.4,99,53.3,46.7,16:19:00,13:55:00,10,26,152,53.9,0,0,0,0.0
Brian Gionta,2009,31,MTL,RW,61,28,18,46,3,26,6.2,18,10,0,3,12,6,0,237,11.8,1266,20:45:00,33,36,7,6,53.8,1032,969,51.6,0.6,765,723,51.4,0.3,9.1,92,101,55,45,20:44:00,15:43:00,36,27,409,57.9,5,3,2,60.0
Mark Giordano,2009,26,CGY,D,82,11,19,30,17,81,8,6,5,0,1,10,9,0,111,9.9,1709,20:50:00,124,151,0,0,,1241,1051,54.1,2.4,899,778,53.6,3.4,8.1,93.5,101.6,52.5,47.5,20:34:00,15:58:00,32,47,253,43.1,0,0,0,0.0
Dan Girardi,2009,25,NYR,D,82,6,18,24,-2,53,5.2,4,1,1,1,15,3,0,108,5.6,1762,21:29:00,180,178,0,0,,1283,1438,47.2,-4.7,940,1056,47.1,-4.5,9.7,90.8,100.5,46.8,53.2,21:29:00,17:34:00,37,47,227,47.6,0,0,0,0.0
Alexandre Giroux,2009,28,WSH,C,9,1,2,3,3,4,0.3,1,0,0,0,2,0,0,17,5.9,93,10:22:00,1,14,0,0,,79,89,47,-6.1,54,69,43.9,-10.3,14,94.1,108.1,41.8,58.2,10:22:00,08:48:00,4,0,27,63,0,0,0,0.0
Claude Giroux,2009,22,PHI,RW,82,16,31,47,-9,23,4.3,8,8,0,2,18,13,0,145,11,1362,16:37:00,48,76,297,303,49.5,1018,978,51,-1.8,755,684,52.5,-0.9,6.9,90.8,97.7,51,49,16:37:00,12:51:00,49,39,260,55.8,5,3,2,60.0
Tanner Glass,2009,26,VAN,LW,67,4,7,11,5,115,0.4,4,0,0,0,7,0,0,52,7.7,702,10:28:00,19,165,3,15,16.7,417,564,42.5,-10.7,314,417,43,-9.7,7.5,95.4,102.8,41.7,58.3,10:28:00,09:27:00,10,11,87,59.8,0,0,0,0.0
Tim Gleason,2009,27,CAR,D,61,5,14,19,0,78,3.8,3,1,1,0,8,5,1,76,6.6,1293,21:12:00,112,142,0,0,,880,968,47.6,-2.8,664,740,47.3,-1.1,7.7,91.9,99.6,42.2,57.8,20:43:00,15:45:00,22,25,166,44.6,0,0,0,0.0
Curtis Glencross,2009,27,CGY,LW,67,15,18,33,11,58,4,10,2,3,2,15,2,1,117,12.8,1053,15:43:00,28,78,9,14,39.1,811,721,52.9,-0.3,593,538,52.4,0.1,7.7,93.7,101.4,53.9,46.1,15:27:00,12:22:00,49,37,206,55.8,1,0,1,0.0
Marcel Goc,2009,26,NSH,C,73,12,18,30,10,14,3.1,12,0,0,1,18,0,0,118,10.2,1072,14:41:00,26,51,475,437,52.1,909,802,53.1,1.2,670,614,52.2,0.1,8.8,92.7,101.5,37.7,62.3,14:41:00,13:02:00,50,24,207,57,5,1,4,20.0
Eric Godard,2009,29,PIT,RW,45,1,2,3,2,76,0.2,1,0,0,0,2,0,0,17,5.9,188,04:11:00,4,30,1,0,100,133,164,44.8,-8.7,105,115,47.7,-6.9,8.9,93.8,102.7,45.2,54.8,04:11:00,04:04:00,1,2,30,56.7,0,0,0,0.0
Steven Goertzen,2009,25,CAR,RW,6,0,0,0,-2,5,-0.2,0,0,0,0,0,0,0,1,0,46,07:44:00,0,11,0,0,,35,43,44.9,-11.9,26,32,44.8,-10.1,0,90.9,90.9,23.1,76.9,07:44:00,07:44:00,3,1,3,33.3,0,0,0,0.0
Alex Goligoski,2009,24,PIT,D,69,8,29,37,7,22,6.5,6,2,0,0,14,15,0,98,8.2,1478,21:25:00,93,48,0,0,,1132,1019,52.6,-1.1,854,751,53.2,-2.5,8.5,91,99.5,53.1,46.9,21:07:00,15:52:00,12,48,231,41.6,1,0,1,0.0
Scott Gomez,2009,30,MTL,C,78,12,47,59,1,60,5.3,7,5,0,1,33,14,0,180,6.7,1555,19:56:00,34,30,698,677,50.8,1208,1173,50.7,1.3,873,877,49.9,-0.5,8.5,92.2,100.7,55,45,19:56:00,15:10:00,52,60,297,60.6,8,2,6,25.0
Sergei Gonchar,2009,35,PIT,D,62,11,39,50,-4,49,7.4,5,6,0,3,14,24,1,138,8,1513,1900-01-01 00:24:00,90,64,0,0,,1001,883,53.1,-0.4,747,660,53.1,-1.9,9.5,88.5,98,56.6,43.4,23:57:00,16:04:00,19,40,295,45.8,0,0,0,0.0
Andrew Gordon,2009,24,WSH,RW,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,,13,06:41:00,1,0,0,0,,11,16,40.7,,9,11,45,,14.3,66.7,81,54.5,45.5,06:41:00,06:41:00,0,0,0,,0,0,0,0.0
Boyd Gordon,2009,26,WSH,RW,36,4,6,10,4,12,0.8,4,0,0,0,6,0,0,40,10,370,10:17:00,19,18,123,79,60.9,237,217,52.2,-0.9,163,154,51.4,0.1,10.4,91.5,101.9,46.2,53.8,09:59:00,07:21:00,11,3,61,63.9,1,0,1,0.0
Josh Gorges,2009,25,MTL,D,82,3,7,10,2,39,3.7,3,0,0,1,4,3,0,52,5.8,1723,21:01:00,158,85,0,0,,1141,1350,45.8,-5.2,835,982,46,-6,7.5,93.5,101,44.8,55.2,21:01:00,16:54:00,20,55,141,36.9,0,0,0,0.0
Michael Grabner,2009,22,VAN,RW,20,5,6,11,2,8,1.3,3,2,0,1,3,3,0,63,7.9,278,13:54:00,1,9,1,1,50,307,221,58.1,12.7,246,177,58.2,12.9,5.3,94.4,99.7,49.6,50.4,13:54:00,11:53:00,13,3,99,63.6,0,0,0,0.0
Mikhail Grabovski,2009,26,TOR,C,59,10,25,35,3,10,3.1,7,2,1,3,22,3,0,126,7.9,991,16:48:00,27,26,366,369,49.8,1033,780,57,3.7,747,581,56.3,2.9,8,90.2,98.1,56.1,43.9,16:48:00,14:02:00,30,40,239,52.7,0,0,0,0.0
Triston Grant,2009,25,NSH,LW,3,0,0,0,-1,9,-0.1,0,0,0,0,0,0,0,2,0,22,07:14:00,1,5,0,0,,16,18,47.1,-6.9,14,16,46.7,-8,0,92.3,92.3,72.7,27.3,07:14:00,07:06:00,0,1,3,66.7,0,0,0,0.0
Denis Grebeshkov,2009,26,TOT,D,51,7,14,21,-16,32,2.8,6,1,0,0,6,7,1,47,14.9,1092,21:24:00,55,43,1,0,100,741,889,45.5,-4.4,558,686,44.9,-5.5,6.8,91.4,98.1,47.5,52.5,20:55:00,16:41:00,15,61,111,42.3,0,0,0,0.0
Denis Grebeshkov,2009,26,EDM,D,47,6,13,19,-16,26,2.4,5,1,0,0,5,7,1,43,14,1026,21:49:00,51,38,1,0,100,741,889,45.5,-4.4,558,686,44.9,-5.5,6.8,91.4,98.1,47.5,52.5,20:55:00,16:41:00,15,61,111,42.3,0,0,0,0.0
Denis Grebeshkov,2009,26,NSH,D,4,1,1,2,0,6,0.4,1,0,0,0,1,0,0,4,25,66,16:28:00,4,5,0,0,,741,889,45.5,-4.4,558,686,44.9,-5.5,6.8,91.4,98.1,47.5,52.5,20:55:00,16:41:00,15,61,111,42.3,0,0,0,0.0
Mike Green,2009,24,WSH,D,75,19,57,76,39,54,13,9,10,0,4,31,25,1,205,9.3,1911,1900-01-01 01:29:00,105,133,0,0,,1509,1268,54.3,1.1,1049,972,51.9,-0.7,13.1,92.1,105.2,56.9,43.1,1900-01-01 01:29:00,18:12:00,44,73,435,47.1,2,0,2,0.0
Andy Greene,2009,27,NJD,D,78,6,31,37,9,14,8,2,4,0,4,19,11,1,86,7,1836,23:32:00,155,55,0,0,,1274,1229,50.9,-1.1,992,916,52,-0.6,7.4,93.4,100.8,59.8,40.2,23:31:00,19:02:00,34,59,208,41.3,0,0,0,0.0
Matt Greene,2009,26,LAK,D,75,2,7,9,4,83,2.9,2,0,0,1,7,0,0,57,3.5,1311,17:29:00,126,236,0,0,,922,875,51.3,-0.3,703,636,52.5,0.4,7.4,93,100.4,48.8,51.2,17:14:00,14:13:00,4,30,149,37.6,0,0,0,0.0
Mike Grier,2009,35,BUF,RW,73,10,12,22,-4,14,1.3,10,0,0,2,11,0,1,123,8.1,1153,15:48:00,43,94,20,32,38.5,800,832,49,-3.2,610,639,48.8,-3.7,6.8,92.7,99.5,48,52,15:34:00,12:46:00,22,25,198,61.6,0,0,0,0.0
Nicklas Grossmann,2009,25,DAL,D,71,0,7,7,-3,32,1.5,0,0,0,0,6,1,0,58,0,1362,19:11:00,100,150,0,1,0,1011,1165,46.5,-4.7,765,879,46.5,-4.7,9.1,90.3,99.3,43.4,56.6,19:11:00,16:51:00,12,33,108,53.7,0,0,0,0.0
Nate Guenin,2009,27,PIT,D,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0,27,13:32:00,2,10,0,0,,26,23,53.1,8.3,17,16,51.5,5.1,0,80,80,41.7,58.3,13:32:00,12:19:00,0,2,5,20,0,0,0,0.0
Bill Guerin,2009,39,PIT,RW,78,21,24,45,-9,75,4.2,10,11,0,4,17,7,0,227,9.3,1367,17:32:00,13,77,14,14,50,1066,901,54.2,2.8,811,654,55.4,2.8,8.5,88.9,97.5,59.6,40.4,17:18:00,12:55:00,9,38,373,60.1,3,0,3,0.0
Ben Guite,2009,31,NSH,C,6,0,0,0,-3,4,-0.2,0,0,0,0,0,0,0,5,0,51,08:30:00,4,14,15,19,44.1,22,45,32.8,-24.4,18,38,32.1,-22.8,0,88.5,88.5,48.5,51.5,08:30:00,07:10:00,1,1,9,55.6,0,0,0,0.0
