,Player,Season,Age,Tm,Pos,GP,G,A,PTS,PlusMinus,PIM,PS,EV_A,PP_A,SH_A,GW,EV_A,PP_A,SH_A,S,S_Pct,TOI,ATOI,BLK,HIT,FOW,FOL,FO_Pct,CF,CA,CF_Pct,CF_Pct_rel,FF,FA,FF_Pct,FF_Pct_rel,oiSH_Pct,oiSV_Pct,PDO,oZS_Pct,dZS_Pct,TOI/60,TOI(EV),TK,GV,SAtt.,Thru_Pct,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
441,Brett Kulak,2014,21,CGY,D,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,0.0,20,19:31:00,0,0,0,0,0.0,15,9,62.5,0.0,11,7,61.1,0.0,12.5,83.3,95.8,100.0,0.0,19:31:00,18:04:00,0,2,2,0.0,0,0,0,0.0
442,Nikolai Kulemin,2014,28,NYI,LW,82,15,16,31,7,21,3.3,12,0,3,0,15,0,1,115,13.0,1219,14:52:00,58,129,7,17,29.2,1032,950,52.1,-1.3,747,665,52.9,-1.7,7.8,91.9,99.7,49.1,50.9,14:52:00,12:45:00,53,29,212,54.2,1,0,1,0.0
443,Dmitry Kulikov,2014,24,FLA,D,73,3,19,22,0,48,4.3,2,1,0,0,13,5,1,83,3.6,1556,21:19:00,105,114,0,0,0.0,1109,1086,50.5,-2.1,852,830,50.7,-1.3,7.6,91.8,99.5,43.4,56.6,21:19:00,17:12:00,17,26,183,45.4,1,0,1,0.0
444,Chris Kunitz,2014,35,PIT,LW,74,17,23,40,2,56,4.3,7,9,1,5,16,7,0,170,10.0,1324,17:53:00,29,211,7,6,53.8,1171,884,57.0,5.6,877,667,56.8,5.3,7.4,91.8,99.3,59.0,41.0,17:53:00,14:39:00,31,24,304,55.9,2,0,2,0.0
445,Evgeny Kuznetsov,2014,22,WSH,C,80,11,26,37,10,24,4.0,7,4,0,1,17,9,0,127,8.7,1066,13:20:00,15,43,304,377,44.6,831,833,49.9,-2.1,593,617,49.0,-3.5,9.5,94.1,103.6,56.4,43.6,13:20:00,11:50:00,32,24,229,55.0,9,5,4,55.6
446,Andrew Ladd,2014,29,WPG,LW,81,24,38,62,9,72,7.4,15,9,0,6,27,10,1,224,10.7,1626,20:04:00,38,212,7,13,35.0,1235,1038,54.3,2.5,882,778,53.1,1.7,8.5,92.5,101.0,55.3,44.7,20:03:00,14:56:00,26,50,382,58.6,10,2,8,20.0
447,Brooks Laich,2014,31,WSH,C,66,7,13,20,-2,24,1.3,7,0,0,2,11,1,1,106,6.6,972,14:43:00,53,107,87,111,43.9,738,760,49.3,-2.4,514,536,49.0,-2.7,8.0,91.8,99.7,45.8,54.2,14:43:00,11:59:00,25,25,171,62.0,1,1,0,100.0
448,Anton Lander,2014,23,EDM,C,38,6,14,20,-12,14,1.6,2,4,0,2,11,3,0,61,9.8,570,15:01:00,12,59,226,225,50.1,436,448,49.3,2.9,333,341,49.4,3.0,7.0,88.4,95.3,48.8,51.2,15:01:00,12:05:00,8,18,88,69.3,2,0,2,0.0
449,Gabriel Landeskog,2014,22,COL,LW,82,23,36,59,-2,79,6.6,15,8,0,2,27,9,0,214,10.7,1517,18:30:00,73,169,16,29,35.6,1195,1264,48.6,7.0,874,905,49.1,6.6,9.3,90.5,99.8,43.9,56.1,18:30:00,15:19:00,52,34,349,61.3,3,1,2,33.3
450,Maxim Lapierre,2014,29,TOT,C,80,2,9,11,-15,32,-0.6,2,0,0,0,9,0,0,86,2.3,857,10:43:00,36,151,307,273,52.9,492,633,43.7,-10.8,367,457,44.5,-10.9,5.7,90.9,96.6,40.0,60.0,10:43:00,08:42:00,11,8,132,65.2,0,0,0,0.0
451,Adam Larsson,2014,22,NJD,D,64,3,21,24,2,34,5.0,3,0,0,1,18,0,3,91,3.3,1342,20:58:00,124,93,0,0,0.0,831,960,46.4,-0.2,623,715,46.6,0.8,7.8,93.1,100.9,38.0,62.0,20:58:00,17:21:00,21,30,182,50.5,0,0,0,0.0
452,Johan Larsson,2014,22,BUF,LW,39,6,10,16,0,12,1.6,5,1,0,0,7,3,0,50,12.0,566,14:31:00,19,59,150,191,44.0,396,548,41.9,4.6,296,406,42.2,2.6,6.6,94.7,101.3,46.2,53.8,14:31:00,13:09:00,10,12,88,56.8,0,0,0,0.0
453,Brian Lashoff,2014,24,DET,D,11,0,2,2,4,6,0.7,0,0,0,0,2,0,0,7,0.0,146,13:17:00,14,7,0,0,0.0,113,113,50.0,-0.8,86,79,52.1,2.2,9.8,96.9,106.8,68.3,31.7,13:17:00,11:51:00,3,2,12,58.3,0,0,0,0.0
454,Michael Latta,2014,23,WSH,C,53,0,6,6,4,68,0.1,0,0,0,0,6,0,0,24,0.0,444,08:23:00,14,91,160,175,47.8,365,352,50.9,0.0,271,240,53.0,1.9,6.1,95.6,101.7,48.6,51.4,08:23:00,08:07:00,15,11,51,47.1,1,0,1,0.0
455,Scott Laughton,2014,20,PHI,C,31,2,4,6,-1,17,0.2,2,0,0,0,3,1,0,51,3.9,394,12:43:00,11,58,134,141,48.7,282,331,46.0,-3.6,203,248,45.0,-5.2,7.3,93.4,100.7,50.3,49.7,12:43:00,11:25:00,11,12,89,57.3,1,0,1,0.0
456,Oliver Lauridsen,2014,25,PHI,D,1,0,0,0,-1,10,-0.1,0,0,0,0,0,0,0,2,0.0,10,10:26:00,0,2,0,0,0.0,10,7,58.8,26.3,6,6,50.0,24.1,0.0,80.0,80.0,42.9,57.1,10:26:00,09:05:00,0,1,3,66.7,0,0,0,0.0
457,Curtis Lazar,2014,19,OTT,C,67,6,9,15,1,14,0.8,6,0,0,0,9,0,0,92,6.5,864,12:54:00,40,167,129,144,47.3,752,731,50.7,0.6,552,559,49.7,1.3,8.3,92.1,100.4,48.4,51.6,12:54:00,12:15:00,24,13,165,55.8,0,0,0,0.0
458,Vincent Lecavalier,2014,34,PHI,C,57,8,12,20,-7,36,1.6,7,1,0,0,9,3,0,103,7.8,721,12:39:00,15,40,95,96,49.7,525,583,47.4,-2.5,384,427,47.3,-1.0,8.5,90.6,99.0,59.0,41.0,12:39:00,10:43:00,11,16,187,55.1,4,0,4,0.0
459,Nick Leddy,2014,23,NYI,D,78,10,27,37,18,14,7.7,9,1,0,1,15,11,1,120,8.3,1588,20:22:00,90,73,0,0,0.0,1455,1174,55.3,3.6,1057,809,56.6,3.8,8.1,92.5,100.6,54.5,45.5,20:22:00,17:03:00,39,42,236,50.8,0,0,0,0.0
460,Anders Lee,2014,24,NYI,C,76,25,16,41,9,33,5.9,20,5,0,6,15,1,0,197,12.7,1094,14:24:00,29,169,1,0,100.0,1049,873,54.6,2.1,785,616,56.0,2.6,8.9,90.2,99.1,58.7,41.3,14:24:00,12:06:00,23,23,303,65.0,0,0,0,0.0
461,David Legwand,2014,34,OTT,C,80,9,18,27,1,32,2.1,3,6,0,0,10,6,2,91,9.9,1112,13:54:00,25,43,451,507,47.1,687,707,49.3,-1.4,492,549,47.3,-2.0,7.3,94.3,101.6,43.4,56.6,13:54:00,09:53:00,30,25,162,56.2,1,0,1,0.0
462,Jori Lehtera,2014,27,STL,C,75,14,30,44,21,48,5.3,11,2,1,2,24,5,1,103,13.6,1216,16:13:00,34,42,541,513,51.3,923,847,52.1,0.2,672,593,53.1,-0.2,11.3,92.2,103.5,58.6,41.4,16:13:00,13:29:00,40,16,173,59.5,1,1,0,100.0
463,Josh Leivo,2014,21,TOR,LW,9,1,0,1,-1,4,0.1,1,0,0,0,0,0,0,10,10.0,69,07:39:00,0,5,0,2,0.0,65,60,52.0,7.2,53,39,57.6,11.4,7.3,88.6,95.9,58.7,41.3,07:39:00,07:33:00,7,0,16,62.5,0,0,0,0.0
464,Jordan Leopold,2014,34,TOT,D,43,1,3,4,-6,19,0.5,0,1,0,0,3,0,0,39,2.6,642,14:55:00,50,33,0,0,0.0,459,569,44.6,-4.5,342,420,44.9,-5.0,5.5,94.3,99.8,45.9,54.1,14:55:00,14:13:00,9,8,72,54.2,0,0,0,0.0
465,Bryan Lerg,2014,29,SJS,C,2,1,0,1,-1,0,0.1,1,0,0,1,0,0,0,8,12.5,25,12:36:00,0,3,4,0,100.0,29,20,59.2,0.0,20,15,57.1,0.0,6.3,84.6,90.9,35.3,64.7,12:36:00,11:34:00,0,1,9,88.9,0,0,0,0.0
466,Lucas Lessio,2014,22,ARI,LW,26,2,3,5,-10,8,-0.1,2,0,0,0,3,0,0,44,4.5,332,12:45:00,6,59,0,2,0.0,284,293,49.2,1.6,223,217,50.7,3.0,4.2,89.6,93.8,56.8,43.2,12:45:00,12:09:00,7,7,63,69.8,2,1,1,50.0
467,Kris Letang,2014,27,PIT,D,69,11,43,54,12,79,10.1,8,2,1,1,21,22,0,197,5.6,1759,1900-01-01 01:29:00,117,131,0,1,0.0,1396,1095,56.0,4.5,1032,801,56.3,4.6,8.6,92.1,100.7,56.1,43.9,1900-01-01 01:29:00,18:52:00,39,60,382,51.6,5,2,3,40.0
468,Mark Letestu,2014,29,CBJ,C,54,7,6,13,-9,0,0.6,6,0,1,1,5,1,0,63,11.1,720,13:20:00,24,51,319,284,52.9,382,525,42.1,-8.5,290,408,41.5,-8.7,7.1,91.3,98.4,42.7,57.3,13:20:00,10:09:00,21,7,101,62.4,6,2,4,33.3
469,Trevor Lewis,2014,28,LAK,C,73,9,16,25,8,14,2.5,8,0,1,2,16,0,0,143,6.3,1030,14:06:00,17,189,66,98,40.2,868,690,55.7,1.2,640,508,55.7,1.9,6.7,93.3,100.0,58.0,42.0,14:07:00,12:21:00,16,7,218,65.1,1,0,1,0.0
470,John-Michael Liles,2014,34,CAR,D,57,2,20,22,-9,14,3.9,2,0,0,0,13,7,0,90,2.2,1091,19:09:00,74,71,0,0,0.0,948,769,55.2,1.7,696,569,55.0,2.4,5.8,91.0,96.8,54.7,45.3,19:09:00,16:39:00,19,38,194,46.4,0,0,0,0.0
471,Oscar Lindberg,2014,23,NYR,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,8,08:18:00,0,3,2,3,40.0,10,6,62.5,5.9,7,5,58.3,4.6,0.0,100.0,100.0,100.0,0.0,08:18:00,08:18:00,0,1,3,66.7,0,0,0,0.0
472,Matt Lindblad,2014,24,BOS,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,16,07:46:00,0,2,0,5,0.0,11,3,78.6,20.4,9,3,75.0,14.0,0.0,100.0,100.0,64.3,35.7,07:46:00,06:47:00,0,0,5,60.0,0,0,0,0.0
473,Petteri Lindbohm,2014,21,STL,D,23,2,1,3,-1,26,0.8,2,0,0,0,1,0,0,32,6.3,358,15:34:00,22,26,0,0,0.0,295,281,51.2,-0.6,209,202,50.9,-2.3,7.1,91.7,98.8,50.7,49.3,15:34:00,15:12:00,6,3,53,60.4,0,0,0,0.0
474,Elias Lindholm,2014,20,CAR,C,81,17,22,39,-23,14,3.6,13,4,0,4,11,11,0,170,10.0,1330,16:25:00,30,106,115,105,52.3,1172,984,54.4,3.1,857,738,53.7,2.8,5.5,89.3,94.9,58.1,41.9,16:25:00,13:39:00,36,42,302,56.3,5,2,3,40.0
475,Hampus Lindholm,2014,21,ANA,D,78,7,27,34,25,32,7.7,7,0,0,1,21,6,0,107,6.5,1697,21:46:00,77,59,0,4,0.0,1330,1280,51.0,0.4,997,989,50.2,-1.5,10.5,93.5,104.0,49.2,50.8,21:46:00,17:57:00,29,68,235,45.5,0,0,0,0.0
476,Joakim Lindstrom,2014,31,TOT,C,53,4,6,10,-15,12,0.0,2,2,0,0,3,3,0,61,6.6,576,10:53:00,5,14,7,16,30.4,465,451,50.8,1.9,339,343,49.7,0.6,3.2,90.8,94.0,48.7,51.3,10:53:00,0.4166666666666667,20,13,117,51.3,0,0,0,0.0
477,Bryan Little,2014,27,WPG,C,70,24,28,52,8,24,6.6,14,9,1,3,19,9,0,148,16.2,1394,19:55:00,32,55,759,780,49.3,1044,884,54.1,1.4,757,660,53.4,1.3,8.2,92.9,101.0,55.2,44.8,19:54:00,14:32:00,25,22,269,54.6,9,2,7,22.2
478,Ben Lovejoy,2014,30,TOT,D,60,2,12,14,-4,25,2.2,2,0,0,0,10,0,2,86,2.3,1166,19:26:00,105,170,0,0,0.0,1001,925,52.0,-0.1,743,655,53.1,0.7,5.9,92.1,98.1,49.6,50.4,19:26:00,17:12:00,15,22,175,49.1,0,0,0,0.0
479,Keegan Lowe,2014,21,CAR,D,2,0,0,0,-2,10,-0.1,0,0,0,0,0,0,0,0,0.0,28,13:51:00,4,3,0,0,0.0,16,37,30.2,-25.2,7,28,20.0,-41.5,0.0,89.5,89.5,55.0,45.0,13:51:00,13:51:00,2,0,4,0.0,0,0,0,0.0
480,Adam Lowry,2014,21,WPG,LW,80,11,12,23,1,46,2.0,10,0,1,2,9,3,0,104,10.6,1100,13:45:00,32,255,406,453,47.3,919,771,54.4,2.3,659,580,53.2,1.7,7.1,91.8,98.9,54.0,46.0,13:45:00,12:25:00,24,14,185,56.2,0,0,0,0.0
481,Milan Lucic,2014,26,BOS,LW,81,18,26,44,13,81,5.3,16,2,0,4,20,6,0,141,12.8,1325,16:21:00,23,259,34,40,45.9,1166,1098,51.5,-0.8,849,870,49.4,-2.3,9.5,93.8,103.3,55.1,44.9,16:21:00,14:21:00,31,46,275,51.3,2,0,2,0.0
482,Joffrey Lupul,2014,31,TOR,LW,55,10,11,21,-10,26,1.7,8,2,0,1,10,1,0,97,10.3,852,15:29:00,20,78,4,2,66.7,621,798,43.8,-2.6,482,608,44.2,-1.2,10.4,90.5,100.9,40.9,59.1,15:29:00,13:18:00,36,22,170,57.1,4,2,2,50.0
483,Olli Maatta,2014,20,PIT,D,20,1,8,9,1,10,1.6,1,0,0,0,6,2,0,27,3.7,414,20:43:00,33,18,0,0,0.0,323,308,51.2,3.3,238,230,50.9,2.2,8.7,91.2,100.0,51.9,48.1,20:43:00,17:05:00,3,11,56,48.2,0,0,0,0.0
484,Clarke MacArthur,2014,29,OTT,LW,62,16,20,36,-6,36,3.8,10,6,0,5,16,4,0,140,11.4,1054,17:00:00,17,70,8,13,38.1,814,802,50.4,1.0,590,647,47.7,0.2,8.9,91.9,100.8,49.1,50.9,17:00:00,13:41:00,31,36,244,57.4,1,0,1,0.0
485,Andrew MacDonald,2014,28,PHI,D,58,2,10,12,-5,41,2.0,1,1,0,0,6,4,0,62,3.2,1161,20:01:00,86,35,0,0,0.0,859,887,49.2,-1.0,615,668,47.9,-2.2,6.7,92.5,99.1,53.8,46.2,20:01:00,0.7083333333333334,12,25,152,40.8,0,0,0,0.0
486,Derek MacKenzie,2014,33,FLA,C,82,5,6,11,-17,45,-0.6,4,1,0,0,6,0,0,72,6.9,1021,12:27:00,51,273,543,479,53.1,655,703,48.2,-3.8,479,533,47.3,-4.5,4.1,91.6,95.7,46.5,53.5,12:27:00,09:50:00,26,12,124,58.1,1,1,0,100.0
487,Nathan MacKinnon,2014,19,COL,C,64,14,24,38,-7,34,3.7,11,3,0,2,20,4,0,192,7.3,1091,17:03:00,41,43,201,227,47.0,918,937,49.5,7.5,689,692,49.9,7.2,7.8,90.6,98.4,49.1,50.9,17:03:00,14:30:00,45,38,323,59.4,9,6,3,66.7
488,Andrew MacWilliam,2014,24,TOR,D,12,0,2,2,-6,12,-0.1,0,0,0,0,2,0,0,5,0.0,185,15:24:00,20,35,0,1,0.0,107,159,40.2,-8.4,81,124,39.5,-7.6,3.3,91.5,94.8,38.7,61.3,15:24:00,12:33:00,2,4,13,38.5,0,0,0,0.0
489,Manny Malhotra,2014,34,MTL,C,58,1,3,4,-6,12,-0.8,1,0,0,1,3,0,0,46,2.2,629,10:51:00,62,37,537,367,59.4,292,552,34.6,-15.7,204,366,35.8,-14.4,4.7,94.9,99.6,18.2,81.8,10:51:00,08:25:00,14,23,79,58.2,0,0,0,0.0
490,Evgeni Malkin,2014,28,PIT,C,69,28,42,70,-2,60,8.8,19,9,0,4,25,17,0,212,13.2,1309,18:58:00,18,24,322,427,43.0,1132,909,55.5,4.2,827,692,54.4,2.4,8.8,91.6,100.5,56.9,43.1,18:58:00,15:14:00,45,53,387,54.8,6,1,5,16.7
491,Brad Malone,2014,25,CAR,C,65,7,8,15,-8,74,1.3,7,0,0,2,8,0,0,65,10.8,660,10:09:00,16,162,30,19,61.2,470,575,45.0,-7.3,362,419,46.4,-6.0,7.1,90.7,97.8,43.6,56.4,10:09:00,09:32:00,16,19,117,54.7,0,0,0,0.0
492,Ryan Malone,2014,35,NYR,LW,6,0,0,0,-4,4,-0.3,0,0,0,0,0,0,0,6,0.0,60,10:02:00,2,14,1,0,100.0,50,36,58.1,5.7,36,27,57.1,6.6,0.0,82.6,82.6,52.6,47.4,10:02:00,07:48:00,0,3,8,75.0,0,0,0,0.0
493,Brandon Manning,2014,24,PHI,D,11,0,3,3,3,7,0.7,0,0,0,0,3,0,0,10,0.0,189,17:10:00,13,19,0,0,0.0,138,131,51.3,4.2,104,92,53.1,6.1,7.3,94.6,101.9,45.7,54.3,17:10:00,14:21:00,0,6,24,41.7,0,0,0,0.0
494,Josh Manson,2014,23,ANA,D,28,0,3,3,1,31,0.7,0,0,0,0,3,0,0,26,0.0,516,18:26:00,24,44,0,0,0.0,464,401,53.6,5.1,344,302,53.3,4.4,6.4,93.2,99.6,50.3,49.7,18:26:00,16:38:00,9,17,55,47.3,0,0,0,0.0
495,Brad Marchand,2014,26,BOS,LW,77,24,18,42,5,95,5.5,20,2,2,5,17,0,1,180,13.3,1301,16:54:00,28,72,13,19,40.6,1234,924,57.2,7.3,899,693,56.5,7.9,7.7,89.9,97.6,50.1,49.9,16:54:00,14:25:00,52,45,312,57.7,8,2,6,25.0
496,Alexey Marchenko,2014,23,DET,D,13,1,1,2,1,2,0.6,1,0,0,0,1,0,0,7,14.3,201,15:26:00,10,9,0,0,0.0,178,127,58.4,8.6,126,93,57.5,8.8,6.6,91.9,98.5,64.3,35.7,15:26:00,14:34:00,4,4,19,36.8,0,0,0,0.0
497,Jonathan Marchessault,2014,24,TBL,C,2,1,0,1,1,0,0.2,1,0,0,0,0,0,0,3,33.3,24,11:57:00,0,4,1,2,33.3,20,22,47.6,1.6,16,21,43.2,-5.7,16.7,93.3,110.0,25.0,75.0,11:57:00,11:10:00,1,0,5,60.0,0,0,0,0.0
498,Martin Marincin,2014,22,EDM,D,41,1,4,5,-4,16,1.2,1,0,0,0,4,0,0,38,2.6,765,18:39:00,59,17,1,0,100.0,632,656,49.1,0.5,445,476,48.3,-0.6,5.8,92.7,98.6,43.1,56.9,18:39:00,16:49:00,16,38,114,33.3,1,1,0,100.0
499,Andrei Markov,2014,36,MTL,D,81,10,40,50,22,38,10.7,6,4,0,1,18,21,1,135,7.4,2018,1900-01-01 00:55:00,173,53,0,0,0.0,1547,1497,50.8,4.0,1111,1067,51.0,3.8,9.6,93.2,102.8,48.9,51.1,1900-01-01 00:55:00,19:09:00,46,79,327,41.3,1,0,1,0.0
500,Patrick Marleau,2014,35,SJS,LW,82,19,38,57,-17,12,5.1,12,7,0,4,21,17,0,233,8.2,1606,19:35:00,26,83,139,182,43.3,1274,1223,51.0,-0.1,929,906,50.6,-0.4,7.8,90.1,97.9,49.8,50.2,19:34:00,14:50:00,42,74,397,57.2,6,1,5,16.7
501,Pat Maroon,2014,26,ANA,LW,71,9,25,34,-5,82,2.8,8,1,0,1,19,6,0,120,7.5,1014,14:17:00,10,120,7,14,33.3,820,752,52.2,0.9,633,552,53.4,2.1,9.0,89.8,98.8,49.8,50.2,14:17:00,11:57:00,16,25,202,59.4,0,0,0,0.0
502,Matt Martin,2014,25,NYI,LW,78,8,6,14,-4,114,0.7,8,0,0,2,6,0,0,90,8.9,879,11:16:00,36,382,5,5,50.0,743,712,51.1,-2.6,560,498,52.9,-1.9,6.4,91.4,97.8,45.1,54.9,11:16:00,10:57:00,24,27,142,63.4,0,0,0,0.0
503,Paul Martin,2014,33,PIT,D,74,3,17,20,17,20,5.7,3,0,0,0,16,1,0,61,4.9,1687,22:47:00,139,60,0,0,0.0,1288,1138,53.1,-0.6,969,827,54.0,0.3,8.2,93.2,101.4,52.1,47.9,22:47:00,18:34:00,24,37,162,37.0,0,0,0,0.0
504,Alec Martinez,2014,27,LAK,D,56,6,16,22,9,10,5.0,5,1,0,1,13,3,0,103,5.8,1116,19:56:00,117,95,0,0,0.0,887,797,52.7,-2.8,650,596,52.2,-2.7,9.5,92.2,101.8,49.5,50.5,19:55:00,16:19:00,11,38,233,44.6,0,0,0,0.0
505,Jordan Martinook,2014,22,ARI,C,8,0,1,1,-3,0,-0.1,0,0,0,0,1,0,0,8,0.0,94,11:42:00,2,14,1,0,100.0,108,80,57.4,5.9,82,58,58.6,7.5,6.4,86.7,93.0,60.0,40.0,11:42:00,10:55:00,2,0,22,36.4,0,0,0,0.0
506,Stefan Matteau,2014,20,NJD,LW,7,1,0,1,0,4,0.1,1,0,0,0,0,0,0,8,12.5,83,11:52:00,1,19,0,0,0.0,49,66,42.6,-8.2,41,54,43.2,-5.2,3.2,97.5,100.7,40.0,60.0,11:52:00,11:51:00,2,3,15,66.7,0,0,0,0.0
507,Shawn Matthias,2014,26,VAN,C,78,18,9,27,-3,16,3.2,17,1,0,0,8,0,1,132,13.6,1022,13:06:00,33,65,85,102,45.5,782,859,47.7,-2.3,585,628,48.2,-2.7,8.3,91.8,100.1,49.5,50.5,13:06:00,11:41:00,35,18,213,61.5,0,0,0,0.0
508,Jamie McBain,2014,26,LAK,D,26,3,6,9,4,4,2.0,2,1,0,0,4,2,0,18,16.7,330,12:41:00,28,21,0,0,0.0,272,238,53.3,-1.5,212,181,53.9,-0.8,10.9,90.3,101.2,68.6,31.4,12:41:00,10:56:00,3,6,60,30.0,0,0,0,0.0
509,Jake McCabe,2014,21,BUF,D,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,22,11:08:00,1,4,0,0,0.0,15,20,42.9,15.2,10,18,35.7,3.0,0.0,100.0,100.0,46.7,53.3,11:08:00,10:18:00,0,0,3,66.7,0,0,0,0.0
510,Jay McClement,2014,31,CAR,C,82,7,14,21,-7,17,1.4,7,0,0,2,14,0,0,68,10.3,1113,13:35:00,53,79,549,441,55.5,695,910,43.3,-11.1,523,651,44.5,-9.1,9.9,90.2,100.1,38.9,61.1,13:35:00,11:04:00,42,14,121,56.2,1,0,1,0.0
511,Cody McCormick,2014,31,BUF,C,33,1,3,4,-9,40,-0.4,0,0,1,0,3,0,0,31,3.2,387,11:43:00,29,77,147,144,50.5,188,347,35.1,-1.8,134,241,35.7,-1.1,5.1,91.4,96.4,31.4,68.6,11:43:00,09:27:00,3,10,55,56.4,0,0,0,0.0
512,Ryan McDonagh,2014,25,NYR,D,71,8,25,33,23,26,7.3,5,3,0,2,13,9,3,148,5.4,1642,23:08:00,139,77,0,0,0.0,1196,1227,49.4,-1.3,891,900,49.7,-0.9,10.8,92.2,103.0,45.7,54.3,23:08:00,18:12:00,40,60,276,53.6,0,0,0,0.0
513,Colin McDonald,2014,30,NYI,RW,18,2,6,8,-3,0,0.7,2,0,0,0,6,0,0,29,6.9,189,10:30:00,6,72,2,2,50.0,179,179,50.0,-2.2,133,129,50.8,-2.1,9.0,87.2,96.2,44.8,55.2,10:30:00,10:22:00,2,5,48,60.4,0,0,0,0.0
514,Jamie McGinn,2014,26,COL,LW,19,4,2,6,-9,6,0.3,3,1,0,0,2,0,0,36,11.1,281,14:46:00,7,29,1,0,100.0,177,268,39.8,-5.5,140,204,40.7,-5.1,8.1,88.9,97.0,46.4,53.6,14:46:00,12:41:00,9,7,51,70.6,0,0,0,0.0
515,Tye McGinn,2014,24,TOT,LW,51,2,5,7,0,21,0.2,2,0,0,0,5,0,0,60,3.3,515,10:06:00,17,71,1,1,50.0,449,497,47.5,-1.8,301,354,46.0,-2.5,6.0,94.0,100.0,50.2,49.8,10:06:00,09:56:00,8,11,119,50.4,0,0,0,0.0
516,Brian McGrattan,2014,33,CGY,RW,8,0,0,0,-2,4,-0.2,0,0,0,0,0,0,0,10,0.0,53,06:38:00,1,11,0,0,0.0,46,61,43.0,0.3,35,41,46.1,2.2,0.0,92.6,92.6,52.8,47.2,06:38:00,06:22:00,3,0,15,66.7,0,0,0,0.0
517,Dylan McIlrath,2014,22,NYR,D,1,0,0,0,0,9,0.0,0,0,0,0,0,0,0,0,0.0,8,08:02:00,3,2,0,0,0.0,11,6,64.7,14.2,10,3,76.9,31.9,0.0,100.0,100.0,42.9,57.1,08:02:00,07:46:00,0,1,0,0.0,0,0,0,0.0
518,Greg McKegg,2014,22,TOR,C,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,28,09:11:00,2,3,17,16,51.5,16,31,34.0,-11.1,13,22,37.1,-6.9,0.0,100.0,100.0,36.8,63.2,09:11:00,09:04:00,0,0,1,100.0,0,0,0,0.0
519,Curtis McKenzie,2014,23,DAL,LW,36,4,1,5,-8,48,-0.1,4,0,0,0,1,0,0,41,9.8,415,11:32:00,13,85,3,5,37.5,397,382,51.0,-2.5,282,290,49.3,-3.3,4.2,92.6,96.8,54.3,45.7,11:32:00,11:26:00,10,13,77,53.2,0,0,0,0.0
520,Cody McLeod,2014,30,COL,LW,82,7,5,12,-2,191,0.5,6,0,1,2,5,0,0,94,7.4,917,11:11:00,43,268,1,8,11.1,527,799,39.7,-4.9,413,582,41.5,-3.6,8.2,93.1,101.3,45.6,54.4,11:11:00,09:15:00,11,6,134,70.1,0,0,0,0.0
521,Brandon McMillan,2014,24,TOT,C,58,1,3,4,-19,16,-1.2,1,0,0,0,3,0,0,51,2.0,607,10:28:00,23,91,10,13,43.5,431,497,46.4,-1.9,307,365,45.7,-2.3,4.0,89.8,93.8,35.4,64.6,10:28:00,09:03:00,15,2,102,50.0,0,0,0,0.0
522,Brayden McNabb,2014,24,LAK,D,71,2,22,24,11,52,5.0,2,0,0,1,17,5,0,74,2.7,1129,15:54:00,56,175,1,0,100.0,994,755,56.8,3.8,747,593,55.7,3.5,7.6,92.8,100.4,59.7,40.3,15:54:00,14:02:00,12,45,197,38.1,0,0,0,0.0
523,Adam McQuaid,2014,28,BOS,D,63,1,6,7,-2,85,1.8,1,0,0,0,6,0,0,60,1.7,1161,18:26:00,91,141,0,1,0.0,876,911,49.0,-3.9,639,671,48.8,-2.7,6.5,93.3,99.8,49.1,50.9,18:26:00,16:24:00,7,22,135,44.4,0,0,0,0.0
524,Jayson Megna,2014,24,PIT,C,12,0,1,1,-2,14,-0.2,0,0,0,0,1,0,0,13,0.0,132,11:02:00,8,40,0,0,0.0,97,114,46.0,-7.0,63,84,42.9,-9.5,4.3,94.1,98.5,37.1,62.9,11:02:00,10:30:00,3,4,23,56.5,0,0,0,0.0
525,Jonathon Merrill,2014,22,NJD,D,66,2,12,14,-14,24,2.4,0,2,0,0,9,2,1,47,4.3,1357,20:33:00,89,59,0,0,0.0,809,974,45.4,-1.1,623,755,45.2,-0.8,6.9,92.1,99.0,47.0,53.0,20:32:00,17:42:00,18,32,115,40.9,0,0,0,0.0
526,Andrej Meszaros,2014,29,BUF,D,60,7,7,14,-13,36,2.7,6,1,0,1,7,0,0,67,10.4,1074,17:54:00,94,67,0,0,0.0,695,1082,39.1,0.9,541,799,40.4,0.8,8.6,91.9,100.6,48.1,51.9,17:53:00,15:28:00,8,18,139,48.2,0,0,0,0.0
527,Marc Methot,2014,29,OTT,D,45,1,10,11,22,18,3.9,1,0,0,0,10,0,0,49,2.0,1020,22:40:00,70,94,0,1,0.0,931,799,53.8,3.3,676,608,52.6,3.4,9.6,94.4,104.0,54.7,45.3,22:40:00,20:40:00,12,24,91,53.8,0,0,0,0.0
