,Player,Season,Age,Tm,Pos,GP,G,A,PTS,PlusMinus,PIM,PS,EV_A,PP_A,SH_A,GW,EV_A,PP_A,SH_A,S,S_Pct,TOI,ATOI,BLK,HIT,FOW,FOL,FO_Pct,CF,CA,CF_Pct,CF_Pct_rel,FF,FA,FF_Pct,FF_Pct_rel,oiSH_Pct,oiSV_Pct,PDO,oZS_Pct,dZS_Pct,TOI/60,TOI(EV),TK,GV,SAtt.,Thru_Pct,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
446,David Krejci,2019,33,BOS,C,61,13,30,43,14,23,4.5,10,3,0,3,19,11,0,83,15.7,1048,17:10:00,32,37,370,367,50.2,879,870,50.3,0.1,668,665,50.1,-0.4,9.4,93.7,103.1,59.4,40.6,17:10:00,15:01:00,31,37,163,50.9,2.0,0.0,2.0,0.0
447,Torey Krug,2019,28,BOS,D,61,9,40,49,-4,33,6.7,7,2,0,4,14,26,0,144,6.3,1250,20:29:00,48,36,0,0,0.0,1048,836,55.6,6.3,769,650,54.2,4.3,8.2,89.2,97.5,68.4,31.6,20:29:00,16:21:00,22,48,273,52.7,0.0,0.0,0.0,0.0
448,Dominik Kubalík,2019,24,CHI,LW,68,30,16,46,2,16,6.1,26,4,0,3,12,4,0,157,19.1,977,14:22:00,17,79,6,13,31.6,848,836,50.4,2.3,645,627,50.7,3.3,11.1,89.8,101.0,49.1,50.9,14:22:00,12:22:00,23,25,270,58.1,0.0,0.0,0.0,0.0
449,Nikita Kucherov,2019,26,TBL,RW,68,33,52,85,26,38,10.5,29,4,0,6,31,21,0,210,15.7,1283,18:52:00,19,37,0,1,0.0,1134,887,56.1,6.0,860,682,55.8,6.6,12.1,92.1,104.2,59.8,40.2,18:52:00,14:55:00,30,59,386,54.4,4.0,1.0,3.0,25.0
450,Karson Kuhlman,2019,24,BOS,C,25,1,5,6,3,13,0.3,0,1,0,0,5,0,0,45,2.2,313,12:32:00,8,36,1,3,25.0,294,243,54.7,3.1,229,181,55.9,4.4,3.5,97.7,101.2,60.0,40.0,12:32:00,11:46:00,2,5,75,60.0,0.0,0.0,0.0,0.0
451,Tom Kuhnhackl,2019,28,NYI,RW,28,3,3,6,-4,2,0.3,3,0,0,1,2,0,1,28,10.7,316,11:18:00,22,31,0,0,0.0,233,328,41.5,-5.6,170,227,42.8,-4.5,5.3,90.8,96.2,49.0,51.0,11:18:00,09:44:00,4,11,46,60.9,0.0,0.0,0.0,0.0
452,Dean Kukan,2019,26,CBJ,D,33,1,4,5,-9,12,0.7,0,1,0,0,4,0,0,51,2.0,527,15:58:00,28,24,0,0,0.0,425,414,50.7,1.9,328,303,52.0,0.6,5.4,90.1,95.5,60.5,39.5,15:58:00,14:40:00,7,14,90,56.7,0.0,0.0,0.0,0.0
453,Brett Kulak,2019,26,MTL,D,56,0,7,7,-1,12,1.4,0,0,0,0,7,0,0,101,0.0,960,17:08:00,50,59,0,0,0.0,1003,768,56.6,1.8,743,586,55.9,1.6,7.1,90.6,97.7,50.8,49.2,17:08:00,16:47:00,13,36,189,53.4,0.0,0.0,0.0,0.0
454,Dmitry Kulikov,2019,29,WPG,D,51,2,8,10,-4,32,1.8,2,0,0,1,8,0,0,54,3.7,1021,20:01:00,77,104,0,0,0.0,898,865,50.9,1.3,669,670,50.0,1.6,7.2,91.7,99.0,54.4,45.6,20:01:00,18:31:00,16,55,141,38.3,0.0,0.0,0.0,0.0
455,Luke Kunin,2019,22,MIN,C,63,15,16,31,-10,55,2.6,14,0,1,1,14,2,0,128,11.7,974,15:28:00,54,64,210,262,44.5,732,883,45.3,-5.4,556,636,46.6,-4.1,8.8,89.3,98.1,43.5,56.5,15:28:00,13:15:00,9,15,238,53.8,1.0,0.0,1.0,0.0
456,Janne Kuokkanen,2019,21,NJD,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,12,12:04:00,0,3,0,0,0.0,4,8,33.3,-5.1,3,5,37.5,-10.5,0.0,80.0,80.0,33.3,66.7,12:04:00,11:51:00,0,1,0,0.0,0.0,0.0,0.0,0.0
457,Sean Kuraly,2019,27,BOS,C,69,6,17,23,-2,34,1.4,6,0,0,0,15,1,1,95,6.3,917,13:17:00,31,145,254,267,48.8,645,779,45.3,-6.8,507,597,45.9,-6.2,8.4,91.6,100.0,31.2,68.8,13:17:00,11:31:00,28,27,166,57.2,0.0,0.0,0.0,0.0
458,Evgeny Kuznetsov,2019,27,WSH,C,63,19,33,52,-2,40,5.1,13,6,0,0,27,6,0,129,14.7,1124,17:51:00,16,35,348,455,43.3,785,901,46.6,-7.1,598,714,45.6,-8.6,13.2,89.5,102.7,52.2,47.8,17:51:00,14:34:00,22,45,187,69.0,8.0,2.0,6.0,25.0
459,Oliver Kylington,2019,22,CGY,D,48,2,5,7,-6,16,1.2,2,0,0,0,5,0,0,37,5.4,658,13:42:00,34,36,0,0,0.0,579,628,48.0,-3.9,431,473,47.7,-3.3,6.2,92.3,98.5,54.0,46.0,13:42:00,13:14:00,8,29,96,38.5,0.0,0.0,0.0,0.0
460,Jordan Kyrou,2019,21,STL,C,28,4,5,9,1,8,0.9,4,0,0,0,4,1,0,39,10.3,305,10:54:00,8,8,2,3,40.0,280,227,55.2,3.0,224,169,57.0,3.8,8.2,89.8,98.0,60.6,39.4,10:52:00,10:13:00,13,6,66,59.1,0.0,0.0,0.0,0.0
461,Joel L'Esperance,2019,24,DAL,RW,3,1,0,1,0,2,0.2,1,0,0,0,0,0,0,2,50.0,22,07:21:00,1,1,0,1,0.0,13,12,52.0,3.3,8,11,42.1,-6.2,20.0,87.5,107.5,50.0,50.0,07:21:00,06:11:00,1,2,4,50.0,0.0,0.0,0.0,0.0
462,Kevin Labanc,2019,24,SJS,RW,70,14,19,33,-33,38,1.9,11,3,0,3,13,6,0,176,8.0,1125,16:04:00,24,46,2,10,16.7,997,823,54.8,6.3,726,632,53.5,5.0,6.6,86.0,92.6,53.2,46.8,16:04:00,13:09:00,33,33,304,57.9,3.0,1.0,2.0,33.3
463,Andrew Ladd,2019,34,NYI,LW,4,1,0,1,2,4,0.2,1,0,0,0,0,0,0,5,20.0,48,11:58:00,0,23,0,0,0.0,33,42,44.0,-9.2,27,35,43.5,-7.2,8.7,100.0,108.7,46.9,53.1,11:58:00,11:42:00,0,1,7,71.4,1.0,0.0,1.0,0.0
464,Paul Ladue,2019,27,LAK,D,2,0,1,1,0,0,0.1,0,0,0,0,1,0,0,2,0.0,26,12:48:00,3,2,0,0,0.0,26,20,56.5,-2.1,16,17,48.5,-10.1,0.0,100.0,100.0,75.0,25.0,12:48:00,12:33:00,1,1,6,33.3,0.0,0.0,0.0,0.0
465,Sam Lafferty,2019,24,PIT,C,50,6,7,13,5,23,1.3,6,0,0,1,7,0,0,56,10.7,481,09:37:00,17,95,117,119,49.6,351,386,47.6,-3.5,272,295,48.0,-3.5,7.9,95.0,103.0,36.3,63.7,09:37:00,08:57:00,17,12,85,65.9,0.0,0.0,0.0,0.0
466,William Lagesson,2019,23,EDM,D,8,0,0,0,-4,0,-0.2,0,0,0,0,0,0,0,8,0.0,95,11:52:00,12,4,0,0,0.0,79,84,48.5,-0.9,56,62,47.5,-2.0,4.9,87.0,91.8,46.3,53.7,11:52:00,10:31:00,0,7,19,42.1,0.0,0.0,0.0,0.0
467,Patrik Laine,2019,21,WPG,RW,68,28,35,63,8,22,7.1,20,8,0,1,27,8,0,226,12.4,1320,19:25:00,35,97,10,17,37.0,1029,1097,48.4,-0.7,786,890,46.9,-1.4,11.8,91.0,102.8,59.1,40.9,19:25:00,16:07:00,41,57,416,54.3,5.0,2.0,3.0,40.0
468,Maxime Lajoie,2019,22,OTT,D,6,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,47,07:49:00,3,2,0,0,0.0,40,28,58.8,13.9,25,21,54.3,9.6,17.6,81.3,98.9,54.2,45.8,07:49:00,07:38:00,0,0,5,60.0,0.0,0.0,0.0,0.0
469,Gabriel Landeskog,2019,27,COL,LW,54,21,23,44,-2,47,4.6,15,6,0,4,14,9,0,145,14.5,1082,20:02:00,35,86,274,212,56.4,874,810,51.9,0.2,664,594,52.8,1.7,10.4,90.1,100.5,53.5,46.5,20:02:00,15:49:00,39,25,254,57.1,1.0,0.0,1.0,0.0
470,Dylan Larkin,2019,23,DET,C,71,19,34,53,-21,39,4.5,14,5,0,0,25,9,0,223,8.5,1509,21:15:00,45,52,715,647,52.5,1173,1145,50.6,7.1,888,886,50.1,6.3,9.6,88.7,98.4,50.0,50.0,21:14:00,17:09:00,43,81,385,57.9,5.0,3.0,2.0,60.0
471,Adam Larsson,2019,27,EDM,D,49,1,5,6,0,35,1.8,1,0,0,0,5,0,0,61,1.6,972,19:50:00,82,112,0,0,0.0,766,855,47.3,0.0,587,625,48.4,1.1,8.8,91.8,100.6,44.3,55.7,19:50:00,17:50:00,16,35,127,48.0,0.0,0.0,0.0,0.0
472,Jacob Larsson,2019,22,ANA,D,60,2,9,11,-9,12,1.7,2,0,0,0,9,0,0,58,3.4,969,16:09:00,57,34,0,0,0.0,697,938,42.6,-7.7,525,720,42.2,-8.5,9.8,92.0,101.7,46.5,53.5,16:08:00,14:42:00,6,31,125,46.4,0.0,0.0,0.0,0.0
473,Johan Larsson,2019,27,BUF,LW,62,6,12,18,8,26,1.3,6,0,0,0,12,0,0,60,10.0,924,14:54:00,31,85,322,347,48.1,634,626,50.3,1.9,489,488,50.1,2.3,9.4,92.8,102.2,39.0,61.0,14:54:00,12:47:00,24,23,99,60.6,0.0,0.0,0.0,0.0
474,Brian Lashoff,2019,29,DET,D,9,0,1,1,1,6,0.4,0,0,0,0,1,0,0,6,0.0,131,14:33:00,7,16,0,0,0.0,91,95,48.9,-0.6,78,69,53.1,1.8,5.7,97.9,103.5,52.5,47.5,14:33:00,13:13:00,0,2,11,54.5,0.0,0.0,0.0,0.0
475,Scott Laughton,2019,25,PHI,C,49,13,14,27,13,26,3.3,13,0,0,2,14,0,0,74,17.6,716,14:36:00,26,109,146,125,53.9,523,598,46.7,-7.1,391,444,46.8,-6.7,12.0,92.1,104.1,43.7,56.3,14:36:00,12:43:00,22,21,122,60.7,0.0,0.0,0.0,0.0
476,Jeremy Lauzon,2019,22,BOS,D,19,1,1,2,5,29,0.9,1,0,0,0,1,0,0,20,5.0,293,15:25:00,23,32,0,0,0.0,220,247,47.1,-4.8,168,180,48.3,-4.1,7.3,94.5,101.8,55.6,44.4,15:25:00,13:05:00,3,6,33,60.6,0.0,0.0,0.0,0.0
477,Curtis Lazar,2019,24,BUF,C,38,5,5,10,-3,9,0.7,5,0,0,0,4,0,1,33,15.2,450,11:50:00,24,70,185,176,51.2,267,317,45.7,-5.1,208,236,46.8,-3.4,9.1,89.7,98.7,42.5,57.5,11:50:00,10:01:00,13,10,60,55.0,0.0,0.0,0.0,0.0
478,Nick Leddy,2019,28,NYI,D,60,3,18,21,-1,14,3.7,2,1,0,0,15,3,0,72,4.2,1267,21:07:00,72,62,0,0,0.0,1013,1222,45.3,-2.8,755,911,45.3,-3.6,9.7,92.0,101.7,49.8,50.2,21:07:00,18:43:00,17,52,180,40.0,0.0,0.0,0.0,0.0
479,Anders Lee,2019,29,NYI,LW,68,20,23,43,8,47,4.7,18,2,0,6,18,5,0,195,10.3,1244,18:18:00,50,102,90,109,45.2,1145,1086,51.3,6.9,851,778,52.2,7.8,10.1,91.0,101.1,55.9,44.1,18:18:00,15:44:00,24,44,303,64.4,1.0,0.0,1.0,0.0
480,Artturi Lehkonen,2019,24,MTL,LW,70,13,14,27,2,24,2.4,12,0,1,1,14,0,0,140,9.3,1080,15:26:00,38,120,12,14,46.2,926,817,53.1,-2.0,651,612,51.5,-3.4,7.6,91.6,99.2,53.8,46.2,15:26:00,12:46:00,30,22,250,56.0,0.0,0.0,0.0,0.0
481,Brendan Leipsic,2019,25,WSH,LW,61,3,8,11,3,13,0.5,3,0,0,1,7,1,0,49,6.1,559,09:10:00,20,57,9,12,42.9,490,427,53.4,1.2,359,308,53.8,2.0,8.6,91.2,99.9,46.1,53.9,09:10:00,08:37:00,8,24,99,49.5,0.0,0.0,0.0,0.0
482,Josh Leivo,2019,26,VAN,LW,36,7,12,19,0,4,1.7,7,0,0,0,7,5,0,69,10.1,540,15:01:00,8,17,10,7,58.8,485,442,52.3,3.2,347,333,51.0,0.7,8.0,90.9,98.9,50.0,50.0,15:01:00,12:51:00,11,15,144,47.9,2.0,1.0,1.0,50.0
483,Brendan Lemieux,2019,23,NYR,LW,59,6,12,18,-14,111,0.4,3,2,1,0,8,3,1,86,7.0,759,12:52:00,52,164,18,31,36.7,540,735,42.4,-4.6,423,521,44.8,-2.5,6.4,90.5,96.9,47.0,53.0,12:52:00,10:53:00,15,30,169,50.9,0.0,0.0,0.0,0.0
484,Otto Leskinen,2019,22,MTL,D,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,51,10:18:00,1,13,0,0,0.0,37,50,42.5,-12.1,25,43,36.8,-20.4,10.0,96.7,106.7,50.0,50.0,10:18:00,10:17:00,1,5,6,33.3,0.0,0.0,0.0,0.0
485,Kris Letang,2019,32,PIT,D,61,15,29,44,0,38,7.4,9,6,0,2,20,9,0,177,8.5,1569,1900-01-01 01:44:00,91,101,0,0,0.0,1216,1134,51.7,2.0,920,869,51.4,0.7,9.5,89.5,99.1,50.8,49.2,1900-01-01 01:44:00,19:59:00,31,80,340,52.1,2.0,0.0,2.0,0.0
486,Mark Letestu,2019,34,WPG,C,7,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,5,0.0,74,10:36:00,5,3,25,21,54.3,50,70,41.7,-10.1,39,48,44.8,-5.5,3.7,96.6,100.3,29.3,70.7,10:36:00,09:28:00,0,1,8,62.5,0.0,0.0,0.0,0.0
487,Maxim Letunov,2019,23,SJS,C,3,1,0,1,0,0,0.2,1,0,0,0,0,0,0,3,33.3,27,09:05:00,1,0,3,3,50.0,24,14,63.2,14.8,17,9,65.4,17.2,11.1,83.3,94.4,75.0,25.0,09:05:00,09:05:00,2,1,4,75.0,0.0,0.0,0.0,0.0
488,Tyler Lewington,2019,25,WSH,D,6,0,0,0,-2,17,-0.1,0,0,0,0,0,0,0,2,0.0,61,10:10:00,7,13,0,0,0.0,53,55,49.1,1.3,36,36,50.0,0.3,5.0,88.5,93.5,52.8,47.2,10:10:00,09:46:00,1,3,6,33.3,0.0,0.0,0.0,0.0
489,Trevor Lewis,2019,33,LAK,C,56,6,6,12,-7,16,0.6,6,0,0,1,6,0,0,92,6.5,666,11:54:00,22,68,45,71,38.8,597,546,52.2,-0.4,470,417,53.0,0.8,6.7,90.3,97.0,51.2,48.8,11:54:00,10:58:00,11,14,150,61.3,0.0,0.0,0.0,0.0
490,Jakob Lilja,2019,26,CBJ,F,37,2,3,5,5,2,0.4,2,0,0,0,3,0,0,23,8.7,366,09:54:00,25,18,2,2,50.0,256,351,42.2,-6.1,192,247,43.7,-6.0,8.6,96.2,104.8,42.0,58.0,09:54:00,09:34:00,9,8,43,53.5,0.0,0.0,0.0,0.0
491,Timothy Liljegren,2019,20,TOR,D,11,0,1,1,-5,2,-0.2,0,0,0,0,1,0,0,2,0.0,113,10:18:00,10,8,0,0,0.0,68,86,44.2,-6.1,47,69,40.5,-9.8,8.1,81.4,89.5,54.1,45.9,10:18:00,09:43:00,0,6,9,22.2,0.0,0.0,0.0,0.0
492,Oskar Lindblom,2019,23,PHI,LW,30,11,7,18,4,4,2.2,8,3,0,0,6,1,0,72,15.3,528,17:37:00,16,31,13,19,40.6,417,350,54.4,3.3,307,262,54.0,4.3,9.8,90.6,100.5,56.0,44.0,17:37:00,13:52:00,15,13,125,58.4,1.0,0.0,1.0,0.0
493,Esa Lindell,2019,25,DAL,D,69,3,20,23,5,12,5.4,2,1,0,2,11,6,3,98,3.1,1615,23:25:00,127,89,0,0,0.0,1108,1293,46.1,-5.2,812,974,45.5,-6.1,9.3,92.4,101.6,44.9,55.1,23:24:00,18:22:00,31,62,201,48.8,0.0,0.0,0.0,0.0
494,Ryan Lindgren,2019,21,NYR,D,60,1,13,14,16,47,3.2,1,0,0,0,13,0,0,47,2.1,994,16:34:00,70,94,0,0,0.0,706,806,46.7,-0.9,533,593,47.3,-0.8,12.3,91.9,104.1,51.8,48.2,16:34:00,14:20:00,28,25,92,51.1,0.0,0.0,0.0,0.0
495,Anton Lindholm,2019,25,COL,D,4,0,1,1,1,0,0.2,0,0,0,0,1,0,0,1,0.0,47,11:47:00,5,5,0,0,0.0,40,46,46.5,-4.2,28,33,45.9,-3.6,13.0,92.6,105.6,43.2,56.8,11:47:00,11:24:00,0,0,4,25.0,0.0,0.0,0.0,0.0
496,Elias Lindholm,2019,25,CGY,C,70,29,25,54,-8,22,6.1,21,8,0,7,14,11,0,169,17.2,1381,19:43:00,41,93,395,406,49.3,1023,954,51.7,1.9,765,739,50.9,1.7,9.8,88.9,98.7,52.6,47.4,19:43:00,14:31:00,38,33,271,62.4,1.0,0.0,1.0,0.0
497,Hampus Lindholm,2019,26,ANA,D,55,2,20,22,-10,34,3.0,1,1,0,1,11,7,2,109,1.8,1269,23:04:00,71,34,0,0,0.0,1008,946,51.6,3.9,769,734,51.2,3.2,7.1,90.5,97.6,47.0,53.0,23:04:00,18:12:00,20,53,237,46.0,0.0,0.0,0.0,0.0
498,Par Lindholm,2019,28,BOS,C,40,3,3,6,6,4,0.4,3,0,0,1,3,0,0,35,8.6,450,11:15:00,26,23,132,156,45.8,319,321,49.8,-0.8,242,240,50.2,-0.6,7.3,96.7,104.0,41.3,58.7,11:14:00,09:19:00,14,13,60,58.3,0.0,0.0,0.0,0.0
499,Gustav Lindstrom,2019,21,DET,D,16,0,1,1,-6,14,0.1,0,0,0,0,0,1,0,9,0.0,265,16:32:00,15,19,0,0,0.0,182,231,44.1,-0.2,142,179,44.2,1.6,1.8,93.3,95.1,49.7,50.3,16:32:00,14:04:00,3,7,25,36.0,0.0,0.0,0.0,0.0
500,Bryan Little,2019,32,WPG,RW,7,2,3,5,4,2,0.7,2,0,0,1,3,0,0,13,15.4,113,16:09:00,3,3,48,58,45.3,112,80,58.3,10.1,79,62,56.0,10.1,9.5,96.0,105.5,65.7,34.3,16:09:00,13:15:00,2,2,25,52.0,0.0,0.0,0.0,0.0
501,Blake Lizotte,2019,22,LAK,C,65,6,17,23,-4,20,1.5,2,2,2,0,15,1,1,87,6.9,907,13:58:00,22,42,312,310,50.2,797,650,55.1,2.3,599,486,55.2,3.0,5.2,91.6,96.8,54.6,45.4,13:58:00,11:50:00,22,21,158,55.1,0.0,0.0,0.0,0.0
502,Adam Lowry,2019,26,WPG,LW,49,4,6,10,-4,23,0.0,3,0,1,1,5,0,1,68,5.9,733,14:58:00,22,137,349,300,53.8,499,586,46.0,-3.3,375,453,45.3,-2.8,5.8,93.3,99.2,38.6,61.4,14:58:00,12:30:00,31,11,112,60.7,0.0,0.0,0.0,0.0
503,Milan Lucic,2019,31,CGY,LW,68,8,12,20,-6,54,1.2,3,5,0,1,9,3,0,83,9.6,907,13:20:00,20,198,20,26,43.5,742,731,50.4,0.2,560,556,50.2,0.9,7.5,91.3,98.9,49.3,50.7,13:20:00,11:33:00,19,42,144,57.6,0.0,0.0,0.0,0.0
504,Matt Luff,2019,22,LAK,RW,18,1,4,5,-5,2,0.1,1,0,0,0,4,0,0,25,4.0,187,10:22:00,5,16,0,3,0.0,181,175,50.8,-5.0,133,129,50.8,-4.3,8.0,87.5,95.5,51.0,49.0,10:22:00,10:14:00,4,4,47,53.2,0.0,0.0,0.0,0.0
505,Isac Lundestrom,2019,20,ANA,C,15,0,4,4,-2,0,0.0,0,0,0,0,3,1,0,10,0.0,209,13:55:00,8,5,65,74,46.8,124,151,45.1,-3.5,93,116,44.5,-4.3,10.3,89.6,99.9,51.1,48.9,13:55:00,11:20:00,4,2,21,47.6,0.0,0.0,0.0,0.0
506,Eetu Luostarinen,2019,21,CAR,C,8,0,1,1,-2,0,-0.1,0,0,0,0,1,0,0,9,0.0,80,09:59:00,2,9,33,30,52.4,81,56,59.1,-1.2,63,45,58.3,-1.7,2.2,89.3,91.5,48.8,51.2,09:59:00,09:58:00,2,1,12,75.0,0.0,0.0,0.0,0.0
507,Joona Luoto,2019,22,WPG,F,16,0,0,0,-3,2,-0.3,0,0,0,0,0,0,0,9,0.0,105,06:35:00,8,10,0,0,0.0,53,107,33.1,-16.2,41,72,36.3,-11.9,0.0,94.3,94.3,38.7,61.3,06:35:00,06:30:00,3,5,17,52.9,0.0,0.0,0.0,0.0
508,Ilya Lyubushkin,2019,25,ARI,D,51,0,4,4,4,18,1.6,0,0,0,0,4,0,0,41,0.0,724,14:11:00,53,151,0,0,0.0,658,665,49.7,1.2,495,505,49.5,1.3,7.7,94.0,101.7,48.7,51.3,14:11:00,13:52:00,13,20,90,45.6,0.0,0.0,0.0,0.0
509,Olli Maatta,2019,25,CHI,D,65,4,13,17,0,20,3.0,4,0,0,0,11,0,2,80,5.0,1197,18:25:00,110,119,0,0,0.0,956,996,49.0,0.4,714,746,48.9,0.9,9.2,90.9,100.1,46.0,54.0,18:25:00,16:12:00,22,57,169,47.3,0.0,0.0,0.0,0.0
510,Kurtis MacDermid,2019,25,LAK,D,45,3,5,8,-9,47,1.3,3,0,0,0,4,0,1,51,5.9,617,13:43:00,43,95,0,0,0.0,543,524,50.9,-1.0,405,410,49.7,-1.9,5.1,90.6,95.7,57.8,42.2,13:43:00,12:32:00,5,26,108,47.2,0.0,0.0,0.0,0.0
511,Mackenzie MacEachern,2019,25,STL,LW,51,7,3,10,2,33,1.1,7,0,0,2,3,0,0,63,11.1,457,08:57:00,13,82,1,3,25.0,388,361,51.8,2.1,302,288,51.2,1.8,7.9,93.6,101.5,42.6,57.4,08:57:00,08:51:00,14,11,88,71.6,0.0,0.0,0.0,0.0
512,Zack MacEwen,2019,23,VAN,C,17,5,1,6,6,20,1.0,5,0,0,0,1,0,0,17,29.4,163,09:37:00,5,41,1,1,50.0,135,180,42.9,-4.2,103,133,43.6,-3.0,15.7,95.8,111.5,46.3,53.7,09:37:00,09:14:00,4,8,31,54.8,0.0,0.0,0.0,0.0
513,Ryan MacInnis,2019,23,CBJ,C,10,0,1,1,1,0,0.0,0,0,0,0,1,0,0,13,0.0,94,09:21:00,3,8,10,17,37.0,65,86,43.0,-5.3,55,60,47.8,-3.8,4.3,97.6,101.9,44.8,55.2,09:21:00,09:15:00,3,2,15,86.7,0.0,0.0,0.0,0.0
514,Nathan MacKinnon,2019,24,COL,C,69,35,58,93,13,12,10.8,23,12,0,4,39,19,0,318,11.0,1464,21:13:00,31,51,363,478,43.2,1266,1106,53.4,3.2,961,833,53.6,3.9,11.5,89.8,101.3,57.6,42.4,21:12:00,16:40:00,38,53,534,59.6,2.0,0.0,2.0,0.0
515,Josh Mahura,2019,21,ANA,D,11,1,3,4,-3,2,0.5,1,0,0,0,3,0,0,11,9.1,179,16:14:00,11,2,0,0,0.0,161,172,48.3,1.5,125,129,49.2,1.9,9.4,89.0,98.4,58.4,41.6,16:14:00,14:31:00,2,5,25,44.0,0.0,0.0,0.0,0.0
516,Cale Makar,2019,21,COL,D,57,12,38,50,12,12,7.7,8,4,0,4,23,15,0,121,9.9,1198,21:01:00,47,45,0,0,0.0,981,894,52.3,2.2,734,672,52.2,2.3,10.6,90.7,101.3,62.1,37.9,21:01:00,16:45:00,34,40,272,44.5,0.0,0.0,0.0,0.0
517,Beck Malenstyn,2019,21,WSH,LW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,4,0.0,28,09:16:00,1,5,0,0,0.0,25,21,54.3,6.1,17,19,47.2,-0.5,0.0,90.0,90.0,20.0,80.0,09:16:00,07:48:00,1,0,6,66.7,0.0,0.0,0.0,0.0
518,Denis Malgin,2019,23,TOT,C,44,4,8,12,-9,14,0.3,3,1,0,0,7,0,1,50,8.0,528,11:59:00,16,35,65,98,39.9,482,423,53.3,3.6,356,325,52.3,1.9,7.5,86.8,94.3,60.6,39.4,11:59:00,10:53:00,26,17,97,51.5,0.0,0.0,0.0,0.0
519,Evgeni Malkin,2019,33,PIT,C,55,25,49,74,7,58,8.5,18,7,0,5,32,17,0,171,14.6,1074,19:31:00,22,38,441,435,50.3,902,786,53.4,3.4,712,590,54.7,4.8,11.0,89.0,100.0,62.4,37.6,19:31:00,15:47:00,70,69,294,58.2,2.0,0.0,2.0,0.0
520,Andrew Mangiapane,2019,23,CGY,LW,68,17,15,32,4,18,3.8,17,0,0,2,14,1,0,109,15.6,932,13:42:00,25,73,12,31,27.9,931,815,53.3,4.0,706,622,53.2,4.8,10.0,90.4,100.4,46.1,53.9,13:42:00,12:54:00,38,29,205,53.2,1.0,0.0,1.0,0.0
521,Brandon Manning,2019,29,EDM,D,9,1,0,1,-1,17,0.2,1,0,0,0,0,0,0,8,12.5,99,11:03:00,6,10,0,0,0.0,73,78,48.3,-2.0,58,51,53.2,2.2,2.9,91.7,94.6,54.3,45.7,11:03:00,11:02:00,1,8,16,50.0,0.0,0.0,0.0,0.0
522,Josh Manson,2019,28,ANA,D,50,1,8,9,-10,37,1.3,1,0,0,0,7,0,1,64,1.6,1032,20:38:00,65,113,0,0,0.0,861,862,50.0,1.6,660,665,49.8,1.3,6.4,91.1,97.5,48.3,51.7,20:38:00,17:38:00,21,41,138,46.4,0.0,0.0,0.0,0.0
523,Anthony Mantha,2019,25,DET,RW,43,16,22,38,-7,34,4.1,10,6,0,3,19,3,0,137,11.7,812,18:54:00,25,49,16,22,42.1,672,569,54.1,10.9,530,439,54.7,11.6,9.6,87.4,97.0,55.5,44.5,18:52:00,15:38:00,22,30,236,58.1,0.0,0.0,0.0,0.0
524,Brad Marchand,2019,31,BOS,LW,70,28,59,87,25,82,10.4,22,5,1,5,34,23,2,185,15.1,1362,19:27:00,19,55,22,29,43.1,1059,840,55.8,7.3,798,629,55.9,7.4,12.6,89.6,102.2,61.3,38.7,19:27:00,14:04:00,43,71,301,61.5,7.0,0.0,7.0,0.0
525,Jonathan Marchessault,2019,29,VEG,C,66,22,25,47,6,28,5.4,16,6,0,3,19,6,0,235,9.4,1141,17:17:00,12,99,58,78,42.6,1079,900,54.5,0.7,803,693,53.7,-0.8,8.2,90.8,99.1,55.0,45.0,17:17:00,15:01:00,37,48,388,60.6,5.0,4.0,1.0,80.0
526,Mason Marchment,2019,24,TOR,F,4,0,1,1,0,0,0.0,0,0,0,0,1,0,0,3,0.0,32,08:05:00,0,3,1,0,100.0,15,33,31.3,-15.6,10,24,29.4,-16.3,14.3,90.9,105.2,16.7,83.3,08:05:00,07:54:00,1,1,6,50.0,0.0,0.0,0.0,0.0
527,Martin Marincin,2019,27,TOR,D,26,1,3,4,-1,14,0.6,1,0,0,1,3,0,0,28,3.6,395,15:12:00,43,22,0,0,0.0,353,336,51.2,-0.5,264,252,51.2,0.6,8.9,89.5,98.4,44.5,55.5,15:12:00,13:30:00,9,22,71,39.4,0.0,0.0,0.0,0.0
528,John Marino,2019,22,PIT,D,56,6,20,26,17,20,5.6,5,1,0,0,17,3,0,61,9.8,1134,20:15:00,77,72,0,0,0.0,822,803,50.6,-0.8,621,584,51.5,-0.3,11.3,91.9,103.2,47.9,52.1,20:15:00,17:26:00,37,42,157,38.9,0.0,0.0,0.0,0.0
529,Patrick Marleau,2019,40,TOT,C,66,11,11,22,-5,14,1.7,10,1,0,3,11,0,0,117,9.4,1028,15:35:00,24,57,36,40,47.4,818,840,49.3,-1.6,605,619,49.4,-1.1,9.8,90.0,99.9,48.0,52.0,15:35:00,13:33:00,29,15,192,60.9,0.0,0.0,0.0,0.0
