Player,Season,Age_x,Tm,Pos_x,GP_x,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
Sven Andrighetto,2016,23,COL,RW,19,5,11,16,0,8,1.9,3,2,0,0,10,1,0,37,13.5,332,17:30:00,10,13,7,3,70,550,513,51.7,-2.1,398,372,51.7,-0.7,8.1,92.1,100.2,53.2,46.8,13:58:00,12:44:00,19,9,130,52.3,0,0,0,0.0
Artem Anisimov,2016,28,CHI,C,64,22,23,45,9,30,5.6,18,4,0,7,19,4,0,105,21,1142,17:51:00,27,18,416,506,45.1,856,865,49.7,-0.5,615,662,48.2,-1.6,11.9,92,103.9,65.1,34.9,17:51:00,14:38:00,35,16,191,55,1,0,1,0.0
Josh Archibald,2016,24,PIT,RW,10,3,0,3,3,4,0.6,2,0,1,0,0,0,0,11,27.3,109,10:52:00,2,28,0,1,0,87,106,45.1,-2.8,66,76,46.5,-0.9,11.1,94.3,105.5,50,50,10:52:00,10:20:00,0,2,24,45.8,0,0,0,0.0
Joel Armia,2016,23,WPG,RW,57,10,9,19,-8,20,1.2,6,0,4,1,7,2,0,111,9,863,15:08:00,30,68,3,4,42.9,602,696,46.4,-4.6,456,532,46.2,-5.4,6.2,92.6,98.8,42.7,57.3,15:08:00,12:24:00,42,19,195,56.9,0,0,0,0.0
Viktor Arvidsson,2016,23,NSH,LW,80,31,30,61,16,28,8.7,22,4,5,6,23,5,2,246,12.6,1372,17:09:00,45,23,4,12,25,1275,1042,55,5.5,975,816,54.4,5.2,9.6,91,100.6,55.8,44.2,17:09:00,14:02:00,37,26,411,59.6,3,0,3,0.0
Andreas Athanasiou,2016,22,DET,C,64,18,11,29,-7,28,3.6,17,1,0,3,8,3,0,120,15,862,13:28:00,21,30,37,46,44.6,640,690,48.1,-1,500,534,48.4,-0.5,9,90.9,99.9,62.1,37.9,13:28:00,11:43:00,17,19,236,50.8,3,1,2,33.3
Cam Atkinson,2016,27,CBJ,RW,82,35,27,62,13,22,8.9,22,10,3,9,16,11,0,240,14.6,1483,18:05:00,34,33,2,1,66.7,1153,1210,48.8,-2,828,899,47.9,-3.4,8.9,93.3,102.2,45.3,54.7,18:05:00,13:59:00,36,21,399,60.2,5,2,3,40.0
Brady Austin,2016,23,BUF,D,5,0,0,0,0,4,0.1,0,0,0,0,0,0,0,8,0,80,16:05:00,0,6,0,0,,78,67,53.8,3.6,66,55,54.5,2.8,5.7,93,98.7,62.3,37.7,16:05:00,15:29:00,1,2,10,80,0,0,0,0.0
Yohann Auvitu,2016,27,NJD,D,25,2,2,4,1,2,1.3,2,0,0,0,1,1,0,54,3.7,390,15:36:00,9,20,0,0,,293,283,50.9,7,227,230,49.7,5.5,6.8,94.1,100.9,66.3,33.7,15:36:00,13:31:00,7,13,87,62.1,0,0,0,0.0
David Backes,2016,32,BOS,RW,74,17,21,38,2,69,4.5,15,2,0,2,16,5,0,175,9.7,1267,17:07:00,47,225,60,63,48.8,1149,888,56.4,2.2,873,647,57.4,2.8,8.7,89.2,97.9,50.3,49.7,17:03:00,14:18:00,28,35,285,61.1,0,0,0,0.0
Mikael Backlund,2016,27,CGY,C,81,22,31,53,9,36,6.2,15,7,0,7,19,9,3,197,11.2,1426,17:36:00,41,55,711,768,48.1,1120,918,55,6.2,834,683,55,6.9,9.2,89.9,99.1,36.3,63.7,17:36:00,13:14:00,57,49,338,58.3,2,0,2,0.0
Nicklas Backstrom,2016,29,WSH,C,82,23,63,86,17,38,9.9,15,8,0,5,36,27,0,162,14.2,1497,18:16:00,33,45,685,648,51.4,1144,1118,50.6,-1.1,873,841,50.9,0,10.2,92.4,102.6,53,47,18:16:00,14:30:00,61,54,268,60.1,1,0,1,0.0
Sven Baertschi,2016,24,VAN,LW,68,18,17,35,-6,8,4.1,16,2,0,5,13,4,0,114,15.8,1080,15:53:00,29,52,1,0,100,774,898,46.3,-2.7,585,680,46.2,-1.2,10,90.6,100.7,50,50,15:53:00,13:41:00,39,23,185,61.6,1,1,0,100.0
Casey Bailey,2016,25,OTT,RW,7,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,10,0,56,08:00:00,4,4,0,1,0,46,48,48.9,1.7,40,28,58.8,10.3,0,94.1,94.1,66.7,33.3,0.3333333333333333,0.3333333333333333,1,0,12,83.3,0,0,0,0.0
Josh Bailey,2016,27,NYI,RW,82,13,43,56,5,12,5.2,10,3,0,1,34,9,0,173,7.5,1506,18:22:00,53,37,8,7,53.3,1246,1212,50.7,4.4,912,877,51,4.5,10.5,90.1,100.6,62.1,37.9,18:22:00,15:10:00,54,61,304,56.9,0,0,0,0.0
Justin Bailey,2016,21,BUF,RW,32,2,2,4,0,4,0.1,2,0,0,1,2,0,0,36,5.6,340,10:38:00,14,27,0,1,0,283,371,43.3,-3.5,213,276,43.6,-3.6,7.2,94.7,101.9,42.5,57.5,10:38:00,10:38:00,8,10,75,48,0,0,0,0.0
Nicholas Baptiste,2016,21,BUF,RW,14,3,1,4,1,6,0.6,3,0,0,0,1,0,0,16,18.8,129,09:14:00,1,12,1,2,33.3,95,118,44.6,-5.1,71,97,42.3,-6.9,10,94.7,104.7,54.1,45.9,09:14:00,08:38:00,1,1,21,81,0,0,0,0.0
Ivan Barbashev,2016,21,STL,C,30,5,7,12,5,2,1.5,5,0,0,1,7,0,0,20,25,354,11:47:00,14,34,83,124,40.1,271,292,48.1,-0.5,203,213,48.8,-0.9,9.7,94.8,104.5,44,56,11:47:00,10:52:00,9,3,41,48.8,0,0,0,0.0
Riley Barber,2016,22,WSH,RW,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26,08:35:00,0,1,0,0,,17,27,38.6,-14.1,13,19,40.6,-8.8,0,100,100,64.7,35.3,08:35:00,08:35:00,0,0,3,66.7,0,0,0,0.0
Mark Barberio,2016,26,TOT,D,60,2,11,13,-5,14,2.6,1,1,0,0,8,3,0,80,2.5,1096,18:16:00,55,20,0,0,,917,835,52.3,0.9,663,645,50.7,0.3,6.9,92.2,99.1,54.4,45.6,18:16:00,15:54:00,16,33,198,40.4,0,0,0,0.0
Mark Barberio,2016,26,COL,D,34,2,7,9,-6,4,1.6,1,1,0,0,5,2,0,52,3.8,702,20:40:00,32,10,0,0,,917,835,52.3,0.9,663,645,50.7,0.3,6.9,92.2,99.1,54.4,45.6,18:16:00,15:54:00,16,33,198,40.4,0,0,0,0.0
Mark Barberio,2016,26,MTL,D,26,0,4,4,1,10,0.9,0,0,0,0,3,1,0,28,0,393,15:07:00,23,10,0,0,,917,835,52.3,0.9,663,645,50.7,0.3,6.9,92.2,99.1,54.4,45.6,18:16:00,15:54:00,16,33,198,40.4,0,0,0,0.0
Aleksander Barkov,2016,21,FLA,C,61,21,31,52,13,10,6.9,18,3,0,5,20,11,0,142,14.8,1184,19:24:00,30,39,476,547,46.5,911,728,55.6,5.2,704,594,54.2,4.1,9.5,91.7,101.2,57.2,42.8,19:24:00,15:12:00,49,30,226,62.8,6,4,2,66.7
Tyson Barrie,2016,25,COL,D,74,7,31,38,-34,18,4.4,6,1,0,2,22,9,0,182,3.8,1725,23:18:00,75,32,0,0,,1330,1328,50,2.1,1003,1050,48.9,1.7,6.6,89.7,96.2,58.2,41.8,23:18:00,19:28:00,22,51,404,44.6,0,0,0,0.0
Matt Bartkowski,2016,28,CGY,D,24,1,1,2,-4,26,0.4,1,0,0,0,1,0,0,16,6.3,369,15:23:00,12,46,0,0,,285,343,45.4,-5.5,201,266,43,-8.5,8.7,91.7,100.4,49.5,50.5,15:23:00,14:55:00,3,13,49,32.7,0,0,0,0.0
Mathew Barzal,2016,19,NYI,C,2,0,0,0,-2,6,-0.1,0,0,0,0,0,0,0,0,,20,09:45:00,0,1,6,7,46.2,11,28,28.2,-21.5,10,18,35.7,-14.3,0,85.7,85.7,66.7,33.3,09:45:00,09:14:00,0,0,0,,3,1,2,33.3
Cody Bass,2016,30,NSH,C,9,0,0,0,-1,19,-0.1,0,0,0,0,0,0,0,1,0,61,06:46:00,4,14,0,2,0,27,63,30,-21.6,21,42,33.3,-16.8,0,96.9,96.9,16.1,83.9,06:46:00,06:15:00,2,1,3,33.3,0,0,0,0.0
Jay Beagle,2016,31,WSH,RW,81,13,17,30,20,22,3.5,12,0,1,4,15,0,2,100,13,1104,13:38:00,44,55,624,483,56.4,684,821,45.4,-7.4,512,619,45.3,-7.2,11,94.7,105.6,31.1,68.9,13:38:00,10:47:00,11,26,158,63.3,0,0,0,0.0
Francois Beauchemin,2016,36,COL,D,81,5,13,18,-14,32,3.7,5,0,0,1,10,3,0,132,3.8,1743,21:31:00,156,73,0,0,,1273,1383,47.9,-1.7,948,1019,48.2,0,7,91.3,98.3,46.5,53.5,21:31:00,17:14:00,28,47,279,47.3,0,0,0,0.0
Nathan Beaulieu,2016,24,MTL,D,74,4,24,28,8,44,5.6,2,2,0,1,14,10,0,118,3.4,1442,19:29:00,102,65,0,0,,1221,1185,50.7,-2.6,871,854,50.5,-2.8,9.4,92.4,101.7,50.8,49.2,19:29:00,16:52:00,16,71,235,50.2,0,0,0,0.0
Anthony Beauvillier,2016,19,NYI,LW,66,9,15,24,1,10,2.2,9,0,0,2,14,1,0,101,8.9,859,13:01:00,26,81,123,174,41.4,700,882,44.2,-4.2,527,647,44.9,-3.2,9.6,92.1,101.7,52.4,47.6,13:01:00,12:29:00,17,30,170,59.4,2,0,2,0.0
Taylor Beck,2016,25,TOT,LW,5,0,0,0,-3,4,-0.2,0,0,0,0,0,0,0,5,0,44,08:49:00,0,5,0,1,0,31,44,41.3,-4.5,18,32,36,-12.4,0,87,87,53.8,46.2,08:49:00,08:31:00,1,2,11,45.5,0,0,0,0.0
Taylor Beck,2016,25,EDM,LW,3,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,0,,18,05:53:00,0,3,0,0,,31,44,41.3,-4.5,18,32,36,-12.4,0,87,87,53.8,46.2,08:49:00,08:31:00,1,2,11,45.5,0,0,0,0.0
Taylor Beck,2016,25,NYR,LW,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,5,0,26,13:12:00,0,2,0,1,0,31,44,41.3,-4.5,18,32,36,-12.4,0,87,87,53.8,46.2,08:49:00,08:31:00,1,2,11,45.5,0,0,0,0.0
Matt Beleskey,2016,28,BOS,LW,49,3,5,8,-10,47,-0.2,3,0,0,0,3,2,0,79,3.8,650,13:16:00,18,98,29,41,41.4,522,453,53.5,-1.1,407,331,55.1,0.6,4,89.9,93.9,53.8,46.2,13:10:00,11:07:00,7,12,149,53,0,0,0,0.0
Pierre-Edouard Bellemare,2016,31,PHI,LW,82,4,4,8,-1,20,-0.4,4,0,0,0,3,0,1,90,4.4,1064,12:58:00,70,73,400,429,48.3,670,768,46.6,-5.6,467,525,47.1,-5.5,6.7,94.1,100.8,46.2,53.8,12:58:00,10:09:00,24,14,172,52.3,0,0,0,0.0
Jamie Benn,2016,27,DAL,LW,77,26,43,69,-9,66,7.5,13,12,1,4,29,14,0,201,12.9,1492,19:22:00,47,89,212,200,51.5,1127,1127,50,-0.4,831,824,50.2,-0.5,8.7,90.2,98.9,48.9,51.1,19:22:00,14:49:00,55,55,359,56,1,0,1,0.0
Jordie Benn,2016,29,TOT,D,71,4,13,17,-4,28,2.8,4,0,0,1,10,2,1,68,5.9,1298,18:17:00,144,64,0,0,,1086,1085,50,-1,788,775,50.4,-0.8,7.2,92.3,99.5,46.1,53.9,18:17:00,14:56:00,14,49,180,37.8,0,0,0,0.0
Jordie Benn,2016,29,DAL,D,58,2,13,15,-3,24,2.2,2,0,0,0,10,2,1,59,3.4,1079,18:37:00,113,52,0,0,,1086,1085,50,-1,788,775,50.4,-0.8,7.2,92.3,99.5,46.1,53.9,18:17:00,14:56:00,14,49,180,37.8,0,0,0,0.0
Jordie Benn,2016,29,MTL,D,13,2,0,2,-1,4,0.6,2,0,0,1,0,0,0,9,22.2,219,16:50:00,31,12,0,0,,1086,1085,50,-1,788,775,50.4,-0.8,7.2,92.3,99.5,46.1,53.9,18:17:00,14:56:00,14,49,180,37.8,0,0,0,0.0
Beau Bennett,2016,25,NJD,RW,65,8,11,19,-3,20,1.7,7,1,0,1,10,1,0,101,7.9,881,13:33:00,13,76,3,13,18.8,727,635,53.4,7.2,556,493,53,6.5,5.9,93.2,99.1,46.1,53.9,13:43:00,11:54:00,19,16,185,54.6,0,0,0,0.0
Sam Bennett,2016,20,CGY,C,81,13,13,26,-16,75,1.6,9,4,0,0,12,0,1,122,10.7,1214,14:59:00,46,127,374,437,46.1,854,905,48.6,-2.5,631,666,48.7,-1.7,6.6,90.4,97,56.1,43.9,14:59:00,12:33:00,43,25,215,56.7,1,0,1,0.0
Matt Benning,2016,22,EDM,D,62,3,12,15,8,29,3.5,2,1,0,0,10,2,0,69,4.3,1030,16:37:00,64,111,0,0,,893,815,52.3,2,681,612,52.7,1,9.2,91.7,101,56.7,43.3,16:37:00,15:28:00,7,49,152,45.4,0,0,0,0.0
Patrice Bergeron,2016,31,BOS,C,79,21,32,53,12,24,6.6,13,8,0,7,20,9,3,302,7,1534,19:25:00,47,54,1086,722,60.1,1346,833,61.8,9.7,1025,627,62,9.6,7.8,89.5,97.3,54.7,45.3,19:20:00,14:11:00,65,23,480,62.9,2,0,2,0.0
Patrik Berglund,2016,28,STL,C,82,23,11,34,-7,32,3.9,19,4,0,5,7,4,0,153,15,1311,15:59:00,42,155,584,585,50,983,938,51.2,1.8,736,704,51.1,1.2,8,90.7,98.6,41.5,58.5,15:59:00,13:19:00,43,23,275,55.6,0,0,0,0.0
Christoph Bertschy,2016,22,MIN,C,5,0,1,1,0,4,0,0,0,0,0,1,0,0,5,0,41,08:08:00,3,7,0,0,,25,35,41.7,-10.8,17,25,40.5,-10.3,6.7,95,101.7,69.6,30.4,08:08:00,08:08:00,0,0,5,100,0,0,0,0.0
Tyler Bertuzzi,2016,21,DET,LW,7,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0,64,09:06:00,0,12,1,1,50,38,54,41.3,-6,28,45,38.4,-9.3,5,93.1,98.1,55.6,44.4,09:06:00,09:03:00,1,3,8,37.5,0,0,0,0.0
Bryan Bickell,2016,30,CAR,LW,11,1,0,1,-4,4,-0.1,0,1,0,1,0,0,0,8,12.5,115,10:26:00,3,16,0,2,0,80,98,44.9,-6.5,59,76,43.7,-6.1,8.1,90.7,98.8,42.2,57.8,10:26:00,09:05:00,3,2,20,40,0,0,0,0.0
Alex Biega,2016,28,VAN,D,36,0,3,3,-4,18,0.7,0,0,0,0,3,0,0,37,0,474,13:10:00,24,97,0,0,,385,408,48.5,2.2,278,318,46.6,1.6,5.9,93.3,99.3,52.5,47.5,13:10:00,12:18:00,5,7,79,46.8,0,0,0,0.0
Kevin Bieksa,2016,35,ANA,D,81,3,11,14,0,63,3.5,2,1,0,1,9,2,0,94,3.2,1519,18:45:00,100,173,0,0,,1080,1310,45.2,-6.2,824,963,46.1,-5.4,8.8,92.4,101.2,49.6,50.4,18:45:00,16:04:00,13,54,197,47.7,0,0,0,0.0
Anthony Bitetto,2016,26,NSH,D,29,0,7,7,-1,25,0.9,0,0,0,0,7,0,0,17,0,342,11:48:00,24,43,0,0,,285,352,44.7,-6.8,210,267,44,-6.8,9.7,91.8,101.5,57.6,42.4,11:48:00,11:20:00,1,8,45,37.8,0,0,0,0.0
Oliver Bjorkstrand,2016,21,CBJ,RW,26,6,7,13,4,6,1.7,6,0,0,2,7,0,0,55,10.9,366,14:05:00,9,14,1,0,100,303,247,55.1,5.6,224,182,55.2,5.3,9.3,91.2,100.5,58.8,41.2,14:05:00,12:23:00,8,8,90,61.1,5,1,4,20.0
Nick Bjugstad,2016,24,FLA,C,54,7,7,14,-19,22,0.5,6,1,0,1,5,2,0,91,7.7,710,13:09:00,9,72,186,205,47.6,539,627,46.2,-5.7,419,506,45.3,-6.3,5,91.7,96.7,55.5,44.5,13:09:00,11:43:00,21,17,154,59.1,2,1,1,50.0
Joseph Blandisi,2016,22,NJD,LW,27,3,6,9,-10,26,0.4,2,1,0,2,2,4,0,24,12.5,361,13:22:00,6,37,76,93,45,275,286,49,0.4,207,229,47.5,-1.2,5.1,90.5,95.7,45.6,54.4,13:22:00,11:40:00,7,4,50,48,0,0,0,0.0
Anton Blidh,2016,21,BOS,LW,19,1,1,2,-2,7,0,1,0,0,0,1,0,0,26,3.8,167,08:47:00,4,41,0,0,,165,125,56.9,-1.2,125,90,58.1,-0.3,3.4,91.8,95.3,59.6,40.4,08:47:00,08:19:00,4,4,47,55.3,0,0,0,0.0
Mike Blunden,2016,30,OTT,RW,2,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,16,08:07:00,0,6,0,0,,10,21,32.3,-18.7,8,15,34.8,-14.4,0,100,100,40,60,08:07:00,08:07:00,0,0,1,100,0,0,0,0.0
Mikkel Boedker,2016,27,SJS,LW,81,10,16,26,0,10,2.1,9,0,1,2,15,1,0,122,8.2,1162,14:21:00,34,71,5,13,27.8,941,936,50.1,-1.4,692,668,50.9,-1.7,8.4,91.6,100,54.2,45.8,14:16:00,11:54:00,31,37,222,54.5,0,0,0,0.0
Brock Boeser,2016,19,VAN,RW,9,4,1,5,0,0,0.8,2,2,0,1,1,0,0,25,16,146,16:13:00,0,5,0,0,,119,105,53.1,4.4,90,83,52,5.1,8.7,90.3,99,62.4,37.6,16:13:00,14:27:00,1,4,38,65.8,2,1,1,50.0
Zach Bogosian,2016,26,BUF,D,56,2,9,11,-17,46,1.4,2,0,0,1,8,1,0,73,2.7,1125,20:05:00,97,59,0,1,0,923,966,48.9,3,715,730,49.5,3.3,6.3,90.7,97.1,47.8,52.2,20:05:00,18:14:00,11,31,135,54.1,0,0,0,0.0
Jared Boll,2016,30,ANA,RW,51,0,3,3,-3,87,-0.3,0,0,0,0,3,0,0,13,0,297,05:49:00,14,68,0,1,0,182,281,39.3,-12.4,146,216,40.3,-11.5,6.4,94.5,100.9,56,44,05:49:00,05:46:00,2,5,26,50,0,0,0,0.0
Nick Bonino,2016,28,PIT,C,80,18,19,37,-5,16,3,11,6,1,1,14,5,0,142,12.7,1332,16:39:00,99,60,582,631,48,873,1009,46.4,-4.9,656,714,47.9,-4.2,7.1,92.3,99.4,43.2,56.8,16:39:00,12:37:00,41,24,226,62.8,1,0,1,0.0
Mark Borowiecki,2016,27,OTT,D,70,1,2,3,-3,154,1.3,1,0,0,0,2,0,0,50,2,981,14:01:00,90,364,1,0,100,830,882,48.5,0.2,590,630,48.4,-0.9,5.3,93.9,99.3,49.4,50.6,14:01:00,13:16:00,6,18,115,43.5,0,0,0,0.0
Robert Bortuzzo,2016,27,STL,D,38,1,3,4,11,15,2,1,0,0,0,3,0,0,45,2.2,535,14:05:00,50,77,0,0,,437,421,50.9,1.4,333,285,53.9,4.1,10.2,93.2,103.4,51,49,14:05:00,13:11:00,4,13,87,51.7,0,0,0,0.0
Reid Boucher,2016,23,TOT,C,39,6,4,10,-6,8,0.9,5,1,0,0,4,0,0,70,8.6,465,11:56:00,14,19,0,1,0,350,382,47.8,-2.3,265,310,46.1,-2.5,6.2,92,98.2,50.4,49.6,11:44:00,10:11:00,18,8,113,61.9,0,0,0,0.0
Reid Boucher,2016,23,VAN,LW,27,5,2,7,-7,6,0.6,4,1,0,0,2,0,0,55,9.1,329,12:11:00,7,8,0,1,0,350,382,47.8,-2.3,265,310,46.1,-2.5,6.2,92,98.2,50.4,49.6,11:44:00,10:11:00,18,8,113,61.9,0,0,0,0.0
Reid Boucher,2016,23,NJD,LW,9,0,2,2,0,2,0.1,0,0,0,0,2,0,0,12,0,110,12:15:00,7,10,0,0,,350,382,47.8,-2.3,265,310,46.1,-2.5,6.2,92,98.2,50.4,49.6,11:44:00,10:11:00,18,8,113,61.9,0,0,0,0.0
Reid Boucher,2016,23,NSH,C,3,1,0,1,1,0,0.2,1,0,0,0,0,0,0,3,33.3,26,08:42:00,0,1,0,0,,350,382,47.8,-2.3,265,310,46.1,-2.5,6.2,92,98.2,50.4,49.6,11:44:00,10:11:00,18,8,113,61.9,0,0,0,0.0
Lance Bouma,2016,26,CGY,C,61,3,4,7,-2,35,-0.1,3,0,0,1,4,0,0,53,5.7,692,11:21:00,44,127,4,8,33.3,433,510,45.9,-5.8,314,343,47.8,-3.4,8,91.4,99.4,32.4,67.6,11:21:00,09:36:00,17,9,94,56.4,0,0,0,0.0
Michael Bournival,2016,24,TBL,LW,19,2,1,3,-3,2,0.1,2,0,0,0,1,0,0,25,8,193,10:09:00,8,31,1,2,33.3,173,167,50.9,0.1,135,123,52.3,1.5,3.3,92.9,96.1,30.2,69.8,10:09:00,10:02:00,6,3,46,54.3,0,0,0,0.0
Gabriel Bourque,2016,26,COL,LW,6,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,4,0,67,11:12:00,6,17,0,1,0,34,53,39.1,-5.6,24,34,41.4,-1.3,5.3,95,100.3,40,60,11:12:00,0.375,1,0,9,44.4,0,0,0,0.0
Rene Bourque,2016,35,COL,RW,65,12,6,18,-19,56,1.2,10,2,0,2,6,0,0,111,10.8,906,13:57:00,26,75,0,5,0,708,765,48.1,-0.7,524,580,47.5,-0.5,7.1,89.2,96.3,49.7,50.3,13:57:00,12:06:00,24,12,194,57.7,0,0,0,0.0
Jay Bouwmeester,2016,33,STL,D,81,1,14,15,6,28,4.1,1,0,0,0,13,1,0,106,0.9,1815,22:24:00,111,67,0,0,,1288,1404,47.8,-3.2,965,1040,48.1,-3.3,10.4,91.2,101.5,41.3,58.7,22:24:00,19:17:00,11,37,205,51.7,0,0,0,0.0
Johnny Boychuk,2016,33,NYI,D,66,6,17,23,11,19,4.8,4,1,1,2,13,3,1,155,3.9,1368,20:44:00,133,160,1,0,100,1088,1126,49.1,2.4,807,825,49.4,2.1,8.9,93.2,102,51.7,48.3,20:44:00,16:51:00,13,45,339,45.7,0,0,0,0.0
Brian Boyle,2016,32,TOT,C,75,13,12,25,3,66,2.7,10,3,0,2,9,3,0,131,9.9,977,13:02:00,41,115,303,278,52.2,752,679,52.6,1.5,586,519,53,3,8.2,92.1,100.4,42.5,57.5,0.5416666666666666,10:45:00,22,19,216,60.6,4,2,2,50.0
Brian Boyle,2016,32,TBL,C,54,13,9,22,5,48,2.9,10,3,0,2,6,3,0,109,11.9,740,13:42:00,31,83,175,155,53,752,679,52.6,1.5,586,519,53,3,8.2,92.1,100.4,42.5,57.5,0.5416666666666666,10:45:00,22,19,216,60.6,4,2,2,50.0
Brian Boyle,2016,32,TOR,C,21,0,3,3,-2,18,-0.2,0,0,0,0,3,0,0,22,0,238,11:19:00,10,32,128,123,51,752,679,52.6,1.5,586,519,53,3,8.2,92.1,100.4,42.5,57.5,0.5416666666666666,10:45:00,22,19,216,60.6,4,2,2,50.0
Tyler Bozak,2016,30,TOR,C,78,18,37,55,-1,30,5.8,11,7,0,1,26,11,0,145,12.4,1282,16:26:00,26,45,774,591,56.7,1159,1081,51.7,1.4,866,858,50.2,0.2,9.7,90.7,100.4,52.5,47.5,16:27:00,13:59:00,52,48,238,60.9,6,5,1,83.3
