Season,Player,Age_x,Tm_x,Pos_x,GP_x,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,Age_y,Tm_y,Pos_y,GP_y,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
2010,John Erskine,30,WSH,D,73,4,7,11,1,94,3,4,0,0,1,7,0,0,58,6.9,1083,14:50:00,120,165,0,0,,30,WSH,D,73,907,916,49.8,-1.8,668,650,50.7,-0.5,7,92.3,99.3,51.8,48.2,14:37:00,13:16:00,11,37,120,45.8,0,0,0,0.0
2010,Brian Fahey,29,WSH,D,7,0,1,1,-1,2,0.1,0,0,0,0,1,0,0,4,0,83,11:49:00,6,9,0,0,,29,WSH,D,7,71,64,52.6,-5.1,55,47,53.9,-2.9,6.7,87.1,93.8,64.3,35.7,11:49:00,11:03:00,0,1,7,57.1,0,0,0,0.0
2010,Justin Falk,22,MIN,D,22,0,3,3,-4,6,0.4,0,0,0,0,3,0,0,7,0,311,14:09:00,17,22,0,0,,22,MIN,D,22,209,279,42.8,-3,154,216,41.6,-2.7,8.7,91.9,100.7,36.7,63.3,14:09:00,12:49:00,3,7,21,33.3,0,0,0,0.0
2010,Mark Fayne,23,NJD,D,57,4,10,14,10,27,4.7,4,0,0,0,6,4,0,77,5.2,1017,17:50:00,39,51,0,0,,23,NJD,D,57,774,657,54.1,3,594,516,53.5,2.6,8.5,93,101.5,51.5,48.5,17:50:00,16:21:00,13,24,147,52.4,0,0,0,0.0
2010,Ruslan Fedotenko,32,NYR,LW,66,10,15,25,9,25,2.6,9,0,1,0,13,2,0,120,8.3,990,15:00:00,50,150,12,20,37.5,32,NYR,LW,66,756,829,47.7,-2.6,584,561,51,-0.6,8.2,93.5,101.7,41,59,14:59:00,13:06:00,28,7,214,56.1,0,0,0,0.0
2010,Eric Fehr,25,WSH,RW,52,10,10,20,0,16,2.2,7,3,0,1,6,4,0,120,8.3,655,12:35:00,20,32,0,1,0,25,WSH,RW,52,547,474,53.6,1.5,401,338,54.3,1.6,6.3,92.5,98.9,56.7,43.3,12:22:00,10:28:00,23,7,207,57.5,0,0,0,0.0
2010,Andrew Ference,31,BOS,D,70,3,12,15,22,60,4.3,3,0,0,0,10,1,1,78,3.8,1259,17:59:00,82,74,0,0,,31,BOS,D,70,1030,1055,49.4,-3,762,794,49,-2.4,9.4,93.7,103,50.8,49.2,17:59:00,15:47:00,4,28,179,43.6,0,0,0,0.0
2010,Benn Ferriero,23,SJS,C,33,5,4,9,8,9,1.1,4,1,0,1,4,0,0,56,8.9,432,13:05:00,8,46,2,9,18.2,23,SJS,C,33,416,339,55.1,4.1,310,248,55.6,5.7,8.3,94.8,103.1,51.5,48.5,13:05:00,12:08:00,11,11,111,50.5,0,0,0,0.0
2010,Brett Festerling,24,ANA,D,1,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,0,,15,14:53:00,4,2,0,0,,24,ANA,D,1,5,13,27.8,,3,9,25,,0,77.8,77.8,100,0,14:53:00,08:09:00,0,0,1,0,0,0,0,0.0
2010,Vernon Fiddler,30,PHX,C,71,6,16,22,3,46,1,5,0,1,2,14,1,1,97,6.2,1104,15:33:00,60,85,660,564,53.9,30,PHX,C,71,753,930,44.7,-8.2,567,717,44.2,-8.4,8,93.6,101.5,35.7,64.3,15:33:00,12:30:00,27,21,163,59.5,0,0,0,0.0
2010,Nikita Filatov,20,CBJ,LW,23,0,7,7,3,8,0.4,0,0,0,0,4,3,0,31,0,283,12:19:00,4,10,0,0,,20,CBJ,LW,23,203,179,53.1,3.6,153,125,55,4.7,3.6,98.9,102.5,55,45,12:19:00,09:44:00,4,1,61,50.8,2,1,1,50.0
2010,Valtteri Filppula,26,DET,C,71,16,23,39,-1,22,3.6,12,4,0,5,19,4,0,115,13.9,1187,16:43:00,25,30,478,450,51.5,26,DET,C,71,920,901,50.5,-4.5,695,699,49.9,-4.7,9.2,91.8,100.9,50.7,49.3,16:43:00,14:01:00,50,42,228,50.4,0,0,0,0.0
2010,Mike Fisher,30,TOT,C,82,19,17,36,-17,43,3,15,4,0,2,7,10,0,192,9.9,1506,18:22:00,89,135,602,644,48.3,30,TOT,C,82,972,1175,45.3,-6.1,720,887,44.8,-6.3,7.6,90.8,98.4,50.1,49.9,18:22:00,14:36:00,36,43,314,60.8,2,0,2,0.0
2010,Mike Fisher,30,OTT,C,55,14,10,24,-19,33,1.9,11,3,0,1,4,6,0,132,10.6,1013,18:25:00,59,91,399,426,48.4,30,TOT,C,82,972,1175,45.3,-6.1,720,887,44.8,-6.3,7.6,90.8,98.4,50.1,49.9,18:22:00,14:36:00,36,43,314,60.8,2,0,2,0.0
2010,Mike Fisher,30,NSH,C,27,5,7,12,2,10,1.1,4,1,0,1,3,4,0,60,8.3,493,18:15:00,30,44,203,218,48.2,30,TOT,C,82,972,1175,45.3,-6.1,720,887,44.8,-6.3,7.6,90.8,98.4,50.1,49.9,18:22:00,14:36:00,36,43,314,60.8,2,0,2,0.0
2010,Mark Fistric,24,DAL,D,57,2,3,5,-10,44,0.7,2,0,0,1,2,0,1,26,7.7,820,14:23:00,78,173,0,0,,24,DAL,D,57,569,702,44.8,-7,422,518,44.9,-7,9.5,89.6,99.1,49.3,50.7,14:23:00,12:56:00,11,14,81,32.1,0,0,0,0.0
2010,Tomas Fleischmann,26,TOT,LW,45,12,19,31,2,18,3.5,9,3,0,2,16,3,0,98,12.2,736,16:22:00,14,15,91,134,40.4,26,TOT,LW,45,556,616,47.4,-4.6,410,446,47.9,-3.7,9.8,91,100.8,55.4,44.6,16:05:00,13:24:00,25,21,165,58.2,0,0,0,0.0
2010,Tomas Fleischmann,26,WSH,LW,23,4,6,10,3,10,1.1,4,0,0,1,5,1,0,44,9.1,330,14:20:00,6,9,89,125,41.6,26,TOT,LW,45,556,616,47.4,-4.6,410,446,47.9,-3.7,9.8,91,100.8,55.4,44.6,16:05:00,13:24:00,25,21,165,58.2,0,0,0,0.0
2010,Tomas Fleischmann,26,COL,LW,22,8,13,21,-1,8,2.4,5,3,0,1,11,2,0,54,14.8,406,18:28:00,8,6,2,9,18.2,26,TOT,LW,45,556,616,47.4,-4.6,410,446,47.9,-3.7,9.8,91,100.8,55.4,44.6,16:05:00,13:24:00,25,21,165,58.2,0,0,0,0.0
2010,Nick Foligno,23,OTT,LW,82,14,20,34,-19,43,2.7,9,5,0,3,15,5,0,149,9.4,1277,15:35:00,41,119,65,73,47.1,23,OTT,LW,82,1019,1044,49.4,-1.3,737,794,48.1,-2.1,6.5,90.5,97,55.2,44.8,15:35:00,13:46:00,31,25,218,67.9,1,0,1,0.0
2010,Adam Foote,39,COL,D,47,0,8,8,-9,33,0.7,0,0,0,0,8,0,0,23,0,842,17:56:00,67,55,0,0,,39,COL,D,47,551,726,43.1,-7.6,420,545,43.5,-7.1,8.8,90.4,99.3,39.5,60.5,17:56:00,14:56:00,4,15,41,56.1,0,0,0,0.0
2010,Peter Forsberg*,37,COL,C,2,0,0,0,-4,4,-0.2,0,0,0,0,0,0,0,3,0,35,17:35:00,0,3,0,0,,37,COL,C,2,23,36,39,,15,29,34.1,,0,84.6,84.6,44.4,55.6,17:35:00,15:47:00,1,0,7,42.9,0,0,0,0.0
2010,Kurtis Foster,29,EDM,D,74,8,14,22,-12,45,3.5,3,5,0,0,5,9,0,182,4.4,1307,17:40:00,76,89,0,0,,29,EDM,D,74,864,993,46.5,0.9,640,747,46.1,2.7,7,92,99,54.4,45.6,17:40:00,13:39:00,18,37,364,50,1,0,1,0.0
2010,Cam Fowler,19,ANA,D,76,10,30,40,-25,20,5,4,6,0,3,13,17,0,123,8.1,1682,22:08:00,93,45,0,0,,19,ANA,D,76,1036,1412,42.3,-5.2,826,1076,43.4,-3.5,6.6,91.6,98.2,52.4,47.6,22:08:00,18:06:00,23,41,255,48.2,1,1,0,100.0
2010,Cody Franson,23,NSH,D,80,8,21,29,10,30,6.3,6,2,0,2,17,4,0,156,5.1,1214,15:11:00,52,81,0,0,,23,NSH,D,80,966,933,50.9,1.2,732,746,49.5,0,7.7,94.4,102.1,50.5,49.5,15:11:00,13:10:00,29,39,304,51.3,3,1,2,33.3
2010,Johan Franzen,31,DET,C,76,28,27,55,5,58,6.7,18,10,0,5,20,7,0,248,11.3,1325,17:26:00,29,143,74,73,50.3,31,DET,C,76,1083,967,52.8,-1.8,841,767,52.3,-1.6,9,91.8,100.8,49.8,50.2,17:26:00,14:33:00,36,35,410,60.5,2,0,2,0.0
2010,Colin Fraser,26,EDM,C,67,3,2,5,-2,60,-0.4,2,0,1,0,2,0,0,57,5.3,688,10:17:00,54,79,246,306,44.6,26,EDM,C,67,372,497,42.8,-4.3,261,349,42.8,-3.2,6,93.5,99.5,46.1,53.9,10:17:00,07:29:00,27,20,91,62.6,1,0,1,0.0
2010,Mark Fraser,24,NJD,D,26,0,2,2,2,29,1.1,0,0,0,0,2,0,0,16,0,363,13:59:00,19,58,0,0,,24,NJD,D,26,279,252,52.5,4.6,221,206,51.8,4.1,7,93.5,100.5,54.3,45.7,13:59:00,12:37:00,3,8,37,43.2,0,0,0,0.0
2010,Matt Frattin,23,TOR,RW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,5,0,16,15:34:00,0,1,0,0,,23,TOR,RW,1,22,11,66.7,27.6,18,9,66.7,32.6,0,100,100,69.2,30.8,15:34:00,13:25:00,1,1,8,62.5,0,0,0,0.0
2010,Michael Frolik,22,TOT,C,80,11,27,38,2,30,3.3,10,1,0,1,22,5,0,251,4.4,1247,15:36:00,37,52,48,71,40.3,22,TOT,C,80,1091,979,52.7,0.6,836,716,53.9,2.6,6.8,92.5,99.3,49.4,50.6,15:35:00,13:50:00,49,16,409,61.4,2,1,1,50.0
2010,Michael Frolik,22,FLA,C,52,8,21,29,2,16,2.8,7,1,0,1,16,5,0,158,5.1,834,16:02:00,23,31,5,7,41.7,22,TOT,C,80,1091,979,52.7,0.6,836,716,53.9,2.6,6.8,92.5,99.3,49.4,50.6,15:35:00,13:50:00,49,16,409,61.4,2,1,1,50.0
2010,Michael Frolik,22,CHI,C,28,3,6,9,0,14,0.5,3,0,0,0,6,0,0,93,3.2,414,14:46:00,14,21,43,64,40.2,22,TOT,C,80,1091,979,52.7,0.6,836,716,53.9,2.6,6.8,92.5,99.3,49.4,50.6,15:35:00,13:50:00,49,16,409,61.4,2,1,1,50.0
2010,Alex Frolov,28,NYR,LW,43,7,9,16,4,8,1.7,7,0,0,2,8,1,0,78,9,620,14:26:00,15,39,1,6,14.3,28,NYR,LW,43,482,487,49.7,0.1,354,351,50.2,-1.5,7.6,94.6,102.2,51.5,48.5,14:26:00,12:07:00,12,10,125,62.4,1,0,1,0.0
2010,Marian Gaborik,28,NYR,RW,62,22,26,48,8,18,6.2,15,7,0,4,17,9,0,192,11.5,1121,18:05:00,22,46,0,0,,28,NYR,RW,62,798,835,48.9,-3.3,602,621,49.2,-5,9.2,93.5,102.8,63,37,18:05:00,14:36:00,34,26,322,59,1,0,1,0.0
2010,Simon Gagne,30,TBL,LW,63,17,23,40,-12,20,3.9,10,7,0,3,15,8,0,154,11,1064,16:53:00,20,49,6,10,37.5,30,TBL,LW,63,867,819,51.4,-0.8,623,609,50.6,-2.9,7.8,90.3,98.2,48.3,51.7,16:53:00,13:33:00,23,21,281,54.8,3,1,2,33.3
2010,Sam Gagner,21,EDM,C,68,15,27,42,-17,37,3.4,11,3,1,2,21,6,0,138,10.9,1207,17:45:00,29,24,410,525,43.9,21,EDM,C,68,898,946,48.7,4.8,655,714,47.8,5.2,9.5,87.9,97.4,49.9,50.1,17:45:00,14:24:00,33,38,242,57,5,0,5,0.0
2010,Aaron Gagnon,24,DAL,C,19,0,2,2,-3,0,-0.2,0,0,0,0,2,0,0,9,0,153,08:04:00,5,12,30,25,54.5,24,DAL,C,19,125,124,50.2,2,79,91,46.5,-2.6,6.3,91.8,98,48.1,51.9,08:04:00,07:36:00,4,0,26,34.6,0,0,0,0.0
2010,T.J. Galiardi,22,COL,LW,35,7,8,15,-6,12,1.1,7,0,0,1,6,2,0,62,11.3,567,16:12:00,19,41,62,72,46.3,22,COL,LW,35,416,438,48.7,-2,330,348,48.7,-2.1,7.8,90.8,98.6,52.6,47.4,16:12:00,13:30:00,26,15,110,56.4,0,0,0,0.0
2010,Jason Garrison,26,FLA,D,73,5,13,18,-2,26,4.5,5,0,0,3,10,3,0,116,4.3,1627,22:18:00,127,136,0,0,,26,FLA,D,73,1187,1208,49.6,-0.1,888,912,49.3,0.5,6.2,93.7,99.9,41.4,58.6,22:17:00,17:35:00,19,41,264,43.9,0,0,0,0.0
2010,Cameron Gaunce,20,COL,D,11,1,0,1,-3,16,0.1,1,0,0,0,0,0,0,4,25,140,12:44:00,7,10,0,0,,20,COL,D,11,113,120,48.5,0.4,84,96,46.7,-2.1,3.5,92.8,96.3,28.1,71.9,12:44:00,11:09:00,1,5,12,33.3,0,0,0,0.0
2010,Paul Gaustad,28,BUF,C,81,12,19,31,7,101,2.8,11,1,0,3,17,1,1,117,10.3,1226,15:08:00,44,128,692,466,59.8,28,BUF,C,81,892,869,50.7,-0.5,678,611,52.6,1.4,7.5,93.5,101.1,44.2,55.8,15:08:00,12:18:00,22,24,191,61.3,0,0,0,0.0
2010,Blake Geoffrion,22,NSH,LW,20,6,2,8,3,7,1.4,6,0,0,1,2,0,0,24,25,165,08:16:00,4,8,46,53,46.5,22,NSH,LW,20,125,142,46.8,2.8,95,109,46.6,0.7,11.7,92.7,104.4,58.3,41.7,08:16:00,08:14:00,11,6,35,68.6,0,0,0,0.0
2010,Nathan Gerbe,23,BUF,C,64,16,15,31,11,34,4.1,14,2,0,3,13,2,0,171,9.4,853,13:20:00,23,53,4,13,23.5,23,BUF,C,64,772,663,53.8,2.5,586,476,55.2,3.5,8.1,92.5,100.6,50.6,49.4,13:20:00,12:01:00,24,19,263,65,1,1,0,100.0
2010,Bruno Gervais,26,NYI,D,53,0,6,6,-14,30,0.2,0,0,0,0,6,0,0,43,0,831,15:41:00,75,39,0,0,,26,NYI,D,53,615,761,44.7,-4.5,445,545,44.9,-3.7,6.2,91.5,97.7,44.4,55.6,15:22:00,13:42:00,28,18,109,37.6,0,0,0,0.0
2010,Ryan Getzlaf,25,ANA,C,67,19,57,76,14,35,8.4,12,7,0,4,37,20,0,117,16.2,1464,21:51:00,57,189,542,641,45.8,25,ANA,C,67,1044,1112,48.4,5,808,840,49,5.5,12.6,91.3,103.9,47,53,21:51:00,17:47:00,35,81,236,49.6,3,1,2,33.3
2010,Tom Gilbert,28,EDM,D,79,6,20,26,-14,32,4.1,3,3,0,0,11,7,2,106,5.7,1936,1900-01-01 00:30:00,172,69,0,0,,28,EDM,D,79,1256,1351,48.2,2.9,909,991,47.8,4.1,8.7,89.2,97.9,50.5,49.5,1900-01-01 00:30:00,18:07:00,43,87,220,48.6,0,0,0,0.0
2010,Hal Gill,35,MTL,D,75,2,7,9,-9,43,2.4,2,0,0,1,6,0,1,62,3.2,1486,19:49:00,151,75,0,0,,35,MTL,D,75,1060,1115,48.7,-3.8,773,813,48.7,-5.2,6.8,91.7,98.5,45.9,54.1,19:49:00,15:58:00,21,62,135,45.9,0,0,0,0.0
2010,Colton Gillies,21,MIN,C,7,1,0,1,-2,2,0,1,0,0,0,0,0,0,3,33.3,73,10:22:00,2,16,1,1,50,21,MIN,C,7,35,51,40.7,-3.7,24,42,36.4,-1.1,5.6,87.5,93.1,33.3,66.7,10:22:00,09:44:00,0,1,8,37.5,0,0,0,0.0
2010,Trevor Gillies,32,NYI,LW,39,2,0,2,-3,165,0.1,2,0,0,0,0,0,0,9,22.2,120,03:04:00,6,41,0,1,0,32,NYI,LW,39,65,165,28.3,-20,42,118,26.3,-23,13.5,90.4,103.9,47.1,52.9,02:58:00,02:54:00,1,1,17,52.9,0,0,0,0.0
2010,Matt Gilroy,26,NYR,D,58,3,8,11,5,14,2.9,3,0,0,1,7,1,0,75,4,822,14:11:00,62,39,0,0,,26,NYR,D,58,678,651,51,-2.1,521,466,52.8,-1.4,7.6,92.9,100.5,61,39,14:11:00,12:31:00,15,15,138,54.3,1,0,1,0.0
2010,Brian Gionta,32,MTL,RW,82,29,17,46,3,24,5.8,20,7,2,6,13,4,0,298,9.7,1609,19:37:00,31,87,19,40,32.2,32,MTL,RW,82,1359,1118,54.9,6.3,1021,830,55.2,5.3,6.9,92.3,99.1,50.4,49.6,19:37:00,14:47:00,45,27,521,57.2,6,1,5,16.7
2010,Stephen Gionta,27,NJD,RW,12,0,0,0,-3,6,-0.3,0,0,0,0,0,0,0,13,0,108,09:00:00,5,16,0,0,,27,NJD,RW,12,76,73,51,0.9,57,58,49.6,0,0,93,93,52.6,47.4,09:00:00,07:23:00,5,2,25,52,0,0,0,0.0
2010,Mark Giordano,27,CGY,D,82,8,35,43,-8,67,6.4,3,5,0,1,15,20,0,165,4.8,1898,23:08:00,193,140,0,0,,27,CGY,D,82,1443,1256,53.5,3.4,1081,889,54.9,5.2,7.5,89.9,97.4,53.1,46.9,23:08:00,17:23:00,25,42,388,42.5,0,0,0,0.0
2010,Dan Girardi,26,NYR,D,80,4,27,31,7,37,6.7,2,2,0,1,20,5,2,110,3.6,1966,1900-01-01 00:35:00,236,195,0,0,,26,NYR,D,80,1356,1566,46.4,-5.5,1023,1098,48.2,-5.1,8.2,92.6,100.7,46.6,53.4,1900-01-01 00:34:00,19:07:00,30,51,240,45.8,0,0,0,0.0
2010,Alexandre Giroux,29,EDM,C,8,1,1,2,-2,2,0,1,0,0,0,1,0,0,13,7.7,118,14:46:00,3,16,0,2,0,29,EDM,C,8,84,77,52.2,-4,62,65,48.8,-8.7,6.7,90,96.7,51.8,48.2,14:46:00,11:33:00,1,1,25,52,1,0,1,0.0
2010,Claude Giroux,23,PHI,RW,82,25,51,76,20,47,8.8,14,8,3,5,36,11,4,169,14.8,1591,19:24:00,44,117,548,547,50,23,PHI,RW,82,1268,1096,53.6,3.3,958,829,53.6,2.1,9,91.5,100.5,50.2,49.8,19:24:00,14:10:00,48,44,303,55.8,9,2,7,22.2
2010,Tanner Glass,27,VAN,LW,73,3,7,10,-5,72,0,3,0,0,1,7,0,0,45,6.7,652,08:56:00,29,130,25,37,40.3,27,VAN,LW,73,405,592,40.6,-14.2,311,426,42.2,-12,6.8,93.6,100.5,37.9,62.1,08:55:00,07:43:00,9,10,88,51.1,0,0,0,0.0
2010,Tim Gleason,28,CAR,D,82,2,14,16,-11,85,2.5,2,0,0,0,12,1,1,84,2.4,1719,20:58:00,138,215,0,0,,28,CAR,D,82,1323,1556,46,-5.4,961,1208,44.3,-6.4,7.6,92.9,100.5,45.6,54.4,20:46:00,16:58:00,16,43,224,36.6,0,0,0,0.0
2010,Curtis Glencross,28,CGY,LW,79,24,19,43,6,59,5.3,19,3,2,4,16,2,1,149,16.1,1283,16:15:00,54,105,57,84,40.4,28,CGY,LW,79,961,855,52.9,3,718,625,53.5,3.2,8.7,90.6,99.3,51.3,48.7,16:15:00,12:34:00,47,55,252,59.1,3,1,2,33.3
2010,Marcel Goc,27,NSH,C,51,9,15,24,10,6,2.6,8,0,1,2,15,0,0,111,8.1,818,16:02:00,13,51,346,347,49.9,27,NSH,C,51,653,634,50.7,-1.2,484,503,49,-1.6,10.5,92.5,102.9,44,56,16:02:00,14:13:00,17,17,178,62.4,6,2,4,33.3
2010,Eric Godard,30,PIT,RW,19,0,3,3,4,105,0.3,0,0,0,0,3,0,0,1,0,98,05:10:00,2,19,0,0,,30,PIT,RW,19,71,80,47,-7.5,44,50,46.8,-8.6,15.2,97.1,112.2,50,50,05:10:00,05:08:00,0,1,3,33.3,0,0,0,0.0
2010,Alex Goligoski,25,TOT,D,83,14,32,46,20,40,10.2,7,7,0,4,15,17,0,162,8.6,1846,22:14:00,106,75,0,0,,25,TOT,D,83,1398,1257,52.7,1.2,1037,940,52.5,0.7,9.7,92,101.7,56.6,43.4,22:14:00,16:44:00,14,56,371,43.7,1,0,1,0.0
2010,Alex Goligoski,25,PIT,D,60,9,22,31,20,28,7.5,5,4,0,4,9,13,0,101,8.9,1246,20:46:00,74,51,0,0,,25,TOT,D,83,1398,1257,52.7,1.2,1037,940,52.5,0.7,9.7,92,101.7,56.6,43.4,22:14:00,16:44:00,14,56,371,43.7,1,0,1,0.0
2010,Alex Goligoski,25,DAL,D,23,5,10,15,0,12,2.8,2,3,0,0,6,4,0,61,8.2,600,1900-01-01 02:04:00,32,24,0,0,,25,TOT,D,83,1398,1257,52.7,1.2,1037,940,52.5,0.7,9.7,92,101.7,56.6,43.4,22:14:00,16:44:00,14,56,371,43.7,1,0,1,0.0
2010,Scott Gomez,31,MTL,C,80,7,31,38,-15,48,1.9,4,3,0,2,16,14,1,157,4.5,1485,18:34:00,24,32,575,622,48,31,MTL,C,80,1308,1145,53.3,3.8,978,843,53.7,2.7,4.8,92.3,97.2,54.2,45.8,18:34:00,14:54:00,56,28,276,56.9,1,0,1,0.0
2010,Sergei Gonchar,36,OTT,D,67,7,20,27,-15,20,5,2,5,0,0,5,15,0,107,6.5,1554,23:12:00,94,54,0,0,,36,OTT,D,67,1050,1055,49.9,-0.8,780,814,48.9,-0.3,6.8,91.2,98,54.1,45.9,23:12:00,17:38:00,22,48,260,41.2,0,0,0,0.0
2010,Andrew Gordon,25,WSH,RW,9,1,1,2,-2,0,0.1,1,0,0,0,1,0,0,5,20,78,08:40:00,4,5,0,0,,25,WSH,RW,9,56,42,57.1,5.8,40,34,54.1,3.3,13.6,82.8,96.4,40,60,08:40:00,07:56:00,0,2,17,29.4,0,0,0,0.0
2010,Boyd Gordon,27,WSH,RW,60,3,6,9,-5,16,-0.2,2,0,1,1,6,0,0,77,3.9,783,13:03:00,50,33,417,302,58,27,WSH,RW,60,498,554,47.3,-5,372,379,49.5,-1.8,6.9,91.3,98.2,38.8,61.2,13:03:00,10:44:00,14,10,129,59.7,0,0,0,0.0
2010,Josh Gorges,26,MTL,D,36,1,6,7,-3,18,1.6,0,1,0,1,6,0,0,20,5,762,21:10:00,79,55,0,0,,26,MTL,D,36,525,557,48.5,-6.2,387,394,49.6,-5.6,7.8,92,99.8,49.6,50.4,21:10:00,16:44:00,8,24,62,32.3,0,0,0,0.0
2010,Michael Grabner,23,NYI,RW,76,34,18,52,13,10,8.1,26,2,6,3,15,2,1,228,14.9,1146,15:05:00,24,22,2,4,33.3,23,NYI,RW,76,922,919,50.1,4.2,689,661,51,5.1,9.4,91.3,100.8,45.1,54.9,14:56:00,12:31:00,68,29,329,68.1,0,0,0,0.0
2010,Mikhail Grabovski,27,TOR,C,81,29,29,58,14,60,7.4,19,10,0,4,24,5,0,239,12.1,1568,19:22:00,25,44,642,684,48.4,27,TOR,C,81,1373,1164,54.1,6.4,973,872,52.7,5.8,9.7,91.8,101.5,50.3,49.7,19:22:00,15:12:00,49,45,426,55.6,6,2,4,33.3
2010,Evgeny Grachev,20,NYR,C,8,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,3,0,62,07:42:00,0,8,0,1,0,20,NYR,C,8,43,56,43.4,-8.4,32,44,42.1,-13.1,0,90.3,90.3,63.6,36.4,07:42:00,07:36:00,4,0,6,50,0,0,0,0.0
2010,Marc-Andre Gragnani,23,BUF,LW,9,1,2,3,0,2,0.2,1,0,0,1,0,2,0,11,9.1,138,15:17:00,6,6,0,0,,23,BUF,LW,9,111,89,55.5,6.4,82,69,54.3,3.4,7.3,92.7,100,68.8,31.3,15:17:00,13:07:00,6,3,21,52.4,0,0,0,0.0
2010,Josh Green,33,ANA,LW,12,0,0,0,-3,6,-0.3,0,0,0,0,0,0,0,10,0,120,10:01:00,1,11,3,4,42.9,33,ANA,LW,12,95,99,49,-2.1,76,83,47.8,-2.2,1.9,93.3,95.3,56.5,43.5,10:01:00,09:22:00,3,0,20,50,0,0,0,0.0
2010,Mike Green,25,WSH,D,49,8,16,24,6,48,5.5,3,5,0,1,10,5,1,115,7,1234,1900-01-01 01:12:00,106,100,0,0,,25,WSH,D,49,914,802,53.3,1.2,642,582,52.5,0.3,7.6,92.6,100.2,52,48,1900-01-01 00:43:00,18:01:00,25,54,246,46.7,1,0,1,0.0
2010,Andy Greene,28,NJD,D,82,4,19,23,-23,22,4.4,3,1,0,1,14,5,0,91,4.4,1834,22:22:00,157,49,0,0,,28,NJD,D,82,1265,1194,51.4,-0.7,976,913,51.7,-0.8,6.1,90.2,96.3,54.1,45.9,22:22:00,18:38:00,34,34,210,43.3,0,0,0,0.0
2010,Matt Greene,27,LAK,D,71,2,9,11,3,70,3.5,2,0,0,1,9,0,0,50,4,1205,16:59:00,105,243,0,0,,27,LAK,D,71,899,849,51.4,-2.5,658,624,51.3,-1.5,7.1,92.9,100,48.2,51.8,16:59:00,14:17:00,8,38,114,43.9,0,0,0,0.0
2010,Colin Greening,24,OTT,C,24,6,7,13,2,10,1.7,6,0,0,2,7,0,0,57,10.5,362,15:05:00,9,56,11,13,45.8,24,OTT,C,24,328,317,50.9,2.7,260,249,51.1,3.2,9.1,91.5,100.6,47.2,52.8,15:05:00,13:43:00,11,8,91,62.6,0,0,0,0.0
2010,Mike Grier,36,BUF,RW,73,5,11,16,0,12,0.4,5,0,0,0,11,0,0,107,4.7,1051,14:24:00,48,112,10,21,32.3,36,BUF,RW,73,684,784,46.6,-6,520,581,47.2,-5.4,7.3,92.9,100.2,44.7,55.3,14:24:00,11:30:00,26,22,165,64.8,0,0,0,0.0
2010,Nicklas Grossmann,26,DAL,D,59,1,9,10,7,35,2.8,1,0,0,0,9,0,0,38,2.6,1074,18:12:00,78,161,0,0,,26,DAL,D,59,739,868,46,-2.6,554,644,46.2,-1.8,10,93,103,40.1,59.9,18:12:00,15:45:00,8,26,114,33.3,0,0,0,0.0
2010,Nate Guenin,28,CBJ,D,3,0,0,0,-3,2,-0.2,0,0,0,0,0,0,0,2,0,44,14:48:00,7,11,0,0,,28,CBJ,D,3,27,35,43.5,-4.5,23,25,47.9,-0.1,5.6,80,85.6,48,52,14:48:00,13:39:00,1,0,3,66.7,0,0,0,0.0
2010,Carl Gunnarsson,24,TOR,D,68,4,16,20,-2,14,3.7,3,1,0,1,13,3,0,69,5.8,1240,18:15:00,120,63,0,0,,24,TOR,D,68,907,962,48.5,-1.2,632,710,47.1,-3.2,8.8,91.6,100.5,46.7,53.3,18:15:00,14:18:00,24,44,157,43.9,0,0,0,0.0
2010,Erik Gustafsson,22,PHI,D,3,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,2,0,33,10:57:00,1,0,0,0,,22,PHI,D,3,23,21,52.3,,15,13,53.6,,0,87.5,87.5,35.7,64.3,10:57:00,10:44:00,1,1,5,40,0,0,0,0.0
2010,Niklas Hagman,31,CGY,LW,71,11,16,27,-2,24,2.3,7,4,0,0,13,3,0,140,7.9,968,13:38:00,12,35,3,22,12,31,CGY,LW,71,813,743,52.2,0.1,599,548,52.2,-0.6,7.3,92,99.3,51,49,13:38:00,11:50:00,12,25,255,54.9,8,1,7,12.5
2010,Ron Hainsey,29,ATL,D,82,3,16,19,3,24,3.9,3,0,0,2,14,1,1,83,3.6,1483,18:05:00,168,49,0,0,,29,ATL,D,82,1121,1248,47.3,-4.6,862,866,49.9,-3,8.2,92.3,100.5,48,52,17:54:00,15:40:00,29,47,183,45.4,0,0,0,0.0
