Season,Player,Age_x,Tm_x,Pos_x,GP_x,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,Age_y,Tm_y,Pos_y,GP_y,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
2010,Sami Lepisto,26,CBJ,D,19,0,5,5,3,18,1.1,0,0,0,0,5,0,0,25,0,380,20:01:00,24,23,0,0,,26,TOT,D,70,999,949,51.3,1,755,724,51,1.9,8.5,92.8,101.3,49.8,50.2,17:33:00,15:24:00,20,24,134,41.8,0,0,0,0.0
2010,Francis Lessard,31,OTT,D,24,0,0,0,0,78,0.1,0,0,0,0,0,0,0,6,0,93,03:51:00,2,36,1,0,100,31,OTT,D,24,70,64,52.2,3.6,52,44,54.2,4.7,2.6,96.7,99.2,67.6,32.4,03:51:00,03:51:00,1,2,12,50,0,0,0,0.0
2010,Kris Letang,23,PIT,D,82,8,42,50,15,101,9.8,4,4,0,2,21,20,1,236,3.4,1971,1900-01-01 00:02:00,109,167,1,0,100,23,PIT,D,82,1501,1204,55.5,3.7,1100,920,54.5,2.2,8.7,91.6,100.2,54.9,45.1,1900-01-01 00:02:00,17:28:00,39,52,463,50.8,13,3,10,23.1
2010,Mark Letestu,25,PIT,C,64,14,13,27,4,13,3.1,10,4,0,3,11,2,0,128,10.9,912,14:15:00,15,51,407,327,55.4,25,PIT,C,64,801,611,56.7,4.1,584,449,56.5,3.7,7.3,91.8,99.1,56.6,43.4,14:15:00,12:02:00,26,14,232,55.2,4,1,3,25.0
2010,Pierre-Luc Letourneau-Leblond,25,NJD,RW,2,0,0,0,-2,21,-0.1,0,0,0,0,0,0,0,0,,7,03:28:00,0,3,0,0,,25,NJD,RW,2,2,5,28.6,-21.4,2,5,28.6,-21.4,0,50,50,75,25,03:28:00,03:28:00,0,0,0,,0,0,0,0.0
2010,Trevor Lewis,24,LAK,C,72,3,10,13,-11,6,0,3,0,0,2,10,0,0,105,2.9,827,11:29:00,25,102,151,234,39.2,24,LAK,C,72,547,572,48.9,-6,409,429,48.8,-4.6,6.1,91.7,97.8,53.9,46.1,11:29:00,09:40:00,27,16,182,57.7,0,0,0,0.0
2010,Nicklas Lidstrom*,40,DET,D,82,16,46,62,-2,20,9.5,9,7,0,1,13,32,1,175,9.1,1924,23:28:00,92,49,0,0,,40,DET,D,82,1355,1275,51.5,-4.3,1067,999,51.6,-2.9,9,91,100,49,51,23:28:00,16:44:00,33,33,357,49,0,0,0,0.0
2010,David Liffiton,26,COL,D,4,1,0,1,3,17,0.5,1,0,0,0,0,0,0,2,50,30,07:28:00,3,3,0,0,,26,COL,D,4,37,29,56.1,11.9,29,22,56.9,13.6,13.6,100,113.6,57.1,42.9,07:28:00,07:28:00,1,0,5,40,0,0,0,0.0
2010,John-Michael Liles,30,COL,D,76,6,40,46,-9,35,6.1,3,3,0,0,25,15,0,163,3.7,1673,22:01:00,153,59,0,0,,30,COL,D,76,1245,1307,48.8,0.9,938,936,50.1,2.5,8.8,89.9,98.7,56.1,43.9,22:01:00,17:40:00,32,36,357,45.7,0,0,0,0.0
2010,Andreas Lilja,35,ANA,D,52,1,6,7,-15,28,0.5,1,0,0,0,6,0,0,31,3.2,907,17:26:00,113,92,0,0,,35,ANA,D,52,497,731,40.5,-7.6,397,553,41.8,-6.1,5.6,91.9,97.4,50.3,49.7,17:26:00,13:53:00,6,20,60,51.7,0,0,0,0.0
2010,Bryan Little,23,ATL,C,76,18,30,48,11,33,5.3,14,2,2,1,21,8,1,158,11.4,1403,18:27:00,30,40,607,704,46.3,23,ATL,C,76,1094,997,52.3,1.9,822,743,52.5,0,9.9,92.1,102,54.1,45.9,18:13:00,14:09:00,79,21,281,55.5,10,3,7,30.0
2010,Corey Locke,26,OTT,C,5,0,1,1,-1,0,0,0,0,0,0,1,0,0,6,0,46,09:10:00,0,1,7,25,21.9,26,OTT,C,5,26,42,38.2,-16.7,18,35,34,-24.4,6.7,92.6,99.3,85.7,14.3,09:10:00,08:13:00,0,1,11,54.5,0,0,0,0.0
2010,Andrei Loktionov,20,LAK,C,19,4,3,7,2,2,0.9,4,0,0,2,2,1,0,26,15.4,280,14:46:00,8,6,23,32,41.8,20,LAK,C,19,202,192,51.3,-2.8,145,143,50.3,-4.2,8.4,95.4,103.8,52.9,47.1,14:46:00,12:11:00,10,9,54,48.1,0,0,0,0.0
2010,Matthew Lombardi,28,NSH,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,6,0,30,14:50:00,0,0,16,13,55.2,28,NSH,C,2,16,32,33.3,-26,13,28,31.7,-28.7,0,94.4,94.4,38.9,61.1,14:50:00,12:24:00,2,1,8,75,0,0,0,0.0
2010,Ben Lovejoy,26,PIT,D,47,3,14,17,11,48,3.9,3,0,0,0,12,1,1,60,5,705,15:00:00,60,44,0,0,,26,PIT,D,47,658,583,53,-2.7,486,433,52.9,-2.9,8.5,93.1,101.6,53.4,46.6,15:00:00,14:02:00,7,8,138,43.5,0,0,0,0.0
2010,Milan Lucic,22,BOS,LW,79,30,32,62,28,121,8.8,25,5,0,7,23,9,0,173,17.3,1310,16:35:00,22,167,21,33,38.9,22,BOS,LW,79,1197,1005,54.4,3,867,767,53.1,1.9,10.4,93.8,104.2,52.5,47.5,16:35:00,14:02:00,27,43,340,50.9,1,0,1,0.0
2010,Brad Lukowich,34,DAL,D,5,0,0,0,2,0,0.2,0,0,0,0,0,0,0,3,0,51,10:16:00,6,5,0,0,,34,DAL,D,5,65,48,57.5,9,47,34,58,11,7.7,95.8,103.5,64.5,35.5,10:16:00,10:15:00,1,0,6,50,0,0,0,0.0
2010,Mike Lundin,26,TBL,D,69,1,11,12,-3,12,2.5,1,0,0,0,11,0,0,55,1.8,1408,20:24:00,108,25,0,0,,26,TBL,D,69,994,1150,46.4,-9.7,755,855,46.9,-10.4,9.3,91,100.3,41,59,20:24:00,17:19:00,17,18,159,34.6,0,0,0,0.0
2010,Joffrey Lupul,27,TOT,C,54,14,17,31,-11,33,3,10,4,0,2,8,9,0,129,10.9,844,15:37:00,29,63,12,20,37.5,27,TOT,C,54,580,840,40.8,-5.1,428,616,41,-4.3,9,91.4,100.5,48.4,51.6,15:37:00,12:45:00,18,17,221,58.4,5,1,4,20.0
2010,Joffrey Lupul,27,TOR,C,28,9,9,18,-7,19,1.8,7,2,0,1,4,5,0,75,12,500,17:51:00,17,41,5,13,27.8,27,TOT,C,54,580,840,40.8,-5.1,428,616,41,-4.3,9,91.4,100.5,48.4,51.6,15:37:00,12:45:00,18,17,221,58.4,5,1,4,20.0
2010,Joffrey Lupul,27,ANA,C,26,5,8,13,-4,14,1.2,3,2,0,1,4,4,0,54,9.3,344,13:13:00,12,22,7,7,50,27,TOT,C,54,580,840,40.8,-5.1,428,616,41,-4.3,9,91.4,100.5,48.4,51.6,15:37:00,12:45:00,18,17,221,58.4,5,1,4,20.0
2010,Toni Lydman,33,ANA,D,78,3,22,25,32,42,7.4,3,0,0,0,20,2,0,99,3,1729,22:10:00,178,141,0,0,,33,ANA,D,78,1177,1323,47.1,4.4,911,991,47.9,4.4,12.1,92.9,105,42.8,57.2,22:10:00,17:49:00,11,38,195,50.8,1,0,1,0.0
2010,Clarke MacArthur,25,TOR,LW,82,21,41,62,-3,37,6.6,15,6,0,3,28,13,0,154,13.6,1403,17:07:00,20,115,9,7,56.3,25,TOR,LW,82,1254,1108,53.1,5.1,855,824,50.9,2.9,9.5,90.6,100,49.4,50.6,17:07:00,14:10:00,24,49,292,52.7,1,0,1,0.0
2010,Andrew MacDonald,24,NYI,D,60,4,23,27,9,37,5.5,3,1,0,1,12,11,0,72,5.6,1405,23:25:00,157,38,0,0,,24,NYI,D,60,937,1114,45.7,-2,684,787,46.5,-1.5,10,92.2,102.2,44.6,55.4,22:55:00,17:39:00,48,34,187,37.4,0,0,0,0.0
2010,Spencer Machacek,22,ATL,RW,10,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,7,0,77,07:41:00,2,22,0,0,,22,ATL,RW,10,72,72,50,-12.1,50,50,50,-13.8,0,94.1,94.1,61,39,07:41:00,07:39:00,0,0,11,63.6,0,0,0,0.0
2010,Ray Macias,24,COL,D,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,0,,30,15:06:00,1,1,0,0,,24,COL,D,2,22,24,47.8,-5.2,16,20,44.4,2.2,14.3,84.6,98.9,31.6,68.4,15:06:00,13:44:00,1,0,4,0,0,0,0,0.0
2010,Steve MacIntyre,30,EDM,LW,34,0,1,1,-1,93,-0.1,0,0,0,0,1,0,0,6,0,120,03:32:00,4,23,0,0,,30,EDM,LW,34,65,126,34,-17.5,45,83,35.2,-14.1,6.3,94.9,101.2,52.3,47.7,03:32:00,03:30:00,1,7,10,60,0,0,0,0.0
2010,Derek MacKenzie,29,CBJ,C,63,9,14,23,14,22,2.8,8,0,1,1,12,1,1,76,11.8,683,10:51:00,26,159,246,227,52,29,CBJ,C,63,520,452,53.5,3.3,393,326,54.7,4.6,10.7,92.7,103.4,61.3,38.7,10:51:00,08:48:00,33,13,144,52.8,1,0,1,0.0
2010,Brett Maclean,22,PHX,LW,13,2,1,3,0,2,0.3,1,1,0,2,1,0,0,16,12.5,114,08:46:00,0,8,1,1,50,22,PHX,LW,13,81,78,50.9,1.9,54,62,46.6,-2.9,11.9,90.9,102.8,60.4,39.6,08:46:00,07:02:00,1,1,30,53.3,0,0,0,0.0
2010,John Madden,37,MIN,C,76,12,13,25,-9,10,1.8,10,1,1,4,12,1,0,107,11.2,1166,15:20:00,59,43,504,484,51,37,MIN,C,76,638,910,41.2,-5.6,468,685,40.6,-5.5,8.9,91.9,100.8,33.2,66.8,15:20:00,12:33:00,44,21,185,57.8,1,1,0,100.0
2010,Olivier Magnan,24,NJD,D,18,0,0,0,-4,4,0.2,0,0,0,0,0,0,0,8,0,283,15:43:00,15,29,0,1,0,24,NJD,D,18,223,197,53.1,1.2,170,141,54.7,1.9,3.2,92.5,95.7,55.9,44.1,15:43:00,13:30:00,4,7,20,40,0,0,0,0.0
2010,Adam Mair,31,NJD,C,65,1,3,4,-16,45,-0.9,1,0,0,0,3,0,0,58,1.7,591,09:06:00,16,63,57,55,50.9,31,NJD,C,65,394,448,46.8,-6.7,305,332,47.9,-5.6,2.7,90.8,93.4,51.1,48.9,09:06:00,08:32:00,13,10,90,64.4,0,0,0,0.0
2010,Manny Malhotra,30,VAN,C,72,11,19,30,9,22,2.7,7,3,1,2,15,3,1,111,9.9,1164,16:10:00,74,57,778,483,61.7,30,VAN,C,72,766,900,46,-9.1,564,641,46.8,-7.4,8.4,94.1,102.4,24.3,75.7,16:10:00,12:34:00,40,18,196,56.6,0,0,0,0.0
2010,Evgeni Malkin,24,PIT,C,43,15,22,37,-4,18,4.1,10,5,0,3,13,9,0,182,8.2,852,19:49:00,11,32,77,123,38.5,24,PIT,C,43,696,526,57,6.2,508,399,56,4.8,8.2,88.5,96.6,56.1,43.9,19:49:00,14:27:00,29,40,320,56.6,3,1,2,33.3
2010,Ryan Malone,31,TBL,LW,54,14,24,38,-3,51,4.1,5,9,0,1,15,9,0,149,9.4,866,16:02:00,19,125,56,87,39.2,31,TBL,LW,54,670,554,54.7,2.4,510,395,56.4,2.4,8.8,89.4,98.3,53.7,46.3,16:02:00,11:59:00,28,16,205,73.2,3,2,1,66.7
2010,Mark Mancari,25,BUF,RW,20,1,7,8,-1,12,0.5,0,1,0,0,6,1,0,43,2.3,246,12:19:00,8,16,3,3,50,25,BUF,RW,20,203,198,50.6,4,177,151,54,4.3,6.4,90.3,96.7,51.6,48.4,12:19:00,10:59:00,9,5,64,67.2,0,0,0,0.0
2010,Paul Mara,31,TOT,D,53,1,5,6,1,88,1.9,1,0,0,1,5,0,0,50,2,969,18:17:00,85,88,0,0,,31,TOT,D,53,605,868,41.1,-7.7,482,673,41.7,-7.1,8,94.1,102.1,49.8,50.2,18:17:00,15:01:00,4,12,95,52.6,0,0,0,0.0
2010,Paul Mara,31,ANA,D,33,1,1,2,-1,40,0.9,1,0,0,1,1,0,0,34,2.9,666,20:10:00,49,61,0,0,,31,TOT,D,53,605,868,41.1,-7.7,482,673,41.7,-7.1,8,94.1,102.1,49.8,50.2,18:17:00,15:01:00,4,12,95,52.6,0,0,0,0.0
2010,Paul Mara,31,MTL,D,20,0,4,4,2,48,1,0,0,0,0,4,0,0,16,0,303,15:09:00,36,27,0,0,,31,TOT,D,53,605,868,41.1,-7.7,482,673,41.7,-7.1,8,94.1,102.1,49.8,50.2,18:17:00,15:01:00,4,12,95,52.6,0,0,0,0.0
2010,Brad Marchand,22,BOS,C,77,21,20,41,25,51,5.8,14,2,5,2,18,1,1,149,14.1,1077,13:59:00,30,89,8,17,32,22,BOS,C,77,940,902,51,-0.3,713,684,51,0.6,8.9,94.2,103,50,50,13:59:00,11:52:00,36,39,226,65.5,0,0,0,0.0
2010,Todd Marchant,37,ANA,C,79,1,7,8,-18,26,-1.6,1,0,0,0,5,1,1,63,1.6,1050,13:17:00,62,114,263,285,48,37,ANA,C,79,495,773,39,-8.3,396,584,40.4,-6.8,3.5,92.6,96,39.1,60.9,13:17:00,09:38:00,22,15,114,55.3,0,0,0,0.0
2010,Andrei Markov,32,MTL,D,7,1,2,3,2,4,0.8,1,0,0,1,1,1,0,20,5,160,22:55:00,5,2,0,0,,32,MTL,D,7,124,111,52.8,5.3,98,90,52.1,3.4,7.5,95.9,103.4,57.7,42.3,22:55:00,17:18:00,3,9,37,54.1,0,0,0,0.0
2010,Patrick Marleau,31,SJS,C,82,37,36,73,-3,16,8.8,24,11,2,9,20,15,1,279,13.3,1705,20:47:00,31,86,288,261,52.5,31,SJS,C,82,1279,1134,53,-1.2,920,834,52.5,-2,9.3,90.2,99.5,47,53,20:47:00,15:27:00,35,66,470,59.4,3,0,3,0.0
2010,Matt Martin,21,NYI,LW,68,5,9,14,-13,147,0.3,5,0,0,1,8,0,1,60,8.3,745,10:57:00,47,294,10,17,37,21,NYI,LW,68,506,746,40.4,-10.3,353,550,39.1,-11.7,7.6,91.6,99.2,45.4,54.6,10:49:00,09:48:00,25,11,130,44.6,1,0,1,0.0
2010,Paul Martin,29,PIT,D,77,3,21,24,9,16,5.7,1,2,0,1,12,8,1,104,2.9,1799,23:22:00,129,45,0,0,,29,PIT,D,77,1352,1101,55.1,3.7,1004,825,54.9,3.3,7.7,91.8,99.5,51.3,48.7,23:22:00,17:35:00,36,27,206,50.5,0,0,0,0.0
2010,Radek Martinek,34,NYI,D,64,3,13,16,-5,35,2.9,2,1,0,0,13,0,0,97,3.1,1334,20:51:00,128,69,0,0,,34,NYI,D,64,998,1174,45.9,-4.8,744,832,47.2,-2.6,8,91.1,99.1,44,56,20:51:00,17:40:00,34,39,210,46.2,0,0,0,0.0
2010,Alec Martinez,23,LAK,D,60,5,11,16,11,18,4.6,4,1,0,0,7,4,0,74,6.8,917,15:17:00,73,69,0,0,,23,LAK,D,60,777,624,55.5,2.1,578,458,55.8,4.1,8.1,93.2,101.3,52.7,47.3,15:17:00,13:27:00,4,22,190,38.9,0,0,0,0.0
2010,Brandon Mashinter,22,SJS,LW,13,0,0,0,-2,17,-0.2,0,0,0,0,0,0,0,5,0,83,06:23:00,1,16,0,0,,22,SJS,LW,13,68,71,48.9,-6.8,52,61,46,-8.7,6.9,91.5,98.4,60,40,06:23:00,06:11:00,2,2,14,35.7,0,0,0,0.0
2010,Jon Matsumoto,24,CAR,C,13,2,0,2,-4,4,0.1,2,0,0,0,0,0,0,11,18.2,92,07:04:00,4,13,30,53,36.1,24,CAR,C,13,82,90,47.7,-5.3,59,61,49.2,-3.4,4.3,86.4,90.6,39.2,60.8,07:04:00,06:52:00,4,3,21,52.4,0,0,0,0.0
2010,Shawn Matthias,22,FLA,C,51,6,10,16,0,16,1.4,6,0,0,0,8,2,0,90,6.7,604,11:50:00,20,60,188,182,50.8,22,FLA,C,51,534,539,49.8,-0.9,410,410,50,-0.7,7.5,92.5,100,54.9,45.1,11:50:00,11:02:00,22,7,135,66.7,0,0,0,0.0
2010,Greg Mauldin,28,COL,C,29,5,5,10,5,8,1.3,3,0,2,1,5,0,0,46,10.9,306,10:33:00,11,56,2,5,28.6,28,COL,C,29,237,210,53,6,181,149,54.8,8.6,9.4,91.7,101,46.2,53.8,10:33:00,09:15:00,20,4,74,62.2,0,0,0,0.0
2010,Ben Maxwell,22,ATL,C,12,1,1,2,-7,9,-0.2,1,0,0,0,1,0,0,13,7.7,144,12:00:00,2,1,16,20,44.4,22,ATL,C,12,127,105,54.7,-2,101,73,58,-0.5,2.8,85,87.8,63,37,0.5,11:04:00,5,3,20,65,0,0,0,0.0
2010,Jamal Mayers,36,SJS,RW,78,3,11,14,3,124,0.7,3,0,0,0,11,0,0,62,4.8,693,08:53:00,19,105,53,45,54.1,36,SJS,RW,78,490,568,46.3,-9.3,378,435,46.5,-9.4,6.6,94.8,101.4,54.8,45.2,08:53:00,07:45:00,24,18,107,57.9,0,0,0,0.0
2010,Maksim Mayorov,21,CBJ,LW,5,1,0,1,0,0,0.1,1,0,0,0,0,0,0,3,33.3,44,08:42:00,0,4,0,0,,21,CBJ,LW,5,44,31,58.7,4.9,31,22,58.5,5.6,5,93.8,98.8,69.6,30.4,08:42:00,08:36:00,0,0,8,37.5,2,1,1,50.0
2010,Kenndal McArdle,24,FLA,LW,11,0,0,0,-3,16,-0.3,0,0,0,0,0,0,0,6,0,109,09:57:00,3,36,1,2,33.3,24,FLA,LW,11,92,98,48.4,-4,67,80,45.6,-8.1,0,94.2,94.2,34.5,65.5,09:57:00,09:55:00,1,1,12,50,0,0,0,0.0
2010,Jamie McBain,22,CAR,D,76,7,23,30,-8,32,4.7,6,1,0,2,16,7,0,95,7.4,1452,19:06:00,111,41,0,0,,22,CAR,D,76,1146,1219,48.5,-0.9,827,926,47.2,-1.4,9.3,90.7,100,48.9,51.1,18:50:00,15:26:00,22,36,220,42.7,0,0,0,0.0
2010,Bryan McCabe,35,TOT,D,67,7,21,28,2,34,5.7,3,4,0,0,12,9,0,122,5.7,1311,19:34:00,72,86,0,0,,35,TOT,D,67,931,936,49.9,-2.5,686,724,48.7,-4.4,8.3,92.8,101.1,55.4,44.6,19:34:00,14:59:00,8,31,250,48.8,0,0,0,0.0
2010,Bryan McCabe,35,FLA,D,48,5,17,22,3,28,4.6,3,2,0,0,12,5,0,88,5.7,1009,21:01:00,57,71,0,0,,35,TOT,D,67,931,936,49.9,-2.5,686,724,48.7,-4.4,8.3,92.8,101.1,55.4,44.6,19:34:00,14:59:00,8,31,250,48.8,0,0,0,0.0
2010,Bryan McCabe,35,NYR,D,19,2,4,6,-1,6,1.1,0,2,0,0,0,4,0,34,5.9,302,15:54:00,15,15,0,0,,35,TOT,D,67,931,936,49.9,-2.5,686,724,48.7,-4.4,8.3,92.8,101.1,55.4,44.6,19:34:00,14:59:00,8,31,250,48.8,0,0,0,0.0
2010,John McCarthy,24,SJS,LW,37,2,2,4,-8,8,-0.3,2,0,0,0,2,0,0,41,4.9,323,08:45:00,9,28,13,23,36.1,24,SJS,LW,37,265,267,49.8,-5.7,202,201,50.1,-5.9,3.4,91.1,94.5,60.5,39.5,08:45:00,08:16:00,7,5,71,57.7,0,0,0,0.0
2010,Jay McClement,27,TOT,C,80,7,13,20,-21,30,-0.4,6,1,0,1,12,0,1,127,5.5,1335,16:42:00,63,75,595,557,51.6,27,TOT,C,80,905,1017,47.1,-6,689,759,47.6,-4.7,6.7,90.1,96.8,37.9,62.1,16:42:00,13:35:00,37,21,216,58.8,0,0,0,0.0
2010,Jay McClement,27,STL,C,56,6,10,16,-13,18,0.2,5,1,0,1,10,0,0,89,6.7,960,17:08:00,38,52,427,404,51.4,27,TOT,C,80,905,1017,47.1,-6,689,759,47.6,-4.7,6.7,90.1,96.8,37.9,62.1,16:42:00,13:35:00,37,21,216,58.8,0,0,0,0.0
2010,Jay McClement,27,COL,C,24,1,3,4,-8,12,-0.5,1,0,0,0,2,0,1,38,2.6,376,15:39:00,25,23,168,153,52.3,27,TOT,C,80,905,1017,47.1,-6,689,759,47.6,-4.7,6.7,90.1,96.8,37.9,62.1,16:42:00,13:35:00,37,21,216,58.8,0,0,0,0.0
2010,Cody McCormick,27,BUF,C,81,8,12,20,2,142,1.5,8,0,0,1,11,1,0,104,7.7,887,10:57:00,60,108,132,184,41.8,27,BUF,C,81,729,781,48.3,-3.7,554,570,49.3,-2.6,6.9,92.9,99.8,52.1,47.9,10:57:00,10:40:00,20,19,185,56.2,0,0,0,0.0
2010,Ryan McDonagh,21,NYR,D,40,1,8,9,16,14,3.3,1,0,0,1,6,0,2,27,3.7,750,18:44:00,69,56,0,0,,21,NYR,D,40,650,628,50.9,-1.8,500,442,53.1,-0.9,9.7,93,102.7,50.4,49.6,18:41:00,16:48:00,18,11,70,38.6,0,0,0,0.0
2010,Andy McDonald,33,STL,C,58,20,30,50,18,26,6.5,14,5,1,3,18,12,0,180,11.1,1162,20:02:00,27,40,207,142,59.3,33,STL,C,58,963,775,55.4,2.4,724,559,56.4,2.8,9.6,92.1,101.6,53.5,46.5,20:02:00,15:46:00,23,15,280,64.3,5,3,2,60.0
2010,Jamie McGinn,22,SJS,LW,49,1,5,6,-6,33,-0.5,1,0,0,0,5,0,0,63,1.6,568,11:35:00,17,101,8,3,72.7,22,SJS,LW,49,472,508,48.2,-7,354,382,48.1,-6.7,4.3,94,98.3,44.5,55.5,11:35:00,11:17:00,18,6,121,52.1,0,0,0,0.0
2010,Frazer McLaren,23,SJS,LW,9,0,0,0,-1,22,-0.1,0,0,0,0,0,0,0,1,0,38,04:15:00,0,6,0,0,,23,SJS,LW,9,20,32,38.5,-17.6,11,26,29.7,-25.9,11.1,86.7,97.8,46.7,53.3,04:15:00,04:15:00,0,2,2,50,0,0,0,0.0
2010,Cody McLeod,26,COL,LW,71,5,3,8,-7,189,-0.2,3,2,0,0,3,0,0,73,6.8,694,09:47:00,20,147,3,5,37.5,26,COL,LW,71,559,581,49,0.1,430,440,49.4,0.6,6.1,92,98,48.1,51.9,09:47:00,09:05:00,7,3,118,61.9,0,0,0,0.0
2010,Brandon McMillan,20,ANA,LW,60,11,10,21,-5,18,1.8,7,2,2,2,7,1,2,77,14.3,844,14:04:00,24,53,114,179,38.9,20,ANA,LW,60,473,748,38.7,-7.9,361,529,40.6,-6.1,8.4,91,99.3,52.5,47.5,14:04:00,11:38:00,11,19,133,57.9,0,0,0,0.0
2010,Carson McMillan,22,MIN,RW,4,1,1,2,1,0,0.3,1,0,0,0,1,0,0,5,20,37,09:20:00,1,6,9,14,39.1,22,MIN,RW,4,33,28,54.1,-2.8,24,19,55.8,2.6,16.7,85.7,102.4,31.3,68.8,09:20:00,09:16:00,0,1,9,55.6,0,0,0,0.0
2010,Adam McQuaid,24,BOS,D,67,3,12,15,30,96,4.9,3,0,0,0,12,0,0,46,6.5,996,14:52:00,131,102,0,0,,24,BOS,D,67,828,880,48.5,-4,576,642,47.3,-4.7,11.9,94.5,106.4,46.7,53.3,14:52:00,13:21:00,5,15,123,37.4,0,0,0,0.0
2010,Philip McRae,20,STL,C,15,1,2,3,-10,2,-0.2,1,0,0,0,2,0,0,13,7.7,136,09:02:00,5,8,34,30,53.1,20,STL,C,15,99,147,40.2,-16.3,74,103,41.8,-14.8,3.8,84,87.8,65.1,34.9,09:02:00,08:49:00,0,3,25,52,0,0,0,0.0
2010,Andrej Meszaros,25,PHI,D,81,8,24,32,30,42,7.5,5,3,0,2,21,3,0,144,5.6,1711,21:07:00,139,189,0,0,,25,PHI,D,81,1332,1332,50,-1.9,974,991,49.6,-3.8,10.1,93.6,103.7,45.2,54.8,21:07:00,16:34:00,34,40,314,45.9,0,0,0,0.0
2010,Marc Methot,25,CBJ,D,74,0,15,15,2,58,3,0,0,0,0,14,0,1,58,0,1472,19:53:00,98,176,0,0,,25,CBJ,D,74,1038,1088,48.8,-3.7,787,825,48.8,-4.1,8.5,91.7,100.3,48.8,51.2,19:53:00,16:35:00,21,27,132,43.9,0,0,0,0.0
2010,Freddy Meyer,30,ATL,D,15,1,1,2,-7,8,-0.1,1,0,0,0,1,0,0,11,9.1,229,15:16:00,33,29,0,0,,30,ATL,D,15,157,237,39.8,-8.3,120,168,41.7,-5.8,4.7,91.8,96.5,43.4,56.6,15:16:00,14:10:00,2,1,29,37.9,0,0,0,0.0
2010,Stefan Meyer,25,CGY,LW,16,0,2,2,0,17,0,0,0,0,0,2,0,0,12,0,124,07:45:00,10,24,7,10,41.2,25,CGY,LW,16,102,90,53.1,-2,79,54,59.4,4.5,9.4,86.8,96.3,62.1,37.9,07:45:00,07:11:00,2,0,27,44.4,0,0,0,0.0
2010,Milan Michalek,26,OTT,RW,66,18,15,33,-12,49,3.4,13,1,4,0,12,3,0,167,10.8,1192,18:04:00,41,49,4,9,30.8,26,OTT,RW,66,774,876,46.9,-4.7,595,667,47.1,-3.9,8.5,89.7,98.3,53.1,46.9,18:04:00,13:48:00,40,22,270,61.9,0,0,0,0.0
2010,Zbynek Michalek,28,PIT,D,73,5,14,19,0,30,4.4,4,1,0,2,11,3,0,104,4.8,1594,21:50:00,149,56,0,0,,28,PIT,D,73,1193,1098,52.1,-1.6,869,810,51.8,-2,6.8,91.4,98.2,48.3,51.7,21:50:00,16:53:00,13,38,229,45.4,0,0,0,0.0
2010,Antti Miettinen,30,MIN,RW,73,16,19,35,-3,38,3.4,8,8,0,4,13,6,0,168,9.5,1243,17:02:00,14,109,36,64,36,30,MIN,RW,73,803,842,48.8,3.9,599,638,48.4,3.5,7.5,93.1,100.6,52.5,47.5,17:02:00,12:59:00,23,20,282,59.6,4,0,4,0.0
2010,Brendan Mikkelson,23,TOT,D,24,0,2,2,-6,9,0,0,0,0,0,2,0,0,14,0,341,14:14:00,18,21,0,0,,23,TOT,D,24,259,316,45,-3.5,194,237,45,-3.6,5.8,91.8,97.6,50.3,49.7,14:14:00,12:43:00,2,9,36,38.9,0,0,0,0.0
2010,Brendan Mikkelson,23,CGY,D,19,0,1,1,-5,2,-0.1,0,0,0,0,1,0,0,10,0,244,12:52:00,13,15,0,0,,23,TOT,D,24,259,316,45,-3.5,194,237,45,-3.6,5.8,91.8,97.6,50.3,49.7,14:14:00,12:43:00,2,9,36,38.9,0,0,0,0.0
2010,Brendan Mikkelson,23,ANA,D,5,0,1,1,-1,7,0.1,0,0,0,0,1,0,0,4,0,97,19:24:00,5,6,0,0,,23,TOT,D,24,259,316,45,-3.5,194,237,45,-3.6,5.8,91.8,97.6,50.3,49.7,14:14:00,12:43:00,2,9,36,38.9,0,0,0,0.0
2010,Drew Miller,26,DET,LW,67,10,8,18,-2,13,1.4,9,0,1,2,8,0,0,85,11.8,787,11:45:00,58,84,4,13,23.5,26,DET,LW,67,598,547,52.2,-2.5,459,411,52.8,-1.3,7.2,90.2,97.4,56.9,43.1,11:45:00,09:27:00,12,7,154,55.2,0,0,0,0.0
2010,Brad Mills,27,NJD,C,4,1,0,1,1,5,0.2,1,0,0,0,0,0,0,6,16.7,33,08:17:00,2,7,7,10,41.2,27,NJD,C,4,22,29,43.1,-20,19,22,46.3,-18.9,7.1,100,107.1,29.4,70.6,08:17:00,07:32:00,0,0,6,100,0,0,0,0.0
