Season,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SUT,GPS,MIN,QS,RBS,G,A,PTS,PIM,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
2015,Anton Forsberg,23,CBJ,4,3,1,3,0,9,97,88,0.907,3.03,0,0.5,178,1,0,0,0,0,0,3,1,2,66.7
2015,John Gibson,22,ANA,40,38,21,13,4,79,992,913,0.92,2.07,4,6.5,2295,21,3,0,1,1,2,10,3,7,70.0
2015,Thomas Greiss,30,NYI,41,38,23,11,4,90,1197,1107,0.925,2.36,1,8.5,2287,22,2,0,1,1,2,9,1,8,88.9
2015,Jonas Gustavsson,31,BOS,24,20,11,9,1,57,622,565,0.908,2.72,1,3.2,1258,9,2,0,0,0,0,5,0,5,100.0
2015,Jaroslav Halak,30,NYI,36,36,18,13,4,80,984,904,0.919,2.3,3,6.3,2091,21,6,0,1,1,0,21,9,12,57.1
2015,Andrew Hammond,27,OTT,24,21,7,11,4,61,712,651,0.914,2.65,1,4.2,1382,13,1,0,0,0,2,19,5,14,73.7
2015,Connor Hellebuyck,22,WPG,26,26,13,11,1,56,683,627,0.918,2.34,2,4.3,1433,14,6,0,0,0,0,7,2,5,71.4
2015,Jonas Hiller,33,CGY,26,23,9,11,1,79,654,575,0.879,3.51,1,1.1,1351,7,8,0,0,0,0,7,2,5,71.4
2015,Braden Holtby,26,WSH,66,66,48,9,7,141,1802,1661,0.922,2.2,3,12.1,3841,42,6,0,1,1,6,17,6,11,64.7
2015,Jimmy Howard,31,DET,37,33,14,14,5,92,979,887,0.906,2.8,2,4.8,1974,16,6,0,1,1,2,9,4,5,55.6
2015,Michael Hutchinson,25,WPG,30,25,9,15,3,75,805,730,0.907,2.84,0,4,1586,9,3,0,0,0,0,3,3,0,0.0
2015,Carter Hutton,30,NSH,17,15,7,5,4,38,464,426,0.918,2.33,2,2.9,979,7,1,0,1,1,0,5,2,3,60.0
2015,Chad Johnson,29,BUF,45,40,22,16,4,102,1270,1168,0.92,2.36,1,8.2,2591,23,3,0,2,2,0,15,5,10,66.7
2015,Martin Jones,26,SJS,65,65,37,23,4,143,1734,1591,0.918,2.27,6,10.8,3786,36,9,0,0,0,0,11,4,7,63.6
2015,Keith Kinkaid,26,NJD,23,20,9,9,1,58,605,547,0.904,2.81,2,2.8,1240,10,5,0,0,0,2,3,1,2,66.7
2015,Joonas Korpisalo,21,CBJ,31,30,16,11,4,78,969,891,0.92,2.6,0,6.3,1803,16,1,0,0,0,2,21,5,16,76.2
2015,Robin Lehner,24,BUF,21,21,5,9,5,48,634,586,0.924,2.47,1,4.5,1164,13,3,0,1,1,8,6,4,2,33.3
2015,Kari Lehtonen,32,DAL,43,39,25,10,2,105,1121,1016,0.906,2.76,2,5.5,2279,20,5,0,3,3,2,3,1,2,66.7
2015,Henrik Lundqvist,33,NYR,65,64,35,21,7,156,1944,1788,0.92,2.48,4,12.6,3772,39,6,0,4,4,4,14,4,10,71.4
2015,Roberto Luongo,36,FLA,62,60,35,19,6,141,1801,1660,0.922,2.35,4,12.1,3602,34,8,0,2,2,4,22,8,14,63.6
2015,Jacob Markstrom,26,VAN,33,30,13,14,4,84,988,904,0.915,2.73,0,5.9,1847,17,4,0,2,2,4,12,3,9,75.0
2015,Steve Mason,27,PHI,54,53,23,19,10,132,1602,1470,0.918,2.51,4,10,3150,28,5,0,0,0,2,24,10,14,58.3
2015,Curtis McElhinney,32,CBJ,18,12,2,7,3,46,417,371,0.89,3.3,0,1.2,835,3,3,0,1,1,0,3,2,1,33.3
2015,Ryan Miller,35,VAN,51,51,17,24,9,137,1634,1497,0.916,2.7,1,9.9,3043,25,2,0,1,1,2,24,7,17,70.8
2015,Al Montoya,30,FLA,25,22,12,7,3,49,608,559,0.919,2.18,0,3.9,1351,14,3,0,0,0,2,11,4,7,63.6
2015,Petr Mrazek,23,DET,54,49,27,16,6,115,1448,1333,0.921,2.33,4,9.5,2961,31,5,0,2,2,2,15,5,10,66.7
2015,Matt Murray,21,PIT,13,13,9,2,1,25,355,330,0.93,2,1,2.7,749,10,0,0,0,0,0,4,2,2,50.0
2015,Michal Neuvirth,27,PHI,32,29,18,8,4,69,908,839,0.924,2.27,3,6.4,1825,17,3,0,1,1,2,10,4,6,60.0
2015,Antti Niemi,32,DAL,48,43,25,13,7,118,1246,1128,0.905,2.67,3,5.9,2654,19,8,0,2,2,2,15,8,7,46.7
2015,Anders Nilsson,25,TOT,29,24,10,13,2,78,789,711,0.901,3.12,0,3.4,1500,11,5,0,1,1,4,5,0,5,100.0
2015,Anders Nilsson,25,EDM,26,24,10,12,2,74,745,671,0.901,3.14,0,3.1,1413,11,5,0,1,1,4,5,0,5,100.0
2015,Anders Nilsson,25,STL,3,0,0,1,0,4,44,40,0.909,2.75,0,0.2,87,0,0,0,0,0,0,5,0,5,100.0
2015,Joni Ortio,24,CGY,22,19,7,9,5,55,564,509,0.902,2.76,1,2.5,1196,9,3,0,0,0,2,5,3,2,40.0
2015,Ondrej Pavelec,28,WPG,33,31,13,13,4,88,918,830,0.904,2.78,1,4.3,1899,14,6,0,0,0,0,11,3,8,72.7
2015,Calvin Pickard,23,COL,20,13,7,6,1,42,539,497,0.922,2.56,1,3.6,985,8,1,0,1,1,0,2,0,2,100.0
2015,Jonathan Quick,30,LAK,68,68,40,23,5,149,1820,1671,0.918,2.22,5,11.5,4034,38,9,0,3,3,10,19,6,13,68.4
2015,Karri Ramo,29,CGY,37,37,17,18,1,94,1034,940,0.909,2.63,1,5.4,2145,20,4,0,1,1,0,2,1,1,50.0
2015,Tuukka Rask,28,BOS,64,62,31,22,8,157,1854,1697,0.915,2.56,4,11.1,3678,34,10,0,1,1,0,14,2,12,85.7
2015,James Reimer,27,TOT,40,37,17,14,7,88,1128,1040,0.922,2.31,3,7.6,2290,22,6,0,0,0,0,31,7,24,77.4
2015,James Reimer,27,TOR,32,29,11,12,7,75,920,845,0.918,2.49,0,5.8,1809,17,5,0,0,0,0,31,7,24,77.4
2015,James Reimer,27,SJS,8,8,6,2,0,13,208,195,0.938,1.62,3,1.8,481,5,1,0,0,0,0,31,7,24,77.4
2015,Pekka Rinne,33,NSH,66,66,34,21,10,161,1744,1583,0.908,2.48,4,8.8,3895,32,11,0,2,2,6,15,2,13,86.7
2015,Cory Schneider,29,NJD,58,58,27,25,6,122,1597,1475,0.924,2.15,4,11.1,3412,40,7,0,0,0,0,26,11,15,57.7
2015,Ben Scrivens,29,MTL,15,14,5,8,0,42,447,405,0.906,3.07,0,2.2,822,4,2,0,0,0,0,5,0,5,100.0
2015,Garret Sparks,22,TOR,17,17,6,9,1,49,456,407,0.893,3.02,1,1.5,975,6,4,0,0,0,0,11,2,9,81.8
2015,Alex Stalock,28,SJS,13,9,3,5,2,33,285,252,0.884,2.94,0,0.6,674,2,5,0,1,1,0,6,3,3,50.0
2015,Cam Talbot,28,EDM,56,53,21,27,5,137,1648,1511,0.917,2.55,3,10.1,3223,26,4,0,1,1,0,15,6,9,60.0
2015,Linus Ullmark,22,BUF,20,20,8,10,2,49,565,516,0.913,2.6,0,3.2,1131,12,4,0,0,0,0,6,2,4,66.7
2015,Semyon Varlamov,27,COL,57,57,27,25,3,148,1714,1566,0.914,2.81,2,9.9,3159,25,10,0,0,0,6,10,1,9,90.0
2015,Andrei Vasilevskiy,21,TBL,24,21,11,10,0,58,646,588,0.91,2.76,1,3.5,1259,7,3,0,0,0,0,8,1,7,87.5
2015,Cam Ward,31,CAR,52,51,23,17,10,122,1343,1221,0.909,2.41,1,7,3038,23,7,0,0,0,0,28,8,20,71.4
2015,Jeff Zatkoff,28,PIT,14,11,4,7,1,34,408,374,0.917,2.79,0,2.5,732,7,3,0,0,0,0,2,2,0,0.0
