Season,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SUT,GPS,MIN,QS,RBS,G,A,PTS,PIM,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
2010,Jacob Markstrom,21,FLA,1,0,0,1,0,2,14,12,0.857,3.01,0,0,40,0,0,0,0,0,0,0,0,0,0.0
2010,Chris Mason,34,ATL,33,27,13,13,3,95,882,787,0.892,3.39,1,3.1,1682,9,6,0,0,0,4,17,4,13,76.5
2010,Steve Mason,22,CBJ,54,53,24,21,7,153,1541,1388,0.901,3.03,3,7,3027,25,14,0,1,1,2,31,10,21,67.7
2010,Thomas McCollum,21,DET,1,0,0,0,0,3,8,5,0.625,12.31,0,-0.2,15,0,0,0,0,0,0,0,0,0,0.0
2010,Curtis McElhinney,27,TOT,28,22,9,13,1,74,721,647,0.897,3.18,2,3,1395,9,7,0,1,1,0,0,0,0,0.0
2010,Curtis McElhinney,27,ANA,21,16,6,9,1,57,516,459,0.89,3.43,2,1.7,996,6,6,0,1,1,0,0,0,0,0.0
2010,Curtis McElhinney,27,OTT,7,6,3,4,0,17,205,188,0.917,2.56,0,1.3,399,3,1,0,0,0,0,0,0,0,0.0
2010,Mike McKenna,27,NJD,2,1,0,1,0,6,56,50,0.893,3.05,0,0.2,118,0,0,0,0,0,0,0,0,0,0.0
2010,Ryan Miller,30,BUF,66,65,34,22,8,165,1964,1799,0.916,2.59,5,12.4,3829,39,9,0,2,2,6,8,4,4,50.0
2010,Al Montoya,25,NYI,20,18,9,5,5,46,585,539,0.921,2.39,1,4.1,1154,13,0,0,1,1,2,9,3,6,66.7
2010,Michal Neuvirth,22,WSH,48,44,27,12,4,110,1283,1173,0.914,2.45,4,7.8,2689,21,4,0,0,0,0,21,6,15,71.4
2010,Antti Niemi,27,SJS,60,60,35,18,6,140,1741,1601,0.92,2.38,6,11.7,3524,37,6,0,1,1,2,28,8,20,71.4
2010,Antero Niittymaki,30,SJS,24,22,12,7,3,64,615,551,0.896,2.71,0,2.4,1414,11,5,0,0,0,2,4,0,4,100.0
2010,Chris Osgood,38,DET,11,10,5,3,2,29,298,269,0.903,2.77,0,1.4,629,5,2,0,0,0,4,0,0,0,0.0
2010,Ondrej Pavelec,23,ATL,58,54,21,23,9,147,1705,1558,0.914,2.73,4,10.3,3225,26,8,0,0,0,4,24,9,15,62.5
2010,Justin Peters,24,CAR,12,8,3,5,1,43,343,300,0.875,3.98,0,0.5,648,3,1,0,0,0,4,2,2,0,0.0
2010,Timo Pielmeier,21,ANA,1,0,0,0,0,5,12,7,0.583,7.5,0,-0.4,40,0,0,0,0,0,0,0,0,0,0.0
2010,Kevin Poulin,20,NYI,10,7,4,2,1,20,262,242,0.924,2.44,0,1.9,491,5,1,0,0,0,0,3,2,1,33.3
2010,Carey Price,23,MTL,72,70,38,28,6,165,2147,1982,0.923,2.35,8,15.4,4206,42,9,0,2,2,13,24,6,18,75.0
2010,Jonathan Quick,25,LAK,61,60,35,22,3,134,1631,1497,0.918,2.24,6,10.7,3591,37,7,0,2,2,0,44,8,36,81.8
2010,Tuukka Rask,23,BOS,29,27,11,14,2,71,866,795,0.918,2.67,2,5.7,1594,16,4,0,0,0,2,5,2,3,60.0
2010,Andrew Raycroft,30,DAL,19,14,8,5,0,40,446,406,0.91,2.83,2,2.5,847,7,4,0,0,0,0,6,1,5,83.3
2010,James Reimer,22,TOR,37,35,20,10,5,90,1134,1044,0.921,2.6,3,7.8,2080,21,4,0,1,1,2,11,3,8,72.7
2010,Pekka Rinne,28,NSH,64,64,33,22,9,134,1905,1771,0.93,2.12,6,15.1,3789,43,8,0,0,0,12,34,7,27,79.4
2010,Dwayne Roloson,41,TOT,54,54,24,25,5,138,1596,1458,0.914,2.59,4,9.6,3199,30,8,0,2,2,8,27,8,19,70.4
2010,Dwayne Roloson,41,TBL,34,34,18,12,4,85,967,882,0.912,2.56,4,5.7,1993,18,7,0,1,1,6,27,8,19,70.4
2010,Dwayne Roloson,41,NYI,20,20,6,13,1,53,629,576,0.916,2.64,0,4,1206,12,1,0,1,1,2,27,8,19,70.4
2010,Cory Schneider,24,VAN,25,22,16,4,2,51,714,663,0.929,2.23,1,5.6,1372,15,3,0,3,3,0,3,0,3,100.0
2010,Mike Smith,28,TBL,22,20,13,6,1,58,576,518,0.899,2.89,1,2.5,1202,10,5,0,1,1,2,4,0,4,100.0
2010,Alex Stalock,23,SJS,1,0,1,0,0,0,9,9,1,0,0,0.1,30,0,0,0,0,0,0,0,0,0,0.0
2010,Jose Theodore,34,MIN,32,29,15,11,3,81,963,882,0.916,2.71,1,6.1,1793,16,2,0,0,0,2,15,7,8,53.3
2010,Tim Thomas,36,BOS,57,55,35,11,9,112,1811,1699,0.938,2,9,16.2,3364,41,3,0,3,3,13,19,9,10,52.6
2010,Marty Turco,35,CHI,29,27,11,11,3,82,799,717,0.897,3.02,1,3.3,1631,10,5,0,0,0,6,13,7,6,46.2
2010,Semyon Varlamov,22,WSH,27,25,11,9,5,58,759,701,0.924,2.23,2,5.5,1560,18,2,0,0,0,2,8,3,5,62.5
2010,Tomas Vokoun,34,FLA,57,57,22,28,5,137,1753,1616,0.922,2.55,6,12.3,3224,31,8,0,1,1,2,13,2,11,84.6
2010,Cam Ward,26,CAR,74,73,37,26,10,184,2375,2191,0.923,2.56,4,16.8,4318,43,8,0,1,1,0,25,6,19,76.0
