,Player,Season,Age,Tm,Pos,GP,G,A,PTS,PlusMinus,PIM,PS,EV_A,PP_A,SH_A,GW,EV_A,PP_A,SH_A,S,S_Pct,TOI,ATOI,BLK,HIT,FOW,FOL,FO_Pct,CF,CA,CF_Pct,CF_Pct_rel,FF,FA,FF_Pct,FF_Pct_rel,oiSH_Pct,oiSV_Pct,PDO,oZS_Pct,dZS_Pct,TOI/60,TOI(EV),TK,GV,SAtt.,Thru_Pct,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
85,Patrice Brisebois,2008,38,MTL,D,62,5,13,18,-3,19,3.1,1,4,0,1,10,3,0,68,7.4,986,15:54:00,69,45,0,0,0.0,733,789,48.2,0.7,538,593,47.6,0.5,8.2,92.0,100.1,52.9,47.1,15:54:00,12:51:00,14,54,163,41.7,0,0,0,0.0
86,Kyle Brodziak,2008,24,EDM,C,79,11,16,27,4,21,2.2,9,1,1,3,14,1,1,99,11.1,1005,12:43:00,55,60,489,458,51.6,595,784,43.1,-5.8,450,591,43.2,-5.6,10.3,92.5,102.8,35.1,64.9,12:43:00,09:51:00,33,32,168,58.9,0,0,0,0.0
87,Sheldon Brookbank,2008,28,TOT,D,44,1,3,4,4,76,1.3,1,0,0,0,3,0,0,30,3.3,534,12:08:00,22,37,0,0,0.0,448,412,52.1,-2.1,344,328,51.2,-3.8,7.9,93.8,101.7,59.9,40.1,12:08:00,11:24:00,10,9,72,41.7,0,0,0,0.0
88,Wade Brookbank,2008,31,CAR,LW,27,1,0,1,0,40,0.1,1,0,0,0,0,0,0,8,12.5,67,02:30:00,6,15,0,0,0.0,56,68,45.2,-7.6,46,47,49.5,-3.3,8.8,91.2,100.0,56.7,43.3,02:30:00,02:26:00,1,0,13,61.5,0,0,0,0.0
89,Troy Brouwer,2008,23,CHI,RW,69,10,16,26,7,50,2.0,5,4,1,0,12,4,0,126,7.9,1041,15:05:00,19,125,9,11,45.0,758,587,56.4,-0.4,593,453,56.7,0.5,7.0,93.6,100.6,69.7,30.3,15:05:00,11:25:00,16,12,209,60.3,0,0,0,0.0
90,Dustin Brown,2008,24,LAK,RW,80,24,29,53,-15,64,5.4,17,7,0,6,18,11,0,292,8.2,1552,19:24:00,22,285,25,29,46.3,1151,1053,52.2,0.1,895,819,52.2,-0.3,8.4,89.1,97.5,52.2,47.8,19:24:00,14:05:00,37,48,516,56.6,6,1,5,16.7
91,Mike Brown,2008,23,TOT,RW,48,2,2,4,-7,145,-0.4,2,0,0,2,2,0,0,44,4.5,391,08:08:00,12,85,0,6,0.0,216,280,43.5,-10.9,176,200,46.8,-8.0,3.9,90.8,94.7,57.0,43.0,08:08:00,06:47:00,9,1,76,57.9,0,0,0,0.0
92,Gilbert Brule,2008,22,EDM,C,11,2,1,3,-3,12,0.2,2,0,0,1,1,0,0,13,15.4,109,09:52:00,6,14,4,1,80.0,82,113,42.1,-7.4,59,77,43.4,-7.4,7.3,88.7,96.0,63.8,36.2,09:52:00,09:25:00,0,9,22,59.1,0,0,0,0.0
93,Andrew Brunette,2008,35,MIN,LW,80,22,28,50,-5,18,5.5,13,9,0,3,19,9,0,118,18.6,1356,16:57:00,13,22,2,7,22.2,983,955,50.7,2.4,745,724,50.7,1.8,8.0,91.0,99.0,49.3,50.7,16:55:00,13:31:00,16,32,170,69.4,1,0,1,0.0
94,Fabian Brunnstrom,2008,23,DAL,LW,55,17,12,29,-8,8,3.3,13,4,0,5,10,2,0,81,21.0,639,11:37:00,12,24,0,0,0.0,456,470,49.2,-3.2,366,355,50.8,-1.4,9.4,87.5,97.0,63.9,36.1,11:37:00,09:37:00,28,22,131,61.8,4,1,3,25.0
95,Adam Burish,2008,26,CHI,RW,66,6,3,9,3,93,0.5,6,0,0,2,3,0,0,83,7.2,608,09:12:00,37,46,49,75,39.5,391,337,53.7,-3.0,309,261,54.2,-2.7,7.1,92.9,100.0,55.2,44.8,09:12:00,07:11:00,11,1,105,79.0,0,0,0,0.0
96,Brent Burns,2008,23,MIN,D,59,8,19,27,-7,45,5.5,4,4,0,2,9,10,0,147,5.4,1323,22:25:00,62,58,3,2,60.0,856,909,48.5,0.0,647,675,48.9,-0.1,7.7,91.4,99.1,49.3,50.7,22:23:00,16:58:00,28,50,318,46.2,3,0,3,0.0
97,Alexandre Burrows,2008,27,VAN,LW,82,28,23,51,23,150,6.6,24,0,4,3,22,0,1,175,16.0,1382,16:51:00,38,67,37,43,46.3,1016,897,53.1,5.4,754,691,52.2,4.4,11.0,91.1,102.1,42.7,57.3,16:38:00,13:09:00,63,26,284,60.6,6,1,5,16.7
98,Chris Butler,2008,22,BUF,D,47,2,4,6,11,18,2.5,2,0,0,1,4,0,0,36,5.6,786,16:43:00,60,37,0,0,0.0,590,723,44.9,-5.3,470,565,45.4,-5.5,8.4,95.6,104.0,45.1,54.9,16:32:00,15:14:00,7,29,74,48.6,0,0,0,0.0
99,Dustin Byfuglien,2008,23,CHI,RW,77,15,16,31,7,81,2.9,12,3,0,4,12,4,0,202,7.4,1145,14:52:00,23,169,2,9,18.2,850,683,55.4,-1.0,657,535,55.1,-1.4,6.6,94.4,101.0,58.8,41.2,14:52:00,11:55:00,26,18,319,63.0,0,0,0,0.0
100,Kyle Calder,2008,30,LAK,LW,74,8,19,27,-1,41,2.3,6,2,0,1,17,2,0,93,8.6,974,13:10:00,7,55,1,2,33.3,844,743,53.2,0.4,637,575,52.6,-0.7,6.8,93.2,100.0,50.5,49.5,13:10:00,11:34:00,24,33,161,57.8,0,0,0,0.0
101,Joe Callahan,2008,26,NYI,D,18,0,2,2,5,4,0.9,0,0,0,0,2,0,0,6,0.0,270,15:00:00,22,39,0,1,0.0,195,250,43.8,-9.7,132,186,41.5,-9.0,10.5,95.1,105.6,51.5,48.5,0.625,13:22:00,11,2,28,21.4,0,0,0,0.0
102,Ryan Callahan,2008,23,NYR,RW,81,22,18,40,7,45,4.7,19,2,1,1,16,2,0,237,9.3,1382,17:04:00,32,265,7,3,70.0,1169,1028,53.2,-0.6,886,785,53.0,-0.7,6.6,94.0,100.6,61.1,38.9,17:04:00,13:37:00,53,9,389,60.9,3,1,2,33.3
103,Mike Cammalleri,2008,26,CGY,LW,81,39,43,82,-2,44,9.8,20,19,0,6,28,15,0,255,15.3,1422,17:33:00,18,21,217,143,60.3,1107,885,55.6,-2.3,834,709,54.1,-1.5,10.2,89.8,100.0,59.8,40.2,17:20:00,13:16:00,32,56,398,63.3,5,1,4,20.0
104,Brian Campbell,2008,29,CHI,D,82,7,45,52,5,22,7.8,3,4,0,1,25,20,0,108,6.5,1851,22:34:00,72,34,0,0,0.0,1378,1047,56.8,1.7,1067,852,55.6,-0.1,8.4,91.2,99.6,61.9,38.1,22:34:00,17:34:00,15,33,242,44.6,0,0,0,0.0
105,Gregory Campbell,2008,25,FLA,C,77,13,19,32,0,76,2.3,12,1,0,1,17,1,1,135,9.6,1292,16:47:00,82,202,509,509,50.0,868,1076,44.7,-4.8,659,850,43.7,-4.7,9.2,92.7,102.0,40.9,59.1,16:47:00,13:20:00,31,19,213,63.4,0,0,0,0.0
106,Chris Campoli,2008,24,TOT,D,76,11,19,30,-16,55,4.8,8,2,1,4,9,9,1,91,12.1,1485,19:32:00,86,81,0,0,0.0,1040,1190,46.6,-2.9,762,881,46.4,-4.0,7.3,90.4,97.8,50.7,49.3,19:32:00,15:50:00,42,29,184,49.5,0,0,0,0.0
107,Luca Caputi,2008,20,PIT,LW,5,1,0,1,-1,4,0.1,1,0,0,0,0,0,0,7,14.3,51,10:16:00,0,3,0,0,0.0,34,48,41.5,-6.3,22,36,37.9,-11.6,10.5,91.7,102.2,42.1,57.9,10:16:00,09:13:00,0,1,13,53.8,0,0,0,0.0
108,Daniel Carcillo,2008,24,TOT,LW,74,3,11,14,-15,254,-0.3,1,2,0,0,10,1,0,130,2.3,852,11:31:00,20,151,12,8,60.0,663,812,44.9,-3.6,494,606,44.9,-4.0,6.2,91.3,97.5,55.0,45.0,11:31:00,10:35:00,16,20,208,62.5,1,1,0,100.0
109,Matt Carkner,2008,28,OTT,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,4,04:08:00,0,2,0,0,0.0,1,3,25.0,0.0,1,2,33.3,0.0,0.0,100.0,100.0,0.0,100.0,04:08:00,04:08:00,0,0,0,0.0,0,0,0,0.0
110,Matt Carle,2008,24,TOT,D,76,5,21,26,3,22,4.6,5,0,0,2,13,8,0,85,5.9,1626,21:24:00,142,38,0,0,0.0,1304,1315,49.8,1.4,989,988,50.0,0.8,8.1,92.5,100.6,46.8,53.2,21:23:00,17:58:00,47,56,178,47.8,0,0,0,0.0
111,Brett Carson,2008,23,CAR,D,5,0,0,0,-3,4,-0.1,0,0,0,0,0,0,0,2,0.0,79,15:44:00,5,6,0,0,0.0,42,51,45.2,-3.2,32,39,45.1,-6.5,0.0,92.6,92.6,45.8,54.2,15:44:00,10:05:00,0,0,6,33.3,0,0,0,0.0
112,Jeff Carter,2008,24,PHI,C,82,46,38,84,23,68,11.7,29,13,4,12,27,11,0,342,13.5,1718,20:57:00,53,54,833,892,48.3,1221,1357,47.4,-1.8,932,1014,47.9,-2.5,10.5,92.5,103.0,41.6,58.4,20:57:00,15:06:00,72,65,585,58.5,5,0,5,0.0
113,Ryan Carter,2008,25,ANA,C,48,3,6,9,3,52,0.6,3,0,0,1,5,1,0,40,7.5,437,09:06:00,9,67,146,158,48.0,322,284,53.1,-1.9,266,221,54.6,-0.3,7.0,93.7,100.7,57.3,42.7,09:06:00,08:27:00,8,12,77,51.9,1,0,1,0.0
114,Tom Cavanagh,2008,26,SJS,C,17,1,1,2,-2,4,0.0,1,0,0,0,1,0,0,9,11.1,131,07:44:00,5,4,26,31,45.6,95,109,46.6,-6.7,72,80,47.4,-6.6,4.2,93.0,97.1,67.3,32.7,07:44:00,07:35:00,7,5,21,42.9,0,0,0,0.0
115,Zdeno Chara,2008,31,BOS,D,80,19,31,50,23,95,10.5,8,11,0,3,12,17,2,216,8.8,2085,1900-01-01 02:04:00,121,166,1,3,25.0,1391,1290,51.9,2.0,1056,1003,51.3,2.1,10.1,92.8,102.9,46.9,53.1,1900-01-01 01:45:00,18:35:00,28,54,425,50.4,1,0,1,0.0
116,Jonathan Cheechoo,2008,28,SJS,RW,66,12,17,29,-3,59,2.5,6,5,1,4,13,4,0,152,7.9,1011,15:19:00,18,107,1,3,25.0,796,624,56.1,2.0,623,469,57.1,2.3,7.4,90.9,98.3,56.1,43.9,15:19:00,13:02:00,31,31,284,53.5,3,2,1,66.7
117,Chris Chelios*,2008,47,DET,D,28,0,0,0,1,18,0.2,0,0,0,0,0,0,0,14,0.0,327,11:40:00,12,22,0,0,0.0,267,186,58.9,-0.9,195,152,56.2,-2.0,6.4,93.1,99.5,64.7,35.3,11:40:00,10:02:00,7,13,38,36.8,0,0,0,0.0
118,Jason Chimera,2008,29,CBJ,LW,49,8,14,22,8,41,2.1,7,1,0,1,13,1,0,115,7.0,796,16:15:00,11,61,18,24,42.9,509,479,51.5,-1.4,382,360,51.5,-1.7,11.9,92.8,104.7,51.3,48.7,16:15:00,12:10:00,15,19,190,60.5,0,0,0,0.0
119,Kyle Chipchura,2008,22,MTL,C,13,0,3,3,-6,5,-0.2,0,0,0,0,3,0,0,5,0.0,134,10:18:00,3,8,47,60,43.9,82,120,40.6,-2.3,60,95,38.7,-5.6,7.1,87.3,94.5,56.5,43.5,10:18:00,09:22:00,3,2,12,41.7,0,0,0,0.0
120,Taylor Chorney,2008,21,EDM,D,2,0,0,0,-4,0,-0.3,0,0,0,0,0,0,0,0,0.0,31,15:43:00,6,0,0,0,0.0,19,53,26.4,-13.9,15,36,29.4,-14.3,7.7,80.0,87.7,33.3,66.7,15:43:00,15:32:00,0,2,1,0.0,0,0,0,0.0
121,Erik Christensen,2008,25,TOT,C,64,7,21,28,-9,20,1.6,5,2,0,0,16,5,0,122,5.7,873,13:39:00,6,19,277,220,55.7,611,650,48.5,-3.1,473,519,47.7,-4.8,7.7,90.5,98.2,46.5,53.5,13:39:00,11:15:00,26,12,210,58.1,5,2,3,40.0
122,Kris Chucko,2008,22,CGY,RW,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,0.0,14,07:02:00,0,1,0,1,0.0,3,17,15.0,0.0,2,13,13.3,0.0,0.0,100.0,100.0,100.0,0.0,07:02:00,06:23:00,0,2,0,0.0,0,0,0,0.0
123,Brett Clark,2008,32,COL,D,76,2,10,12,-16,32,2.7,2,0,0,1,8,2,0,97,2.1,1697,22:20:00,238,73,0,0,0.0,1055,1268,45.4,-4.1,815,878,48.1,-1.5,7.3,90.5,97.8,43.1,56.9,22:19:00,16:45:00,26,41,219,44.3,0,0,0,0.0
124,Chris Clark,2008,32,WSH,RW,32,1,5,6,-3,32,-0.1,1,0,0,0,4,1,0,36,2.8,370,11:34:00,7,49,3,3,50.0,295,322,47.8,-10.1,207,255,44.8,-13.9,5.1,94.1,99.1,48.8,51.2,11:34:00,10:16:00,5,10,72,50.0,0,0,0,0.0
125,David Clarkson,2008,24,NJD,RW,82,17,15,32,-1,164,3.2,13,4,0,3,13,2,0,158,10.8,988,12:03:00,13,134,2,5,28.6,725,713,50.4,-3.6,553,559,49.7,-4.9,7.5,93.0,100.5,51.0,49.0,12:03:00,10:30:00,16,8,258,61.2,0,0,0,0.0
126,Dan Cleary,2008,30,DET,RW,74,14,26,40,0,46,3.0,11,3,0,3,23,3,0,163,8.6,1253,16:56:00,36,107,67,54,55.4,999,770,56.5,-1.8,767,629,54.9,-2.9,8.4,89.8,98.2,53.7,46.3,16:42:00,12:55:00,16,22,252,63.5,2,0,2,0.0
127,Ryane Clowe,2008,26,SJS,LW,71,22,30,52,8,51,5.9,11,11,0,1,17,13,0,161,13.7,1262,17:47:00,22,135,49,71,40.8,1029,815,55.8,0.5,803,595,57.4,1.5,7.5,93.0,100.5,55.5,44.5,17:46:00,14:21:00,35,66,259,62.2,5,3,2,60.0
128,Cal Clutterbuck,2008,21,MIN,RW,78,11,7,18,-5,76,1.5,10,1,0,1,7,0,0,136,8.1,1014,13:00:00,39,356,2,15,11.8,702,855,45.1,-5.8,540,649,45.4,-6.0,7.2,93.3,100.4,32.0,68.0,13:00:00,11:48:00,22,16,254,53.5,0,0,0,0.0
129,Braydon Coburn,2008,23,PHI,D,80,7,21,28,7,97,5.5,4,3,0,0,11,8,2,130,5.4,1970,1900-01-01 00:37:00,129,146,0,0,0.0,1397,1343,51.0,4.0,1075,1012,51.5,3.8,7.8,91.7,99.5,44.4,55.6,1900-01-01 00:37:00,17:56:00,39,59,277,46.9,0,0,0,0.0
130,Andrew Cogliano,2008,21,EDM,C,82,18,20,38,-6,22,3.3,14,4,0,4,15,5,0,116,15.5,1181,14:24:00,39,57,261,441,37.2,851,932,47.7,-1.1,641,710,47.4,-1.4,8.6,92.3,100.9,53.5,46.5,14:24:00,11:48:00,28,42,207,56.0,0,0,0,0.0
131,Carlo Colaiacovo,2008,26,TOT,D,73,3,27,30,0,35,5.1,3,0,0,0,7,20,0,87,3.4,1333,18:16:00,82,64,0,0,0.0,890,865,50.7,-0.4,681,662,50.7,-3.0,9.1,91.6,100.6,57.3,42.7,18:01:00,14:11:00,11,18,171,49.7,0,0,0,0.0
132,Erik Cole,2008,30,TOT,LW,80,18,24,42,0,73,3.6,13,5,0,1,20,4,0,178,10.1,1409,17:37:00,43,180,20,29,40.8,1008,992,50.4,2.5,764,766,49.9,2.2,8.3,91.8,100.1,51.5,48.5,17:37:00,13:34:00,49,37,315,56.5,0,0,0,0.0
133,Sean Collins,2008,25,WSH,D,15,1,1,2,1,12,0.5,1,0,0,0,1,0,0,14,7.1,218,14:32:00,15,11,0,0,0.0,220,157,58.4,3.0,165,105,61.1,5.6,5.0,93.8,98.8,50.4,49.6,14:32:00,13:55:00,4,10,35,40.0,0,0,0,0.0
134,Jeremy Colliton,2008,24,NYI,C,6,0,1,1,-2,2,-0.1,0,0,0,0,1,0,0,4,0.0,66,11:03:00,5,18,45,25,64.3,35,56,38.5,-12.9,30,37,44.8,-12.2,5.3,90.0,95.3,31.3,68.8,11:03:00,08:24:00,1,1,5,80.0,0,0,0,0.0
135,Blake Comeau,2008,22,NYI,LW,53,7,18,25,-17,32,1.2,5,2,0,0,11,7,0,78,9.0,863,16:17:00,18,90,14,31,31.1,596,717,45.4,-3.8,416,515,44.7,-4.2,8.1,89.2,97.4,45.4,54.6,16:17:00,13:08:00,32,22,164,47.6,0,0,0,0.0
136,Mike Commodore,2008,29,CBJ,D,81,5,19,24,11,100,5.6,5,0,0,0,17,2,0,103,4.9,1854,22:54:00,162,201,2,1,66.7,1154,1321,46.6,-9.9,872,971,47.3,-9.0,10.3,91.7,102.1,42.9,57.1,22:54:00,18:08:00,18,24,230,44.8,0,0,0,0.0
137,Mike Comrie,2008,28,TOT,C,63,10,17,27,-15,32,1.7,8,2,0,1,12,4,1,121,8.3,989,15:42:00,34,39,171,246,41.0,699,865,44.7,-4.9,511,628,44.9,-5.4,7.3,90.7,98.1,51.9,48.1,15:42:00,12:47:00,34,37,189,64.0,2,1,1,50.0
138,Tim Conboy,2008,26,CAR,RW,28,0,1,1,-1,37,-0.2,0,0,0,0,1,0,0,13,0.0,150,05:21:00,2,20,0,0,0.0,105,125,45.7,-6.6,89,97,47.8,-4.8,7.5,91.7,99.1,33.8,66.2,05:21:00,04:53:00,2,2,19,68.4,0,0,0,0.0
139,Chris Conner,2008,25,DAL,RW,38,3,10,13,-5,10,0.7,3,0,0,1,9,1,0,34,8.8,415,10:56:00,5,37,0,1,0.0,355,335,51.4,0.3,260,269,49.1,-2.4,9.7,88.6,98.2,55.0,45.0,10:56:00,10:35:00,12,8,67,50.7,0,0,0,0.0
140,Tim Connolly,2008,27,BUF,C,48,18,29,47,12,22,5.7,12,5,1,5,16,13,0,126,14.3,918,19:07:00,37,17,229,315,42.1,606,620,49.4,-0.9,459,477,49.0,-2.3,12.4,92.0,104.4,47.9,52.1,18:57:00,13:01:00,29,38,215,59.1,6,1,5,16.7
141,Craig Conroy,2008,37,CGY,C,82,12,36,48,20,28,4.7,11,0,1,1,35,0,1,104,11.5,1261,15:22:00,49,42,722,645,52.8,1045,781,57.2,0.1,786,636,55.3,0.1,10.9,91.1,102.0,50.9,49.1,15:11:00,12:05:00,59,41,160,64.4,0,0,0,0.0
142,Matt Cooke,2008,30,PIT,LW,76,13,18,31,0,101,2.5,13,0,0,1,17,1,0,86,15.1,1080,14:13:00,37,262,7,12,36.8,768,829,48.1,-0.8,553,617,47.3,-3.7,10.2,91.0,101.2,43.6,56.4,14:13:00,0.5,20,14,161,53.4,0,0,0,0.0
143,Joe Corvo,2008,31,CAR,D,81,14,24,38,-1,18,7.7,5,8,1,6,10,14,0,213,6.6,1970,1900-01-01 00:19:00,89,41,0,0,0.0,1472,1363,51.9,0.1,1111,1050,51.4,-0.8,7.6,91.6,99.2,53.7,46.3,1900-01-01 00:18:00,17:32:00,43,36,432,49.3,0,0,0,0.0
144,Riley Cote,2008,26,PHI,LW,63,0,3,3,-7,174,-0.5,0,0,0,0,3,0,0,24,0.0,262,04:10:00,4,51,0,0,0.0,184,214,46.2,-3.0,149,176,45.8,-4.2,3.9,91.3,95.3,65.7,34.3,04:10:00,04:09:00,8,1,34,70.6,0,0,0,0.0
145,Joey Crabb,2008,25,ATL,RW,29,4,5,9,-2,28,0.6,3,0,1,1,5,0,0,33,12.1,354,12:13:00,15,54,13,20,39.4,222,254,46.6,-3.3,180,195,48.0,-1.9,8.4,90.7,99.1,43.3,56.7,12:13:00,09:53:00,16,3,51,64.7,0,0,0,0.0
146,Ryan Craig,2008,27,TBL,C,54,2,4,6,-7,60,-0.5,2,0,0,0,4,0,0,64,3.1,555,10:16:00,29,60,110,112,49.5,321,396,44.8,-4.2,251,287,46.7,-1.5,4.3,92.9,97.2,35.4,64.6,10:16:00,08:40:00,2,2,85,75.3,0,0,0,0.0
147,B.J. Crombeen,2008,23,TOT,RW,81,12,10,22,-9,148,1.6,11,0,1,3,8,2,0,124,9.7,1031,12:43:00,14,87,3,4,42.9,785,813,49.1,-1.4,625,621,50.2,-1.7,6.5,91.5,98.0,45.8,54.2,12:43:00,11:39:00,19,11,217,57.1,0,0,0,0.0
148,Sidney Crosby,2008,21,PIT,C,77,33,70,103,3,76,11.1,26,7,0,3,36,33,1,238,13.9,1690,21:57:00,42,80,829,786,51.3,1177,1197,49.6,2.8,898,868,50.8,3.0,11.3,90.2,101.6,57.8,42.2,21:57:00,15:31:00,56,80,387,61.2,10,3,7,30.0
149,Matt Cullen,2008,32,CAR,C,69,22,21,43,11,20,5.3,16,4,2,2,15,3,3,139,15.8,1159,16:48:00,44,41,457,427,51.7,845,853,49.8,-3.6,639,619,50.8,-3.2,8.1,93.3,101.4,51.0,49.0,16:48:00,13:04:00,54,25,253,54.5,5,0,5,0.0
150,Jassen Cullimore,2008,36,FLA,D,68,2,8,10,-10,37,1.4,2,0,0,0,7,1,0,52,3.8,1142,16:48:00,62,58,0,0,0.0,820,997,45.1,-3.7,622,787,44.1,-3.9,6.9,92.5,99.4,44.5,55.5,16:48:00,14:51:00,9,32,123,42.3,0,0,0,0.0
151,Kyle Cumiskey,2008,22,COL,D,6,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,51,08:32:00,3,2,0,0,0.0,51,40,56.0,8.7,40,29,58.0,10.9,3.2,83.3,86.6,71.4,28.6,08:32:00,08:09:00,1,2,4,50.0,0,0,0,0.0
152,Matt D'Agostini,2008,22,MTL,RW,53,12,9,21,-17,16,1.6,9,3,0,1,7,2,0,116,10.3,711,13:25:00,26,48,3,6,33.3,566,558,50.4,3.9,418,417,50.1,4.4,6.3,88.4,94.6,48.5,51.5,13:25:00,11:05:00,28,15,188,61.7,0,0,0,0.0
153,Trevor Daley,2008,25,DAL,D,75,7,18,25,2,73,5.0,7,0,0,2,16,1,1,104,6.7,1650,22:00:00,98,30,0,1,0.0,1173,1179,49.9,-2.8,916,905,50.3,-3.2,9.5,90.8,100.2,48.4,51.6,22:00:00,17:41:00,22,31,195,53.3,0,0,0,0.0
154,Mathieu Dandenault,2008,32,MTL,RW,41,4,8,12,7,17,1.1,4,0,0,0,6,1,1,46,8.7,482,11:45:00,29,42,2,3,40.0,381,381,50.0,2.1,283,278,50.4,3.6,8.9,94.4,103.2,47.1,52.9,11:45:00,10:09:00,9,17,75,61.3,0,0,0,0.0
155,Pavel Datsyuk,2008,30,DET,C,81,32,65,97,34,22,11.5,20,11,1,3,39,25,1,248,12.9,1556,19:13:00,33,75,621,489,55.9,1241,814,60.4,4.3,957,663,59.1,3.7,11.6,90.5,102.1,51.4,48.6,18:59:00,13:59:00,89,49,441,56.0,10,5,5,50.0
156,Patrick Davis,2008,22,NJD,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,5,04:30:00,0,1,0,0,0.0,2,6,25.0,-36.9,2,3,40.0,-23.6,0.0,100.0,100.0,33.3,66.7,04:30:00,04:30:00,0,0,0,0.0,0,0,0,0.0
157,Rob Davison,2008,28,VAN,D,23,0,2,2,-4,51,0.1,0,0,0,0,2,0,0,15,0.0,232,10:05:00,12,28,0,0,0.0,172,198,46.5,-1.7,137,156,46.8,-2.1,7.0,90.5,97.5,48.4,51.6,10:05:00,09:43:00,1,7,33,45.5,0,0,0,0.0
158,Nigel Dawes,2008,23,TOT,LW,64,10,11,21,-6,15,1.7,7,3,0,4,10,1,0,115,8.7,848,13:15:00,25,84,0,0,0.0,695,691,50.1,-4.7,532,524,50.4,-3.7,7.4,91.2,98.6,61.7,38.3,13:02:00,11:45:00,17,20,196,58.2,5,1,4,20.0
159,Greg de Vries,2008,36,NSH,D,71,1,4,5,-15,65,0.8,1,0,0,0,4,0,0,38,2.6,1074,15:08:00,73,58,0,0,0.0,718,859,45.5,-5.3,538,668,44.6,-7.5,7.5,90.9,98.4,48.5,51.5,15:08:00,13:06:00,20,17,108,35.2,0,0,0,0.0
160,Pavol Demitra,2008,34,VAN,C,69,20,33,53,6,20,5.6,16,4,0,1,21,12,0,143,14.0,1206,17:29:00,31,21,130,109,54.4,859,813,51.4,4.5,643,635,50.3,3.8,10.2,91.9,102.1,54.3,45.7,17:15:00,13:37:00,18,20,259,52.5,7,3,4,42.9
161,Andre Deveaux,2008,24,TOR,C,21,0,1,1,-3,75,-0.3,0,0,0,0,1,0,0,15,0.0,152,07:14:00,10,44,2,5,28.6,105,145,42.0,-6.1,77,105,42.3,-4.2,4.0,92.9,96.9,59.5,40.5,07:14:00,07:07:00,2,3,23,65.2,0,0,0,0.0
162,Boyd Devereaux,2008,30,TOR,C,23,6,5,11,3,2,1.3,3,0,3,0,5,0,0,41,14.6,315,13:42:00,18,21,4,5,44.4,240,287,45.5,-5.7,184,200,47.9,-2.3,8.2,91.1,99.3,50.7,49.3,13:42:00,11:24:00,8,6,60,68.3,0,0,0,0.0
163,Shane Doan,2008,32,PHX,RW,82,31,42,73,5,72,8.3,21,10,0,4,25,15,2,230,13.5,1660,20:15:00,32,188,159,201,44.2,1075,1269,45.9,-0.6,818,939,46.6,0.3,10.1,91.8,101.9,48.5,51.5,20:02:00,14:52:00,48,31,390,57.9,4,2,2,50.0
164,Shean Donovan,2008,34,OTT,RW,65,5,5,10,-2,34,0.7,5,0,0,1,5,0,0,58,8.6,509,07:50:00,17,20,4,5,44.4,419,431,49.3,-0.6,318,323,49.6,-1.8,5.7,93.3,99.0,47.2,52.8,07:50:00,07:46:00,19,8,91,63.7,0,0,0,0.0
165,Derek Dorsett,2008,22,CBJ,RW,52,4,1,5,-1,150,0.1,4,0,0,1,1,0,0,59,6.8,462,08:53:00,15,116,4,5,44.4,326,313,51.0,-3.1,261,221,54.1,1.3,5.8,92.9,98.7,51.4,48.6,08:53:00,08:37:00,4,2,90,65.6,0,0,0,0.0
166,Drew Doughty,2008,19,LAK,D,81,6,21,27,-17,56,5.3,3,3,0,1,8,13,0,126,4.8,1930,23:50:00,114,90,0,0,0.0,1251,1252,50.0,-2.6,942,975,49.1,-3.8,7.5,90.9,98.4,52.2,47.8,23:50:00,17:14:00,36,75,295,42.7,3,1,2,33.3
167,Jake Dowell,2008,23,CHI,C,1,0,0,0,1,2,0.0,0,0,0,0,0,0,0,0,0.0,14,13:37:00,0,2,8,4,66.7,8,8,50.0,0.0,7,7,50.0,0.0,14.3,100.0,114.3,20.0,80.0,13:37:00,13:04:00,0,0,0,0.0,0,0,0,0.0
168,Aaron Downey,2008,34,DET,RW,4,1,1,2,0,7,0.3,1,0,0,0,1,0,0,2,50.0,21,05:13:00,1,11,0,0,0.0,14,17,45.2,-11.4,12,13,48.0,-7.1,20.0,81.8,101.8,84.6,15.4,05:13:00,05:13:00,0,2,2,100.0,0,0,0,0.0
169,Steve Downie,2008,21,TOT,RW,29,3,3,6,-2,65,0.4,3,0,0,1,3,0,0,26,11.5,244,08:26:00,7,41,5,15,25.0,187,209,47.2,-2.1,143,160,47.2,-2.5,7.2,91.6,98.8,60.5,39.5,08:26:00,08:06:00,9,7,40,65.0,0,0,0,0.0
170,Kris Draper,2008,37,DET,C,79,7,10,17,-13,40,0.0,6,0,1,2,9,0,1,93,7.5,947,11:59:00,20,102,594,393,60.2,602,632,48.8,-10.8,461,524,46.8,-12.2,6.3,90.1,96.4,44.9,55.1,11:49:00,09:39:00,16,9,138,66.7,0,0,0,0.0
171,Davis Drewiske,2008,24,LAK,D,17,0,3,3,1,18,0.9,0,0,0,0,2,1,0,21,0.0,294,17:19:00,30,10,0,0,0.0,213,200,51.6,-0.9,178,148,54.6,1.3,5.4,94.6,100.1,49.6,50.4,17:19:00,14:03:00,1,13,42,50.0,0,0,0,0.0
