Season,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SUT,GPS,MIN,QS,RBS,G,A,PTS,PIM,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
2011,Antti Niemi,28,SJS,68,68,34,22,9,159,1865,1706,0.915,2.42,6,11.6,3936,36,9,0,0,0,2,40,9,31,77.5
2011,Anders Nilsson,21,NYI,4,3,1,2,0,10,112,102,0.911,2.75,1,0.6,218,2,0,0,0,0,0,0,0,0,0.0
2011,Ondrej Pavelec,24,WPG,68,67,29,28,9,191,2036,1845,0.906,2.91,4,10.6,3932,35,12,0,2,2,0,20,8,12,60.0
2011,Justin Peters,25,CAR,7,6,2,3,2,16,233,217,0.931,2.48,1,1.9,387,5,0,0,0,0,0,6,3,3,50.0
2011,Kevin Poulin,21,NYI,6,6,2,4,0,15,162,147,0.907,3.04,0,0.9,296,2,1,0,1,1,0,0,0,0,0.0
2011,Carey Price,24,MTL,65,65,26,28,11,160,1914,1754,0.916,2.43,4,12.3,3944,35,8,0,2,2,6,40,14,26,65.0
2011,Jonathan Quick,26,LAK,69,68,35,21,13,133,1863,1730,0.929,1.95,10,14.7,4099,43,8,0,2,2,6,47,16,31,66.0
2011,Tuukka Rask,24,BOS,23,22,11,8,3,44,621,577,0.929,2.05,3,4.9,1289,13,4,0,0,0,2,14,6,8,57.1
2011,Andrew Raycroft,31,DAL,10,8,2,8,0,31,303,272,0.898,3.51,0,1.3,529,3,2,0,0,0,0,0,0,0,0.0
2011,James Reimer,23,TOR,34,34,14,14,4,97,974,877,0.9,3.1,3,4.4,1879,13,9,0,0,0,0,8,3,5,62.5
2011,Pekka Rinne,29,NSH,73,72,43,18,8,166,2153,1987,0.923,2.39,5,15.5,4169,44,10,0,5,5,0,30,9,21,70.0
2011,Dwayne Roloson,42,TBL,40,31,13,16,3,128,1126,998,0.886,3.66,1,3.2,2099,9,9,0,0,0,6,15,5,10,66.7
2011,Jussi Rynnas,24,TOR,2,1,0,1,0,7,40,33,0.825,4.25,0,-0.2,99,0,1,0,0,0,0,0,0,0,0.0
2011,Curtis Sanford,32,CBJ,36,32,10,18,4,86,971,885,0.911,2.6,1,5.7,1983,18,6,0,0,0,0,15,5,10,66.7
2011,Cory Schneider,25,VAN,33,28,20,8,1,60,945,885,0.937,1.96,3,8.4,1833,20,2,0,2,2,0,8,3,5,62.5
2011,Ben Scrivens,25,TOR,12,11,4,5,2,35,359,324,0.903,3.13,0,1.7,672,5,1,0,0,0,4,5,2,3,60.0
2011,Mike Smith,29,PHX,67,67,38,18,10,144,2066,1922,0.93,2.21,8,16.7,3903,42,9,0,2,2,16,46,15,31,67.4
2011,Iiro Tarkki,26,ANA,1,0,1,0,0,3,10,7,0.7,4.41,0,-0.2,41,0,0,0,0,0,0,0,0,0,0.0
2011,Jose Theodore,35,FLA,53,51,22,16,11,125,1502,1377,0.917,2.46,3,9.7,3049,32,6,0,0,0,2,37,14,23,62.2
2011,Brad Thiessen,25,PIT,5,4,3,1,0,16,113,97,0.858,3.72,0,-0.1,258,2,1,0,0,0,2,0,0,0,0.0
2011,Tim Thomas,37,BOS,59,55,35,19,1,132,1659,1527,0.92,2.36,5,11.5,3352,30,3,0,1,1,0,26,6,20,76.9
2011,Dustin Tokarski,22,TBL,5,5,1,3,1,14,116,102,0.879,3.45,0,0.2,244,1,2,0,1,1,2,0,0,0,0.0
2011,Marty Turco,36,BOS,5,4,2,2,0,16,110,94,0.855,3.68,0,-0.1,261,1,2,0,0,0,2,0,0,0,0.0
2011,Semyon Varlamov,23,COL,53,52,26,24,3,136,1564,1428,0.913,2.59,4,9.4,3151,28,10,0,1,1,2,24,2,22,91.7
2011,Tomas Vokoun,35,WSH,48,46,25,17,2,108,1299,1191,0.917,2.51,4,8.4,2583,23,8,0,2,2,4,4,2,2,50.0
2011,Cam Ward,27,CAR,68,68,30,23,13,182,2143,1961,0.915,2.74,5,13.4,3988,38,10,1,0,1,4,14,6,8,57.1
2011,Allen York,22,CBJ,11,5,3,2,0,16,199,183,0.92,2.3,0,1.4,417,3,0,0,0,0,0,0,0,0,0.0
