Season,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SUT,GPS,MIN,QS,RBS,G,A,PTS,PIM,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
2020,Carter Hart,22,PHI,27,25,9,11,5,89,721,632,0.877,3.67,1,1.8,1456,9,8,0,0,0,2,17,6,11,64.7
2020,Connor Hellebuyck,27,WPG,45,45,24,17,3,112,1335,1223,0.916,2.58,4,9.1,2603,25,6,0,0,0,0,6,3,3,50.0
2020,Adin Hill,24,ARI,19,17,9,9,1,46,530,484,0.913,2.74,2,3.4,1006,8,2,0,0,0,0,5,2,3,60.0
2020,Braden Holtby,31,VAN,21,21,7,11,3,77,695,618,0.889,3.67,0,2.7,1260,7,5,0,1,1,0,10,3,7,70.0
2020,Michael Houser,28,BUF,4,4,2,2,0,14,141,127,0.901,3.46,0,0.7,243,3,1,0,0,0,0,3,0,3,100.0
2020,Tristan Jarry,25,PIT,39,38,25,9,3,100,1100,1000,0.909,2.75,2,6.6,2185,24,7,0,4,4,8,5,3,2,40.0
2020,Jonas Johansson,25,TOT,15,13,5,6,2,39,380,341,0.897,2.86,1,1.8,817,6,2,0,0,0,0,5,5,0,0.0
2020,Jonas Johansson,25,COL,8,7,5,1,1,15,173,158,0.913,2.06,1,1.1,437,5,1,0,0,0,0,5,5,0,0.0
2020,Jonas Johansson,25,BUF,7,6,0,5,1,24,207,183,0.884,3.79,0,0.7,380,1,1,0,0,0,0,5,5,0,0.0
2020,Martin Jones,31,SJS,34,34,15,13,4,102,980,878,0.896,3.28,1,4.5,1868,15,12,0,0,0,0,25,6,19,76.0
2020,Anton Khudobin,34,DAL,32,32,12,11,7,76,799,723,0.905,2.54,3,4.4,1795,17,8,0,2,2,2,16,6,10,62.5
2020,Joonas Korpisalo,26,CBJ,33,31,9,13,7,96,904,808,0.894,3.3,0,3.9,1747,13,8,0,1,1,2,10,4,6,60.0
2020,Darcy Kuemper,30,ARI,27,27,10,11,3,66,710,644,0.907,2.56,2,4.1,1547,15,3,0,0,0,4,9,6,3,33.3
2020,Kevin Lankinen,25,CHI,37,37,17,14,5,109,1204,1095,0.909,3.01,2,7.3,2175,19,5,0,2,2,2,9,2,7,77.8
2020,Robin Lehner,29,VEG,19,19,13,4,2,44,505,461,0.913,2.29,1,3.2,1155,12,4,0,1,1,0,8,3,5,62.5
2020,Jacob Markstrom,31,CGY,43,43,22,19,2,111,1161,1050,0.904,2.66,3,6.4,2508,23,8,0,0,0,2,8,3,5,62.5
2020,Curtis McElhinney,37,TBL,12,12,4,6,2,37,296,259,0.875,3.09,1,0.7,719,5,4,0,0,0,2,11,5,6,54.5
2020,Elvis Merzlikins,26,CBJ,28,23,8,12,5,69,825,756,0.916,2.77,2,5.6,1497,14,2,0,1,1,0,10,1,9,90.0
2020,Ryan Miller,40,ANA,16,14,4,8,2,51,432,381,0.882,3.51,0,1.3,871,5,4,0,0,0,0,6,3,3,50.0
2020,Petr Mrazek,28,CAR,12,12,6,2,3,23,298,275,0.923,2.06,3,2.2,671,7,1,0,0,0,0,7,2,5,71.4
2020,Matt Murray,26,OTT,27,25,10,13,1,79,738,659,0.893,3.38,2,3.1,1404,14,8,0,1,1,2,6,1,5,83.3
2020,Alex Nedeljkovic,25,CAR,23,23,15,5,3,44,648,604,0.932,1.9,3,5.5,1392,15,0,0,1,1,2,3,0,3,100.0
2020,Jake Oettinger,22,DAL,29,24,11,8,7,63,710,647,0.911,2.36,1,4.4,1604,12,3,0,1,1,4,10,5,5,50.0
2020,Calvin Petersen,26,LAK,35,32,9,18,5,97,1095,998,0.911,2.89,0,6.9,2016,16,3,0,1,1,0,2,1,1,50.0
2020,Carey Price,33,MTL,25,25,12,7,5,65,659,594,0.901,2.64,1,3.4,1479,14,6,0,0,0,0,16,6,10,62.5
2020,Jonathan Quick,35,LAK,22,22,11,9,2,58,566,508,0.898,2.86,2,2.7,1219,10,4,0,0,0,0,4,2,2,50.0
2020,Tuukka Rask,33,BOS,24,24,15,5,2,53,611,558,0.913,2.28,2,4,1396,16,5,0,2,2,0,8,1,7,87.5
2020,James Reimer,32,CAR,22,21,15,5,2,59,627,568,0.906,2.66,0,3.6,1331,10,1,0,0,0,0,15,5,10,66.7
2020,Pekka Rinne,38,NSH,24,21,10,12,1,62,664,602,0.907,2.84,2,3.8,1310,12,3,0,1,1,0,8,2,6,75.0
2020,Ilya Samsonov,23,WSH,19,18,13,4,1,49,499,450,0.902,2.69,2,2.6,1093,7,3,0,1,1,0,7,2,5,71.4
2020,Juuse Saros,25,NSH,36,35,21,11,1,78,1073,995,0.927,2.28,3,8.6,2052,22,5,0,0,0,2,8,0,8,100.0
2020,Igor Shesterkin,25,NYR,35,31,16,14,3,83,987,904,0.916,2.62,2,6.7,1899,20,2,0,0,0,0,6,3,3,50.0
2020,Ilya Sorokin,25,NYI,22,21,13,6,3,46,563,517,0.918,2.17,3,4,1272,15,3,0,0,0,0,16,2,14,87.5
2020,Anthony Stolarz,27,ANA,8,7,4,3,0,17,230,213,0.926,2.2,1,1.8,464,5,1,0,1,1,0,3,0,3,100.0
2020,Malcolm Subban,27,CHI,16,14,6,8,1,47,471,424,0.9,3.2,2,2.4,881,6,4,0,0,0,0,3,0,3,100.0
2020,Jeremy Swayman,22,BOS,10,10,7,3,0,15,271,256,0.945,1.5,2,2.7,602,9,0,0,0,0,0,2,0,2,100.0
2020,Cam Talbot,33,MIN,33,33,19,8,5,86,1008,922,0.915,2.63,2,6.7,1961,21,2,0,0,0,0,11,3,8,72.7
2020,Dustin Tokarski,31,BUF,13,10,2,8,2,43,447,404,0.904,3.54,0,2.4,729,5,1,0,1,1,0,2,2,0,0.0
2020,Linus Ullmark,27,BUF,20,20,9,6,3,49,591,542,0.917,2.63,0,4.1,1117,11,0,0,0,0,0,13,1,12,92.3
2020,Vitek Vanecek,25,WSH,37,36,21,10,4,95,1031,936,0.908,2.69,2,6.1,2115,18,6,0,0,0,0,9,1,8,88.9
2020,Semyon Varlamov,32,NYI,36,35,19,11,4,72,1020,948,0.929,2.04,7,8.4,2117,26,4,0,1,1,2,8,4,4,50.0
2020,Andrei Vasilevskiy,26,TBL,42,42,31,10,1,93,1237,1144,0.925,2.21,5,9.6,2524,24,0,0,4,4,0,3,1,2,66.7
2020,Scott Wedgewood,28,NJD,16,15,3,8,3,46,458,412,0.9,3.11,2,2.3,888,5,4,0,0,0,0,7,3,4,57.1
