Season,Player,Age_x,Tm,Pos_x,GP_x,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
2015,Chris Kunitz,36,PIT,LW,80,17,23,40,29,41,5.2,15,2,0,1,19,4,0,150,11.3,1346,16:49:00,33,264,5,6,45.5,1251,984,56,4.4,923,721,56.1,4.4,10,93,103,58,42,16:49:00,14:20:00,33,43,12.3,279,53.8,2,0,2,0.0
2015,Evgeny Kuznetsov,23,WSH,C,82,20,57,77,27,32,9.6,15,5,0,4,44,13,0,193,10.4,1428,17:25:00,29,73,543,594,47.8,1247,1103,53.1,3.3,946,800,54.2,4.4,11.4,90.9,102.3,55.7,44.3,17:25:00,15:11:00,61,54,11.6,318,60.7,6,1,5,16.7
2015,Oliver Kylington,18,CGY,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,17:22:00,1,0,0,0,,9,19,32.1,-14.8,6,13,31.6,-19.8,20,92.3,112.3,0,100,17:22:00,10:55:00,0,0,-0.9,2,50,0,0,0,0.0
2015,Andrew Ladd,30,TOT,LW,78,25,21,46,-13,45,4.9,13,10,2,3,17,4,0,181,13.8,1475,18:55:00,42,155,8,5,61.5,1095,1036,51.4,-0.3,769,772,49.9,-1.6,8.1,89.8,97.9,52,48,18:54:00,14:21:00,29,34,-7.6,351,51.3,0,0,0,0.0
2015,Andrew Ladd,30,TOT,LW,78,25,21,46,-13,45,4.9,13,10,2,3,17,4,0,181,13.8,1475,18:55:00,42,155,8,5,61.5,1095,1036,51.4,-0.3,769,772,49.9,-1.6,8.1,89.8,97.9,52,48,18:54:00,14:21:00,29,34,-7.6,351,51.3,5,3,2,60.0
2015,Andrew Ladd,30,TOT,LW,78,25,21,46,-13,45,4.9,13,10,2,3,17,4,0,181,13.8,1475,18:55:00,42,155,8,5,61.5,1095,1036,51.4,-0.3,769,772,49.9,-1.6,8.1,89.8,97.9,52,48,18:54:00,14:21:00,29,34,-7.6,351,51.3,1,0,1,0.0
2015,Andrew Ladd,30,WPG,LW,59,17,17,34,-10,39,3.4,8,7,2,2,15,2,0,143,11.9,1148,19:27:00,27,126,7,3,70,1095,1036,51.4,-0.3,769,772,49.9,-1.6,8.1,89.8,97.9,52,48,18:54:00,14:21:00,29,34,-7.6,351,51.3,0,0,0,0.0
2015,Andrew Ladd,30,WPG,LW,59,17,17,34,-10,39,3.4,8,7,2,2,15,2,0,143,11.9,1148,19:27:00,27,126,7,3,70,1095,1036,51.4,-0.3,769,772,49.9,-1.6,8.1,89.8,97.9,52,48,18:54:00,14:21:00,29,34,-7.6,351,51.3,5,3,2,60.0
2015,Andrew Ladd,30,WPG,LW,59,17,17,34,-10,39,3.4,8,7,2,2,15,2,0,143,11.9,1148,19:27:00,27,126,7,3,70,1095,1036,51.4,-0.3,769,772,49.9,-1.6,8.1,89.8,97.9,52,48,18:54:00,14:21:00,29,34,-7.6,351,51.3,1,0,1,0.0
2015,Andrew Ladd,30,CHI,LW,19,8,4,12,-3,6,1.6,5,3,0,1,2,2,0,38,21.1,327,17:14:00,15,29,1,2,33.3,1095,1036,51.4,-0.3,769,772,49.9,-1.6,8.1,89.8,97.9,52,48,18:54:00,14:21:00,29,34,-7.6,351,51.3,0,0,0,0.0
2015,Andrew Ladd,30,CHI,LW,19,8,4,12,-3,6,1.6,5,3,0,1,2,2,0,38,21.1,327,17:14:00,15,29,1,2,33.3,1095,1036,51.4,-0.3,769,772,49.9,-1.6,8.1,89.8,97.9,52,48,18:54:00,14:21:00,29,34,-7.6,351,51.3,5,3,2,60.0
2015,Andrew Ladd,30,CHI,LW,19,8,4,12,-3,6,1.6,5,3,0,1,2,2,0,38,21.1,327,17:14:00,15,29,1,2,33.3,1095,1036,51.4,-0.3,769,772,49.9,-1.6,8.1,89.8,97.9,52,48,18:54:00,14:21:00,29,34,-7.6,351,51.3,1,0,1,0.0
2015,Brooks Laich,32,TOT,C,81,2,12,14,-13,18,-0.3,2,0,0,1,11,0,1,101,2,926,11:26:00,34,126,98,145,40.3,661,678,49.4,-1.2,464,518,47.3,-3.5,6.1,90.8,96.8,47.5,52.5,11:26:00,09:05:00,29,16,-3.8,158,63.9,0,0,0,0.0
2015,Brooks Laich,32,WSH,C,60,1,6,7,-7,16,-0.5,1,0,0,1,6,0,0,66,1.5,633,10:33:00,25,83,38,71,34.9,661,678,49.4,-1.2,464,518,47.3,-3.5,6.1,90.8,96.8,47.5,52.5,11:26:00,09:05:00,29,16,-3.8,158,63.9,0,0,0,0.0
2015,Brooks Laich,32,TOR,C,21,1,6,7,-6,2,0.2,1,0,0,0,5,0,1,35,2.9,294,13:59:00,9,43,60,74,44.8,661,678,49.4,-1.2,464,518,47.3,-3.5,6.1,90.8,96.8,47.5,52.5,11:26:00,09:05:00,29,16,-3.8,158,63.9,0,0,0,0.0
2015,Anton Lander,24,EDM,C,61,1,2,3,-9,18,-1.1,1,0,0,0,2,0,0,54,1.9,737,12:05:00,19,58,378,315,54.5,502,565,47,-3,348,410,45.9,-3.7,4.1,93.5,97.7,37.5,62.5,12:05:00,09:17:00,23,18,-2.5,93,58.1,0,0,0,0.0
2015,Gabriel Landeskog,23,COL,LW,75,20,33,53,-5,69,5.6,15,4,1,2,21,10,2,169,11.8,1419,18:56:00,66,141,31,25,55.4,975,1144,46,2,755,812,48.2,3.6,8.8,90.4,99.1,52.4,47.6,18:56:00,14:44:00,37,30,-5.6,250,68,3,1,2,33.3
2015,Dylan Larkin,19,DET,C,80,23,22,45,11,34,6,19,4,0,5,21,1,0,221,10.4,1324,16:33:00,25,65,41,59,41,1097,991,52.5,0.9,821,801,50.6,0.3,9.8,92.8,102.6,61,39,16:32:00,14:21:00,43,39,-1,390,56.7,2,0,2,0.0
2015,Adam Larsson,23,NJD,D,82,3,15,18,15,77,6.7,3,0,0,1,14,0,1,65,4.6,1846,22:31:00,148,163,0,0,,991,1288,43.5,-3.7,760,934,44.9,-2.7,8.5,94.8,103.2,30.8,69.2,22:29:00,18:57:00,22,27,-4.1,154,42.2,0,0,0,0.0
2015,Johan Larsson,23,BUF,LW,74,10,7,17,-4,27,1.4,9,1,0,5,4,3,0,95,10.5,1097,14:49:00,33,113,388,371,51.1,837,958,46.6,-1.4,617,742,45.4,-2.8,6.3,94.1,100.4,37.6,62.4,14:49:00,13:28:00,21,16,-3.6,191,49.7,0,0,0,0.0
2015,Michael Latta,24,WSH,C,43,3,4,7,0,50,0.5,3,0,0,0,4,0,0,29,10.3,348,08:05:00,10,58,102,96,51.5,280,270,50.9,1.5,197,203,49.3,-0.6,7.2,92.9,100.1,50.5,49.5,08:05:00,07:51:00,8,4,0.4,51,56.9,0,0,0,0.0
2015,Scott Laughton,21,PHI,C,71,7,14,21,-2,34,1.8,7,0,0,0,14,0,0,85,8.2,741,10:26:00,29,86,170,218,43.8,599,671,47.2,-4,442,491,47.4,-3.5,7.2,93.5,100.7,53.7,46.3,10:26:00,09:39:00,23,21,-4,144,58.3,1,0,1,0.0
2015,Curtis Lazar,20,OTT,RW,76,6,14,20,-1,18,0.9,4,1,1,0,10,1,3,78,7.7,1053,13:52:00,47,118,168,216,43.8,662,893,42.6,-6.6,488,665,42.3,-5.9,7.3,93,100.3,42.6,57.4,13:52:00,11:33:00,24,15,-10.7,141,55.3,0,0,0,0.0
2015,Vincent Lecavalier,35,TOT,C,49,10,8,18,0,22,2.1,4,6,0,0,7,1,0,67,14.9,649,13:14:00,22,62,297,288,50.8,470,492,48.9,-8.4,354,346,50.6,-5.8,6.7,93.3,100,53.7,46.3,13:14:00,11:14:00,13,14,-2.6,113,59.3,0,0,0,0.0
2015,Vincent Lecavalier,35,TOT,C,49,10,8,18,0,22,2.1,4,6,0,0,7,1,0,67,14.9,649,13:14:00,22,62,297,288,50.8,470,492,48.9,-8.4,354,346,50.6,-5.8,6.7,93.3,100,53.7,46.3,13:14:00,11:14:00,13,14,-2.6,113,59.3,1,0,1,0.0
2015,Vincent Lecavalier,35,LAK,C,42,10,7,17,1,20,2.1,4,6,0,0,6,1,0,60,16.7,583,13:52:00,21,60,295,283,51,470,492,48.9,-8.4,354,346,50.6,-5.8,6.7,93.3,100,53.7,46.3,13:14:00,11:14:00,13,14,-2.6,113,59.3,0,0,0,0.0
2015,Vincent Lecavalier,35,LAK,C,42,10,7,17,1,20,2.1,4,6,0,0,6,1,0,60,16.7,583,13:52:00,21,60,295,283,51,470,492,48.9,-8.4,354,346,50.6,-5.8,6.7,93.3,100,53.7,46.3,13:14:00,11:14:00,13,14,-2.6,113,59.3,1,0,1,0.0
2015,Vincent Lecavalier,35,PHI,C,7,0,1,1,-1,2,0,0,0,0,0,1,0,0,7,0,66,09:28:00,1,2,2,5,28.6,470,492,48.9,-8.4,354,346,50.6,-5.8,6.7,93.3,100,53.7,46.3,13:14:00,11:14:00,13,14,-2.6,113,59.3,0,0,0,0.0
2015,Vincent Lecavalier,35,PHI,C,7,0,1,1,-1,2,0,0,0,0,0,1,0,0,7,0,66,09:28:00,1,2,2,5,28.6,470,492,48.9,-8.4,354,346,50.6,-5.8,6.7,93.3,100,53.7,46.3,13:14:00,11:14:00,13,14,-2.6,113,59.3,1,0,1,0.0
2015,Nick Leddy,24,NYI,D,81,5,35,40,-9,25,5.9,2,3,0,1,19,16,0,121,4.1,1832,22:37:00,87,83,0,0,,1515,1479,50.6,2,1070,1114,49,-0.8,8.3,91.6,99.8,50.4,49.6,22:37:00,19:24:00,40,52,-3.2,264,45.8,0,0,0,0.0
2015,Anders Lee,25,NYI,LW,80,15,21,36,-2,51,3.7,7,8,0,3,15,6,0,183,8.2,1166,14:35:00,31,164,1,5,16.7,972,902,51.9,3.3,715,648,52.5,3.9,6.6,92.4,99,57,43,14:35:00,12:03:00,32,21,4.4,282,64.9,0,0,0,0.0
2015,David Legwand,35,BUF,C,79,5,9,14,-4,14,0.9,4,0,1,0,7,1,1,61,8.2,767,09:42:00,18,28,196,231,45.9,427,520,45.1,-2.7,325,389,45.5,-2.1,7,91.3,98.3,50.7,49.3,09:42:00,07:11:00,19,12,-1.8,93,65.6,0,0,0,0.0
2015,Jori Lehtera,28,STL,C,79,9,25,34,12,38,3.4,8,1,0,3,17,8,0,83,10.8,1271,16:05:00,26,43,485,484,50.1,1012,920,52.4,0.8,737,697,51.4,-1,9.4,92.6,102,56.6,43.4,16:05:00,13:25:00,29,19,4.8,140,59.3,5,1,4,20.0
2015,Taylor Leier,21,PHI,LW,6,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,3,0,46,07:43:00,3,2,0,0,,26,46,36.1,-18.4,15,37,28.8,-23.8,0,100,100,52.2,47.8,07:43:00,07:39:00,3,1,-1.3,9,33.3,0,0,0,0.0
2015,Brendan Leipsic,21,TOR,LW,6,1,2,3,-1,2,0.3,1,0,0,1,1,1,0,11,9.1,85,14:14:00,6,12,2,1,66.7,85,64,57,0.8,64,50,56.1,3.8,4.9,90.6,95.5,49.1,50.9,14:14:00,12:13:00,3,1,0.7,19,57.9,0,0,0,0.0
2015,Josh Leivo,22,TOR,LW,12,5,0,5,2,6,1,4,1,0,1,0,0,0,20,25,148,12:19:00,3,7,1,1,50,122,95,56.2,1.9,84,74,53.2,1.7,14.3,92,106.3,61.3,38.7,12:19:00,09:39:00,4,4,-2.1,38,52.6,0,0,0,0.0
2015,Bryan Lerg,30,SJS,C,6,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,53,08:53:00,3,13,17,16,51.5,23,56,29.1,-24.7,19,40,32.2,-23.7,5.9,100,105.9,38.1,61.9,08:53:00,08:19:00,0,0,-0.7,7,57.1,0,0,0,0.0
2015,Brett Lernout,20,MTL,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,06:30:00,0,1,0,0,,4,9,30.8,-17.3,4,7,36.4,-9.8,0,100,100,33.3,66.7,06:30:00,06:30:00,0,0,0,0,,0,0,0,0.0
2015,Lucas Lessio,23,MTL,LW,12,1,1,2,1,2,0.2,1,0,0,1,1,0,0,14,7.1,126,10:29:00,5,24,0,2,0,93,109,46,-2.7,60,69,46.5,-0.6,8.9,94.4,103.3,46.7,53.3,10:29:00,10:01:00,2,2,-0.7,24,58.3,0,0,0,0.0
2015,Kris Letang,28,PIT,D,71,16,51,67,9,66,11.3,11,5,0,2,26,22,3,218,7.3,1913,1900-01-01 02:57:00,122,135,0,0,,1576,1295,54.9,3.7,1142,942,54.8,3.3,7.6,91.4,99,54.1,45.9,1900-01-01 02:57:00,20:38:00,47,69,16.6,398,54.8,5,3,2,60.0
2015,Mark Letestu,30,EDM,C,82,10,15,25,-21,10,1,5,3,2,0,5,9,1,107,9.3,1294,15:47:00,33,68,596,566,51.3,728,903,44.6,-5.6,524,658,44.3,-5.3,5.5,91.3,96.8,37.5,62.5,15:47:00,11:13:00,28,29,-7.3,198,54,1,0,1,0.0
2015,Trevor Lewis,29,LAK,C,75,8,8,16,-10,20,0.4,7,0,1,1,7,1,0,167,4.8,1092,14:34:00,28,168,103,154,40.1,905,719,55.7,-0.6,696,517,57.4,1.7,5.1,90.3,95.5,55.2,44.8,14:34:00,12:38:00,17,22,6.5,265,63,0,0,0,0.0
2015,John-Michael Liles,35,TOT,D,81,6,15,21,-10,18,4.3,4,1,1,1,13,2,0,111,5.4,1645,20:18:00,127,81,0,0,,1242,1180,51.3,-1.9,930,900,50.8,-1.5,7,91.2,98.3,51.4,48.6,20:17:00,17:02:00,26,44,-1.8,232,47.8,0,0,0,0.0
2015,John-Michael Liles,35,CAR,D,64,6,9,15,-3,16,4,4,1,1,1,7,2,0,92,6.5,1316,20:34:00,96,64,0,0,,1242,1180,51.3,-1.9,930,900,50.8,-1.5,7,91.2,98.3,51.4,48.6,20:17:00,17:02:00,26,44,-1.8,232,47.8,0,0,0,0.0
2015,John-Michael Liles,35,BOS,D,17,0,6,6,-7,2,0.3,0,0,0,0,6,0,0,19,0,329,19:19:00,31,17,0,0,,1242,1180,51.3,-1.9,930,900,50.8,-1.5,7,91.2,98.3,51.4,48.6,20:17:00,17:02:00,26,44,-1.8,232,47.8,0,0,0,0.0
2015,Oscar Lindberg,24,NYR,C,68,13,15,28,12,43,3.6,12,1,0,2,13,2,0,114,11.4,828,12:11:00,36,132,134,143,48.4,651,703,48.1,0.9,506,526,49,1.1,8.7,94.6,103.4,60.4,39.6,12:11:00,11:02:00,16,14,-1.7,179,63.7,0,0,0,0.0
2015,Tobias Lindberg,20,TOR,RW,6,0,2,2,0,4,0.1,0,0,0,0,2,0,0,12,0,95,15:50:00,1,10,0,3,0,78,77,50.3,3.7,52,65,44.4,0.3,9.4,93.5,102.9,58,42,15:50:00,13:16:00,2,2,-1.6,25,48,0,0,0,0.0
2015,Petteri Lindbohm,22,STL,D,10,0,0,0,-4,7,-0.2,0,0,0,0,0,0,0,9,0,138,13:47:00,11,14,0,0,,129,110,54,2.5,94,69,57.7,6.9,3.3,88.5,91.8,37.6,62.4,13:47:00,13:43:00,2,1,1.3,24,37.5,0,0,0,0.0
2015,Esa Lindell,21,DAL,D,4,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,2,0,56,14:03:00,9,4,0,0,,56,56,50,-14.2,37,37,50,-17.4,4,83.3,87.3,51.5,48.5,14:03:00,13:39:00,0,3,0.5,9,22.2,0,0,0,0.0
2015,Elias Lindholm,21,CAR,C,82,11,28,39,-23,24,2.6,9,2,0,3,14,14,0,176,6.3,1485,18:07:00,45,112,213,221,49.1,1225,1043,54,3.7,914,798,53.4,3.8,5.4,90.3,95.7,54.4,45.6,18:05:00,14:38:00,33,34,6.9,294,59.5,4,0,4,0.0
2015,Hampus Lindholm,22,ANA,D,80,10,18,28,7,40,7.3,5,4,1,1,7,11,0,149,6.7,1760,22:00:00,115,68,0,0,,1443,1088,57,7.2,1073,783,57.8,7.3,6.6,91.7,98.3,49.9,50.1,22:00:00,17:50:00,18,65,15.5,316,47.2,0,0,0,0.0
2015,J.C. Lipon,22,WPG,RW,9,0,1,1,0,5,0,0,0,0,0,1,0,0,4,0,63,06:58:00,2,29,0,0,,50,46,52.1,-1.6,36,35,50.7,-2.2,3.7,96.4,100.1,55.3,44.7,06:58:00,06:57:00,1,0,-0.7,7,57.1,0,0,0,0.0
2015,Bryan Little,28,WPG,C,57,17,25,42,-13,12,4.2,13,2,2,2,15,10,0,127,13.4,1117,19:36:00,22,48,674,640,51.3,885,754,54,3,639,585,52.2,0.8,8.1,88.5,96.6,54.8,45.2,19:35:00,14:37:00,20,26,-1.5,215,58.6,2,0,2,0.0
2015,Viktor Loov,23,TOR,D,4,0,2,2,4,0,0.6,0,0,0,0,2,0,0,1,0,42,10:28:00,1,8,0,0,,41,32,56.2,-2.7,27,24,52.9,-1.1,22.2,100,122.2,77.8,22.2,10:28:00,10:08:00,0,0,0.2,7,14.3,0,0,0,0.0
2015,Ben Lovejoy,31,PIT,D,66,4,6,10,9,30,3.1,4,0,0,0,5,0,1,90,4.4,1245,18:52:00,104,154,0,0,,990,957,50.8,-1.5,760,718,51.4,-1,8.1,92.1,100.2,40.8,59.2,18:52:00,16:19:00,20,18,7.2,172,52.3,0,0,0,0.0
2015,Adam Lowry,22,WPG,C,74,7,10,17,-9,53,0.5,7,0,0,2,10,0,0,73,9.6,1037,14:01:00,48,187,391,454,46.3,692,796,46.5,-6.1,514,584,46.8,-5.5,7,91.4,98.3,45.8,54.2,14:01:00,11:44:00,33,18,-3.5,121,60.3,0,0,0,0.0
2015,Milan Lucic,27,LAK,LW,81,20,35,55,26,79,7.2,18,2,0,5,29,6,0,124,16.1,1396,17:14:00,22,244,7,13,35,1401,972,59,4.2,1036,748,58.1,3.1,10.4,91.6,102,57.9,42.1,17:14:00,15:03:00,22,48,12.2,269,46.1,0,0,0,0.0
2015,Joffrey Lupul,32,TOR,LW,46,11,3,14,-10,12,1.3,9,2,0,2,1,2,0,102,10.8,673,14:37:00,14,58,0,4,0,518,570,47.6,-3.6,401,451,47.1,-2.9,6.7,91.3,98,48.3,51.7,14:37:00,12:08:00,12,7,-2.2,178,57.3,7,1,6,14.3
2015,Olli Maatta,21,PIT,D,67,6,13,19,27,22,5.9,6,0,0,2,11,1,1,95,6.3,1337,19:58:00,87,81,0,0,,1098,1027,51.7,-2.1,817,766,51.6,-2.4,10.7,93,103.6,55.3,44.7,19:57:00,17:29:00,8,34,7,190,50,0,0,0,0.0
2015,Clarke MacArthur,30,OTT,LW,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,4,0,43,10:52:00,1,3,0,1,0,38,32,54.3,13.3,27,23,54,13.2,5.9,88.2,94.1,56.5,43.5,10:52:00,09:54:00,0,0,-1.1,8,50,0,0,0,0.0
2015,Andrew MacDonald,29,PHI,D,28,1,7,8,10,6,2.4,1,0,0,0,5,2,0,20,5,563,20:07:00,72,14,0,0,,456,486,48.4,-6.4,331,318,51,-4.7,11.5,91.6,103.2,53.3,46.7,20:07:00,17:33:00,4,20,2.4,59,33.9,0,0,0,0.0
2015,Derek MacKenzie,34,FLA,C,64,6,7,13,7,36,1,6,0,0,3,6,0,1,79,7.6,842,13:09:00,38,154,439,362,54.8,440,534,45.2,-3.8,351,414,45.9,-3.6,7.3,95.6,102.9,46.9,53.1,13:09:00,10:22:00,27,13,-3.9,126,62.7,0,0,0,0.0
2015,Nathan MacKinnon,20,COL,C,72,21,31,52,-4,20,5.7,14,7,0,6,21,9,1,245,8.6,1358,18:52:00,53,46,507,540,48.4,1067,1196,47.1,4.3,824,856,49,5.2,8.4,91.2,99.7,57.8,42.2,18:52:00,15:23:00,28,39,-4,415,58.6,3,2,1,66.7
2015,Evgeni Malkin,29,PIT,C,57,27,31,58,1,65,7.6,16,11,0,6,15,16,0,162,16.7,1104,19:22:00,19,27,317,438,42,895,730,55.1,4.7,684,584,53.9,3.1,7.5,91.5,99,65.7,34.3,19:22:00,15:17:00,54,52,10.3,285,56.8,1,0,1,0.0
2015,Brad Malone,26,CAR,C,57,2,4,6,-11,75,-0.3,2,0,0,0,4,0,0,31,6.5,544,09:33:00,15,124,40,22,64.5,372,384,49.2,-2.1,272,303,47.3,-2.9,6.3,88.8,95.2,46,54,09:33:00,08:21:00,4,16,-2.3,74,41.9,0,0,0,0.0
2015,Brandon Manning,25,PHI,D,56,1,6,7,2,66,1.9,1,0,0,1,6,0,0,67,1.5,926,16:32:00,57,94,0,1,0,860,795,52,1.9,616,598,50.7,0.3,5.2,95.5,100.6,57.4,42.6,16:32:00,15:01:00,7,19,-7.6,149,45,0,0,0,0.0
2015,Josh Manson,24,ANA,D,71,5,10,15,11,74,5,5,0,0,1,10,0,0,88,5.7,1334,18:47:00,67,158,0,0,,1123,867,56.4,5.3,852,637,57.2,4.9,7.1,91.7,98.8,49.4,50.6,18:47:00,16:33:00,18,51,12.7,171,51.5,0,0,0,0.0
2015,Anthony Mantha,21,DET,RW,10,2,1,3,-6,2,0.1,0,2,0,1,1,0,0,18,11.1,117,11:42:00,3,4,0,0,,108,89,54.8,4.6,86,73,54.1,4.6,6.1,80.4,86.5,67.2,32.8,11:42:00,09:45:00,4,2,-0.5,29,62.1,0,0,0,0.0
2015,Brad Marchand,27,BOS,LW,77,37,24,61,21,90,9.4,27,6,4,6,20,2,2,250,14.8,1432,18:36:00,35,65,21,35,37.5,1288,1054,55,8,992,779,56,9.4,8.6,91.7,100.3,47.4,52.6,18:34:00,15:05:00,43,69,16.2,393,63.1,3,0,3,0.0
2015,Alexey Marchenko,24,DET,D,66,2,9,11,-5,10,2.3,2,0,0,0,8,0,1,40,5,1111,16:50:00,100,47,0,0,,847,838,50.3,-2.3,626,657,48.8,-2.7,7.5,92.2,99.7,46.7,53.3,16:50:00,14:43:00,7,33,-6.9,107,37.4,0,0,0,0.0
2015,Jonathan Marchessault,25,TBL,C,45,7,11,18,-10,17,1.6,3,4,0,1,8,3,0,81,8.6,544,12:05:00,9,61,38,41,48.1,410,351,53.9,2.4,317,265,54.5,3.9,5.5,88.8,94.3,45,55,12:05:00,09:13:00,10,12,4.3,134,60.4,2,1,1,50.0
2015,Martin Marincin,23,TOR,D,65,1,6,7,-3,34,1.8,1,0,0,0,6,0,0,55,1.8,1090,16:46:00,63,37,0,0,,903,790,53.3,1.6,631,622,50.4,-0.2,8.3,91.2,99.4,52.6,47.4,16:46:00,14:14:00,25,41,1.3,180,30.6,0,0,0,0.0
2015,Andrei Markov,37,MTL,D,82,5,39,44,-6,38,6.7,1,4,0,0,26,13,0,117,4.3,1955,23:50:00,142,57,0,0,,1440,1404,50.6,-1.3,1046,1054,49.8,-2.3,8.9,91.3,100.2,50.2,49.8,23:50:00,18:04:00,38,93,-0.2,287,40.8,0,0,0,0.0
2015,Patrick Marleau,36,SJS,LW,82,25,23,48,-22,10,4.7,13,11,1,5,9,14,0,216,11.6,1560,19:02:00,36,64,267,258,50.9,1103,1061,51,-0.6,812,734,52.5,-0.4,6.9,89,95.9,47.2,52.8,19:01:00,14:12:00,46,71,8.5,356,60.4,1,0,1,0.0
2015,Pat Maroon,27,TOT,LW,72,12,15,27,-7,88,2.8,7,5,0,1,12,3,0,104,11.5,888,12:20:00,10,151,17,36,32.1,752,724,50.9,-1.5,561,550,50.5,-2.9,7.3,91.9,99.2,59.6,40.4,12:20:00,10:50:00,10,30,-1.7,168,61.9,0,0,0,0.0
2015,Pat Maroon,27,TOT,LW,72,12,15,27,-7,88,2.8,7,5,0,1,12,3,0,104,11.5,888,12:20:00,10,151,17,36,32.1,752,724,50.9,-1.5,561,550,50.5,-2.9,7.3,91.9,99.2,59.6,40.4,12:20:00,10:50:00,10,30,-1.7,168,61.9,1,0,1,0.0
2015,Pat Maroon,27,ANA,LW,56,4,9,13,-13,54,0.5,1,3,0,0,8,1,0,65,6.2,637,11:23:00,2,114,16,33,32.7,752,724,50.9,-1.5,561,550,50.5,-2.9,7.3,91.9,99.2,59.6,40.4,12:20:00,10:50:00,10,30,-1.7,168,61.9,0,0,0,0.0
2015,Pat Maroon,27,ANA,LW,56,4,9,13,-13,54,0.5,1,3,0,0,8,1,0,65,6.2,637,11:23:00,2,114,16,33,32.7,752,724,50.9,-1.5,561,550,50.5,-2.9,7.3,91.9,99.2,59.6,40.4,12:20:00,10:50:00,10,30,-1.7,168,61.9,1,0,1,0.0
2015,Pat Maroon,27,EDM,LW,16,8,6,14,6,34,2.3,6,2,0,1,4,2,0,39,20.5,251,15:41:00,8,37,1,3,25,752,724,50.9,-1.5,561,550,50.5,-2.9,7.3,91.9,99.2,59.6,40.4,12:20:00,10:50:00,10,30,-1.7,168,61.9,0,0,0,0.0
2015,Pat Maroon,27,EDM,LW,16,8,6,14,6,34,2.3,6,2,0,1,4,2,0,39,20.5,251,15:41:00,8,37,1,3,25,752,724,50.9,-1.5,561,550,50.5,-2.9,7.3,91.9,99.2,59.6,40.4,12:20:00,10:50:00,10,30,-1.7,168,61.9,1,0,1,0.0
2015,Matt Martin,26,NYI,LW,80,10,9,19,2,119,1.9,10,0,0,1,9,0,0,86,11.6,845,10:33:00,24,365,1,3,25,708,726,49.4,0,511,529,49.1,-0.4,10.2,91.3,101.5,41.2,58.8,10:33:00,10:25:00,8,15,-8.2,142,60.6,0,0,0,0.0
2015,Paul Martin,34,SJS,D,78,3,17,20,13,22,5.1,2,1,0,0,16,1,0,49,6.1,1617,20:44:00,123,54,0,0,,1343,1277,51.3,-0.2,1003,906,52.5,-0.7,8.5,92.7,101.1,47.4,52.6,20:42:00,18:04:00,26,50,5.8,122,40.2,0,0,0,0.0
2015,Alec Martinez,28,LAK,D,78,10,21,31,16,40,7.6,6,4,0,4,11,9,1,124,8.1,1650,21:09:00,182,164,0,0,,1376,1222,53,-4.5,1005,888,53.1,-3.9,8.6,93,101.6,51.6,48.4,21:09:00,16:52:00,8,60,5.4,313,39.6,0,0,0,0.0
2015,Jordan Martinook,23,ARI,LW,81,9,15,24,-9,18,1.3,8,0,1,2,13,1,1,109,8.3,1230,15:11:00,40,52,18,15,54.5,812,911,47.1,0.1,600,686,46.7,0.4,6.8,91.8,98.5,43.3,56.7,15:14:00,12:11:00,52,12,-5.7,207,52.7,0,0,0,0.0
2015,Andreas Martinsen,25,COL,LW,55,4,7,11,-4,47,0.5,4,0,0,1,7,0,0,52,7.7,610,11:06:00,27,155,1,3,25,442,584,43.1,-1.7,318,417,43.3,-2.9,8.7,92.1,100.8,42,58,11:06:00,10:59:00,11,5,-6.7,90,57.8,0,0,0,0.0
2015,Brandon Mashinter,27,CHI,LW,41,4,1,5,-7,23,0.2,4,0,0,0,1,0,0,25,16,307,07:30:00,3,62,0,0,,234,297,44.1,-7.6,167,227,42.4,-8.7,4.7,92.5,97.2,47.9,52.1,07:30:00,07:27:00,6,7,-4.9,40,62.5,0,0,0,0.0
2015,Mike Matheson,21,FLA,D,3,0,0,0,1,2,0.1,0,0,0,0,0,0,0,4,0,53,17:32:00,1,1,0,0,,47,36,56.6,9.4,39,30,56.5,10.6,4,100,104,54.5,45.5,17:32:00,17:23:00,1,1,0.4,8,50,0,0,0,0.0
2015,Stefan Matteau,21,TOT,LW,32,1,1,2,-13,17,-0.7,1,0,0,0,1,0,0,27,3.7,329,10:17:00,7,67,0,0,,231,274,45.7,-0.7,174,211,45.2,-1.7,3.1,89.7,92.9,47.9,52.1,10:17:00,09:40:00,2,9,-4.4,53,50.9,0,0,0,0.0
