Player,Season,Age_x,Tm,Pos_x,GP_x,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
Mike Kostka,2013,28,TBL,D,19,2,6,8,7,0,1.9,2,0,0,0,6,0,0,31,6.5,302,15:54:00,26,12,0,0,,347,332,51.1,-1.3,260,244,51.6,-2.8,11.9,92.6,104.5,56,44,15:26:00,13:59:00,4,9,84,58.3,2,1,1,50.0
Mike Kostka,2013,28,CHI,D,9,2,1,3,3,8,0.9,2,0,0,1,1,0,0,18,11.1,130,14:26:00,7,14,0,0,,347,332,51.1,-1.3,260,244,51.6,-2.8,11.9,92.6,104.5,56,44,15:26:00,13:59:00,4,9,84,58.3,2,1,1,50.0
Chris Kreider,2013,22,NYR,LW,66,17,20,37,14,72,5.1,11,6,0,0,14,6,0,136,12.5,1038,15:44:00,18,146,8,11,42.1,971,775,55.6,2.6,749,597,55.6,3,8.1,93.6,101.7,57.8,42.2,15:44:00,13:20:00,21,25,226,59.7,0,0,0,0.0
David Krejci,2013,27,BOS,C,80,19,50,69,39,28,8.6,16,3,0,6,34,16,0,169,11.2,1530,19:07:00,56,75,618,590,51.2,1322,1195,52.5,-2.4,964,902,51.7,-3.3,11,94.6,105.6,54.4,45.6,19:07:00,15:54:00,45,48,286,59.1,5,0,5,0.0
Niklas Kronwall,2013,33,DET,D,79,8,41,49,0,44,8.1,3,5,0,0,20,20,1,110,7.3,1921,1900-01-01 00:19:00,154,93,0,0,,1286,1173,52.3,-0.7,993,908,52.2,-0.3,9.5,90.6,100.1,51.5,48.5,1900-01-01 00:19:00,17:50:00,25,50,244,45.1,0,0,0,0.0
Torey Krug,2013,22,BOS,D,79,14,26,40,18,28,8.1,8,6,0,2,13,13,0,183,7.7,1383,17:31:00,77,50,1,1,50,1234,980,55.7,0.7,894,744,54.6,-0.7,7.9,93.9,101.8,65.3,34.7,17:31:00,14:44:00,24,35,373,49.1,0,0,0,0.0
Marcus Kruger,2013,23,CHI,C,81,8,20,28,6,36,2,8,0,0,2,19,0,1,96,8.3,1124,13:52:00,70,22,438,335,56.7,773,724,51.6,-7.8,575,510,53,-6.4,7.7,92.1,99.8,20.9,79.1,13:52:00,11:09:00,27,18,154,62.3,2,0,2,0.0
Nikita Kucherov,2013,20,TBL,RW,52,9,9,18,3,14,1.9,6,3,0,3,8,1,0,102,8.8,682,13:07:00,19,15,1,0,100,640,543,54.1,2.9,505,408,55.3,3.7,5.5,93.8,99.2,52.8,47.2,13:07:00,11:56:00,17,17,187,53.5,9,3,6,33.3
Nikolai Kulemin,2013,27,TOR,LW,70,9,11,20,-4,24,1.1,9,0,0,4,11,0,0,81,11.1,1136,16:14:00,63,153,38,70,35.2,721,1033,41.1,-4.2,535,759,41.3,-3.1,8.3,93.2,101.4,33.5,66.5,16:13:00,13:33:00,30,15,149,54.4,1,0,1,0.0
Dmitry Kulikov,2013,23,FLA,D,81,8,11,19,-26,66,2.3,5,2,1,0,8,3,0,127,6.3,1757,21:42:00,92,125,0,0,,1286,1227,51.2,0.4,990,961,50.7,-1.2,7.1,88.9,96,48.9,51.1,21:41:00,17:19:00,29,47,254,50,4,0,4,0.0
Chris Kunitz,2013,34,PIT,LW,78,35,33,68,25,66,10.1,22,13,0,8,24,9,0,218,16.1,1494,19:09:00,25,157,3,1,75,1182,1083,52.2,5,887,792,52.8,5,11.2,91.8,103,51.5,48.5,19:09:00,15:21:00,24,45,354,61.3,2,1,1,50.0
Cody Kunyk,2013,23,TBL,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,10:12:00,1,1,1,4,20,11,10,52.4,,9,8,52.9,,0,100,100,40,60,10:12:00,10:12:00,0,0,3,66.7,0,0,0,0.0
Evgeny Kuznetsov,2013,21,WSH,C,17,3,6,9,-2,6,0.9,2,0,1,0,4,2,0,22,13.6,229,13:28:00,2,7,5,22,18.5,146,205,41.6,-6.5,108,161,40.1,-7.6,10.1,91.7,101.9,45.9,54.1,13:28:00,12:25:00,3,7,37,59.5,6,3,3,50.0
Pierre-Cedric Labrie,2013,27,TBL,LW,13,0,0,0,-4,20,-0.3,0,0,0,0,0,0,0,2,0,89,06:53:00,2,24,2,0,100,53,81,39.6,-4.2,36,64,36,-10,0,91.3,91.3,48.7,51.3,06:53:00,06:49:00,1,0,7,28.6,0,0,0,0.0
Andrew Ladd,2013,28,WPG,LW,78,23,31,54,8,57,6.2,19,4,0,2,21,8,2,189,12.2,1539,19:44:00,42,154,24,38,38.7,1247,1071,53.8,2.4,919,800,53.5,1.5,8.6,91.6,100.2,51.3,48.7,19:44:00,14:57:00,37,44,348,54.3,14,7,7,50.0
Brooks Laich,2013,30,WSH,C,51,8,7,15,-7,16,0.8,6,1,1,1,4,2,1,75,10.7,880,17:15:00,35,62,203,257,44.1,577,632,47.7,-3.5,398,472,45.7,-5.3,7.9,91.9,99.8,51.5,48.5,17:15:00,13:02:00,20,15,129,58.1,2,2,0,100.0
Kellan Lain,2013,24,VAN,LW,9,1,0,1,1,21,0.2,1,0,0,0,0,0,0,7,14.3,47,05:13:00,1,7,18,19,48.6,43,53,44.8,-9.8,33,37,47.1,-6.2,8.7,96,104.7,45.8,54.2,05:13:00,05:11:00,2,1,10,70,0,0,0,0.0
Anton Lander,2013,22,EDM,C,27,0,1,1,-10,4,-0.9,0,0,0,0,1,0,0,18,0,368,13:38:00,8,29,71,89,44.4,212,269,44.1,-1.1,154,200,43.5,-0.4,3.6,90.2,93.8,40.7,59.3,13:35:00,10:36:00,6,9,39,46.2,0,0,0,0.0
Gabriel Landeskog,2013,21,COL,LW,81,26,39,65,21,71,8.1,21,5,0,4,34,5,0,222,11.7,1513,18:41:00,52,176,13,5,72.2,1223,1263,49.2,0.6,913,931,49.5,0.7,11.1,91.7,102.8,45.4,54.6,18:40:00,15:59:00,64,35,384,57.8,3,1,2,33.3
Maxim Lapierre,2013,28,STL,C,71,9,6,15,-3,78,1.2,9,0,0,1,6,0,0,78,11.5,793,11:10:00,18,87,301,292,50.8,494,604,45,-11.5,378,429,46.8,-9.2,8,91.9,100,41.2,58.8,11:10:00,09:39:00,19,3,135,57.8,1,0,1,0.0
Philip Larsen,2013,24,EDM,D,30,3,9,12,-4,8,1.9,2,1,0,0,4,4,1,47,6.4,515,17:10:00,31,44,0,0,,359,450,44.4,-0.1,267,330,44.7,2.2,8,91.9,99.9,51.4,48.6,17:07:00,14:37:00,4,15,98,48,0,0,0,0.0
Adam Larsson,2013,21,NJD,D,26,1,2,3,-1,12,1,1,0,0,1,2,0,0,20,5,462,17:47:00,37,41,0,0,,361,297,54.9,1,270,225,54.5,0.6,5.6,92,97.6,58,42,17:47:00,16:24:00,4,10,54,37,1,0,1,0.0
Johan Larsson,2013,21,BUF,LW,28,0,4,4,0,19,0,0,0,0,0,4,0,0,21,0,377,13:27:00,19,52,135,150,47.4,252,288,46.7,4.3,182,215,45.8,3.6,5.6,95.4,101,43.5,56.5,13:27:00,12:10:00,9,3,43,48.8,0,0,0,0.0
Brian Lashoff,2013,23,DET,D,75,1,5,6,-2,36,1.5,1,0,0,0,5,0,0,38,2.6,1082,14:26:00,93,65,0,0,,761,750,50.4,-2.3,592,579,50.6,-2.3,8,91.8,99.8,58.4,41.6,14:26:00,12:02:00,14,15,100,38,0,0,0,0.0
Michael Latta,2013,22,WSH,C,17,1,3,4,0,12,0.3,1,0,0,0,3,0,0,6,16.7,131,07:43:00,2,14,60,55,52.2,82,87,48.5,-0.5,60,69,46.5,-2.6,9.1,94.4,103.5,48.5,51.5,07:43:00,06:36:00,3,2,12,50,0,0,0,0.0
Louis Leblanc,2013,23,MTL,C,8,0,0,0,1,4,-0.1,0,0,0,0,0,0,0,7,0,79,09:52:00,7,3,2,2,50,61,73,45.5,5.9,46,46,50,6.5,6.1,97.3,103.4,50,50,09:52:00,09:43:00,0,1,14,50,0,0,0,0.0
Peter LeBlanc,2013,25,WSH,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,09:26:00,1,2,0,0,,4,13,23.5,-18.3,3,10,23.1,-16.9,,100,,60,40,09:26:00,09:26:00,0,0,1,0,0,0,0,0.0
Vincent Lecavalier,2013,33,PHI,C,69,20,17,37,-16,44,3.9,12,8,0,3,12,5,0,132,15.2,1048,15:11:00,19,77,200,248,44.6,800,902,47,-4.8,597,682,46.7,-5.2,7.8,90.8,98.7,58.4,41.6,15:11:00,12:41:00,16,27,240,55,9,2,7,22.2
Nick Leddy,2013,22,CHI,D,82,7,24,31,10,10,5.5,3,4,0,1,18,6,0,123,5.7,1342,16:22:00,45,52,0,0,,1176,871,57.4,0,876,679,56.3,-1.5,7.9,91.6,99.5,62.7,37.3,16:22:00,14:17:00,12,35,218,56.4,0,0,0,0.0
Anders Lee,2013,23,NYI,C,22,9,5,14,3,14,2.1,7,2,0,0,5,0,0,68,13.2,346,15:43:00,2,48,1,5,16.7,291,236,55.2,4.6,223,172,56.5,4.1,9.2,90.9,100.1,53.5,46.5,15:43:00,12:59:00,9,8,99,68.7,1,0,1,0.0
David Legwand,2013,33,TOT,C,83,14,37,51,-17,61,4.2,8,6,0,4,24,13,0,146,9.6,1409,16:59:00,38,49,585,571,50.6,1059,1080,49.5,-0.5,806,785,50.7,-0.6,7.9,89.4,97.3,49.2,50.8,16:59:00,13:57:00,37,42,220,66.4,5,1,4,20.0
David Legwand,2013,33,NSH,C,62,10,30,40,-8,30,3.4,6,4,0,2,18,12,0,107,9.3,1067,17:13:00,29,30,454,434,51.1,1059,1080,49.5,-0.5,806,785,50.7,-0.6,7.9,89.4,97.3,49.2,50.8,16:59:00,13:57:00,37,42,220,66.4,5,1,4,20.0
David Legwand,2013,33,DET,C,21,4,7,11,-9,31,0.7,2,2,0,2,6,1,0,39,10.3,342,16:16:00,9,19,131,137,48.9,1059,1080,49.5,-0.5,806,785,50.7,-0.6,7.9,89.4,97.3,49.2,50.8,16:59:00,13:57:00,37,42,220,66.4,5,1,4,20.0
Ville Leino,2013,30,BUF,LW,58,0,15,15,-16,10,-0.1,0,0,0,0,9,6,0,38,0,837,14:26:00,25,26,125,162,43.6,564,734,43.5,1.3,437,556,44,1.9,4.3,92.6,96.8,45.6,54.4,14:26:00,12:38:00,23,17,82,46.3,3,1,2,33.3
Josh Leivo,2013,20,TOR,RW,7,1,1,2,0,0,0.2,1,0,0,0,1,0,0,4,25,69,09:52:00,0,5,0,1,0,42,58,42,1,30,43,41.1,2.2,8.7,92.3,101,50,50,09:52:00,09:42:00,2,1,6,66.7,1,0,1,0.0
Jordan Leopold,2013,33,STL,D,27,1,5,6,1,6,1.3,1,0,0,0,3,2,0,40,2.5,421,15:36:00,24,8,0,0,,349,307,53.2,-0.4,256,223,53.4,-0.6,5.9,94.3,100.1,60,40,15:36:00,14:23:00,2,6,66,60.6,0,0,0,0.0
Lucas Lessio,2013,21,PHX,LW,3,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,4,0,35,11:32:00,0,2,0,0,,30,36,45.5,-9,24,28,46.2,-12.9,0,92.3,92.3,52.6,47.4,11:32:00,11:32:00,1,1,7,57.1,0,0,0,0.0
Kris Letang,2013,26,PIT,D,37,11,11,22,-8,16,4,5,6,0,1,5,6,0,108,10.2,897,1900-01-01 00:14:00,51,43,0,0,,615,631,49.4,-1.9,474,466,50.4,-2.4,7.5,89.9,97.4,53.7,46.3,1900-01-01 00:14:00,18:31:00,9,39,190,56.8,0,0,0,0.0
Mark Letestu,2013,28,CBJ,C,82,12,22,34,1,20,3.2,6,5,1,1,14,6,2,122,9.8,1205,14:41:00,24,63,373,352,51.4,728,762,48.9,-3.8,546,575,48.7,-4.3,7.5,92.2,99.7,47.4,52.6,14:31:00,11:04:00,27,13,201,60.2,7,3,4,42.9
Pierre-Luc Letourneau-Leblond,2013,28,PIT,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,04:34:00,1,0,0,0,,2,9,18.2,-30.1,1,6,14.3,-36.4,0,100,100,33.3,66.7,04:34:00,04:34:00,0,0,1,100,0,0,0,0.0
Trevor Lewis,2013,27,LAK,C,73,6,5,11,-1,6,0.4,5,0,1,2,5,0,0,111,5.4,968,13:15:00,36,145,127,135,48.5,733,664,52.5,-8.4,540,490,52.4,-7.5,4.3,94.6,99,53.8,46.2,13:15:00,11:04:00,14,18,201,55.2,1,0,1,0.0
John-Michael Liles,2013,33,TOT,D,41,2,7,9,5,8,2.5,1,1,0,0,4,3,0,56,3.6,806,19:39:00,80,50,1,0,100,664,672,49.7,1.4,502,484,50.9,4.1,7.4,93.4,100.7,51.1,48.9,19:39:00,17:04:00,14,18,114,49.1,0,0,0,0.0
John-Michael Liles,2013,33,CAR,D,35,2,7,9,7,8,2.6,1,1,0,0,4,3,0,51,3.9,703,20:06:00,70,35,0,0,,664,672,49.7,1.4,502,484,50.9,4.1,7.4,93.4,100.7,51.1,48.9,19:39:00,17:04:00,14,18,114,49.1,0,0,0,0.0
John-Michael Liles,2013,33,TOR,D,6,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,5,0,102,17:04:00,10,15,1,0,100,664,672,49.7,1.4,502,484,50.9,4.1,7.4,93.4,100.7,51.1,48.9,19:39:00,17:04:00,14,18,114,49.1,0,0,0,0.0
Matt Lindblad,2013,23,BOS,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,11:46:00,0,0,2,0,100,10,23,30.3,-25.3,6,18,25,-35,0,100,100,71.4,28.6,11:46:00,11:16:00,1,0,0,,0,0,0,0.0
Elias Lindholm,2013,19,CAR,C,58,9,12,21,-14,4,1.5,5,4,0,2,9,3,0,70,12.9,843,14:32:00,17,51,106,123,46.3,653,667,49.5,-1.5,477,526,47.6,-3,6.8,90.3,97.2,62.6,37.4,14:32:00,11:58:00,37,28,130,53.8,1,0,1,0.0
Hampus Lindholm,2013,20,ANA,D,78,6,24,30,29,36,6.6,5,1,0,1,21,3,0,116,5.2,1516,19:26:00,61,54,0,1,0,1285,1225,51.2,1.2,990,931,51.5,1.6,10.9,92.2,103.1,53,47,19:26:00,16:41:00,22,45,226,51.3,0,0,0,0.0
Bryan Little,2013,26,WPG,RW,82,23,41,64,8,58,7.2,13,8,2,1,32,7,2,170,13.5,1640,20:00:00,38,84,785,868,47.5,1319,1131,53.8,2.4,968,852,53.2,1,9.3,91,100.2,49.1,50.9,20:00:00,15:05:00,38,31,291,58.4,10,4,6,40.0
Andrei Loktionov,2013,23,TOT,C,68,7,15,22,-2,14,1.9,5,2,0,2,11,4,0,78,9,883,12:59:00,15,33,154,215,41.7,679,556,55,2.3,508,433,54,1.5,8.1,90.3,98.4,62.7,37.3,12:59:00,11:34:00,31,11,156,50,0,0,0,0.0
Andrei Loktionov,2013,23,NJD,C,48,4,8,12,2,12,1,4,0,0,1,8,0,0,44,9.1,591,12:19:00,8,23,135,180,42.9,679,556,55,2.3,508,433,54,1.5,8.1,90.3,98.4,62.7,37.3,12:59:00,11:34:00,31,11,156,50,0,0,0,0.0
Andrei Loktionov,2013,23,CAR,C,20,3,7,10,-4,2,0.9,1,2,0,1,3,4,0,34,8.8,292,14:36:00,7,10,19,35,35.2,679,556,55,2.3,508,433,54,1.5,8.1,90.3,98.4,62.7,37.3,12:59:00,11:34:00,31,11,156,50,0,0,0,0.0
Ben Lovejoy,2013,29,ANA,D,78,5,13,18,21,39,4.5,5,0,0,2,12,1,0,107,4.7,1513,19:24:00,150,215,0,0,,1146,1246,47.9,-3.8,866,907,48.8,-2.9,8.5,94.3,102.9,48.3,51.7,19:24:00,17:01:00,17,32,219,48.9,0,0,0,0.0
Milan Lucic,2013,25,BOS,LW,80,24,35,59,30,91,7.9,21,3,0,5,26,9,0,153,15.7,1390,17:23:00,22,240,61,70,46.6,1265,1094,53.6,-0.6,926,839,52.5,-2,9.9,94.3,104.3,60.5,39.5,17:23:00,15:01:00,33,71,279,54.8,0,0,0,0.0
Joffrey Lupul,2013,30,TOR,LW,69,22,22,44,-15,44,4.7,16,6,0,1,16,6,0,191,11.5,1274,18:28:00,35,118,24,31,43.6,977,1268,43.5,-2.1,702,964,42.1,-3.1,9.2,91.6,100.8,42.4,57.6,18:27:00,15:59:00,25,47,313,61.3,7,6,1,85.7
Olli Maatta,2013,19,PIT,D,78,9,20,29,8,14,6.6,5,3,1,1,17,3,0,119,7.6,1443,18:30:00,112,41,0,0,,1156,1125,50.7,2.7,865,826,51.2,2.5,8.2,91.8,100,50.1,49.9,18:30:00,16:11:00,10,35,241,49,0,0,0,0.0
Clarke MacArthur,2013,28,OTT,LW,79,24,31,55,12,78,6.8,15,8,1,5,22,7,2,159,15.1,1393,17:38:00,20,108,15,17,46.9,1165,995,53.9,-0.2,893,797,52.8,0,8.8,93.5,102.2,49.8,50.2,17:37:00,13:34:00,33,37,266,59.8,2,0,2,0.0
Lane MacDermid,2013,24,TOT,LW,7,0,2,2,1,12,0.2,0,0,0,0,2,0,0,1,0,39,05:34:00,3,10,1,1,50,33,30,52.4,2.3,20,18,52.6,1.2,11.8,91.7,103.4,39.1,60.9,05:34:00,05:34:00,0,0,2,50,0,0,0,0.0
Lane MacDermid,2013,24,DAL,LW,6,0,2,2,2,5,0.2,0,0,0,0,2,0,0,1,0,35,05:49:00,3,7,1,1,50,33,30,52.4,2.3,20,18,52.6,1.2,11.8,91.7,103.4,39.1,60.9,05:34:00,05:34:00,0,0,2,50,0,0,0,0.0
Lane MacDermid,2013,24,CGY,LW,1,0,0,0,-1,7,0,0,0,0,0,0,0,0,0,,4,04:08:00,0,3,0,0,,33,30,52.4,2.3,20,18,52.6,1.2,11.8,91.7,103.4,39.1,60.9,05:34:00,05:34:00,0,0,2,50,0,0,0,0.0
Andrew MacDonald,2013,27,TOT,D,82,4,24,28,-22,50,3.3,2,2,0,2,14,9,1,92,4.3,2020,1900-01-01 00:38:00,242,69,0,0,,1329,1628,44.9,-9.2,937,1180,44.3,-9.5,8.6,90.6,99.2,47.4,52.6,1900-01-01 00:38:00,19:16:00,23,60,263,35,0,0,0,0.0
Andrew MacDonald,2013,27,NYI,D,63,4,20,24,-19,34,2.8,2,2,0,2,10,9,1,72,5.6,1602,1900-01-01 01:25:00,198,48,0,0,,1329,1628,44.9,-9.2,937,1180,44.3,-9.5,8.6,90.6,99.2,47.4,52.6,1900-01-01 00:38:00,19:16:00,23,60,263,35,0,0,0,0.0
Andrew MacDonald,2013,27,PHI,D,19,0,4,4,-3,16,0.5,0,0,0,0,4,0,0,20,0,418,22:00:00,44,21,0,0,,1329,1628,44.9,-9.2,937,1180,44.3,-9.5,8.6,90.6,99.2,47.4,52.6,1900-01-01 00:38:00,19:16:00,23,60,263,35,0,0,0,0.0
Derek MacKenzie,2013,32,CBJ,C,71,9,9,18,0,47,1.7,7,0,2,0,8,0,1,70,12.9,800,11:16:00,32,237,251,236,51.5,527,538,49.5,-2.8,399,400,49.9,-2.7,7,92.3,99.3,49.3,50.7,11:04:00,09:09:00,22,15,131,52.7,0,0,0,0.0
Nathan MacKinnon,2013,18,COL,C,82,24,39,63,20,26,7.7,16,8,0,5,30,9,0,241,10,1422,17:21:00,45,57,194,258,42.9,1154,1279,47.4,-0.7,852,961,47,-1.5,11,93.2,104.1,51.5,48.5,17:21:00,14:52:00,51,28,388,62.1,3,0,3,0.0
Manny Malhotra,2013,33,CAR,C,69,7,6,13,0,18,1.1,7,0,0,1,5,0,1,53,13.2,800,11:36:00,56,82,566,386,59.5,501,711,41.3,-12.7,361,527,40.7,-12.9,8.6,93,101.6,20.7,79.3,11:36:00,09:53:00,24,21,86,61.6,0,0,0,0.0
Evgeni Malkin,2013,27,PIT,C,60,23,49,72,10,62,9.1,16,7,0,3,26,23,0,191,12,1204,20:04:00,18,27,303,318,48.8,932,803,53.7,6.1,690,618,52.8,3.4,10.9,90.6,101.5,60.6,39.4,20:04:00,15:26:00,37,58,340,56.2,5,3,2,60.0
Brad Malone,2013,24,COL,C,32,3,2,5,-4,23,0.3,3,0,0,0,2,0,0,16,18.8,217,06:46:00,5,79,45,51,46.9,135,199,40.4,-7,102,143,41.6,-5.3,7,91.4,98.5,66.9,33.1,06:46:00,06:42:00,4,7,32,50,0,0,0,0.0
Ryan Malone,2013,34,TBL,LW,57,5,10,15,-7,67,0.7,5,0,0,0,7,3,0,95,5.3,671,11:47:00,26,75,2,5,28.6,556,545,50.5,-0.5,423,392,51.9,0.6,6.8,90.6,97.5,54.5,45.5,11:47:00,10:28:00,11,23,140,67.9,1,0,1,0.0
Brad Marchand,2013,25,BOS,LW,82,25,28,53,36,64,7.8,19,1,5,5,27,1,0,149,16.8,1308,15:57:00,23,73,6,17,26.1,1235,841,59.5,6.8,932,646,59.1,6.4,9.1,94.2,103.3,54.5,45.5,15:57:00,13:53:00,46,51,247,60.3,6,1,5,16.7
Alexey Marchenko,2013,22,DET,D,1,0,0,0,2,2,0.2,0,0,0,0,0,0,0,0,,13,13:21:00,0,0,0,0,,12,12,50,,9,10,47.4,,22.2,100,122.2,50,50,13:21:00,12:24:00,0,0,0,,0,0,0,0.0
Martin Marincin,2013,21,EDM,D,44,0,6,6,-2,16,1.4,0,0,0,0,4,1,1,28,0,843,19:10:00,60,17,0,0,,625,691,47.5,5.8,455,541,45.7,4.4,7.5,92.5,100,45.4,54.6,19:10:00,16:19:00,17,33,76,36.8,0,0,0,0.0
Andrei Markov,2013,35,MTL,D,81,7,36,43,12,34,9.2,4,2,1,1,17,19,0,131,5.3,2044,1900-01-01 01:14:00,180,49,0,0,,1433,1481,49.2,3.2,1044,1075,49.3,1.2,8.6,93.3,101.8,43.7,56.3,1900-01-01 01:14:00,18:20:00,35,82,292,44.9,1,1,0,100.0
Patrick Marleau,2013,34,SJS,LW,82,33,37,70,0,18,8.6,20,11,2,4,25,12,0,285,11.6,1683,20:31:00,29,85,163,145,52.9,1355,1195,53.1,-2,1019,873,53.9,-2.9,8.8,90.2,99,46,54,20:31:00,15:12:00,50,65,482,59.1,11,5,6,45.5
Pat Maroon,2013,25,ANA,LW,62,11,18,29,11,101,3.4,10,1,0,3,15,3,0,93,11.8,763,12:19:00,16,124,7,8,46.7,673,537,55.6,6.1,488,397,55.1,5,10.4,91.4,101.8,56.5,43.5,12:19:00,10:26:00,15,15,167,55.7,0,0,0,0.0
Matt Martin,2013,24,NYI,LW,79,8,6,14,-11,90,0.4,8,0,0,3,6,0,0,120,6.7,940,11:54:00,42,359,3,6,33.3,693,857,44.7,-7.3,517,609,45.9,-5.4,6.2,91.4,97.6,45.2,54.8,11:54:00,10:51:00,22,15,187,64.2,1,0,1,0.0
Paul Martin,2013,32,PIT,D,39,3,12,15,-4,10,2.8,2,1,0,2,4,8,0,54,5.6,958,1900-01-01 00:34:00,74,30,0,0,,596,608,49.5,-1.9,461,426,52,-0.9,9.1,88.4,97.5,45.9,54.1,1900-01-01 00:34:00,18:45:00,12,17,114,47.4,0,0,0,0.0
Radek Martinek,2013,37,NYI,D,13,0,3,3,4,4,0.8,0,0,0,0,3,0,0,12,0,201,15:29:00,9,9,0,0,,218,198,52.4,-0.9,159,155,50.6,-1.8,12.4,91.2,103.6,58.5,41.5,15:29:00,15:22:00,5,8,40,30,0,0,0,0.0
Alec Martinez,2013,26,LAK,D,61,11,11,22,17,14,6.5,8,3,0,2,6,5,0,79,13.9,957,15:41:00,75,96,0,0,,812,608,57.2,-1.8,596,447,57.1,-0.2,8.8,94,102.8,57,43,15:41:00,13:16:00,5,27,223,35.4,0,0,0,0.0
Brandon Mashinter,2013,25,NYR,LW,6,0,0,0,-1,10,-0.1,0,0,0,0,0,0,0,3,0,27,04:34:00,1,5,0,0,,28,27,50.9,-5.2,19,17,52.8,-2.8,0,90,90,47.1,52.9,04:34:00,04:17:00,0,1,5,60,0,0,0,0.0
Shawn Matthias,2013,25,TOT,C,77,12,11,23,-3,26,2.2,12,0,0,0,11,0,0,127,9.4,1002,13:01:00,29,93,183,250,42.3,712,766,48.2,-6.2,541,575,48.5,-6.2,8,91.8,99.8,43.6,56.4,13:01:00,10:52:00,33,15,200,63.5,0,0,0,0.0
Shawn Matthias,2013,25,FLA,C,59,9,7,16,0,14,1.6,9,0,0,0,7,0,0,88,10.2,722,12:14:00,17,73,80,129,38.3,712,766,48.2,-6.2,541,575,48.5,-6.2,8,91.8,99.8,43.6,56.4,13:01:00,10:52:00,33,15,200,63.5,0,0,0,0.0
Shawn Matthias,2013,25,VAN,C,18,3,4,7,-3,12,0.6,3,0,0,0,4,0,0,39,7.7,281,15:35:00,12,20,103,121,46,712,766,48.2,-6.2,541,575,48.5,-6.2,8,91.8,99.8,43.6,56.4,13:01:00,10:52:00,33,15,200,63.5,0,0,0,0.0
Scott Mayfield,2013,21,NYI,D,5,0,0,0,-3,7,-0.2,0,0,0,0,0,0,0,7,0,87,17:22:00,8,7,0,0,,75,69,52.1,-2.9,53,56,48.6,-4.9,2.4,90,92.4,44.4,55.6,17:22:00,15:30:00,2,2,13,53.8,0,0,0,0.0
Jamie McBain,2013,25,BUF,D,69,6,11,17,-13,14,3.9,4,2,0,0,7,3,1,98,6.1,1391,20:10:00,113,34,0,0,,882,1240,41.6,-2.3,653,911,41.8,-2.6,5.7,93.8,99.5,42.9,57.1,20:10:00,16:26:00,12,31,224,43.8,1,0,1,0.0
Jake McCabe,2013,20,BUF,D,7,0,1,1,-3,15,0,0,0,0,0,1,0,0,1,0,107,15:13:00,10,5,0,0,,71,113,38.6,-7.3,57,84,40.4,-12.6,4.4,91.7,96.1,40.3,59.7,15:13:00,14:18:00,2,0,5,20,0,0,0,0.0
John McCarthy,2013,27,SJS,C,36,1,1,2,-11,4,-0.8,1,0,0,0,1,0,0,49,2,398,11:03:00,17,25,71,62,53.4,308,324,48.7,-9.2,234,218,51.8,-6.7,3,90,93,49.3,50.7,11:03:00,09:44:00,9,9,77,63.6,0,0,0,0.0
Jay McClement,2013,30,TOR,C,81,4,6,10,-8,32,-0.9,4,0,0,1,5,0,1,67,6,1196,14:46:00,57,141,676,584,53.7,610,952,39.1,-6,436,700,38.4,-6.1,6.8,93.7,100.5,27.3,72.7,14:46:00,11:18:00,36,24,136,49.3,1,1,0,100.0
Cody McCormick,2013,30,TOT,C,43,2,5,7,-6,52,0.2,2,0,0,0,5,0,0,26,7.7,383,08:55:00,21,76,89,109,44.9,187,312,37.5,-9.4,134,226,37.2,-9,10,90.5,100.5,35.8,64.2,08:55:00,07:34:00,7,4,46,56.5,1,0,1,0.0
Cody McCormick,2013,30,BUF,C,29,1,4,5,-8,45,0,1,0,0,0,4,0,0,20,5,246,08:29:00,13,60,67,86,43.8,187,312,37.5,-9.4,134,226,37.2,-9,10,90.5,100.5,35.8,64.2,08:55:00,07:34:00,7,4,46,56.5,1,0,1,0.0
Cody McCormick,2013,30,MIN,C,14,1,1,2,2,7,0.2,1,0,0,0,1,0,0,6,16.7,137,09:47:00,8,16,22,23,48.9,187,312,37.5,-9.4,134,226,37.2,-9,10,90.5,100.5,35.8,64.2,08:55:00,07:34:00,7,4,46,56.5,1,0,1,0.0
Ryan McDonagh,2013,24,NYR,D,77,14,29,43,11,36,9.8,9,2,3,4,17,11,1,177,7.9,1911,1900-01-01 00:49:00,131,88,0,0,,1471,1422,50.8,-3,1103,1048,51.3,-2.1,7.7,92.4,100.2,47.9,52.1,1900-01-01 00:48:00,19:03:00,51,66,315,56.2,0,0,0,0.0
