Player,Season,Age_x,Tm,Pos_x,GP_x,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
Dmitry Kulikov,2020,30,NJD,D,38,0,2,2,-4,26,0.5,0,0,0,0,2,0,0,43,0,743,19:33:00,39,72,0,0,,727,642,53.1,2.2,553,504,52.3,2.7,7.1,90.8,97.9,41.2,58.8,19:10:00,16:53:00,8,31,110,46.4,0.0,0.0,0.0,0.0
Dmitry Kulikov,2020,30,EDM,D,10,0,2,2,1,2,0.5,0,0,0,0,2,0,0,8,0,177,17:44:00,10,21,0,0,,727,642,53.1,2.2,553,504,52.3,2.7,7.1,90.8,97.9,41.2,58.8,19:10:00,16:53:00,8,31,110,46.4,0.0,0.0,0.0,0.0
Luke Kunin,2020,23,NSH,C,38,10,9,19,3,13,2.3,10,0,0,2,9,0,0,71,14.1,532,13:59:00,20,84,15,30,33.3,410,473,46.4,-4.9,319,363,46.8,-5.6,10,92.5,102.5,50.6,49.4,13:59:00,12:58:00,8,9,117,60.7,0.0,0.0,0.0,0.0
Janne Kuokkanen,2020,22,NJD,C,50,8,17,25,-11,14,1.7,7,1,0,1,14,3,0,61,13.1,739,14:46:00,19,10,1,8,11.1,602,565,51.6,1.6,445,444,50.1,0.7,9.9,88.3,98.2,51.1,48.9,14:46:00,13:30:00,22,14,113,54,0.0,0.0,0.0,0.0
Rasmus Kupari,2020,20,LAK,C,7,1,0,1,-5,2,-0.1,1,0,0,0,0,0,0,8,12.5,80,11:28:00,3,7,35,30,53.8,60,54,52.6,6.3,43,46,48.3,3.4,3.6,81.3,84.8,39,61,11:28:00,10:37:00,0,0,10,80,0.0,0.0,0.0,0.0
Sean Kuraly,2020,28,BOS,C,47,4,5,9,-10,20,-0.1,4,0,0,2,4,0,1,88,4.5,661,14:04:00,21,99,229,170,57.4,448,481,48.2,-7.8,360,363,49.8,-7.1,6,90,96.1,24,76,14:04:00,12:08:00,24,13,133,66.2,0.0,0.0,0.0,0.0
Philipp Kurashev,2020,21,CHI,C,54,8,8,16,-9,12,1,6,2,0,1,5,3,0,65,12.3,706,13:05:00,18,32,102,146,41.1,483,568,46,-0.3,341,434,44,-1.7,7.8,92,99.8,51,49,13:05:00,11:36:00,18,16,106,61.3,1.0,1.0,0.0,100.0
Evgeny Kuznetsov,2020,28,WSH,C,41,9,20,29,7,18,3.1,8,1,0,4,13,7,0,78,11.5,679,16:34:00,18,21,204,289,41.4,508,484,51.2,1.2,393,383,50.6,1,13.6,90.9,104.5,72.5,27.5,16:34:00,14:04:00,16,19,122,63.9,2.0,1.0,1.0,50.0
Oliver Kylington,2020,23,CGY,D,8,0,1,1,-1,0,0.1,0,0,0,0,1,0,0,7,0,105,13:05:00,1,3,0,0,,94,78,54.7,4.8,72,69,51.1,2,8.2,91.1,99.3,75,25,13:05:00,12:52:00,2,4,16,43.8,0.0,0.0,0.0,0.0
Jordan Kyrou,2020,22,STL,C,55,14,21,35,1,12,3.6,14,0,0,2,18,3,0,98,14.3,793,14:25:00,13,7,6,6,50,643,623,50.8,3.6,478,476,50.1,2.8,11.3,88.5,99.8,54.9,45.1,14:25:00,13:11:00,32,22,171,57.3,1.0,0.0,1.0,0.0
Joel L'Esperance,2020,25,DAL,RW,12,2,0,2,-2,2,0.2,2,0,0,1,0,0,0,8,25,113,09:25:00,0,16,7,10,41.2,75,80,48.4,-5.2,64,60,51.6,-3.8,6.8,88.6,95.5,34.3,65.7,09:25:00,08:33:00,1,3,20,40,0.0,0.0,0.0,0.0
Kevin Labanc,2020,25,SJS,RW,55,12,16,28,-9,31,2.4,12,0,0,2,13,3,0,129,9.3,903,16:25:00,15,61,0,1,0,744,724,50.7,3.9,560,574,49.4,1.5,9.4,89.5,98.9,44.8,55.2,16:25:00,14:13:00,17,24,228,56.1,5.0,2.0,3.0,40.0
Tanner Laczynski,2020,23,PHI,C,5,0,0,0,1,0,-0.1,0,0,0,0,0,0,0,6,0,50,09:59:00,1,5,11,16,40.7,28,34,45.2,-9.7,25,26,49,-5.5,4.8,100,104.8,33.3,66.7,09:59:00,08:47:00,2,1,9,66.7,0.0,0.0,0.0,0.0
Sam Lafferty,2020,25,PIT,C,34,0,6,6,-6,25,-0.3,0,0,0,0,6,0,0,33,0,332,09:47:00,11,89,55,50,52.4,238,280,45.9,-5.6,189,216,46.7,-5.3,6.3,91.2,97.5,25.3,74.7,09:47:00,09:36:00,7,6,57,57.9,0.0,0.0,0.0,0.0
Alexis Lafreniere,2020,19,NYR,LW,56,12,9,21,-7,8,1.8,12,0,0,4,9,0,0,67,17.9,777,13:53:00,11,43,13,18,41.9,571,678,45.7,-1.5,451,510,46.9,-0.6,9.1,90.8,99.9,53.8,46.2,13:53:00,12:36:00,15,18,115,58.3,0.0,0.0,0.0,0.0
William Lagesson,2020,24,EDM,D,19,0,2,2,0,9,0.5,0,0,0,0,2,0,0,11,0,269,14:09:00,14,15,0,0,,150,222,40.3,-10.9,109,160,40.5,-10.9,14.3,92.1,106.4,39.8,60.2,14:09:00,12:53:00,3,7,29,37.9,0.0,0.0,0.0,0.0
Patrik Laine,2020,22,TOT,RW,46,12,12,24,-28,25,1.4,8,4,0,1,9,3,0,82,14.6,803,17:27:00,15,36,6,19,24,520,688,43,-5.1,402,532,43,-5.8,8.8,86.1,94.9,61.3,38.7,17:27:00,15:15:00,9,40,160,51.3,4.0,2.0,2.0,50.0
Patrik Laine,2020,22,CBJ,RW,45,10,11,21,-29,21,0.8,6,4,0,0,9,2,0,79,12.7,786,17:28:00,14,33,5,18,21.7,520,688,43,-5.1,402,532,43,-5.8,8.8,86.1,94.9,61.3,38.7,17:27:00,15:15:00,9,40,160,51.3,4.0,2.0,2.0,50.0
Patrik Laine,2020,22,WPG,RW,1,2,1,3,1,4,0.5,2,0,0,1,0,1,0,3,66.7,16,16:20:00,1,3,1,1,50,520,688,43,-5.1,402,532,43,-5.8,8.8,86.1,94.9,61.3,38.7,17:27:00,15:15:00,9,40,160,51.3,4.0,2.0,2.0,50.0
Juho Lammikko,2020,25,FLA,RW,44,4,1,5,-8,10,-0.3,3,0,1,0,1,0,0,43,9.3,477,10:50:00,16,50,124,152,44.9,346,377,47.9,-6,278,296,48.4,-5.5,4.6,92.2,96.8,35.8,64.2,10:50:00,09:45:00,7,12,70,61.4,0.0,0.0,0.0,0.0
Gabriel Landeskog,2020,28,COL,LW,54,20,32,52,14,34,5.9,11,9,0,8,26,6,0,155,12.9,1078,19:57:00,28,81,288,221,56.6,954,588,61.9,4.3,683,440,60.8,3.6,11.4,87.4,98.8,65.4,34.6,19:57:00,15:43:00,16,35,271,57.2,0.0,0.0,0.0,0.0
Dylan Larkin,2020,24,DET,C,44,9,14,23,-14,34,1.4,8,1,0,0,9,5,0,134,6.7,898,20:24:00,17,38,361,369,49.5,622,658,48.6,2.7,481,521,48,2.2,7,90.1,97.1,48.1,51.9,20:24:00,17:13:00,21,38,223,60.1,3.0,2.0,1.0,66.7
Adam Larsson,2020,28,EDM,D,56,4,6,10,2,24,2.7,4,0,0,0,6,0,0,52,7.7,1100,19:39:00,128,166,1,0,100,718,847,45.9,-4,536,582,47.9,-1.3,9,92.4,101.3,36.6,63.4,19:39:00,17:19:00,12,42,130,40,0.0,0.0,0.0,0.0
Jacob Larsson,2020,23,ANA,D,46,1,6,7,-9,14,1.2,1,0,0,0,5,0,1,42,2.4,800,17:23:00,59,37,0,0,,555,652,46,-4.7,417,494,45.8,-4.2,8.5,90.5,99,43.6,56.4,17:23:00,15:23:00,4,24,104,40.4,0.0,0.0,0.0,0.0
Johan Larsson,2020,28,ARI,LW,52,8,6,14,-13,24,0.7,8,0,0,2,6,0,0,58,13.8,727,13:59:00,34,77,296,313,48.6,471,552,46,-3.6,358,420,46,-3.4,6.9,89.7,96.6,35.2,64.8,13:59:00,12:09:00,22,6,106,54.7,0.0,0.0,0.0,0.0
Scott Laughton,2020,26,PHI,C,53,9,11,20,13,39,2,8,0,1,1,11,0,0,89,10.1,817,15:25:00,34,141,211,220,49,587,572,50.6,-2.2,445,423,51.3,-0.8,8.4,95,103.4,44.1,55.9,15:25:00,13:27:00,20,17,133,66.9,1.0,0.0,1.0,0.0
Jeremy Lauzon,2020,23,BOS,D,41,1,7,8,8,40,2.5,1,0,0,0,6,0,1,48,2.1,767,18:43:00,53,98,0,0,,547,518,51.4,-5.9,430,392,52.3,-5.8,8.2,91.4,99.6,46.3,53.7,18:43:00,15:33:00,7,20,98,49,0.0,0.0,0.0,0.0
Curtis Lazar,2020,25,TOT,C,50,7,6,13,-6,6,0.9,7,0,0,1,6,0,0,55,12.7,666,13:19:00,22,99,160,175,47.8,406,475,46.1,-6.3,328,365,47.3,-5.6,5.9,92.8,98.7,40,60,13:19:00,11:10:00,18,7,91,60.4,0.0,0.0,0.0,0.0
Curtis Lazar,2020,25,BUF,C,33,5,4,9,-4,0,0.7,5,0,0,1,4,0,0,35,14.3,449,13:37:00,16,64,107,104,50.7,406,475,46.1,-6.3,328,365,47.3,-5.6,5.9,92.8,98.7,40,60,13:19:00,11:10:00,18,7,91,60.4,0.0,0.0,0.0,0.0
Curtis Lazar,2020,25,BOS,C,17,2,2,4,-2,6,0.2,2,0,0,0,2,0,0,20,10,217,12:46:00,6,35,53,71,42.7,406,475,46.1,-6.3,328,365,47.3,-5.6,5.9,92.8,98.7,40,60,13:19:00,11:10:00,18,7,91,60.4,0.0,0.0,0.0,0.0
Nick Leddy,2020,29,NYI,D,56,2,29,31,-3,8,4.9,1,1,0,1,19,10,0,79,2.5,1209,21:35:00,54,58,0,0,,809,934,46.4,-3.6,621,690,47.4,-3.3,8.2,91.2,99.3,48.7,51.3,21:35:00,19:01:00,6,32,146,54.1,0.0,0.0,0.0,0.0
Anders Lee,2020,30,NYI,LW,27,12,7,19,11,12,3,9,3,0,3,6,1,0,80,15,473,17:32:00,13,39,63,65,49.2,409,326,55.6,8.1,324,240,57.4,9.3,10.8,91.8,102.6,60.7,39.3,17:32:00,14:59:00,7,9,117,68.4,0.0,0.0,0.0,0.0
Artturi Lehkonen,2020,25,MTL,LW,47,7,6,13,-2,6,1,5,0,2,0,5,0,1,78,9,631,13:25:00,23,85,5,8,38.5,465,418,52.7,-2,335,307,52.2,-1.6,5.4,91.4,96.8,52.5,47.5,13:25:00,11:16:00,3,13,128,60.9,0.0,0.0,0.0,0.0
Mikko Lehtonen,2020,27,TOT,D,26,0,6,6,-2,8,0.9,0,0,0,0,5,1,0,33,0,413,15:53:00,15,30,0,0,,283,359,44.1,-5.8,223,288,43.6,-5.7,7.1,92.2,99.3,47.5,52.5,15:53:00,14:33:00,8,10,58,56.9,0.0,0.0,0.0,0.0
Mikko Lehtonen,2020,27,CBJ,D,17,0,3,3,-3,4,0.5,0,0,0,0,3,0,0,24,0,306,18:00:00,13,25,0,0,,283,359,44.1,-5.8,223,288,43.6,-5.7,7.1,92.2,99.3,47.5,52.5,15:53:00,14:33:00,8,10,58,56.9,0.0,0.0,0.0,0.0
Mikko Lehtonen,2020,27,TOR,D,9,0,3,3,1,4,0.4,0,0,0,0,2,1,0,9,0,107,11:52:00,2,5,0,0,,283,359,44.1,-5.8,223,288,43.6,-5.7,7.1,92.2,99.3,47.5,52.5,15:53:00,14:33:00,8,10,58,56.9,0.0,0.0,0.0,0.0
Josh Leivo,2020,27,CGY,LW,38,6,3,9,-3,10,0.8,6,0,0,2,3,0,0,50,12,408,10:45:00,2,33,3,9,25,349,290,54.6,3,253,212,54.4,3.3,6.4,92.6,99,54.8,45.2,10:45:00,10:18:00,16,10,94,53.2,1.0,0.0,1.0,0.0
Brendan Lemieux,2020,24,TOT,LW,49,4,7,11,-2,73,0.7,4,0,0,1,7,0,0,50,8,496,10:08:00,26,109,6,20,23.1,324,456,41.5,-6.3,255,333,43.4,-4.8,7.7,94.1,101.7,51.9,48.1,10:08:00,09:33:00,8,13,94,53.2,0.0,0.0,0.0,0.0
Brendan Lemieux,2020,24,NYR,LW,31,2,5,7,0,59,0.4,2,0,0,1,5,0,0,31,6.5,317,10:13:00,14,65,4,16,20,324,456,41.5,-6.3,255,333,43.4,-4.8,7.7,94.1,101.7,51.9,48.1,10:08:00,09:33:00,8,13,94,53.2,0.0,0.0,0.0,0.0
Brendan Lemieux,2020,24,LAK,LW,18,2,2,4,-2,14,0.3,2,0,0,0,2,0,0,19,10.5,180,09:58:00,12,44,2,4,33.3,324,456,41.5,-6.3,255,333,43.4,-4.8,7.7,94.1,101.7,51.9,48.1,10:08:00,09:33:00,8,13,94,53.2,0.0,0.0,0.0,0.0
John Leonard,2020,22,SJS,LW,44,3,10,13,-7,2,0.6,2,1,0,0,10,0,0,59,5.1,495,11:15:00,17,25,0,1,0,371,403,47.9,0.1,285,290,49.6,1.5,7.5,89.9,97.4,57.2,42.8,11:15:00,10:17:00,13,11,104,57.7,1.0,0.0,1.0,0.0
Otto Leskinen,2020,23,MTL,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16,16:23:00,0,1,0,0,,12,13,48,5.8,7,9,43.8,5.8,0,100,100,83.3,16.7,16:23:00,16:23:00,0,2,2,0,0.0,0.0,0.0,0.0
Kris Letang,2020,33,PIT,D,55,7,38,45,19,32,7.2,6,1,0,2,23,14,1,132,5.3,1356,1900-01-01 00:39:00,65,92,0,1,0,926,933,49.8,-0.8,718,726,49.7,-1.2,11.6,92,103.6,55,45,1900-01-01 00:38:00,20:04:00,23,55,261,50.6,3.0,1.0,2.0,33.3
Vinni Lettieri,2020,25,ANA,C,5,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,7,0,64,12:43:00,1,9,2,3,40,41,52,44.1,-8,31,43,41.9,-8.8,7.7,82.8,90.5,58.6,41.4,12:43:00,10:51:00,2,1,12,58.3,0.0,0.0,0.0,0.0
Tyler Lewington,2020,26,NSH,D,2,0,1,1,4,9,0.4,0,0,0,0,1,0,0,4,0,28,14:10:00,4,1,0,0,,23,23,50,1.4,21,14,60,9.5,23.5,92.3,115.8,52.9,47.1,14:10:00,12:28:00,0,1,6,66.7,0.0,0.0,0.0,0.0
Trevor Lewis,2020,34,WPG,C,56,5,5,10,7,2,0.9,3,0,2,1,5,0,0,68,7.4,552,09:52:00,22,71,11,8,57.9,321,401,44.5,-4.6,239,297,44.6,-4.4,7.2,97.2,104.4,36.4,63.6,09:52:00,08:02:00,8,8,112,60.7,0.0,0.0,0.0,0.0
Timothy Liljegren,2020,21,TOR,D,2,0,0,0,1,2,0.1,0,0,0,0,0,0,0,1,0,30,15:06:00,2,3,0,0,,27,15,64.3,9.4,19,11,63.3,8.6,7.7,100,107.7,81.8,18.2,15:06:00,13:11:00,0,1,5,20,0.0,0.0,0.0,0.0
Kole Lind,2020,22,VAN,RW,7,0,0,0,-4,0,-0.3,0,0,0,0,0,0,0,4,0,92,13:09:00,3,8,0,0,,62,79,44,-0.8,42,57,42.4,-1.5,0,90.9,90.9,37.5,62.5,13:09:00,11:37:00,2,2,12,33.3,0.0,0.0,0.0,0.0
Oskar Lindblom,2020,24,PHI,LW,50,8,6,14,-9,9,0.7,8,0,0,1,6,0,0,58,13.8,659,13:11:00,24,43,3,2,60,450,469,49,-4.1,334,356,48.4,-4.3,7.9,89.8,97.7,46.8,53.2,13:11:00,11:10:00,10,9,102,56.9,0.0,0.0,0.0,0.0
Esa Lindell,2020,26,DAL,D,56,5,11,16,11,19,4.6,4,0,1,0,9,2,0,100,5,1298,23:11:00,104,114,0,0,,937,893,51.2,-2.5,685,662,50.9,-2.5,9.7,91.8,101.5,49.6,50.4,23:11:00,19:01:00,9,42,184,54.3,0.0,0.0,0.0,0.0
Ryan Lindgren,2020,22,NYR,D,51,1,15,16,20,35,4,1,0,0,0,14,0,1,65,1.5,1020,20:00:00,50,98,0,0,,743,725,50.6,4.3,553,544,50.4,3,11.2,92.2,103.3,49,51,0.8333333333333334,17:21:00,19,25,129,50.4,0.0,0.0,0.0,0.0
Elias Lindholm,2020,26,CGY,C,56,19,28,47,10,22,5.4,13,6,0,4,17,10,1,130,14.6,1114,19:54:00,34,53,509,482,51.4,747,653,53.4,0.6,568,510,52.7,0.3,11.2,91.2,102.4,53,47,19:54:00,14:18:00,30,26,202,64.4,0.0,0.0,0.0,0.0
Hampus Lindholm,2020,27,ANA,D,18,2,4,6,-1,16,1.3,2,0,0,0,3,1,0,29,6.9,397,22:02:00,19,9,0,0,,313,303,50.8,2.9,236,202,53.9,6.8,7.3,90.7,98,53.6,46.4,22:02:00,19:20:00,7,15,68,42.6,0.0,0.0,0.0,0.0
Par Lindholm,2020,29,BOS,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,12:55:00,0,0,4,1,80,4,10,28.6,-21.4,3,9,25,-22.4,,100,,0,100,12:55:00,12:33:00,0,0,0,,0.0,0.0,0.0,0.0
Gustav Lindstrom,2020,22,DET,D,13,0,3,3,1,0,0.7,0,0,0,0,3,0,0,8,0,210,16:07:00,17,14,0,0,,125,181,40.8,-2.9,100,135,42.6,-1.4,10.8,92.7,103.5,43,57,16:07:00,14:32:00,0,8,20,40,0.0,0.0,0.0,0.0
Blake Lizotte,2020,23,LAK,C,41,3,7,10,2,16,0.7,3,0,0,0,7,0,0,42,7.1,521,12:42:00,21,32,180,174,50.8,393,386,50.4,1.2,297,280,51.5,2.2,8.7,91.7,100.3,43.2,56.8,12:42:00,11:07:00,6,6,77,54.5,0.0,0.0,0.0,0.0
William Lockwood,2020,22,VAN,RW,2,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,3,0,28,14:12:00,1,6,0,0,,17,27,38.6,-8.7,16,23,41,-4.8,0,87.5,87.5,58.3,41.7,14:12:00,11:02:00,0,1,4,75,0.0,0.0,0.0,0.0
Ryan Lomberg,2020,26,FLA,LW,34,2,2,4,-2,67,-0.1,2,0,0,0,2,0,0,47,4.3,330,09:43:00,10,91,0,1,0,249,248,50.1,-5.2,203,198,50.6,-4.6,6.8,90.9,97.7,38.4,61.6,09:43:00,09:13:00,8,2,68,69.1,0.0,0.0,0.0,0.0
Steven Lorentz,2020,24,CAR,C,45,2,6,8,1,8,0.3,2,0,0,1,6,0,0,40,5,470,10:26:00,16,47,158,151,51.1,413,374,52.5,-1,311,284,52.3,-1.1,7.8,93.2,101,58.9,41.1,10:26:00,10:10:00,11,10,76,52.6,0.0,0.0,0.0,0.0
Adam Lowry,2020,27,WPG,LW,52,10,14,24,6,13,2.4,9,0,1,3,12,2,0,80,12.5,807,15:32:00,30,161,361,354,50.5,496,588,45.8,-3.6,377,446,45.8,-3.3,10.8,91.9,102.7,40.5,59.5,15:32:00,12:13:00,16,13,137,58.4,0.0,0.0,0.0,0.0
Milan Lucic,2020,32,CGY,LW,56,10,13,23,-8,46,1.8,8,2,0,0,13,0,0,74,13.5,763,13:38:00,12,139,9,24,27.3,582,560,51,-2.5,439,424,50.9,-2.1,9.4,89,98.3,50.7,49.3,13:38:00,12:00:00,19,29,114,64.9,0.0,0.0,0.0,0.0
Matt Luff,2020,23,LAK,RW,13,1,0,1,-4,5,-0.1,1,0,0,0,0,0,0,18,5.6,136,10:29:00,6,8,2,3,40,106,133,44.4,-2,85,98,46.4,0,1.7,94.5,96.2,47.6,52.4,10:29:00,10:12:00,2,4,33,54.5,0.0,0.0,0.0,0.0
Isac Lundestrom,2020,21,ANA,C,41,6,3,9,-9,14,0.3,6,0,0,0,3,0,0,52,11.5,625,15:15:00,19,16,189,209,47.5,418,449,48.2,-2.8,320,339,48.6,-1.3,7.5,90.3,97.8,57.1,42.9,15:15:00,13:23:00,18,13,88,59.1,0.0,0.0,0.0,0.0
Eetu Luostarinen,2020,22,FLA,C,44,3,5,8,-11,12,-0.4,3,0,0,1,5,0,0,34,8.8,578,13:08:00,25,55,191,207,48,377,404,48.3,-5.4,291,313,48.2,-5.3,6.4,89.8,96.3,46.3,53.7,13:08:00,10:55:00,25,11,63,54,0.0,0.0,0.0,0.0
Ilya Lyubushkin,2020,26,ARI,D,42,1,1,2,-13,10,0.2,1,0,0,0,1,0,0,36,2.8,659,15:42:00,72,103,0,0,,516,596,46.4,-3,391,451,46.4,-3.6,5.9,91.3,97.3,45.8,54.2,15:42:00,15:34:00,8,13,72,50,0.0,0.0,0.0,0.0
Olli Maatta,2020,26,LAK,D,41,0,4,4,-8,6,0.8,0,0,0,0,4,0,0,43,0,674,16:26:00,53,41,0,0,,486,543,47.2,0.8,390,411,48.7,2.6,9.1,88.1,97.2,47.7,52.3,16:26:00,14:58:00,4,23,78,55.1,0.0,0.0,0.0,0.0
Kurtis MacDermid,2020,26,LAK,D,28,2,2,4,-14,36,0.1,2,0,0,0,2,0,0,16,12.5,374,13:21:00,35,46,0,0,,273,362,43,-7.1,208,273,43.2,-6.8,8.8,86.7,95.5,49.7,50.3,13:21:00,11:59:00,2,17,42,38.1,0.0,0.0,0.0,0.0
Jacob MacDonald,2020,27,COL,D,33,1,8,9,14,8,2.4,1,0,0,0,8,0,0,49,2,493,14:57:00,31,38,0,0,,519,333,60.9,2.8,368,239,60.6,2.5,8.6,94,102.6,56.5,43.5,14:57:00,14:02:00,8,8,115,42.6,0.0,0.0,0.0,0.0
Mackenzie MacEachern,2020,26,STL,LW,21,1,1,2,3,8,0.1,0,0,1,0,1,0,0,25,4,204,09:42:00,2,35,1,1,50,138,138,50,1.7,103,107,49,1.2,6.5,95.5,101.9,40,60,09:42:00,08:44:00,1,1,28,89.3,0.0,0.0,0.0,0.0
Zack MacEwen,2020,24,VAN,C,34,1,1,2,-2,44,-0.2,1,0,0,0,1,0,0,31,3.2,294,08:38:00,9,65,4,4,50,223,247,47.4,1.3,165,189,46.6,0.3,8.8,91.5,100.4,46.3,53.7,08:38:00,08:31:00,6,6,56,55.4,0.0,0.0,0.0,0.0
Ryan MacInnis,2020,24,CBJ,C,16,0,0,0,-3,0,-0.4,0,0,0,0,0,0,0,14,0,160,09:58:00,3,19,28,31,47.5,114,129,46.9,0.7,81,95,46,0.5,1.6,93.8,95.4,29.4,70.6,09:58:00,09:55:00,3,5,23,60.9,0.0,0.0,0.0,0.0
Connor Mackey,2020,24,CGY,D,6,1,2,3,3,20,0.7,1,0,0,0,2,0,0,4,25,85,14:10:00,0,8,0,0,,59,55,51.8,1.8,45,52,46.4,-3.5,15.2,95,110.2,60,40,14:10:00,11:27:00,0,4,11,36.4,0.0,0.0,0.0,0.0
Nathan MacKinnon,2020,25,COL,C,48,20,45,65,22,37,7.7,12,8,0,2,28,17,0,206,9.7,977,20:22:00,15,38,239,254,48.5,914,540,62.9,7,663,397,62.5,7.7,12.2,88.9,101.1,67.1,32.9,20:22:00,16:12:00,16,29,374,55.1,1.0,0.0,1.0,0.0
Josh Mahura,2020,22,ANA,D,13,1,3,4,0,4,0.8,1,0,0,0,3,0,0,14,7.1,207,15:54:00,9,10,0,0,,164,172,48.8,-0.3,115,128,47.3,-1,10,90,100,56.8,43.2,15:54:00,15:29:00,1,9,34,41.2,0.0,0.0,0.0,0.0
Philippe Maillet,2020,28,WSH,F,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,18,09:09:00,0,1,6,6,50,21,12,63.6,7,14,12,53.8,-4.5,0,88.9,88.9,83.3,16.7,09:09:00,09:09:00,0,1,3,33.3,0.0,0.0,0.0,0.0
Cale Makar,2020,22,COL,D,44,8,36,44,17,12,7.3,4,4,0,3,18,18,0,104,7.7,1070,1900-01-01 00:19:00,36,49,0,0,,920,590,60.9,4.4,658,450,59.4,3.4,11.8,88.7,100.5,63.1,36.9,1900-01-01 00:19:00,19:10:00,32,21,225,46.2,0.0,0.0,0.0,0.0
Evgeni Malkin,2020,34,PIT,C,33,8,20,28,-4,24,2.4,4,4,0,0,15,5,0,72,11.1,585,17:44:00,12,18,152,206,42.5,409,387,51.4,2,303,284,51.6,1.8,10.2,88.7,98.9,68.4,31.6,17:44:00,14:28:00,26,34,126,57.1,1.0,0.0,1.0,0.0
Sean Malone,2020,25,NSH,C,1,0,1,1,-1,2,0.1,0,0,0,0,1,0,0,1,0,11,10:38:00,0,0,4,4,50,14,9,60.9,3.3,9,8,52.9,-3.7,14.3,66.7,81,71.4,28.6,10:38:00,10:15:00,0,0,1,100,0.0,0.0,0.0,0.0
Mikhail Maltsev,2020,22,NJD,LW,33,6,3,9,-4,4,0.7,6,0,0,0,3,0,0,55,10.9,378,11:27:00,8,26,74,86,46.3,343,328,51.1,-1.4,253,265,48.8,-3.1,8.8,90.5,99.2,41.5,58.5,11:27:00,11:13:00,24,11,110,50,0.0,0.0,0.0,0.0
Andrew Mangiapane,2020,24,CGY,LW,56,18,14,32,1,24,3.7,15,2,1,4,11,3,0,91,19.8,933,16:40:00,33,51,2,15,11.8,728,624,53.8,1.3,552,480,53.5,1.3,8.5,90.7,99.2,51.2,48.8,16:40:00,13:25:00,40,18,169,53.8,1.0,0.0,1.0,0.0
Josh Manson,2020,29,ANA,D,23,1,6,7,-3,30,1.1,1,0,0,1,6,0,0,19,5.3,414,17:59:00,31,61,0,0,,253,341,42.6,-5.2,187,273,40.7,-5,12,90.7,102.7,43.1,56.9,17:59:00,15:22:00,6,13,48,39.6,0.0,0.0,0.0,0.0
Anthony Mantha,2020,26,TOT,RW,56,15,14,29,-14,25,2.4,12,3,0,0,13,1,0,138,10.9,1015,18:07:00,27,49,18,23,43.9,734,699,51.2,2.9,566,552,50.6,2.4,9.6,87.2,96.8,54.5,45.5,18:07:00,15:29:00,11,30,236,58.5,1.0,0.0,1.0,0.0
Anthony Mantha,2020,26,DET,RW,42,11,10,21,-14,17,1.6,9,2,0,0,10,0,0,100,11,766,18:15:00,20,34,15,16,48.4,734,699,51.2,2.9,566,552,50.6,2.4,9.6,87.2,96.8,54.5,45.5,18:07:00,15:29:00,11,30,236,58.5,1.0,0.0,1.0,0.0
Anthony Mantha,2020,26,WSH,RW,14,4,4,8,0,8,0.8,3,1,0,0,3,1,0,38,10.5,249,17:45:00,7,15,3,7,30,734,699,51.2,2.9,566,552,50.6,2.4,9.6,87.2,96.8,54.5,45.5,18:07:00,15:29:00,11,30,236,58.5,1.0,0.0,1.0,0.0
Brad Marchand,2020,32,BOS,LW,53,29,40,69,26,46,9.6,21,4,4,5,23,14,3,143,20.3,1002,18:55:00,11,66,11,24,31.4,802,515,60.9,9,646,400,61.8,8.9,10.9,89,99.9,57.3,42.7,18:55:00,14:04:00,42,36,228,62.7,3.0,1.0,2.0,33.3
Jonathan Marchessault,2020,30,VEG,C,55,18,26,44,19,39,5.4,15,3,0,4,23,3,0,176,10.2,958,17:25:00,14,44,41,47,46.6,873,681,56.2,3.8,607,499,54.9,1.4,10.8,92.5,103.4,57.8,42.2,17:25:00,14:49:00,29,22,331,53.2,2.0,0.0,2.0,0.0
Mason Marchment,2020,25,FLA,F,33,2,8,10,4,18,0.5,2,0,0,0,8,0,0,50,4,466,14:08:00,8,73,13,21,38.2,397,319,55.4,5.2,293,252,53.8,2,9,91.2,100.2,49.2,50.8,14:08:00,13:10:00,13,11,90,55.6,0.0,0.0,0.0,0.0
John Marino,2020,23,PIT,D,52,3,10,13,5,8,2.3,2,1,0,1,6,3,1,56,5.4,1078,20:44:00,50,48,0,0,,731,677,51.9,1.9,551,510,51.9,1.6,10.1,91.1,101.2,49.2,50.8,20:43:00,17:29:00,29,21,106,52.8,0.0,0.0,0.0,0.0
