Player,Season,Age_x,Tm,Pos_x,GP_x,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
Arron Asham,2011,33,PIT,RW,64,5,11,16,-5,76,1,5,0,0,0,11,0,0,49,10.2,591,09:14:00,8,95,6,5,54.5,479,491,49.4,-5.1,358,377,48.7,-6.9,9.6,89.7,99.3,49.4,50.6,09:14:00,09:11:00,13,3,92,53.3,0,0,0,0.0
Carter Ashton,2011,20,TOR,RW,15,0,0,0,-10,13,-0.7,0,0,0,0,0,0,0,22,0,156,10:25:00,2,32,1,1,50,116,137,45.8,-3.7,80,110,42.1,-3.6,0,87,87,54,46,10:25:00,10:22:00,4,4,32,68.8,0,0,0,0.0
Cam Atkinson,2011,22,CBJ,RW,27,7,7,14,1,14,1.7,6,1,0,0,6,1,0,66,10.6,415,15:23:00,17,23,0,1,0,313,320,49.4,2.1,251,234,51.8,6.2,11.6,88.2,99.9,47.2,52.8,15:23:00,12:32:00,15,9,108,61.1,1,1,0,100.0
Adrian Aucoin,2011,38,PHX,D,64,2,7,9,14,42,3.6,1,1,0,0,7,0,0,92,2.2,1296,20:15:00,67,97,0,0,,1051,990,51.5,1.9,780,793,49.6,0,8.7,94.1,102.8,47.8,52.2,20:15:00,17:34:00,26,17,201,45.8,2,0,2,0.0
Keith Aucoin,2011,33,WSH,C,27,3,8,11,4,0,1.3,3,0,0,1,8,0,0,21,14.3,299,11:04:00,7,10,57,64,47.1,268,224,54.5,6.4,194,158,55.1,5.9,10.9,93.2,104.2,51.2,48.8,11:02:00,09:41:00,12,7,43,48.8,1,0,1,0.0
Keith Aulie,2011,22,TOT,D,36,0,3,3,-7,29,0,0,0,0,0,3,0,0,18,0,484,13:26:00,38,78,0,0,,356,481,42.5,-4.5,268,351,43.3,-4,8.6,90.5,99,44.7,55.3,13:26:00,12:30:00,4,18,39,46.2,0,0,0,0.0
Keith Aulie,2011,22,TBL,D,19,0,1,1,-5,13,-0.2,0,0,0,0,1,0,0,4,0,210,11:02:00,10,37,0,0,,356,481,42.5,-4.5,268,351,43.3,-4,8.6,90.5,99,44.7,55.3,13:26:00,12:30:00,4,18,39,46.2,0,0,0,0.0
Keith Aulie,2011,22,TOR,D,17,0,2,2,-2,16,0.3,0,0,0,0,2,0,0,14,0,274,16:07:00,28,41,0,0,,356,481,42.5,-4.5,268,351,43.3,-4,8.6,90.5,99,44.7,55.3,13:26:00,12:30:00,4,18,39,46.2,0,0,0,0.0
Sean Avery,2011,31,NYR,C,15,3,0,3,2,21,0.6,3,0,0,1,0,0,0,15,20,105,07:01:00,1,10,0,3,0,86,85,50.3,4.6,63,67,48.5,0.8,9.1,96.1,105.2,57.1,42.9,07:01:00,0.2916666666666667,4,3,31,48.4,0,0,0,0.0
Anton Babchuk,2011,27,CGY,D,32,2,8,10,2,6,2.1,1,1,0,1,6,2,0,48,4.2,464,14:29:00,48,17,0,0,,325,361,47.4,-0.5,223,254,46.8,-0.2,9.3,93.4,102.7,51.1,48.9,14:29:00,11:59:00,9,12,124,38.7,0,0,0,0.0
David Backes,2011,27,STL,RW,82,24,30,54,15,101,7,14,8,2,4,20,9,1,234,10.3,1640,20:00:00,72,226,658,695,48.6,1301,1075,54.8,-0.7,985,775,56,-0.8,7.3,93.6,100.9,45.7,54.3,0.8333333333333334,15:44:00,50,22,397,58.9,1,0,1,0.0
Mikael Backlund,2011,22,CGY,C,41,4,7,11,-13,16,0.2,2,2,0,2,6,1,0,85,4.7,631,15:23:00,19,25,225,271,45.4,496,480,50.8,3.1,365,358,50.5,3.5,5.2,89.7,94.9,43.6,56.4,15:23:00,13:16:00,29,17,139,61.2,1,0,1,0.0
Nicklas Backstrom,2011,24,WSH,C,42,14,30,44,-4,24,5.1,11,3,0,4,14,16,0,95,14.7,805,19:10:00,25,31,353,338,51.1,603,569,51.5,2.8,458,425,51.9,3.2,9.7,90,99.8,52.7,47.3,19:10:00,14:49:00,28,18,161,59,2,0,2,0.0
Sven Baertschi,2011,19,CGY,LW,5,3,0,3,2,4,0.7,3,0,0,0,0,0,0,10,30,56,11:08:00,0,5,0,0,,29,45,39.2,-1.3,22,30,42.3,2.5,16.7,95,111.7,28.6,71.4,11:08:00,10:34:00,3,0,14,71.4,0,0,0,0.0
Josh Bailey,2011,22,NYI,C,80,13,19,32,-10,32,2.7,9,1,3,1,16,3,0,104,12.5,1218,15:13:00,35,64,323,413,43.9,830,983,45.8,-3.7,608,705,46.3,-4.7,9.2,90.3,99.5,45.8,54.2,15:13:00,12:26:00,62,39,177,58.8,1,1,0,100.0
Keith Ballard,2011,29,VAN,D,47,1,6,7,0,64,1.5,1,0,0,0,6,0,0,41,2.4,731,15:33:00,63,61,0,0,,621,616,50.2,-6.6,450,460,49.5,-4.9,6.4,93.9,100.3,44.9,55.1,15:33:00,14:22:00,8,29,105,39,0,0,0,0.0
Krys Barch,2011,31,TOT,RW,51,2,3,5,0,114,0.2,2,0,0,0,3,0,0,24,8.3,375,07:21:00,10,67,2,5,28.6,263,323,44.9,-4.4,201,238,45.8,-4.3,5,95.9,100.9,51.6,48.4,07:21:00,07:16:00,5,5,43,55.8,0,0,0,0.0
Krys Barch,2011,31,FLA,RW,41,2,3,5,2,91,0.4,2,0,0,0,3,0,0,22,9.1,308,07:30:00,8,50,2,5,28.6,263,323,44.9,-4.4,201,238,45.8,-4.3,5,95.9,100.9,51.6,48.4,07:21:00,07:16:00,5,5,43,55.8,0,0,0,0.0
Krys Barch,2011,31,DAL,RW,10,0,0,0,-2,23,-0.2,0,0,0,0,0,0,0,2,0,67,06:43:00,2,17,0,0,,263,323,44.9,-4.4,201,238,45.8,-4.3,5,95.9,100.9,51.6,48.4,07:21:00,07:16:00,5,5,43,55.8,0,0,0,0.0
Cam Barker,2011,25,EDM,D,25,2,0,2,0,23,0.9,1,1,0,1,0,0,0,35,5.7,459,18:22:00,19,36,0,0,,310,403,43.5,-4.5,223,310,41.8,-9.3,10.2,93.2,103.4,47.2,52.8,18:22:00,15:40:00,2,18,80,43.8,0,0,0,0.0
Tyson Barrie,2011,20,COL,D,10,0,0,0,-2,0,0,0,0,0,0,0,0,0,15,0,176,17:39:00,10,9,0,0,,172,142,54.8,5,137,101,57.6,8.5,4.6,91.1,95.8,71.3,28.8,17:39:00,16:28:00,4,5,32,46.9,0,0,0,0.0
Matt Bartkowski,2011,23,BOS,D,3,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,0,,18,06:08:00,2,5,0,0,,15,16,48.4,-8.1,14,12,53.8,-0.9,0,66.7,66.7,60,40,06:08:00,06:08:00,0,0,1,0,0,0,0,0.0
Cody Bass,2011,25,CBJ,C,14,0,1,1,0,32,-0.1,0,0,0,0,1,0,0,13,0,127,09:05:00,7,22,5,3,62.5,71,98,42,-8.9,56,74,43.1,-7.8,7.3,94.4,101.8,44.3,55.7,09:05:00,08:09:00,4,4,15,86.7,0,0,0,0.0
Jay Beagle,2011,26,WSH,C,41,4,1,5,-2,23,0.1,4,0,0,0,1,0,0,49,8.2,486,11:51:00,23,66,124,91,57.7,346,397,46.6,-2,254,273,48.2,0.1,5.2,93.8,99,39.1,60.9,11:51:00,10:38:00,10,6,78,62.8,0,0,0,0.0
Francois Beauchemin,2011,31,ANA,D,82,8,14,22,-14,48,4.5,5,3,0,1,11,2,1,139,5.8,2095,1900-01-01 01:33:00,193,151,1,1,50,1403,1420,49.7,0.2,1063,1068,49.9,0.6,7.5,90.2,97.7,47.6,52.4,1900-01-01 01:11:00,19:28:00,29,46,284,48.9,0,0,0,0.0
Eric Belanger,2011,34,EDM,C,78,4,12,16,-13,32,-0.2,2,1,1,0,8,4,0,118,3.4,1149,14:44:00,41,36,557,450,55.3,731,852,46.2,-2.2,546,633,46.3,-3.7,5.9,92.3,98.2,41.9,58.1,14:44:00,11:12:00,50,38,217,54.4,2,0,2,0.0
Matt Beleskey,2011,23,ANA,LW,70,4,11,15,-2,72,0.9,4,0,0,0,10,1,0,75,5.3,719,10:16:00,20,100,11,15,42.3,569,657,46.4,-3.7,427,497,46.2,-3.4,8,92.7,100.7,48.8,51.2,10:09:00,09:48:00,10,10,156,48.1,0,0,0,0.0
Brendan Bell,2011,28,NYR,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0,11,11:26:00,0,0,0,0,,13,13,50,,11,13,45.8,,0,90,90,100,0,11:26:00,11:26:00,0,0,4,50,0,0,0,0.0
Mark Bell,2011,31,ANA,LW,5,0,0,0,0,5,-0.1,0,0,0,0,0,0,0,0,,32,06:26:00,0,7,12,10,54.5,18,33,35.3,-10.4,14,23,37.8,-11.1,0,100,100,40,60,06:26:00,06:26:00,0,0,3,0,0,0,0,0.0
Jamie Benn,2011,22,DAL,LW,71,26,37,63,15,55,8.2,23,2,1,7,29,8,0,203,12.8,1283,18:04:00,52,136,347,404,46.2,1080,980,52.4,1.3,805,718,52.9,1,10.7,90.7,101.4,49.2,50.8,18:04:00,15:02:00,56,51,366,55.5,8,4,4,50.0
Jordie Benn,2011,24,DAL,D,3,0,2,2,1,0,0.3,0,0,0,0,2,0,0,1,0,42,13:57:00,2,3,0,0,,27,35,43.5,-4.9,17,21,44.7,-2.7,8.3,100,108.3,39.1,60.9,13:57:00,12:18:00,0,0,3,33.3,0,0,0,0.0
Sean Bergenheim,2011,27,FLA,LW,62,17,6,23,-5,48,2.6,11,5,1,2,6,0,0,185,9.2,1018,16:25:00,21,109,3,8,27.3,811,713,53.2,4.2,617,539,53.4,3.4,6.4,91.6,97.9,46.6,53.4,16:25:00,13:28:00,29,16,292,63.4,4,0,4,0.0
Marc-Andre Bergeron,2011,31,TBL,D,43,4,20,24,6,20,4,3,1,0,0,12,8,0,80,5,832,19:21:00,43,37,0,0,,692,614,53,5.1,504,461,52.2,3,10.9,90.5,101.4,71.2,28.8,19:21:00,16:18:00,19,19,198,40.4,0,0,0,0.0
Patrice Bergeron,2011,26,BOS,C,81,22,42,64,36,20,8.3,15,5,2,3,32,9,1,191,11.5,1505,18:35:00,67,73,973,668,59.3,1343,916,59.5,6.2,995,669,59.8,7.6,9.2,93.1,102.3,48.1,51.9,18:35:00,14:14:00,55,25,355,53.8,8,5,3,62.5
Niclas Bergfors,2011,24,NSH,RW,11,1,1,2,-2,2,0.1,1,0,0,1,1,0,0,11,9.1,89,08:04:00,5,0,0,0,,62,81,43.4,-1.4,49,65,43,-2,9.1,88.9,98,55.3,44.7,08:04:00,07:15:00,4,2,14,78.6,0,0,0,0.0
Patrik Berglund,2011,23,STL,C,82,19,19,38,4,30,4.4,17,0,2,3,15,4,0,188,10.1,1473,17:58:00,36,97,567,601,48.5,1041,1014,50.7,-6.2,802,762,51.3,-7.3,7.7,92.7,100.3,49.6,50.4,17:58:00,14:01:00,39,24,373,50.1,4,0,4,0.0
Steve Bernier,2011,26,NJD,RW,32,1,5,6,6,16,0.5,1,0,0,0,5,0,0,23,4.3,383,11:58:00,13,61,3,12,20,240,290,45.3,-9,175,209,45.6,-8.5,11.5,94.5,106,47.4,52.6,11:58:00,11:23:00,10,3,37,62.2,0,0,0,0.0
Todd Bertuzzi,2011,36,DET,RW,71,14,24,38,23,64,4.7,14,0,0,1,20,4,0,118,11.9,1104,15:33:00,23,96,5,8,38.5,898,742,54.8,-0.6,700,565,55.3,0.2,10.3,93.4,103.8,53.1,46.9,15:33:00,13:50:00,21,40,188,62.8,10,5,5,50.0
Stu Bickel,2011,25,NYR,D,51,0,9,9,2,108,1.8,0,0,0,0,8,0,1,22,0,532,10:26:00,52,68,1,0,100,412,451,47.7,-3.9,316,312,50.3,-4.2,8.3,90.5,98.8,52.3,47.7,10:26:00,10:08:00,5,8,55,40,0,0,0,0.0
Bryan Bickell,2011,25,CHI,LW,71,9,15,24,-3,48,1.8,9,0,0,0,15,0,0,84,10.7,862,12:08:00,23,128,0,1,0,718,706,50.4,-4.9,523,525,49.9,-5.2,9.2,90.4,99.5,38.1,61.9,12:08:00,11:33:00,21,22,162,51.9,0,0,0,0.0
Kevin Bieksa,2011,30,VAN,D,78,8,36,44,12,94,8.3,6,2,0,2,28,8,0,166,4.8,1844,23:38:00,106,159,0,1,0,1540,1273,54.7,2.1,1128,990,53.3,1.8,9,91.7,100.7,49.1,50.9,23:38:00,19:19:00,29,68,355,46.8,1,0,1,0.0
Paul Bissonnette,2011,26,PHX,LW,31,1,0,1,-4,41,-0.3,1,0,0,1,0,0,0,15,6.7,188,06:04:00,1,70,0,1,0,166,138,54.6,8.7,125,116,51.9,7.2,1,93.7,94.7,55.8,44.2,06:04:00,06:04:00,2,4,23,65.2,0,0,0,0.0
Byron Bitz,2011,27,VAN,RW,10,1,3,4,2,14,0.5,1,0,0,0,3,0,0,6,16.7,105,10:30:00,7,20,0,3,0,72,84,46.2,-9.7,52,59,46.8,-10.9,10,95.5,105.5,42.4,57.6,10:30:00,10:26:00,5,1,10,60,0,0,0,0.0
Jason Blake,2011,38,ANA,C,45,7,5,12,-4,6,0.9,5,2,0,3,4,1,0,109,6.4,636,14:09:00,17,41,0,1,0,525,490,51.7,2.8,394,344,53.4,4.2,5.4,92.6,98,52.8,47.2,14:09:00,12:41:00,19,9,179,60.9,1,0,1,0.0
Jonathon Blum,2011,23,NSH,D,33,3,4,7,-14,6,0.5,3,0,0,1,4,0,0,25,12,592,17:56:00,71,17,0,0,,383,505,43.1,-5.4,279,378,42.5,-5.4,9.4,88.6,98,45.1,54.9,17:56:00,15:03:00,8,17,58,43.1,0,0,0,0.0
Mike Blunden,2011,25,MTL,RW,39,2,2,4,-1,27,0,2,0,0,0,2,0,0,34,5.9,365,09:22:00,15,104,2,3,40,249,352,41.4,-7.6,185,250,42.5,-8,6.7,94.2,100.9,37.9,62.1,09:22:00,09:01:00,8,2,55,61.8,0,0,0,0.0
Mikkel Boedker,2011,22,PHX,LW,82,11,13,24,-2,12,1.8,11,0,0,2,12,1,0,86,12.8,1118,13:38:00,21,108,1,1,50,851,948,47.3,-3.9,634,733,46.4,-3.8,7.4,93.2,100.6,53.8,46.2,13:38:00,12:13:00,29,14,174,49.4,9,4,5,44.4
Zach Bogosian,2011,21,WPG,D,65,5,25,30,-3,71,4.6,4,1,0,0,19,6,0,150,3.3,1516,23:19:00,109,117,0,0,,1130,1140,49.8,-1.9,856,823,51,-1.1,7.7,90.9,98.6,49,51,23:19:00,17:44:00,17,41,349,43,0,0,0,0.0
Alexandre Bolduc,2011,26,PHX,C,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0,14,07:10:00,0,1,1,0,100,14,14,50,3.2,11,12,47.8,3.4,0,88.9,88.9,83.3,16.7,07:10:00,07:10:00,0,0,2,50,0,0,0,0.0
Jared Boll,2011,25,CBJ,RW,54,2,1,3,-8,126,-0.5,2,0,0,0,1,0,0,35,5.7,438,08:07:00,10,96,3,2,60,304,373,44.9,-5.7,226,292,43.6,-6.5,3.8,93.6,97.5,49.3,50.7,08:07:00,08:03:00,7,3,65,53.8,0,0,0,0.0
Dave Bolland,2011,25,CHI,C,76,19,18,37,0,47,3.7,9,7,3,2,13,5,0,126,15.1,1254,16:30:00,38,58,582,621,48.4,840,863,49.3,-6.3,616,638,49.1,-5.7,9.5,89.8,99.3,31.8,68.2,16:30:00,12:41:00,53,25,211,59.7,5,1,4,20.0
Brandon Bollig,2011,25,CHI,LW,18,0,0,0,-2,58,-0.3,0,0,0,0,0,0,0,16,0,106,05:53:00,6,27,0,0,,71,92,43.6,-13.1,53,66,44.5,-12.4,2.3,93.5,95.8,75.8,24.2,05:53:00,05:44:00,0,0,26,61.5,0,0,0,0.0
Nick Bonino,2011,23,ANA,C,50,5,13,18,1,8,1.6,5,0,0,0,12,1,0,63,7.9,624,12:29:00,39,18,195,259,43,497,597,45.4,-5.9,376,428,46.8,-4.7,8.7,92,100.7,51.1,48.9,12:29:00,11:40:00,28,9,104,60.6,0,0,0,0.0
David Booth,2011,27,TOT,LW,62,16,14,30,-5,34,3.2,13,3,0,1,9,5,0,159,10.1,926,14:56:00,13,81,9,9,50,884,658,57.3,6.3,651,513,55.9,6.2,6.3,91.2,97.5,58.9,41.1,14:56:00,13:08:00,20,25,261,60.5,2,1,1,50.0
David Booth,2011,27,VAN,LW,56,16,13,29,1,32,3.5,13,3,0,1,9,4,0,145,11,833,14:52:00,12,69,9,9,50,884,658,57.3,6.3,651,513,55.9,6.2,6.3,91.2,97.5,58.9,41.1,14:56:00,13:08:00,20,25,261,60.5,2,1,1,50.0
David Booth,2011,27,FLA,LW,6,0,1,1,-6,2,-0.3,0,0,0,0,0,1,0,14,0,93,15:30:00,1,12,0,0,,884,658,57.3,6.3,651,513,55.9,6.2,6.3,91.2,97.5,58.9,41.1,14:56:00,13:08:00,20,25,261,60.5,2,1,1,50.0
Mark Borowiecki,2011,22,OTT,D,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0,25,12:30:00,0,4,0,0,,21,21,50,,17,20,45.9,,0,91.7,91.7,45.5,54.5,12:30:00,12:07:00,0,1,2,50,0,0,0,0.0
Robert Bortuzzo,2011,22,PIT,D,6,0,0,0,1,2,0.1,0,0,0,0,0,0,0,3,0,65,10:54:00,1,9,0,0,,60,51,54.1,-6.2,44,41,51.8,-8.2,11.8,90,101.8,63.6,36.4,10:54:00,10:17:00,0,0,7,42.9,0,0,0,0.0
Pierre-Marc Bouchard,2011,27,MIN,C,37,9,13,22,-1,18,2.6,7,2,0,3,8,5,0,84,10.7,604,16:19:00,9,3,4,12,25,442,443,49.9,8.4,323,326,49.8,5.8,7.4,92.5,99.9,51.7,48.3,16:19:00,12:54:00,22,11,141,59.6,5,1,4,20.0
Francis Bouillon,2011,36,NSH,D,66,4,7,11,-4,33,2.4,4,0,0,2,7,0,0,38,10.5,1158,17:33:00,65,103,0,0,,874,1026,46,-3,668,769,46.5,-3.2,9.8,90.7,100.6,47.1,52.9,17:33:00,16:23:00,23,29,111,34.2,0,0,0,0.0
Eric Boulton,2011,35,NJD,LW,51,0,0,0,-12,115,-1,0,0,0,0,0,0,0,25,0,336,06:35:00,10,89,1,2,33.3,171,294,36.8,-16.2,131,225,36.8,-16.2,0,93,93,50.3,49.7,06:35:00,06:33:00,1,6,38,65.8,0,0,0,0.0
Lance Bouma,2011,21,CGY,C,27,1,2,3,-5,11,-0.2,1,0,0,0,2,0,0,26,3.8,274,10:10:00,26,45,11,11,50,184,241,43.3,-0.4,149,162,47.9,5.6,2.9,93,95.9,44,56,10:10:00,09:32:00,8,6,48,54.2,0,0,0,0.0
Marc-Andre Bourdon,2011,22,PHI,D,45,4,3,7,4,52,1.9,4,0,0,2,3,0,0,45,8.9,729,16:11:00,77,73,0,0,,671,637,51.3,-2.8,485,454,51.7,-1.4,8.5,92.2,100.7,49.5,50.5,16:11:00,15:22:00,7,27,104,43.3,0,0,0,0.0
Gabriel Bourque,2011,21,NSH,LW,43,7,12,19,-2,6,1.9,7,0,0,1,12,0,0,59,11.9,550,12:47:00,19,66,0,1,0,475,498,48.8,1,354,365,49.2,1.3,9.3,90.3,99.6,55.6,44.4,12:47:00,12:36:00,20,9,94,62.8,0,0,0,0.0
Rene Bourque,2011,30,TOT,LW,76,18,6,24,-19,68,1.8,14,3,1,1,3,3,0,158,11.4,1355,17:50:00,25,86,12,8,60,840,1007,45.5,-5.5,596,752,44.2,-5.9,7.3,90.8,98.1,47.5,52.5,17:50:00,13:33:00,32,27,319,49.8,5,2,3,40.0
Rene Bourque,2011,30,MTL,LW,38,5,3,8,-16,27,-0.3,4,0,1,0,2,1,0,67,7.5,703,18:29:00,15,38,3,4,42.9,840,1007,45.5,-5.5,596,752,44.2,-5.9,7.3,90.8,98.1,47.5,52.5,17:50:00,13:33:00,32,27,319,49.8,5,2,3,40.0
Rene Bourque,2011,30,CGY,LW,38,13,3,16,-3,41,2.2,10,3,0,1,1,2,0,91,14.3,652,17:10:00,10,48,9,4,69.2,840,1007,45.5,-5.5,596,752,44.2,-5.9,7.3,90.8,98.1,47.5,52.5,17:50:00,13:33:00,32,27,319,49.8,5,2,3,40.0
Jay Bouwmeester,2011,28,CGY,D,82,5,24,29,-21,26,4.8,3,2,0,1,16,8,0,107,4.7,2129,1900-01-01 01:57:00,118,69,0,0,,1370,1649,45.4,-6,1016,1280,44.3,-6.2,7.3,92.2,99.5,45.1,54.9,1900-01-01 01:57:00,20:28:00,25,60,240,44.6,0,0,0,0.0
Drayson Bowman,2011,22,CAR,C,37,6,7,13,2,4,1.5,6,0,0,0,6,1,0,70,8.6,494,13:21:00,10,54,0,0,,445,430,50.9,3.6,328,319,50.7,2.5,7.7,92.8,100.5,53.3,46.7,13:21:00,12:22:00,10,8,124,56.5,0,0,0,0.0
Darryl Boyce,2011,27,TOT,C,37,1,4,5,-8,35,-0.3,1,0,0,1,4,0,0,25,4,369,09:59:00,14,46,84,79,51.5,228,322,41.5,-5.9,166,238,41.1,-5.2,5,91.8,96.8,41.5,58.5,09:59:00,08:55:00,6,8,55,45.5,0,0,0,0.0
Darryl Boyce,2011,27,CBJ,C,20,0,3,3,-5,19,-0.2,0,0,0,0,3,0,0,13,0,198,09:55:00,10,20,76,72,51.4,228,322,41.5,-5.9,166,238,41.1,-5.2,5,91.8,96.8,41.5,58.5,09:59:00,08:55:00,6,8,55,45.5,0,0,0,0.0
Darryl Boyce,2011,27,TOR,C,17,1,1,2,-3,16,-0.1,1,0,0,1,1,0,0,12,8.3,171,10:04:00,4,26,8,7,53.3,228,322,41.5,-5.9,166,238,41.1,-5.2,5,91.8,96.8,41.5,58.5,09:59:00,08:55:00,6,8,55,45.5,0,0,0,0.0
Johnny Boychuk,2011,28,BOS,D,77,5,10,15,27,53,5.2,5,0,0,2,10,0,0,171,2.9,1587,20:37:00,133,145,0,0,,1493,1153,56.4,1.6,1122,847,57,2.6,8.8,92.3,101.1,53.7,46.3,20:37:00,18:02:00,8,31,354,48.3,0,0,0,0.0
Zach Boychuk,2011,22,CAR,C,16,0,2,2,-3,0,-0.1,0,0,0,0,2,0,0,10,0,143,08:55:00,2,16,2,2,50,119,105,53.1,3.2,83,78,51.6,1.1,5.4,89.5,94.8,57,43,08:55:00,08:07:00,2,2,20,50,0,0,0,0.0
Brad Boyes,2011,29,BUF,C,65,8,15,23,2,6,2,6,2,0,0,9,6,0,100,8,856,13:10:00,24,29,126,141,47.2,672,662,50.4,-1.2,500,504,49.8,-1.4,6.4,94.9,101.3,54,46,13:10:00,11:05:00,18,26,170,58.8,12,5,7,41.7
