Player,Season,Age_x,Tm,Pos_x,GP_x,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
Stefan Elliott,2011,21,COL,D,39,4,9,13,2,8,2.9,4,0,0,1,7,2,0,84,4.8,669,17:09:00,31,3,0,0,,567,485,53.9,2.7,409,373,52.3,1.4,7.6,92.1,99.7,65.4,34.6,17:09:00,14:32:00,7,14,172,48.8,0,0,0,0.0
Matt Ellis,2011,30,BUF,LW,60,3,5,8,-3,25,0.1,3,0,0,1,5,0,0,85,3.5,583,09:43:00,17,34,117,127,48,479,474,50.3,0,357,362,49.7,-0.2,5.7,92.6,98.3,45.4,54.6,09:43:00,09:21:00,22,7,140,60.7,0,0,0,0.0
Ryan Ellis,2011,21,NSH,D,32,3,8,11,5,4,2.5,1,2,0,2,6,2,0,34,8.8,474,14:50:00,37,30,0,0,,387,368,51.3,2.8,289,278,51,1.9,8.8,93.4,102.3,60.3,39.7,14:50:00,0.5416666666666666,7,8,77,44.2,1,0,1,0.0
Alexei Emelin,2011,25,MTL,D,67,3,4,7,-18,30,0.9,2,0,1,0,3,0,1,62,4.8,1159,17:18:00,88,236,0,0,,978,1043,48.4,-1.1,692,756,47.8,-1.5,7.2,90,97.1,47.9,52.1,17:18:00,15:49:00,13,46,146,42.5,0,0,0,0.0
Steve Eminger,2011,28,NYR,D,42,2,3,5,0,28,1.4,2,0,0,0,1,1,1,19,10.5,558,13:17:00,53,63,0,0,,389,462,45.7,-4.7,302,346,46.6,-5.6,8.1,92.4,100.5,51.6,48.4,13:17:00,11:59:00,5,9,45,42.2,0,0,0,0.0
Cory Emmerton,2011,23,DET,C,71,6,4,10,1,14,0.7,6,0,0,0,3,1,0,63,9.5,575,08:06:00,31,37,151,162,48.2,423,419,50.2,-5.5,328,315,51,-5.1,6.3,93.9,100.2,63.5,36.5,08:06:00,07:31:00,16,7,103,61.2,0,0,0,0.0
Deryk Engelland,2011,29,PIT,D,73,4,13,17,10,56,3.7,4,0,0,1,13,0,0,86,4.7,1179,16:09:00,77,174,0,0,,1045,967,51.9,-3.9,762,737,50.8,-6.3,8.5,92.7,101.2,55.6,44.4,16:09:00,15:06:00,9,18,186,46.2,0,0,0,0.0
Andreas Engqvist,2011,24,MTL,C,12,0,0,0,-1,4,-0.2,0,0,0,0,0,0,0,3,0,79,06:36:00,5,9,24,36,40,61,64,48.8,-1,42,40,51.2,2,3.7,93.3,97,60,40,06:36:00,05:35:00,0,1,11,27.3,0,0,0,0.0
Tyler Ennis,2011,22,BUF,C,48,15,19,34,11,14,4.6,13,2,0,1,17,2,0,82,18.3,776,16:10:00,18,26,145,171,45.9,616,660,48.3,-2.5,448,516,46.5,-4.5,11.4,94,105.4,57.4,42.6,16:10:00,14:11:00,19,22,155,52.9,6,2,4,33.3
Toby Enstrom,2011,27,WPG,D,62,6,27,33,6,38,5.8,4,2,0,1,18,9,0,94,6.4,1478,23:51:00,84,24,0,0,,1263,1039,54.9,5,964,802,54.6,3.7,8.8,90.8,99.6,53.4,46.6,23:49:00,19:15:00,8,29,183,51.4,0,0,0,0.0
Martin Erat,2011,30,NSH,LW,71,19,39,58,12,30,6.8,13,5,1,3,26,13,0,107,17.8,1312,18:29:00,37,52,60,66,47.6,879,1026,46.1,-2.4,662,771,46.2,-3.4,11.3,92.4,103.7,42.2,57.8,18:29:00,15:05:00,60,49,194,54.6,6,1,5,16.7
Jonathan Ericsson,2011,27,DET,D,69,1,10,11,16,47,3.5,1,0,0,0,10,0,0,63,1.6,1179,17:05:00,43,128,0,0,,965,795,54.8,-0.4,733,612,54.5,-1.1,8.2,93.8,101.9,59,41,17:05:00,14:56:00,9,42,135,46.7,0,0,0,0.0
Loui Eriksson,2011,26,DAL,LW,82,26,45,71,18,12,8.6,19,5,2,3,37,7,1,187,13.9,1620,19:46:00,40,20,7,9,43.8,1202,1175,50.6,0.8,893,868,50.7,0.5,10.6,91.5,102.1,52.7,47.3,19:46:00,15:16:00,50,43,301,62.1,11,5,6,45.5
Tim Erixon,2011,20,NYR,D,18,0,2,2,-2,8,0.3,0,0,0,0,2,0,0,9,0,234,13:00:00,15,15,0,0,,160,202,44.2,-3.2,122,157,43.7,-5,9.3,91.3,100.6,50,50,0.5416666666666666,12:01:00,1,3,18,50,0,0,0,0.0
John Erskine,2011,31,WSH,D,28,0,2,2,3,51,0.8,0,0,0,0,1,0,1,20,0,339,12:06:00,27,39,0,0,,272,291,48.3,2.9,204,224,47.7,2,7.7,94.6,102.3,54.9,45.1,12:06:00,11:33:00,4,8,41,48.8,0,0,0,0.0
Cade Fairchild,2011,23,STL,D,5,0,1,1,-1,0,0.1,0,0,0,0,1,0,0,1,0,48,09:39:00,4,1,0,0,,47,32,59.5,2.2,37,22,62.7,0.4,4.5,89.5,94,69.2,30.8,09:39:00,08:17:00,0,0,5,20,0,0,0,0.0
Justin Falk,2011,23,MIN,D,47,1,8,9,-13,54,1.5,0,1,0,0,8,0,0,46,2.2,916,19:30:00,78,78,0,0,,608,830,42.3,-4.7,428,594,41.9,-6.5,7.5,90.6,98.1,41.2,58.8,19:30:00,16:53:00,12,20,105,43.8,0,0,0,0.0
Justin Faulk,2011,19,CAR,D,66,8,14,22,-16,29,3.8,3,5,0,2,7,7,0,101,7.9,1508,22:51:00,85,113,0,0,,1097,1194,47.9,-1.8,816,895,47.7,-2.2,6.3,91.5,97.8,52,48,22:51:00,17:59:00,32,20,220,45.9,0,0,0,0.0
Mark Fayne,2011,24,NJD,D,82,4,13,17,-4,26,4.2,4,0,0,1,10,2,1,94,4.3,1656,20:11:00,88,84,0,0,,1101,1053,51.1,-0.1,836,788,51.5,0.7,8.8,90.6,99.4,50.1,49.9,20:11:00,17:14:00,20,35,219,42.9,0,0,0,0.0
Ruslan Fedotenko,2011,33,NYR,LW,73,9,11,20,-7,16,1.3,8,1,0,1,10,1,0,94,9.6,993,13:36:00,57,86,16,18,47.1,681,865,44,-7.1,519,601,46.3,-7,7.7,91.8,99.5,36.5,63.5,13:36:00,11:59:00,22,11,166,56.6,0,0,0,0.0
Eric Fehr,2011,26,WPG,RW,35,2,1,3,-6,12,-0.3,2,0,0,1,1,0,0,54,3.7,339,09:42:00,13,22,0,0,,289,282,50.6,0.5,214,198,51.9,1.2,2.7,92.1,94.9,55.5,44.5,09:42:00,09:15:00,6,4,90,60,0,0,0,0.0
Andrew Ference,2011,32,BOS,D,72,6,18,24,9,46,4.7,6,0,0,1,15,2,1,107,5.6,1360,18:53:00,81,68,1,0,100,1046,1113,48.4,-8.9,758,855,47,-9.9,9.8,92.6,102.4,51.9,48.1,18:53:00,16:18:00,7,38,231,46.3,0,0,0,0.0
Benn Ferriero,2011,24,SJS,C,35,7,1,8,0,8,0.9,7,0,0,4,1,0,0,68,10.3,422,12:03:00,13,43,3,9,25,401,401,50,-2.1,293,284,50.8,-3.1,5.5,93.7,99.2,50.4,49.6,12:03:00,11:35:00,9,3,108,63,0,0,0,0.0
Brett Festerling,2011,25,WPG,D,5,0,0,0,-1,2,0,0,0,0,0,0,0,0,2,0,66,13:07:00,3,7,0,0,,47,48,49.5,-9.1,42,38,52.5,-4.3,6.3,90,96.3,41.7,58.3,13:07:00,12:05:00,0,2,4,50,0,0,0,0.0
Vernon Fiddler,2011,31,DAL,C,82,8,13,21,-13,60,0.6,8,0,0,1,12,0,1,123,6.5,1147,13:59:00,67,82,534,515,50.9,812,982,45.3,-6.5,598,701,46,-6.1,6.4,91.8,98.2,41.4,58.6,13:58:00,11:48:00,40,13,214,57.5,0,0,0,0.0
Nikita Filatov,2011,21,OTT,LW,9,0,1,1,1,4,0,0,0,0,0,1,0,0,6,0,88,09:49:00,1,8,0,1,0,70,77,47.6,-4.4,52,63,45.2,-6.4,5.7,95.7,101.4,52.6,47.4,09:49:00,08:44:00,1,7,15,40,0,0,0,0.0
Valtteri Filppula,2011,27,DET,C,81,23,43,66,18,14,7.9,19,3,1,1,35,8,0,144,16,1479,18:16:00,23,42,193,180,51.7,1130,1034,52.2,-5.1,847,813,51,-7,11.3,92.3,103.6,53.2,46.8,18:16:00,14:52:00,39,30,262,55,3,1,2,33.3
Joe Finley,2011,24,BUF,D,5,0,0,0,-3,12,-0.2,0,0,0,0,0,0,0,1,0,39,07:48:00,0,3,0,0,,32,37,46.4,2.2,21,32,39.6,-0.7,0,88,88,26.3,73.7,07:48:00,07:46:00,0,1,4,25,0,0,0,0.0
Mike Fisher,2011,31,NSH,C,72,24,27,51,11,33,6.4,19,5,0,7,17,9,1,157,15.3,1389,19:18:00,76,116,588,629,48.3,888,1126,44.1,-5.4,660,824,44.5,-5.6,11.4,92.8,104.1,40.9,59.1,19:18:00,15:41:00,44,34,260,60.4,3,0,3,0.0
Mark Fistric,2011,25,DAL,D,60,0,2,2,-3,41,0.8,0,0,0,0,2,0,0,30,0,991,16:31:00,105,235,1,0,100,714,763,48.3,-3.5,521,543,49,-3.6,6.8,93.6,100.3,45.2,54.8,16:30:00,14:09:00,10,19,89,33.7,0,0,0,0.0
Tomas Fleischmann,2011,27,FLA,LW,82,27,34,61,-7,26,7.1,21,6,0,4,18,16,0,217,12.4,1566,19:06:00,33,32,14,13,51.9,1169,1179,49.8,-0.9,889,894,49.9,-1.8,9,90.8,99.8,58.9,41.1,19:06:00,15:46:00,56,40,416,52.2,4,0,4,0.0
Mark Flood,2011,27,WPG,D,33,3,4,7,-1,10,1.4,2,1,0,1,3,1,0,30,10,507,15:21:00,43,10,0,0,,362,422,46.2,-4.3,283,309,47.8,-4.4,6.3,92.8,99.1,52.8,47.2,15:21:00,13:13:00,2,8,77,39,0,0,0,0.0
Marcus Foligno,2011,20,BUF,LW,14,6,7,13,6,9,2,4,2,0,1,6,1,0,23,26.1,221,15:49:00,11,44,0,3,0,202,198,50.5,-4.7,149,149,50,-4.6,17.6,89.8,107.5,56.1,43.9,15:49:00,14:30:00,7,2,43,53.5,0,0,0,0.0
Nick Foligno,2011,24,OTT,LW,82,15,32,47,2,124,4.6,14,1,0,3,29,3,0,153,9.8,1201,14:39:00,30,196,62,87,41.6,1071,924,53.7,0.7,769,696,52.5,1,9.3,89.7,99,53.3,46.7,14:39:00,13:09:00,35,26,245,62.4,1,0,1,0.0
Kurtis Foster,2011,30,TOT,D,51,4,10,14,-13,35,2,2,2,0,0,1,9,0,85,4.7,811,15:54:00,33,45,0,0,,513,587,46.6,-2.3,390,450,46.4,-2.9,7,90.8,97.8,61.6,38.4,15:29:00,12:14:00,4,16,152,53.9,1,0,1,0.0
Kurtis Foster,2011,30,NJD,D,28,3,9,12,-9,23,1.6,1,2,0,0,1,8,0,54,5.6,480,17:09:00,16,19,0,0,,513,587,46.6,-2.3,390,450,46.4,-2.9,7,90.8,97.8,61.6,38.4,15:29:00,12:14:00,4,16,152,53.9,1,0,1,0.0
Kurtis Foster,2011,30,MIN,D,14,0,0,0,1,4,0.4,0,0,0,0,0,0,0,15,0,194,13:52:00,12,10,0,0,,513,587,46.6,-2.3,390,450,46.4,-2.9,7,90.8,97.8,61.6,38.4,15:29:00,12:14:00,4,16,152,53.9,1,0,1,0.0
Kurtis Foster,2011,30,ANA,D,9,1,1,2,-5,8,0.1,1,0,0,0,0,1,0,16,6.3,136,15:07:00,5,16,0,0,,513,587,46.6,-2.3,390,450,46.4,-2.9,7,90.8,97.8,61.6,38.4,15:29:00,12:14:00,4,16,152,53.9,1,0,1,0.0
Kris Foucault,2011,21,MIN,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,08:50:00,,0,,,,4,5,44.4,1.2,2,5,28.6,-11.9,0,100,100,33.3,66.7,08:50:00,08:25:00,0,0,,,0,0,0,0.0
Cam Fowler,2011,20,ANA,D,82,5,24,29,-28,18,3.6,3,2,0,0,15,9,0,123,4.1,1907,23:16:00,93,43,1,0,100,1374,1314,51.1,2.6,1034,1005,50.7,1.8,7.5,88.7,96.2,51,49,22:55:00,18:29:00,23,40,265,46,2,0,2,0.0
Cody Franson,2011,24,TOR,D,57,5,16,21,-1,22,3.5,3,2,0,0,11,5,0,65,7.7,923,16:11:00,53,102,0,0,,804,769,51.1,2.7,573,574,50,1.8,8.8,91,99.9,52.4,47.6,16:11:00,14:37:00,20,45,173,37.6,0,0,0,0.0
Johan Franzen,2011,32,DET,C,77,29,27,56,23,40,7.9,18,11,0,10,25,2,0,211,13.7,1363,17:42:00,30,60,79,100,44.1,1104,827,57.2,2.7,858,643,57.2,2.3,9.8,92.4,102.2,55.8,44.2,17:42:00,14:43:00,30,35,379,55.7,0,0,0,0.0
Colin Fraser,2011,27,LAK,C,67,2,6,8,-2,67,0.1,2,0,0,0,6,0,0,54,3.7,652,09:44:00,25,147,174,193,47.4,472,440,51.8,-4.8,349,336,50.9,-4.7,5.2,93.5,98.7,46,54,09:37:00,08:21:00,16,12,98,55.1,0,0,0,0.0
Mark Fraser,2011,25,NJD,D,4,0,0,0,-2,14,-0.1,0,0,0,0,0,0,0,0,,57,14:20:00,3,6,0,0,,38,39,49.4,-3.1,31,29,51.7,0.3,9.5,83.3,92.9,57.7,42.3,14:20:00,11:56:00,2,0,5,0,0,0,0,0.0
Matt Fraser,2011,21,DAL,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,03:57:00,1,0,0,0,,2,8,20,-15.7,1,5,16.7,-19.3,0,100,100,,,03:57:00,03:57:00,0,0,1,100,0,0,0,0.0
Matt Frattin,2011,24,TOR,RW,56,8,7,15,-4,25,1,8,0,0,2,6,1,0,92,8.7,737,13:10:00,12,81,2,6,25,611,643,48.7,-0.2,447,474,48.5,1.2,8.2,91.7,99.9,52.5,47.5,13:10:00,12:30:00,22,15,181,50.8,2,1,1,50.0
Kris Fredheim,2011,24,MIN,D,3,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,0,,36,11:59:00,5,1,0,0,,15,41,26.8,-22.5,13,27,32.5,-14.3,0,88.2,88.2,36.4,63.6,11:59:00,11:04:00,1,0,2,0,0,0,0,0.0
Michael Frolik,2011,23,CHI,C,63,5,10,15,-10,22,0.2,5,0,0,0,9,0,1,117,4.3,811,12:52:00,32,56,16,32,33.3,643,596,51.9,-2.6,470,435,51.9,-2.2,5,91.3,96.3,44.3,55.7,12:52:00,11:35:00,41,6,224,52.2,0,0,0,0.0
Marian Gaborik,2011,29,NYR,RW,82,41,35,76,15,34,11.2,31,10,0,7,24,11,0,276,14.9,1600,19:31:00,40,63,0,2,0,1146,1218,48.5,-2,865,872,49.8,-3,10.1,92.2,102.3,63.7,36.3,19:31:00,15:49:00,30,41,447,61.5,7,4,3,57.1
Simon Gagne,2011,31,LAK,LW,34,7,10,17,-1,18,1.8,6,0,1,2,6,4,0,75,9.3,612,17:59:00,10,16,2,4,33.3,507,433,53.9,1.3,380,337,53,1.8,7.2,90.6,97.8,59,41,17:23:00,13:18:00,7,23,123,58.5,3,0,3,0.0
Sam Gagner,2011,22,EDM,C,75,18,29,47,5,36,5.4,12,6,0,0,23,6,0,149,12.1,1289,17:11:00,23,21,334,367,47.6,960,1006,48.8,2.6,704,744,48.6,0.5,10,92.2,102.1,54.2,45.8,17:11:00,14:40:00,27,36,292,51,9,6,3,66.7
Aaron Gagnon,2011,25,WPG,C,7,0,0,0,-1,0,-0.2,0,0,0,0,0,0,0,6,0,66,09:27:00,4,1,18,22,45,73,58,55.7,10.6,54,40,57.4,9.7,0,96.6,96.6,58.1,41.9,09:27:00,09:23:00,1,0,12,50,0,0,0,0.0
T.J. Galiardi,2011,23,TOT,LW,69,9,6,15,-8,53,0.9,8,0,1,2,6,0,0,113,8,900,13:03:00,22,110,75,92,44.9,696,709,49.5,-3.1,505,547,48,-4.2,5.1,92.9,98,46.7,53.3,13:03:00,11:26:00,47,16,198,57.1,0,0,0,0.0
T.J. Galiardi,2011,23,COL,LW,55,8,6,14,-6,47,1.1,7,0,1,2,6,0,0,101,7.9,745,13:33:00,16,88,73,89,45.1,696,709,49.5,-3.1,505,547,48,-4.2,5.1,92.9,98,46.7,53.3,13:03:00,11:26:00,47,16,198,57.1,0,0,0,0.0
T.J. Galiardi,2011,23,SJS,LW,14,1,0,1,-2,6,-0.1,1,0,0,0,0,0,0,12,8.3,155,11:04:00,6,22,2,3,40,696,709,49.5,-3.1,505,547,48,-4.2,5.1,92.9,98,46.7,53.3,13:03:00,11:26:00,47,16,198,57.1,0,0,0,0.0
Ryan Garbutt,2011,26,DAL,C,20,2,1,3,-1,22,0.2,2,0,0,1,1,0,0,28,7.1,166,08:17:00,3,48,12,15,44.4,188,129,59.3,7.5,138,100,58,5.6,5.1,91.8,96.8,49.5,50.5,08:17:00,08:09:00,1,4,53,52.8,0,0,0,0.0
Jake Gardiner,2011,21,TOR,D,75,7,23,30,-2,18,5.2,6,1,0,0,17,6,0,79,8.9,1619,21:35:00,90,52,0,0,,1353,1332,50.4,0.4,950,1022,48.2,-2,10.6,91.1,101.6,55.6,44.4,21:35:00,17:51:00,34,73,207,38.2,0,0,0,0.0
Jason Garrison,2011,27,FLA,D,77,16,17,33,6,32,8.3,7,9,0,3,13,3,1,168,9.5,1825,23:42:00,124,127,1,1,50,1308,1200,52.2,3.2,996,923,51.9,2.2,7,93.3,100.4,54.5,45.5,23:42:00,18:34:00,20,30,350,48,0,0,0,0.0
Paul Gaustad,2011,29,TOT,C,70,7,14,21,-1,76,1.3,7,0,0,3,13,0,1,75,9.3,1034,14:46:00,47,114,659,491,57.3,617,774,44.4,-7.2,471,572,45.2,-6.2,8.8,92.1,100.9,33.3,66.7,14:46:00,11:55:00,22,26,127,59.1,0,0,0,0.0
Paul Gaustad,2011,29,BUF,C,56,7,10,17,-1,70,1.1,7,0,0,3,9,0,1,62,11.3,845,15:05:00,40,98,495,376,56.8,617,774,44.4,-7.2,471,572,45.2,-6.2,8.8,92.1,100.9,33.3,66.7,14:46:00,11:55:00,22,26,127,59.1,0,0,0,0.0
Paul Gaustad,2011,29,NSH,C,14,0,4,4,0,6,0.1,0,0,0,0,4,0,0,13,0,189,13:31:00,7,16,164,115,58.8,617,774,44.4,-7.2,471,572,45.2,-6.2,8.8,92.1,100.9,33.3,66.7,14:46:00,11:55:00,22,26,127,59.1,0,0,0,0.0
Chay Genoway,2011,25,MIN,D,1,0,1,1,0,0,0.1,0,0,0,0,1,0,0,1,0,18,18:16:00,1,0,0,0,,11,14,44,-5.1,7,12,36.8,-14.5,14.3,83.3,97.6,55.6,44.4,18:16:00,15:25:00,2,1,1,100,0,0,0,0.0
Blake Geoffrion,2011,23,TOT,LW,35,2,3,5,0,27,0.1,2,0,0,0,3,0,0,29,6.9,386,11:02:00,13,40,68,77,46.9,262,339,43.6,-3.5,183,253,42,-5.2,6.4,95.5,101.9,40.7,59.3,11:02:00,09:59:00,13,9,65,44.6,0,0,0,0.0
Blake Geoffrion,2011,23,NSH,LW,22,0,3,3,-2,17,-0.2,0,0,0,0,3,0,0,12,0,228,10:21:00,10,29,67,74,47.5,262,339,43.6,-3.5,183,253,42,-5.2,6.4,95.5,101.9,40.7,59.3,11:02:00,09:59:00,13,9,65,44.6,0,0,0,0.0
Blake Geoffrion,2011,23,MTL,LW,13,2,0,2,2,10,0.3,2,0,0,0,0,0,0,17,11.8,159,12:13:00,3,11,1,3,25,262,339,43.6,-3.5,183,253,42,-5.2,6.4,95.5,101.9,40.7,59.3,11:02:00,09:59:00,13,9,65,44.6,0,0,0,0.0
Nathan Gerbe,2011,24,BUF,C,62,6,19,25,2,32,2,6,0,0,2,17,1,1,137,4.4,881,14:12:00,13,53,7,12,36.8,694,749,48.1,-1.9,534,583,47.8,-1.1,7.8,92.5,100.4,47.3,52.7,14:12:00,13:24:00,18,17,217,63.1,6,2,4,33.3
Bruno Gervais,2011,27,TBL,D,50,6,7,13,-4,8,2.1,5,1,0,0,6,1,0,57,10.5,713,14:16:00,63,42,0,0,,555,556,50,4.5,406,403,50.2,3,9.7,89.3,99,60.1,39.9,14:16:00,12:43:00,17,14,117,48.7,0,0,0,0.0
Ryan Getzlaf,2011,26,ANA,C,82,11,46,57,-11,75,4.3,7,4,0,4,26,19,1,185,5.9,1771,21:36:00,72,177,628,709,47,1308,1139,53.5,6.9,946,846,52.8,5.9,7.6,90.3,97.9,48,52,21:17:00,16:30:00,33,93,392,46.4,5,1,4,20.0
Tom Gilbert,2011,29,TOT,D,67,3,19,22,-8,20,4.1,1,2,0,1,15,4,0,72,4.2,1612,1900-01-01 00:04:00,115,65,0,0,,1019,1107,47.9,1.1,765,786,49.3,2,8,90.7,98.7,47.7,52.3,1900-01-01 00:02:00,18:21:00,30,50,176,40.9,0,0,0,0.0
Tom Gilbert,2011,29,EDM,D,47,3,14,17,-3,12,3.1,1,2,0,1,10,4,0,50,6,1072,22:49:00,76,54,0,0,,1019,1107,47.9,1.1,765,786,49.3,2,8,90.7,98.7,47.7,52.3,1900-01-01 00:02:00,18:21:00,30,50,176,40.9,0,0,0,0.0
Tom Gilbert,2011,29,MIN,D,20,0,5,5,-5,8,1,0,0,0,0,5,0,0,22,0,540,1900-01-01 03:01:00,39,11,0,0,,1019,1107,47.9,1.1,765,786,49.3,2,8,90.7,98.7,47.7,52.3,1900-01-01 00:02:00,18:21:00,30,50,176,40.9,0,0,0,0.0
Hal Gill,2011,36,TOT,D,76,1,12,13,-3,37,2.7,1,0,0,0,10,0,2,49,2,1302,17:08:00,161,75,0,0,,820,986,45.4,-5.8,602,692,46.5,-5,9.6,90.3,99.9,44.7,55.3,17:08:00,13:39:00,20,62,106,46.2,0,0,0,0.0
Hal Gill,2011,36,MTL,D,53,1,7,8,-7,29,1.4,1,0,0,0,6,0,1,33,3,887,16:44:00,122,48,0,0,,820,986,45.4,-5.8,602,692,46.5,-5,9.6,90.3,99.9,44.7,55.3,17:08:00,13:39:00,20,62,106,46.2,0,0,0,0.0
Hal Gill,2011,36,NSH,D,23,0,5,5,4,8,1.3,0,0,0,0,4,0,1,16,0,415,18:03:00,39,27,0,0,,820,986,45.4,-5.8,602,692,46.5,-5,9.6,90.3,99.9,44.7,55.3,17:08:00,13:39:00,20,62,106,46.2,0,0,0,0.0
Colton Gillies,2011,22,TOT,C,75,2,6,8,-9,35,-0.5,2,0,0,0,6,0,0,48,4.2,757,10:05:00,46,161,7,10,41.2,443,678,39.5,-8.4,329,490,40.2,-8.3,6.1,93.5,99.7,39.7,60.3,10:05:00,09:18:00,31,14,95,50.5,0,0,0,0.0
Colton Gillies,2011,22,CBJ,C,38,2,4,6,-4,25,0,2,0,0,0,4,0,0,24,8.3,418,10:59:00,25,90,4,9,30.8,443,678,39.5,-8.4,329,490,40.2,-8.3,6.1,93.5,99.7,39.7,60.3,10:05:00,09:18:00,31,14,95,50.5,0,0,0,0.0
Colton Gillies,2011,22,MIN,C,37,0,2,2,-5,10,-0.5,0,0,0,0,2,0,0,24,0,339,09:10:00,21,71,3,1,75,443,678,39.5,-8.4,329,490,40.2,-8.3,6.1,93.5,99.7,39.7,60.3,10:05:00,09:18:00,31,14,95,50.5,0,0,0,0.0
Trevor Gillies,2011,33,NYI,LW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,9,02:52:00,0,2,0,0,,1,9,10,-44.7,1,9,10,-42.9,0,83.3,83.3,75,25,02:52:00,02:52:00,0,0,1,100,0,0,0,0.0
Matt Gilroy,2011,27,TOT,D,67,3,17,20,2,18,3.2,3,0,0,0,17,0,0,80,3.8,1173,17:30:00,75,59,0,0,,950,958,49.8,-1.5,693,718,49.1,-3.1,10.2,90.6,100.8,51.6,48.4,17:30:00,15:51:00,18,29,161,49.7,0,0,0,0.0
Matt Gilroy,2011,27,TBL,D,53,2,15,17,2,16,2.6,2,0,0,0,15,0,0,60,3.3,933,17:36:00,57,49,0,0,,950,958,49.8,-1.5,693,718,49.1,-3.1,10.2,90.6,100.8,51.6,48.4,17:30:00,15:51:00,18,29,161,49.7,0,0,0,0.0
Matt Gilroy,2011,27,OTT,D,14,1,2,3,0,2,0.5,1,0,0,0,2,0,0,20,5,240,17:08:00,18,10,0,0,,950,958,49.8,-1.5,693,718,49.1,-3.1,10.2,90.6,100.8,51.6,48.4,17:30:00,15:51:00,18,29,161,49.7,0,0,0,0.0
Brian Gionta,2011,33,MTL,RW,31,8,7,15,-7,16,1.4,6,2,0,0,6,1,0,75,10.7,602,19:26:00,13,35,14,19,42.4,431,422,50.5,-1.1,316,304,51,-2.9,9.6,89,98.7,44.6,55.4,19:26:00,14:27:00,15,13,154,48.7,4,2,2,50.0
Stephen Gionta,2011,28,NJD,RW,1,1,0,1,1,0,0.3,1,0,0,1,0,0,0,2,50,11,10:37:00,1,1,5,3,62.5,9,9,50,0.8,9,4,69.2,18.3,14.3,100,114.3,40,60,10:37:00,10:37:00,0,0,4,50,0,0,0,0.0
Mark Giordano,2011,28,CGY,D,61,9,18,27,0,75,5.9,4,5,0,0,12,5,1,125,7.2,1404,23:01:00,127,84,0,0,,936,1013,48,-0.6,695,741,48.4,1.1,8.9,91.8,100.7,52,48,23:01:00,17:27:00,26,51,271,46.1,0,0,0,0.0
Dan Girardi,2011,27,NYR,D,82,5,24,29,13,20,7.2,4,1,0,2,14,9,1,122,4.1,2152,1900-01-01 02:15:00,185,211,0,0,,1509,1619,48.2,-2.5,1149,1122,50.6,-2.1,8.6,92.7,101.3,43.9,56.1,1900-01-01 02:15:00,21:11:00,37,61,245,49.8,0,0,0,0.0
Alexandre Giroux,2011,30,CBJ,C,9,1,0,1,-2,8,0,1,0,0,0,0,0,0,18,5.6,110,12:12:00,0,11,1,0,100,90,80,52.9,-0.4,75,60,55.6,-0.8,6.8,86.4,93.1,50.8,49.2,12:12:00,10:09:00,7,1,27,66.7,0,0,0,0.0
Claude Giroux,2011,24,PHI,RW,77,28,65,93,6,29,10.6,22,6,0,5,31,32,2,242,11.6,1659,21:33:00,44,70,828,715,53.7,1270,1103,53.5,1,930,821,53.1,0,9.4,91,100.4,48.4,51.6,21:32:00,15:21:00,50,44,456,53.1,9,5,4,55.6
Tanner Glass,2011,28,WPG,LW,78,5,11,16,-12,73,-0.1,5,0,0,1,11,0,0,86,5.8,1047,13:25:00,51,246,29,44,39.7,669,923,42,-11.9,512,672,43.2,-11.4,6.9,92,99,33.4,66.6,13:25:00,11:28:00,9,20,138,62.3,0,0,0,0.0
Tim Gleason,2011,29,CAR,D,82,1,17,18,12,71,5.1,1,0,0,0,14,2,1,65,1.5,1698,20:43:00,112,129,0,0,,1297,1475,46.8,-1.8,938,1098,46.1,-2.2,8.6,93.2,101.8,39.8,60.2,20:43:00,17:43:00,18,32,146,44.5,0,0,0,0.0
Curtis Glencross,2011,29,CGY,LW,67,26,22,48,-13,62,6,17,8,1,3,16,5,1,110,23.6,1208,18:01:00,49,81,41,41,50,781,919,45.9,-5.2,567,694,45,-4.4,9.2,89.4,98.5,49.6,50.4,18:01:00,13:45:00,39,46,177,62.1,3,0,3,0.0
Scott Glennie,2011,20,DAL,RW,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,10,09:35:00,0,2,0,0,,9,3,75,29.6,6,3,66.7,23,0,100,100,33.3,66.7,09:35:00,07:01:00,0,1,1,0,0,0,0,0.0
Marcel Goc,2011,28,FLA,C,57,11,16,27,5,10,2.9,8,3,0,1,15,1,0,97,11.3,1004,17:37:00,23,38,505,473,51.6,768,702,52.2,3.9,595,516,53.6,5.8,8,92.5,100.5,37.5,62.5,17:37:00,14:22:00,43,13,149,65.1,7,1,6,14.3
